train/RL_loss,time/fps,train/critic_loss,train/MSE_losses,train/MSE_loss,train/Main_losses,time/total_timesteps,train/Beta,train/ent_coef_loss,train/n_updates,time/time_elapsed,train/critic_los,train/loss,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/actor_loss,train/ent_coef,rollout/ep_len_mean
14.243290901184082,87,0.40668749809265137,2.357611656188965,2.357611656188965,14.243290901184082,34400,0,-0.8097137212753296,34299,391,0.40668749809265137,14.243290901184082,-135.48042571999997,172,0.001,14.243290901184082,0.015304675325751305,200.0
18.23578643798828,87,0.8278244733810425,2.3029351234436035,2.3029351234436035,18.23578643798828,35200,0,1.187074899673462,35099,400,0.8278244733810425,18.23578643798828,-135.3701236,176,0.001,18.23578643798828,0.011789667420089245,200.0
12.114753723144531,87,0.5058475732803345,2.151826858520508,2.151826858520508,12.114753723144531,36000,0,-0.9506112933158875,35899,410,0.5058475732803345,12.114753723144531,-135.20317496,180,0.001,12.114753723144531,0.008854182437062263,200.0
12.310129165649414,87,0.3311656415462494,2.129011631011963,2.129011631011963,12.310129165649414,36800,0,-1.1766915321350098,36699,419,0.3311656415462494,12.310129165649414,-135.11208665,184,0.001,12.310129165649414,0.007591668050736189,200.0
13.741155624389648,87,0.5861282348632812,2.292966842651367,2.292966842651367,13.741155624389648,37600,0,-0.6003197431564331,37499,428,0.5861282348632812,13.741155624389648,-136.42537794,188,0.001,13.741155624389648,0.008603273890912533,200.0
10.046991348266602,87,0.4241334795951843,2.3846681118011475,2.3846681118011475,10.046991348266602,38400,0,-1.3260436058044434,38299,437,0.4241334795951843,10.046991348266602,-134.18171195,192,0.001,10.046991348266602,0.0088061997666955,200.0
14.044238090515137,87,0.3820282518863678,2.207249164581299,2.207249164581299,14.044238090515137,39200,0,0.837054967880249,39099,446,0.3820282518863678,14.044238090515137,-131.59667389999998,196,0.001,14.044238090515137,0.008161901496350765,200.0
10.691283226013184,87,0.4568769335746765,2.2940549850463867,2.2940549850463867,10.691283226013184,40000,0,-2.1599068641662598,39899,455,0.4568769335746765,10.691283226013184,-132.37240979,200,0.001,10.691283226013184,0.0074212439358234406,200.0
12.905303955078125,87,0.6663906574249268,2.3099029064178467,2.3099029064178467,12.905303955078125,40800,0,-0.22450074553489685,40699,465,0.6663906574249268,12.905303955078125,-137.11320273,204,0.001,12.905303955078125,0.00820124614983797,200.0
10.21088981628418,87,0.21334761381149292,2.2215943336486816,2.2215943336486816,10.21088981628418,41600,0,-0.4785180389881134,41499,474,0.21334761381149292,10.21088981628418,-139.61415991,208,0.001,10.21088981628418,0.008422357961535454,200.0
9.972505569458008,87,0.3295138478279114,2.7411417961120605,2.7411417961120605,9.972505569458008,42400,0,-1.7018368244171143,42299,483,0.3295138478279114,9.972505569458008,-138.47134228000002,212,0.001,9.972505569458008,0.0077892327681183815,200.0
14.725289344787598,87,0.3197779655456543,2.122633934020996,2.122633934020996,14.725289344787598,43200,0,0.18286743760108948,43099,492,0.3197779655456543,14.725289344787598,-137.29792740000002,216,0.001,14.725289344787598,0.007981664501130581,200.0
10.938541412353516,87,1.8626288175582886,2.2162113189697266,2.2162113189697266,10.938541412353516,44000,0,-1.27525794506073,43899,501,1.8626288175582886,10.938541412353516,-140.61586832,220,0.001,10.938541412353516,0.00643480708822608,200.0
9.911592483520508,87,0.42491742968559265,2.1684985160827637,2.1684985160827637,9.911592483520508,44800,0,-0.3110077679157257,44699,510,0.42491742968559265,9.911592483520508,-141.78578933000003,224,0.001,9.911592483520508,0.00904707983136177,200.0
