time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/actor_loss,train/Beta,train/MSE_loss,train/n_updates,train/MSE_losses,train/RL_loss,train/learning_rate,train/loss,train/Main_losses,train/critic_loss,train/critic_los
124,80712,50.859650699999996,477,168,579.28,-4.593437358341386,0.756,3.599867582321167,71308,5.49389849510868,-5.048256874084473,0.001,-2.3267569541931152,-0.44005018947398766,0.6906150928470823,0.5899980068206787
128,84123,63.37249943,498,168,593.07,-4.6770966193680445,0.748,3.4676036834716797,74399,4.829117815997174,-3.448413372039795,0.001,-0.8546457290649414,-1.0649163687407082,0.671268856987871,0.19778203964233398
132,88051,79.04462036999999,522,168,611.55,-5.161840818256323,0.74,3.0115251541137695,78001,4.818648828985265,-4.9911932945251465,0.001,-2.762664556503296,-1.5960406424818099,0.6626121559968361,0.23354032635688782
136,92108,93.1522889,548,167,626.48,-5.562089953157637,0.732,5.679274559020996,81859,4.866231696709754,-5.071389198303223,0.001,-0.9141602516174316,-2.0000083846232246,0.8056575499460219,3.356935739517212
140,95787,106.37758721,573,166,652.87,-5.902404099407763,0.724,7.6834588050842285,85678,4.694267894962047,-6.960652828216553,0.001,-1.3978290557861328,-2.5037542496577347,0.7808265775899939,1.4443633556365967
144,99250,115.41756846999999,597,166,664.65,-6.303286663236072,0.716,4.201577186584473,89254,4.770666561987957,-7.337461948394775,0.001,-4.329132556915283,-2.8874893015176712,0.7188681641404849,0.14959321916103363
148,102975,122.77543009000003,621,165,665.01,-6.677401465438019,0.708,1.1365984678268433,92844,4.7324137776553785,-7.55214262008667,0.001,-6.747430801391602,-3.3268524950758045,0.769766303454466,0.22695884108543396
152,106862,136.2905997,647,165,686.82,-7.070646765755444,0.7,5.5764055252075195,96793,4.737169119158412,-7.760049819946289,0.001,-3.8565659523010254,-3.754628435140703,0.6825822936928817,0.2106086015701294
156,111268,148.46808881999996,674,164,714.61,-7.326169153506106,0.692,6.474222183227539,100851,4.8049340436630175,-7.677271366119385,0.001,-3.1971096992492676,-4.001154930302591,0.6911462585258326,0.1986270248889923
160,115003,161.26425175000003,703,163,744.61,-7.525592723501072,0.684,11.967195510864258,105342,4.820952815038186,-7.166660785675049,0.001,1.0189013481140137,-4.2280609296182545,0.7340018077533842,1.1745007038116455
164,119332,174.67195375,729,163,773.99,-7.847018108271913,0.676,1.5844780206680298,109204,4.591452977001267,-9.30562686920166,0.001,-8.234519958496094,-4.743195895780653,0.7300318838304376,0.2689608931541443
168,123402,189.69560552,756,163,806.01,-8.354899131610829,0.668,1.606763243675232,113323,4.7110040246799425,-8.334561347961426,0.001,-7.26124382019043,-5.207948520619382,0.6848134027932051,0.22207292914390564
172,127302,205.76893238999997,783,162,839.23,-8.573552837738625,0.66,5.097606182098389,117263,4.882467175141359,-9.316705703735352,0.001,-5.9522857666015625,-5.351124382426596,0.6887611066206143,0.14474205672740936
176,131406,221.52370172999997,810,162,872.88,-8.786520948031448,0.652,4.4919047355651855,121329,4.713708227884116,-8.853591918945312,0.001,-5.924870014190674,-5.71318313665336,0.6211130220393716,0.36681899428367615
180,135264,235.59444846000002,835,161,899.98,-9.128989517806314,0.644,1.495739459991455,125050,4.715360714133674,-9.706695556640625,0.001,-8.743439674377441,-6.092297241532591,0.6802278241359389,0.13806599378585815
184,139016,243.51042524000002,860,161,910.0,-9.399184232323496,0.636,2.774268627166748,128944,4.506231571470598,-9.354729652404785,0.001,-7.59029483795166,-6.533221043729675,0.5551761755634262,0.34723490476608276
188,142436,251.38634743000003,883,161,919.56,-9.636383534437215,0.628,7.175097942352295,132382,4.540802234615119,-8.330716133117676,0.001,-3.824754238128662,-6.784759646210392,0.6138244144100797,0.9069085717201233
192,145486,258.09272917000004,908,160,928.21,-9.721987416004312,0.62,4.691273212432861,136192,4.821630053607555,-8.73375415802002,0.001,-5.825164794921875,-6.732576757669449,0.6383012201123196,0.7295602560043335
196,148579,256.16679733000007,924,160,913.19,-9.878172340794144,0.612,3.350865125656128,138599,4.6957892048581735,-10.548145294189453,0.001,-8.497415542602539,-7.004349410533905,0.5835233469989812,0.2072693407535553
200,152257,260.45943495,949,160,908.01,-10.029736218557991,0.604,5.670550346374512,142274,4.540618750291092,-10.475313186645508,0.001,-7.050300598144531,-7.287202626406787,0.5981692121302338,4.4600067138671875
204,155974,263.80559363,973,160,905.05,-10.21891033535912,0.596,2.967017650604248,145852,4.585948330731619,-8.456503868103027,0.001,-6.688161373138428,-7.485685045378549,0.6671908497012087,0.5576642155647278
208,159555,264.12427083999995,997,159,896.76,-10.426356296953948,0.588,6.552761077880859,149559,4.71298300312913,-8.800898551940918,0.001,-4.947875022888184,-7.655122287895368,0.5957462249099238,0.2120450735092163
212,163281,268.31026418,1021,159,899.43,-10.57371184759528,0.58,6.235053062438965,153170,4.464708437883879,-10.84598159790039,0.001,-7.229650974273682,-7.984181015088165,0.6590594121791439,0.26528051495552063
216,166205,268.95826803,1045,158,896.73,-10.755414343562839,0.572,7.856453895568848,156864,4.546972904468607,-10.96320629119873,0.001,-6.4693145751953125,-8.154545715737685,0.6669863722341454,0.17116869986057281
220,168698,271.30295377000004,1057,159,896.78,-10.801929474946094,0.564,1.801577091217041,158630,4.546571729228636,-10.529730796813965,0.001,-9.513641357421875,-8.237662981443876,0.7573918882928847,0.12925481796264648
224,172438,282.59729777000007,1081,159,917.26,-10.88854091807648,0.556,2.03713059425354,162270,4.304553222808021,-10.022789001464844,0.001,-8.890144348144531,-8.495209347870615,0.6536260776800187,0.3036450743675232
228,176258,286.51650884,1107,159,921.35,-11.259393147367387,0.548,6.372799396514893,166178,4.564974104039556,-9.182801246643066,0.001,-5.690507411956787,-8.75778743429593,0.7907335642329996,0.20693239569664001
232,179850,286.60608762,1131,158,917.99,-11.4234772575529,0.54,3.975552797317505,169767,4.408760781089465,-13.24272632598877,0.001,-11.095928192138672,-9.042746357750474,0.665194888648234,0.1288703829050064
236,183465,288.16283293,1155,158,913.57,-11.55998683028869,0.532,12.533888816833496,173496,4.738627469752042,-12.330202102661133,0.001,-5.662173271179199,-9.039036999301018,0.6802643515078355,0.18856844305992126
240,186903,290.55993633,1178,158,911.16,-11.667294910020917,0.524,1.3864318132400513,176910,4.527235505458351,-11.03445053100586,0.001,-10.307960510253906,-9.295023540470087,0.7299641985119435,0.6299886107444763
244,190468,293.63718676,1202,158,912.18,-11.818817392262545,0.516,6.683215141296387,180508,4.440743680298328,-11.611618041992188,0.001,-8.163079261779785,-9.527393778887662,0.73924054779451,0.1425171047449112
248,192251,286.78183641,1218,157,892.76,-11.73128055996365,0.508,4.932774543762207,183051,5.282471446196238,-14.167277336120605,0.001,-11.66142749786377,-9.047784996032714,0.7840538776510364,0.09921225905418396
252,194251,278.59321365000005,1227,158,873.89,-12.345456155679994,0.5,1.3861819505691528,184207,4.004190811666391,-12.954548835754395,0.001,-12.261457443237305,-10.343360771567134,2.558533824285713,0.26440250873565674
256,195529,266.92253728000003,1239,157,842.61,-12.201495897971977,0.492,7.126062393188477,186225,4.518098225027828,-13.999330520629883,0.001,-10.493308067321777,-9.978591522928012,0.7055432442106119,0.15920069813728333
260,196870,257.4829064,1248,157,818.67,-12.3613369310057,0.484,2.0373635292053223,187611,4.856887562708422,-10.663264274597168,0.001,-9.677180290222168,-10.010603347381988,0.7919188354284533,0.3639650046825409
264,197566,242.21264895999997,1252,157,782.34,-12.11384088076078,0.476,7.134401798248291,188157,3.994175853179051,-12.12881088256836,0.001,-8.73283576965332,-10.212613171797532,1.1658992464152667,0.36174067854881287
268,199380,234.19771675999996,1265,157,759.78,-12.106568570320423,0.468,2.1864986419677734,190140,4.504260981312165,-12.518558502197266,0.001,-11.495277404785156,-9.99857443341842,0.9399520410896423,0.18125872313976288
272,202268,230.67090201,1280,157,749.66,-12.233272102205493,0.46,11.96804428100586,192256,4.640889317419579,-11.987654685974121,0.001,-6.482354164123535,-10.098462984346181,0.8720834136753409,0.14857162535190582
276,205040,226.61552189999998,1298,157,736.34,-12.421827152144155,0.452,1.7560395002365112,195034,4.362624050485283,-12.194572448730469,0.001,-11.400842666625977,-10.449921120745424,0.9891595158620468,0.3761213421821594
280,208534,226.74177473,1322,157,732.7,-12.698458636330127,0.444,2.1565778255462646,198603,4.326656082210585,-13.795859336853027,0.001,-12.838338851928711,-10.777423315730987,0.8600865806331547,0.23770391941070557
284,211372,223.66331815000004,1340,157,723.56,-12.851205733215924,0.436,1.2410037517547607,201343,4.1633882220943,-13.439085006713867,0.001,-12.8980073928833,-11.035968496961502,0.826402127290669,0.14655712246894836
288,214952,226.25220567,1364,157,725.16,-13.250672428901124,0.428,6.059686660766602,204981,4.290680224823564,-12.586868286132812,0.001,-9.993322372436523,-11.414261292415539,0.9326105308297615,0.5088144540786743
292,218099,227.94108849,1385,157,726.13,-13.439178914156827,0.42,6.535348892211914,208156,4.443351174051111,-14.410101890563965,0.001,-11.665255546569824,-11.572971484444357,0.8248954701017249,0.3053129315376282
296,221184,228.63059522999995,1407,157,726.05,-13.893710902918166,0.412,0.5124399662017822,211414,4.333763372814544,-14.982664108276367,0.001,-14.771538734436035,-12.108200386305835,1.0682626515800986,0.21712592244148254
300,224282,226.64491801,1426,157,720.25,-13.957021867294493,0.404,15.192763328552246,214278,4.170273352122363,-15.149589538574219,0.001,-9.011713027954102,-12.272231376086165,1.0784900215377988,0.1968848705291748
304,227875,226.72298517,1450,157,719.01,-14.200153858527262,0.396,2.1510961055755615,217856,4.213508832367577,-14.14977741241455,0.001,-13.297943115234375,-12.531604371638288,1.0143351711542783,0.10731865465641022
308,231189,226.78215101,1472,156,716.34,-14.601968587725146,0.388,5.10004186630249,221213,4.2955249040821,-15.133636474609375,0.001,-13.154820442199707,-12.935304867054796,0.9189235610011653,0.1631864458322525
312,234439,226.91518675000003,1494,156,711.58,-14.825785349592378,0.38,6.718862056732178,224498,4.485020644906201,-15.619438171386719,0.001,-13.06627082824707,-13.121477514580835,0.9710910247945332,0.11133061349391937
316,237704,230.55562370000004,1516,156,714.99,-15.012138932720385,0.372,2.810211658477783,227776,4.303386846682675,-15.791866302490234,0.001,-14.746467590332031,-13.411278992222432,0.9889502500494322,0.22253842651844025
320,240722,234.52543071,1535,156,720.24,-15.167681733381402,0.364,0.8045153617858887,230701,3.9865580282888367,-14.800054550170898,0.001,-14.507210731506348,-13.71657463647787,0.9645156810861645,0.8298107385635376
324,243693,231.66796084,1555,156,712.55,-15.331675362717258,0.356,2.054659128189087,233692,4.6577698992249745,-16.898822784423828,0.001,-16.1673641204834,-13.67350924861887,0.8793987123081919,0.08097048103809357
328,246264,228.24308423,1573,156,700.06,-15.708217435621528,0.348,6.665870666503906,236316,4.326957876288046,-14.408615112304688,0.001,-12.088891983032227,-14.20243614677369,0.8919182478785124,0.38247743248939514
332,248915,224.86738863,1593,156,690.65,-15.766033909204976,0.34,2.222721815109253,239527,4.3455076582748875,-15.30968189239502,0.001,-14.553956031799316,-14.288561286828706,0.9568715802373633,0.15182510018348694
336,251599,221.14176640000002,1608,156,681.34,-15.890692492644355,0.332,6.16290283203125,241641,4.347027373804926,-14.382319450378418,0.001,-12.336236000061035,-14.447479444455773,1.0076723413486504,0.25224488973617554
340,254890,221.19271942000003,1629,156,679.87,-15.97632023105003,0.324,3.5497920513153076,244897,4.231257365751742,-14.687249183654785,0.001,-13.537117004394531,-14.60539285797728,0.981915046532924,0.0833580493927002
344,257829,218.67949838999996,1649,156,673.61,-15.863488027784559,0.316,3.5746519565582275,247867,4.475017997953627,-16.725200653076172,0.001,-15.595610618591309,-14.449382245099104,1.0227649875315947,0.1560121774673462
348,260665,224.77534416000003,1668,156,684.14,-16.01992891554226,0.308,2.514709234237671,250731,4.324623166474321,-15.028204917907715,0.001,-14.253674507141113,-14.687944980630851,0.9044075190306526,0.0742272436618805
352,263864,233.21432059999992,1689,156,696.13,-16.013715406860968,0.3,1.0360885858535767,253928,4.4931111582601915,-15.980297088623047,0.001,-15.66947078704834,-14.665781986833823,0.9367544087057394,0.14336034655570984
356,266621,242.39841628999994,1707,156,710.92,-16.268817070991762,0.292,7.126351833343506,256693,4.41658968133952,-15.884404182434082,0.001,-13.803509712219238,-14.97917293220438,0.9058709960960192,0.07339850068092346
360,269240,250.20673427999998,1725,156,723.7,-16.225184906203793,0.284,2.632922410964966,259309,4.413492121013268,-17.925567626953125,0.001,-17.177818298339844,-14.971753100179276,1.0265939820939576,0.15638823807239532
364,272255,264.02051419000003,1745,155,746.89,-16.367784662548353,0.276,2.1688778400421143,262383,4.385405248679094,-16.462650299072266,0.001,-15.86404037475586,-15.157412858485015,1.0449933836356549,1.6997172832489014
368,275353,272.3070733299999,1765,155,759.73,-16.510387310916432,0.268,8.487527847290039,265444,4.521953920550542,-13.858759880065918,0.001,-11.584102630615234,-15.298503611838981,1.1106984543886205,0.4039938151836395
372,278582,276.08521251999997,1787,155,763.14,-16.636450093021438,0.26,6.586075305938721,268664,4.310481419677757,-17.081388473510742,0.001,-15.369009017944336,-15.515724970529453,1.075401198825596,0.5899746417999268
376,281774,280.37853765,1808,155,767.34,-16.928130079372764,0.252,3.8375260829925537,271847,4.231970627466446,-16.769775390625,0.001,-15.802719116210938,-15.861673458456407,1.1327211527117147,6.32305908203125
380,284924,280.57521523,1829,155,763.9,-17.065750278493084,0.244,1.6237599849700928,275003,4.391886360273159,-16.320159912109375,0.001,-15.923962593078613,-15.9941299756368,1.0984327525353779,0.43189314007759094
384,288043,283.92552409999996,1850,155,766.71,-17.252001273865794,0.236,3.2375848293304443,278137,4.4000372480528025,-17.896209716796875,0.001,-17.132139205932617,-16.213592433461955,0.9446004716789022,0.06380171328783035
388,290727,281.29728028,1867,155,757.75,-17.298327673651496,0.228,5.978790760040283,280842,4.377864454959369,-17.684539794921875,0.001,-16.321374893188477,-16.3001745765342,1.2053577344701347,0.24249768257141113
392,293630,280.78395187999996,1886,155,755.31,-17.399606243472235,0.22,5.749499320983887,283704,4.188127113419158,-18.00861930847168,0.001,-16.743728637695312,-16.47821826801122,0.9586774164908811,0.2035057693719864
396,296589,280.42966981999996,1906,155,754.05,-17.291567181596662,0.212,7.913583755493164,286610,4.3221883522254405,-17.24786949157715,0.001,-15.570189476013184,-16.375263251880607,1.0766671660461242,0.12452279031276703
400,299193,278.0741346,1923,155,749.11,-17.38143391911717,0.204,4.186954021453857,289252,4.506209377975982,-17.079092025756836,0.001,-16.224952697753906,-16.46216721549135,1.0940608196860895,0.7946154475212097
404,302518,278.09349045000005,1945,155,746.43,-17.39552359668144,0.196,6.237862586975098,292537,4.539345322016325,-17.848012924194336,0.001,-16.625391006469727,-16.505811912895183,1.0931561614254386,2.201648473739624
408,305624,275.19121742,1966,155,744.35,-17.36292927758652,0.188,5.184077262878418,295646,4.525229024842493,-16.844764709472656,0.001,-15.870158195495605,-16.512186233539534,1.1097498471603338,7.901366233825684
412,308747,275.26954664,1987,155,743.08,-17.38898267122504,0.18,1.9920824766159058,298900,4.3522980139561485,-16.569305419921875,0.001,-16.210731506347656,-16.60556902896983,1.1588142734946627,0.221134752035141
416,311807,275.34854070999995,2007,155,741.03,-17.59902204359169,0.172,4.019790172576904,301926,4.298916473089871,-17.236013412475586,0.001,-16.54460906982422,-16.859608391246347,1.2455816202147745,2.2989861965179443
420,314065,272.15681487999996,2023,155,733.43,-17.579289063270846,0.164,2.272287130355835,304198,4.321210030601432,-18.081613540649414,0.001,-17.70895767211914,-16.87061058301382,1.3400612652553041,0.17272618412971497
424,316706,272.76004174999997,2040,155,730.13,-17.71010421273487,0.156,14.36344051361084,306836,4.256051167357163,-16.938304901123047,0.001,-14.69760799407959,-17.046160189831845,1.2160915521334836,1.4346562623977661
428,319593,276.47747184,2059,155,733.29,-17.79572855579397,0.148,1.772214651107788,309756,4.471148975559922,-17.205419540405273,0.001,-16.943132400512695,-17.133998534718497,1.1782934604526056,0.24448318779468536
432,321957,275.91716519,2075,155,730.42,-17.860277791177072,0.14,3.920337200164795,312056,4.067716348555781,-19.00592041015625,0.001,-18.457073211669922,-17.290797571982107,1.5714059799182705,0.07982170581817627
436,324641,277.06756146000004,2093,155,730.42,-18.030808674540495,0.132,3.3206048011779785,314739,4.434162125783266,-18.511611938476562,0.001,-18.073291778564453,-17.445499240488246,1.284233857108199,6.866793632507324
440,327314,273.73017534,2110,155,724.24,-18.037482749091254,0.124,5.351995944976807,317413,4.534738544126352,-15.666159629821777,0.001,-15.002511978149414,-17.47517516348097,1.2801090545239295,0.1673348844051361
444,329943,272.38109607,2129,154,721.14,-18.109777881333475,0.116,7.890479564666748,320330,4.723238621850549,-18.350175857543945,0.001,-17.434879302978516,-17.561882190853748,1.4761458808171999,3.62764835357666
448,332901,274.97778623,2147,155,722.36,-18.005496236722763,0.108,4.05686616897583,323012,4.546007476930749,-17.828458786010742,0.001,-17.390317916870117,-17.514527409697234,1.4770620922315612,0.09791819751262665
452,335821,274.90502003,2167,154,719.57,-18.275109830340966,0.1,0.9456914067268372,325961,4.455347075269747,-18.845218658447266,0.001,-18.75065040588379,-17.82957515875941,1.319900219004425,0.07552632689476013
456,338693,274.94371684000004,2186,154,720.72,-18.193691876908424,0.092,3.9468884468078613,328821,4.6906381699400885,-19.19759178161621,0.001,-18.8344783782959,-17.762153174171985,1.4677247775849742,8.424619674682617
460,341289,276.38118574,2203,154,720.49,-18.25725006533193,0.084,5.839671611785889,331404,4.6902811499414865,-19.505767822265625,0.001,-19.015235900878906,-17.86326645232819,1.5285788720327607,0.07799407839775085
464,344275,278.14692384,2223,154,720.2,-18.234959871755482,0.076,2.8366405963897705,334428,4.375662592844774,-15.871105194091797,0.001,-15.65552043914795,-17.90240953197587,1.6802519086885166,0.45856770873069763
468,347224,273.47012868999997,2242,154,718.71,-18.624695413252887,0.068,11.867252349853516,337358,4.854785809064294,-18.991968154907227,0.001,-18.184995651245117,-18.294569941128003,1.8813478710368914,4.342916965484619
472,350349,259.82702313000004,2262,154,717.67,-18.21511358144332,0.06,1.7912224531173706,340380,4.194707207533778,-18.857168197631836,0.001,-18.74969482421875,-17.963431105321767,1.8271289963503272,2.4141852855682373
476,354217,259.19198648,2288,154,724.43,-17.906013174490496,0.052,7.638876914978027,344200,4.439200315285813,-18.44192886352539,0.001,-18.044706344604492,-17.6751747304743,1.6702609581446892,9.053783416748047
480,356874,253.85184121999998,2305,154,719.5,-17.77793626179771,0.044,4.118205547332764,346844,4.549731771387751,-15.249735832214355,0.001,-15.068534851074219,-17.577748113208347,1.7147701472517043,9.343117713928223
484,359398,248.58413350999996,2323,154,713.55,-17.81855972682204,0.036,3.380995512008667,349519,4.322630478399936,-19.482421875,0.001,-19.360706329345703,-17.66294506999934,1.659073557514091,0.7374874949455261
488,362418,251.26040999999998,2343,154,716.91,-17.817661176045736,0.028,1.9466161727905273,352544,4.70006371418635,-16.271764755249023,0.001,-16.217260360717773,-17.68605936940511,1.9374657299354652,0.3078990578651428
492,365597,253.93337735,2364,154,719.67,-17.829593646615077,0.02,4.12076473236084,355692,4.709545517233997,-18.83201789855957,0.001,-18.749603271484375,-17.73540276037552,1.6891095768798965,0.6838510036468506
496,368733,256.00946476,2384,154,721.44,-17.921648272952517,0.012,2.8292057514190674,358769,4.860037433295637,-17.10041618347168,0.001,-17.066465377807617,-17.86332783312411,1.6075203136213727,1.560258388519287
500,372665,259.8999959,2408,154,734.72,-17.86747942964236,0.004,3.2201168537139893,362304,4.41801347968479,-16.58222770690918,0.001,-16.569347381591797,-17.84980735182762,1.6178922698910658,0.8088841438293457
504,376122,259.55818935,2433,154,736.04,-17.637474319764546,0,3.8418285846710205,366175,4.6070622729935815,-18.446685791015625,0.001,-18.446685791015625,-17.637474319764546,1.612430463802801,7.97723388671875
508,379448,262.13794176,2454,154,738.24,-17.704912932310037,0,7.856463432312012,369531,4.750939522274097,-19.230810165405273,0.001,-19.230810165405273,-17.704912932310037,1.6456600233103744,2.9992926120758057
512,381476,253.87536445999996,2469,154,727.29,-17.685250889580203,0,10.623387336730957,371958,4.947327653192124,-17.73863410949707,0.001,-17.73863410949707,-17.685250889580203,1.489268379448858,4.327457427978516
516,383440,244.73518123999995,2480,154,716.33,-17.670867305098874,0,1.358656883239746,373564,4.705215772647997,-16.332616806030273,0.001,-16.332616806030273,-17.670867305098874,2.0103657300082536,1.4908192157745361
520,386514,250.21344535,2499,154,724.49,-17.660772058848956,0,1.9734580516815186,376618,4.684969610600566,-16.470565795898438,0.001,-16.470565795898438,-17.660772058848956,1.7260255434728684,2.2610883712768555
524,389245,248.59134751000002,2516,154,725.39,-17.70383574251543,0,5.8461761474609375,379287,4.664015961320777,-16.305891036987305,0.001,-16.305891036987305,-17.70383574251543,1.9664183959886594,0.47517573833465576
528,391768,244.93518096,2533,154,721.75,-17.62612547053163,0,2.764923334121704,381856,4.7591793854316276,-18.762178421020508,0.001,-18.762178421020508,-17.62612547053163,2.068807747612461,0.2683245539665222
532,394887,248.84525121999997,2553,154,729.3,-17.559439769791968,0,2.1702675819396973,385041,4.559576426023319,-18.157615661621094,0.001,-18.157615661621094,-17.559439769791968,1.7721337462728326,0.10714804381132126
536,397514,248.85241713,2569,154,728.73,-17.90023043432901,0,3.344867467880249,387640,4.69193730326586,-17.978052139282227,0.001,-17.978052139282227,-17.90023043432901,1.7748940395494532,0.8883447051048279
