time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/MSE_losses,train/critic_los,train/RL_loss,train/loss,train/Main_losses,train/learning_rate,train/Beta,train/MSE_loss,train/critic_loss,train/actor_loss,train/n_updates
552,158,2184,246.90172634999996,346756,670.81,5.137163886595667,0.475076287984848,-15.402501106262207,-15.402501106262207,-15.636198683015143,0.001,0,4.036307334899902,1.8709409911055668,-15.636198683015143,336943
556,158,2203,252.74567175,349895,679.54,5.284465891075637,0.40334081649780273,-17.644468307495117,-17.644468307495117,-16.119718113801095,0.001,0,4.7140936851501465,1.957504633002111,-16.119718113801095,340098
560,158,2222,251.22870623000003,352835,678.41,5.187263650894165,0.4645790457725525,-15.826569557189941,-15.826569557189941,-16.554941020011903,0.001,0,7.234961986541748,1.7420869295857846,-16.554941020011903,343163
564,158,2240,252.61003687999997,355807,675.79,4.755389288359997,0.3428063988685608,-16.126869201660156,-16.126869201660156,-16.847271796368084,0.001,0,8.974842071533203,2.1295981163119935,-16.847271796368084,346041
568,158,2259,252.63947022,358705,672.31,5.129541752921356,8.073190689086914,-17.121389389038086,-17.121389389038086,-17.091664885426617,0.001,0,3.025554656982422,1.8430140673173963,-17.091664885426617,348975
572,158,2275,249.90156263999998,361304,666.57,4.733150778898125,2.988251209259033,-18.176183700561523,-18.176183700561523,-17.11919846039652,0.001,0,1.74437415599823,1.8326724883718568,-17.11919846039652,351556
576,158,2291,249.31934425000003,363912,663.06,4.845872518616718,1.5425846576690674,-18.527082443237305,-18.527082443237305,-17.122636711204446,0.001,0,9.615931510925293,2.3238425582770303,-17.122636711204446,354206
580,158,2309,252.37239873,366869,665.69,5.0420871456572405,0.9735935926437378,-14.48018741607666,-14.48018741607666,-17.06797351109559,0.001,0,3.5982537269592285,1.9170341972276914,-17.06797351109559,357150
584,158,2327,259.77900199999993,369767,675.04,4.761814033420637,0.8953444957733154,-18.39983558654785,-18.39983558654785,-17.263287169687594,0.001,0,4.51594877243042,2.26763162223368,-17.263287169687594,360052
588,158,2345,263.26222258,372656,678.12,4.834127109018091,0.37118932604789734,-17.90260124206543,-17.90260124206543,-17.280865729345035,0.001,0,2.6403708457946777,2.0458557178842516,-17.280865729345035,362974
592,158,2362,269.95563878999997,375477,682.94,5.0938000620275306,1.1869609355926514,-17.79269790649414,-17.79269790649414,-17.37015920445539,0.001,0,4.604254245758057,1.795939947448779,-17.37015920445539,365762
596,158,2379,279.26977399,378100,693.99,5.217015557759546,0.8125666379928589,-17.376996994018555,-17.376996994018555,-17.238477634207552,0.001,0,2.513523578643799,2.0351005185688478,-17.238477634207552,368416
600,158,2397,286.01161906,380966,702.31,4.776708657226404,1.0288342237472534,-17.5476016998291,-17.5476016998291,-17.451409936941893,0.001,0,5.118529319763184,1.8031397310196529,-17.451409936941893,371246
604,158,2415,289.53986644,383868,706.0,4.727336451652888,0.9877914190292358,-17.6817626953125,-17.6817626953125,-17.569446432268297,0.001,0,1.1918076276779175,2.0512317144456502,-17.569446432268297,374165
608,159,2433,295.97430423000003,386896,715.46,5.065178623501684,7.300030708312988,-18.581010818481445,-18.581010818481445,-17.73570253613969,0.001,0,8.099447250366211,1.9310223102359705,-17.73570253613969,377061
612,158,2451,299.1287743700001,389762,718.45,4.922749261558056,0.4800197184085846,-18.124183654785156,-18.124183654785156,-17.856806834538776,0.001,0,3.5586509704589844,2.212727003960102,-17.856806834538776,380062
616,159,2470,299.02581053,392750,718.15,4.956167608499527,0.12909649312496185,-16.6271915435791,-16.6271915435791,-17.988875529805167,0.001,0,3.0711541175842285,1.9553686016826557,-17.988875529805167,383026
620,159,2488,298.98069746,395672,717.56,4.8382368562398135,0.5137513279914856,-17.795021057128906,-17.795021057128906,-18.040615487981725,0.001,0,7.531055927276611,2.5010822118806932,-18.040615487981725,385937
624,159,2507,298.91261456,398712,717.98,4.726670426559211,2.683413028717041,-16.488811492919922,-16.488811492919922,-18.055527119127753,0.001,0,1.9845068454742432,1.9500692210000738,-18.055527119127753,388992
628,159,2525,298.90362181,401757,719.27,5.144557703168768,0.18559342622756958,-19.496517181396484,-19.496517181396484,-18.13943620982923,0.001,0,3.408832311630249,1.6956977284906258,-18.13943620982923,391995
632,159,2543,297.77228757000006,404619,718.24,5.333231027865074,0.411759614944458,-19.18667984008789,-19.18667984008789,-18.297363987774915,0.001,0,4.782143592834473,1.8764854701096652,-18.297363987774915,394936
636,159,2561,297.77659167999997,407489,716.65,5.060658252003503,0.13502268493175507,-19.294689178466797,-19.294689178466797,-18.329823348481778,0.001,0,2.4949569702148438,1.7236805667546387,-18.329823348481778,397799
640,159,2577,298.13348504000004,409951,717.91,4.831013521577558,0.521126925945282,-19.14484977722168,-19.14484977722168,-18.456432853329215,0.001,0,8.01889419555664,1.6568256917910467,-18.456432853329215,400312
644,159,2593,298.42751096000006,412568,716.13,5.151912139236242,9.186041831970215,-19.339189529418945,-19.339189529418945,-18.387248310549506,0.001,0,2.411949872970581,2.262161446665681,-18.387248310549506,402866
648,159,2610,301.14848082000003,415429,717.22,4.90399806225622,0.2935086488723755,-19.61263084411621,-19.61263084411621,-18.562525818798992,0.001,0,5.1621317863464355,1.9031237470583438,-18.562525818798992,405718
652,159,2628,302.48497421,418295,715.39,4.933842373281102,0.5520901679992676,-18.95709991455078,-18.95709991455078,-18.485154281323638,0.001,0,7.185914039611816,1.9877437717751063,-18.485154281323638,408507
656,159,2646,302.7541559399999,421259,713.64,5.108158548021577,0.11498583853244781,-19.847869873046875,-19.847869873046875,-18.693453106072432,0.001,0,6.327794075012207,1.5446254558087698,-18.693453106072432,411540
660,159,2664,304.32594665,424147,713.12,4.8849046687085425,0.4974830746650696,-18.933713912963867,-18.933713912963867,-18.69598548975422,0.001,0,7.985650062561035,1.7677509194548855,-18.69598548975422,414442
664,159,2682,303.17408231,427078,712.71,5.419369213912403,0.45913729071617126,-20.102418899536133,-20.102418899536133,-18.721776938893164,0.001,0,2.527271270751953,1.941957764510238,-18.721776938893164,417319
668,159,2700,303.29933218,429865,711.6,5.094396007803952,2.4069788455963135,-18.26137351989746,-18.26137351989746,-18.738712259460105,0.001,0,4.695237636566162,1.759013843572258,-18.738712259460105,420173
672,159,2718,305.9962848,432906,716.02,5.011837604627087,0.508364737033844,-18.2762451171875,-18.2762451171875,-18.74464787298174,0.001,0,5.676908493041992,1.8613661100151973,-18.74464787298174,423178
676,159,2737,308.35938814,435848,719.36,5.219281880486933,1.3906505107879639,-18.504318237304688,-18.504318237304688,-18.863223625240185,0.001,0,8.80999755859375,1.5954396105772548,-18.863223625240185,426162
680,159,2752,305.57167826,438243,713.74,4.680127465795275,0.9434713125228882,-18.965946197509766,-18.965946197509766,-18.792488109397326,0.001,0,1.649784803390503,1.6785090474911848,-18.792488109397326,428570
684,159,2767,302.97751593,440777,710.1,5.012223167305297,0.4221577048301697,-16.667095184326172,-16.667095184326172,-18.98817287607396,0.001,0,5.55716609954834,1.9796696647764518,-18.98817287607396,431085
688,159,2782,299.94225186,443164,705.08,4.857115449121334,0.3231581151485443,-18.19990348815918,-18.19990348815918,-18.965319383864436,0.001,0,6.349444389343262,1.7597807877289013,-18.965319383864436,433481
692,159,2800,299.92382535,446093,706.16,5.085464424666623,0.11314833164215088,-20.499536514282227,-20.499536514282227,-19.04626836067389,0.001,0,2.1199984550476074,1.9070906464601385,-19.04626836067389,436396
696,159,2818,302.47472117999996,448994,708.94,4.880248795626527,2.149473190307617,-19.435354232788086,-19.435354232788086,-19.148540523766123,0.001,0,3.2787067890167236,1.6066512236540011,-19.148540523766123,439288
700,159,2835,302.45945202999997,451819,708.53,4.76660804140931,0.12246054410934448,-19.93904685974121,-19.93904685974121,-19.189381509606527,0.001,0,7.922012805938721,1.8678767286591427,-19.189381509606527,442149
704,159,2852,302.58691401,454581,707.13,4.849870289997621,0.2914012372493744,-19.51576805114746,-19.51576805114746,-19.23698257966475,0.001,0,2.6088757514953613,1.9076136370048378,-19.23698257966475,444908
708,159,2869,302.64681691000004,457374,704.78,5.276314488188787,0.32506731152534485,-17.975605010986328,-17.975605010986328,-19.357419057325885,0.001,0,2.2538466453552246,1.568858397193253,-19.357419057325885,447690
712,159,2886,302.63895742,460124,703.62,5.028288473742349,0.19220101833343506,-18.809152603149414,-18.809152603149414,-19.35004082271031,0.001,0,4.207498550415039,1.6741098606054272,-19.35004082271031,450431
716,159,2904,302.85115459,462924,701.74,4.869764438175946,0.3789164423942566,-19.620670318603516,-19.620670318603516,-19.398316747593114,0.001,0,4.783897399902344,2.1454004744580217,-19.398316747593114,453233
720,159,2922,302.96603777,465886,702.14,5.23459126751708,3.923518180847168,-20.490541458129883,-20.490541458129883,-19.338255322497822,0.001,0,10.132832527160645,1.8322053270657426,-19.338255322497822,456105
724,159,2938,300.34450642,468454,697.42,5.145239039051412,0.28130489587783813,-19.572988510131836,-19.572988510131836,-19.39150565561622,0.001,0,13.23684024810791,1.725043157320446,-19.39150565561622,458764
728,159,2955,300.52107763,471250,694.93,4.831777083942457,1.0724490880966187,-19.48870086669922,-19.48870086669922,-19.494914129075813,0.001,0,2.5321898460388184,1.8499399894896777,-19.494914129075813,461543
732,159,2973,301.85117167,474030,694.11,5.210796796018921,1.5394713878631592,-19.36871337890625,-19.36871337890625,-19.626330557711782,0.001,0,2.6861212253570557,2.224815728233071,-19.626330557711782,464351
736,159,2988,299.18255711,476493,690.04,4.943673417428742,0.5824838876724243,-16.965057373046875,-16.965057373046875,-19.545624321217655,0.001,0,5.918622970581055,1.820408202728521,-19.545624321217655,466818
740,159,3003,300.51067209999997,478986,690.35,5.159675170950239,1.0695741176605225,-20.82343292236328,-20.82343292236328,-19.602079208182758,0.001,0,3.488523483276367,2.229075223414722,-19.602079208182758,469315
744,159,3026,297.81850908999996,482659,700.91,5.256690077185631,8.834081649780273,-19.760482788085938,-19.760482788085938,-19.544186470508574,0.001,0,3.048232316970825,1.7122882848791778,-19.544186470508574,473006
748,159,3050,289.18670289,487327,718.98,5.387505617439746,10.35482406616211,-18.778217315673828,-18.778217315673828,-19.38737086057663,0.001,0,1.9685925245285034,1.737941788812168,-19.38737086057663,476735
752,159,3083,279.81904488,492079,737.84,5.348409638157139,0.26003482937812805,-18.995609283447266,-18.995609283447266,-18.81486382670217,0.001,0,4.680213928222656,1.5200202771122187,-18.81486382670217,482304
756,159,3103,279.73095335,495239,739.8,5.251146672627865,5.833108901977539,-18.12055778503418,-18.12055778503418,-18.905738219236717,0.001,0,3.5259387493133545,1.7653500945470133,-18.905738219236717,485480
760,159,3121,279.81866414,498187,740.4,5.383066622062503,0.6356016397476196,-19.8160400390625,-19.8160400390625,-18.973973890873776,0.001,0,7.102519512176514,1.7551362262551151,-18.973973890873776,488469
764,159,3139,281.26363272,500988,739.1,5.383398942973303,0.09302188456058502,-19.32221221923828,-19.32221221923828,-19.069222165190656,0.001,0,9.268110275268555,1.465610987800376,-19.069222165190656,491331
768,159,3153,274.55871686,503291,734.26,5.283697307109833,0.20067274570465088,-18.7910099029541,-18.7910099029541,-19.128864697817356,0.001,0,4.659046649932861,1.6098903683139003,-19.128864697817356,493575
772,159,3171,274.75368937,506162,732.56,5.488301000875585,0.3659862279891968,-15.64069652557373,-15.64069652557373,-19.165633361479816,0.001,0,5.791684627532959,1.4846081330057452,-19.165633361479816,496477
776,159,3188,273.56550799,508953,731.05,5.706839489344075,0.482388973236084,-19.1494140625,-19.1494140625,-19.229485322098707,0.001,0,5.630478382110596,1.4710322034787078,-19.229485322098707,499250
780,159,3203,269.98617077,510944,727.01,5.763239037595401,18.38739776611328,-19.579641342163086,-19.579641342163086,-19.3963389686458,0.001,0,6.207741737365723,1.8401812384913556,-19.3963389686458,501855
784,159,3214,269.13153056,513308,725.31,5.485712597189948,0.5349282622337341,-17.019691467285156,-17.019691467285156,-19.36108418398125,0.001,0,5.086336612701416,1.7137278321762244,-19.36108418398125,503585
788,159,3229,268.94961269000004,515779,726.15,5.229521374400325,0.1859603226184845,-19.78333854675293,-19.78333854675293,-19.313449124002588,0.001,0,4.906388282775879,1.6497953555728861,-19.313449124002588,506002
792,159,3248,269.03859788,518727,726.34,5.557280348568428,0.944536566734314,-19.66465187072754,-19.66465187072754,-19.334931241787547,0.001,0,4.095655918121338,1.5500317866101436,-19.334931241787547,508982
796,159,3266,269.10485106,521569,725.75,5.504556927176239,0.15594041347503662,-19.770183563232422,-19.770183563232422,-19.364305230568377,0.001,0,7.952347755432129,1.4335624591210372,-19.364305230568377,511911
800,159,3280,266.26146717999995,523986,721.67,5.8720720949963,0.22413957118988037,-18.677474975585938,-18.677474975585938,-19.389210605057034,0.001,0,7.191417217254639,1.4316813236866202,-19.389210605057034,514317
804,159,3298,266.26444446,526862,722.81,5.387775367409436,0.8298799991607666,-19.210939407348633,-19.210939407348633,-19.395238164645523,0.001,0,5.72325325012207,1.6090909080238438,-19.395238164645523,517095
808,159,3313,262.93191579,529229,718.55,5.390595457648153,0.5490614175796509,-18.807729721069336,-18.807729721069336,-19.358805661821094,0.001,0,6.927736759185791,1.6871443254865275,-19.358805661821094,519509
812,159,3329,260.63083591,531829,717.05,5.413993896367464,0.3897334933280945,-19.899415969848633,-19.899415969848633,-19.340800868578192,0.001,0,3.7215843200683594,1.8526273707117753,-19.340800868578192,522122
816,159,3347,260.57470691,534740,718.16,5.277166379600012,0.06792940199375153,-19.859981536865234,-19.859981536865234,-19.303658675078918,0.001,0,5.6344146728515625,1.6530847269676479,-19.303658675078918,524998
820,159,3364,260.71051809,537522,716.36,5.128692340748064,0.229615718126297,-18.033218383789062,-18.033218383789062,-19.445657790392296,0.001,0,1.6019322872161865,1.712780938903205,-19.445657790392296,527826
824,159,3382,263.55557398,540445,719.91,5.31169285521161,1.0963631868362427,-18.99193572998047,-18.99193572998047,-19.380479394390598,0.001,0,2.3183743953704834,1.8480384304869775,-19.380479394390598,530758
828,159,3399,263.58506173000006,543266,720.16,5.341037999925225,0.5618899464607239,-19.9165096282959,-19.9165096282959,-19.470308841660966,0.001,0,2.852720260620117,1.4571857714733152,-19.470308841660966,533577
832,159,3413,258.4333628,545504,714.74,5.420712496375754,0.16229578852653503,-20.38010025024414,-20.38010025024414,-19.43852930977231,0.001,0,7.433553218841553,1.3743142454463633,-19.43852930977231,535834
836,159,3431,261.15084149,548402,719.09,5.198907758250381,0.3121797740459442,-20.099302291870117,-20.099302291870117,-19.56232679908269,0.001,0,4.21876859664917,1.468151373043144,-19.56232679908269,538677
840,159,3441,253.36483138999995,549800,708.14,5.6774094581604,0.13801585137844086,-20.736406326293945,-20.736406326293945,-19.60073608985314,0.001,0,5.317026138305664,1.8108828541959903,-19.60073608985314,540394
844,159,3453,249.99139315999997,551408,687.49,5.45194286108017,1.4862010478973389,-18.015052795410156,-18.015052795410156,-19.38658380508423,0.001,0,8.011906623840332,2.2083166934195018,-19.38658380508423,542355
848,159,3467,258.59942602,554314,669.87,5.1640952392057935,0.15555846691131592,-20.505218505859375,-20.505218505859375,-19.414700378071178,0.001,0,3.982015371322632,1.470543715600136,-19.414700378071178,544584
852,159,3484,263.88067437999996,556549,644.7,5.35034722338812,0.32435256242752075,-19.398027420043945,-19.398027420043945,-19.386234389706242,0.001,0,6.825788974761963,1.572163093150243,-19.386234389706242,547475
856,159,3498,259.72875198,558833,635.94,5.2727336779152605,0.389326810836792,-19.33699607849121,-19.33699607849121,-19.547947544162557,0.001,0,3.8920845985412598,1.883457578092519,-19.547947544162557,549745
860,159,3513,258.40858455,561736,635.49,5.3203522855410945,1.0626753568649292,-17.735313415527344,-17.735313415527344,-19.257056157007295,0.001,0,2.475175619125366,1.8718138841924652,-19.257056157007295,552002
864,159,3529,255.44931898,564326,633.38,5.548807667719351,11.21357536315918,-19.76671600341797,-19.76671600341797,-19.261890004132244,0.001,0,2.7893800735473633,1.8249571346280862,-19.261890004132244,554580
868,159,3545,259.74303851,566921,636.3,5.433777078920524,0.2542724013328552,-20.544769287109375,-20.544769287109375,-19.145499859612418,0.001,0,1.3573659658432007,1.8727203581219596,-19.145499859612418,557247
872,159,3562,257.34360859000003,569581,634.19,5.385523143567537,1.1802401542663574,-18.055620193481445,-18.055620193481445,-19.09596544883918,0.001,0,2.8758668899536133,1.8725638127733548,-19.09596544883918,559909
876,159,3579,258.49925095000003,572384,634.31,5.471256561279297,1.4803770780563354,-20.147687911987305,-20.147687911987305,-19.039035235813685,0.001,0,7.136716842651367,1.9418554032913276,-19.039035235813685,562702
880,159,3596,264.9230987,575185,642.41,5.3874012011439865,0.35159003734588623,-19.656719207763672,-19.656719207763672,-19.069748827723227,0.001,0,4.784742832183838,1.8215373065583513,-19.069748827723227,565496
884,159,3614,268.2523371500001,578079,647.71,5.259575879083921,8.613504409790039,-17.271587371826172,-17.271587371826172,-18.948443830829778,0.001,0,8.088082313537598,1.8329763987933563,-18.948443830829778,568367
888,159,3632,271.42796853,580906,651.27,5.1600404544759195,0.1568107008934021,-19.795602798461914,-19.795602798461914,-19.110945777998445,0.001,0,2.5959625244140625,1.8621041603994402,-19.110945777998445,571220
892,159,3649,271.33005815,583757,650.3,5.3032211555960425,0.5317566990852356,-19.286828994750977,-19.286828994750977,-19.160447131204343,0.001,0,13.795415878295898,1.8351022207164005,-19.160447131204343,574018
896,159,3666,271.22561059,586560,649.91,5.350296617596907,0.20367464423179626,-18.976247787475586,-18.976247787475586,-19.081786336426138,0.001,0,5.089005947113037,1.7529090118669246,-19.081786336426138,576828
900,159,3680,269.76592952000004,588722,647.36,5.587476552478851,1.877216100692749,-17.70827865600586,-17.70827865600586,-18.788319845048207,0.001,0,5.357372760772705,2.110480148463495,-18.788319845048207,579049
904,159,3697,269.72710624,591521,646.59,5.266601323074019,9.237709045410156,-19.262733459472656,-19.262733459472656,-19.100308974360075,0.001,0,6.884735107421875,2.11760646246153,-19.100308974360075,581830
908,159,3712,270.89414538,594047,648.18,5.15957237690431,0.5746942758560181,-18.2791690826416,-18.2791690826416,-18.928472958868078,0.001,0,5.582522869110107,1.6934439775577943,-18.928472958868078,584361
912,160,3730,273.09669468,596881,650.52,5.313692718744278,0.2565799057483673,-19.78093719482422,-19.78093719482422,-18.918974578380585,0.001,0,7.414821624755859,1.5766304218929938,-18.918974578380585,587175
916,160,3747,273.05732883,599675,649.35,5.500304148828282,0.46875399351119995,-18.833236694335938,-18.833236694335938,-18.992970281488756,0.001,0,5.591805458068848,1.790378575235167,-18.992970281488756,589976
920,160,3760,268.51671809,601808,642.86,5.534987791080695,0.13823430240154266,-18.181371688842773,-18.181371688842773,-18.852391480021392,0.001,0,11.870336532592773,1.875647061143738,-18.852391480021392,592138
924,160,3778,268.53289214,604676,642.31,5.246609469310155,0.43684661388397217,-18.84343910217285,-18.84343910217285,-18.86591494780729,0.001,0,1.8001128435134888,1.763235134980609,-18.86591494780729,594969
928,160,3796,268.46505095,607523,642.57,5.158453173998024,0.097503162920475,-19.928632736206055,-19.928632736206055,-18.975756543691084,0.001,0,3.4486405849456787,1.5059582100195044,-18.975756543691084,597843
932,160,3813,273.53876945999997,610316,648.12,5.071210616565013,0.09914238750934601,-20.211593627929688,-20.211593627929688,-18.874476948937218,0.001,0,5.509323596954346,1.5298003459956493,-18.874476948937218,600634
936,160,3830,273.71876941999994,613138,647.36,5.651887215588284,0.33169829845428467,-19.030263900756836,-19.030263900756836,-18.900056296381457,0.001,0,7.954699516296387,1.5358207302928057,-18.900056296381457,603450
940,160,3847,284.22624753,615939,661.39,5.711118058002357,0.47190210223197937,-18.533979415893555,-18.533979415893555,-18.98957178809426,0.001,0,7.481439113616943,1.773099805956537,-18.98957178809426,606207
944,160,3866,292.38359828,618969,675.61,5.074356758987511,1.5740888118743896,-18.852182388305664,-18.852182388305664,-19.019055652094412,0.001,0,1.3585604429244995,1.8110517366318504,-19.019055652094412,609206
948,160,3894,284.76802331,623546,692.32,5.191785404962652,10.980456352233887,-19.074995040893555,-19.074995040893555,-18.837360853307388,0.001,0,2.4012749195098877,1.7028342424857599,-18.837360853307388,613856
952,160,3911,288.95430431999995,626326,697.77,5.374166122914711,0.3106825649738312,-18.996034622192383,-18.996034622192383,-18.967999463716243,0.001,0,1.9451555013656616,1.6080013261237327,-18.967999463716243,616649
956,160,3928,293.12290869000003,629154,703.21,5.373326870402849,0.0797402560710907,-18.090723037719727,-18.090723037719727,-18.98679493479646,0.001,0,4.059507846832275,1.772819238952744,-18.98679493479646,619443
960,160,3946,294.34955573999997,631972,702.36,5.208585504123143,0.5477283000946045,-18.55536651611328,-18.55536651611328,-19.02653844015939,0.001,0,4.120100498199463,1.620831347959382,-19.02653844015939,622272
964,160,3964,297.19405815,634917,705.91,5.169356413358866,0.81637042760849,-17.726709365844727,-17.726709365844727,-18.9203550122505,0.001,0,8.4188232421875,1.8374049192142867,-18.9203550122505,625207
968,160,3981,299.44663548000005,637710,707.89,5.628737168971675,9.519207000732422,-19.061811447143555,-19.061811447143555,-19.04765507810741,0.001,0,9.0574951171875,1.3685943493109616,-19.04765507810741,627988
972,160,3999,301.76861093,640540,709.59,5.530334147697983,0.22044318914413452,-19.406494140625,-19.406494140625,-19.010683599088352,0.001,0,2.531186580657959,1.5463789195909987,-19.010683599088352,630844
976,160,4016,301.84860026,643263,708.79,5.164894331019858,0.1816636621952057,-19.174734115600586,-19.174734115600586,-19.107466081259908,0.001,0,3.267908811569214,1.3130318303956934,-19.107466081259908,633602
980,160,4031,298.55307749,645828,706.43,5.179942404330635,0.2958381175994873,-20.293779373168945,-20.293779373168945,-19.163988217840277,0.001,0,6.436563968658447,1.7557707911714762,-19.163988217840277,636136
984,160,4048,296.42952327,648485,704.06,5.322474763136018,1.166243314743042,-17.95540428161621,-17.95540428161621,-19.014175070957705,0.001,0,2.921158790588379,1.5342576672107109,-19.014175070957705,638760
988,160,4063,294.15513588999994,650986,700.8,5.12479183580502,1.6023426055908203,-18.408823013305664,-18.408823013305664,-18.925826325474016,0.001,0,8.684516906738281,1.933481397023088,-18.925826325474016,641298
992,160,4080,294.26318545999993,653705,699.48,5.332680202379425,0.3805238604545593,-19.49104881286621,-19.49104881286621,-18.919430288433674,0.001,0,8.675756454467773,1.5412122098975338,-18.919430288433674,644018
996,160,4097,294.28874862,656447,698.87,5.35743878273193,1.0211617946624756,-18.579662322998047,-18.579662322998047,-18.84326900265174,0.001,0,3.8089773654937744,1.7696789934740451,-18.84326900265174,646757
1000,160,4114,298.65366609,659209,704.87,5.518655474684642,0.12985356152057648,-19.88955307006836,-19.88955307006836,-18.88475684791718,0.001,0,3.214585781097412,1.6503455114733423,-18.88475684791718,649551
1004,160,4131,294.39743039999996,661360,698.39,5.546688883094227,0.3444891571998596,-17.6125545501709,-17.6125545501709,-19.01736658040215,0.001,0,5.526986122131348,1.7622525101519366,-19.01736658040215,652301
1008,160,4144,292.74723684,663502,694.55,5.440602563409245,10.142983436584473,-19.103759765625,-19.103759765625,-18.82265216322506,0.001,0,3.1581225395202637,1.6000133811355337,-18.82265216322506,654379
1012,160,4158,292.82115715,666263,693.82,5.681651962932045,0.36006301641464233,-19.202125549316406,-19.202125549316406,-18.915890146289353,0.001,0,7.484246253967285,1.7939554141776601,-18.915890146289353,656587
1016,160,4172,288.58161262,668550,688.75,5.36612134791435,0.13674220442771912,-20.52914810180664,-20.52914810180664,-19.010833740234375,0.001,0,2.246774196624756,1.7726028966618346,-19.010833740234375,658798
1020,160,4185,285.14028307,670100,682.92,5.911290283636613,0.10671481490135193,-18.475542068481445,-18.475542068481445,-19.00418656089089,0.001,0,6.372689723968506,1.2823806256055832,-19.00418656089089,660988
1024,160,4199,285.07967894,672794,681.18,5.460313658714295,0.21387305855751038,-19.105682373046875,-19.105682373046875,-18.904435888017925,0.001,0,5.017379283905029,1.6915469076697316,-18.904435888017925,663141
1028,160,4217,284.93134793999997,675719,681.96,5.281883452219121,0.08967610448598862,-17.548608779907227,-17.548608779907227,-18.95632252412684,0.001,0,6.030344009399414,1.830930193057407,-18.95632252412684,666015
1032,160,4234,284.93143086,678492,681.76,5.260207206273009,0.40493616461753845,-17.75055694580078,-17.75055694580078,-19.00988238158464,0.001,0,2.759695291519165,1.8125317615406278,-19.00988238158464,668796
1036,160,4251,284.91197418,681263,681.25,5.283393845901833,0.6063027381896973,-17.581096649169922,-17.581096649169922,-19.12187185373392,0.001,0,4.450067043304443,1.6021310655965104,-19.12187185373392,671596
1040,160,4268,284.93321111,684016,680.77,5.672430214973597,0.25403833389282227,-18.781269073486328,-18.781269073486328,-19.26277956333789,0.001,0,3.568471908569336,1.797587646599321,-19.26277956333789,674330
1044,160,4286,284.9896351,686829,678.6,5.29061618377996,0.20472536981105804,-19.55132484436035,-19.55132484436035,-19.661120431367742,0.001,0,8.109760284423828,1.5395222591658577,-19.661120431367742,677162
1048,160,4303,292.6858989699999,689628,660.82,5.232619271517503,0.952955961227417,-19.417680740356445,-19.417680740356445,-20.05441951470389,0.001,0,2.666353702545166,1.7991931168444917,-20.05441951470389,679941
1052,160,4320,292.70525549,692407,660.81,5.526628053260354,0.2164090871810913,-20.47138023376465,-20.47138023376465,-20.2316048210121,0.001,0,2.3294789791107178,1.6924411879002688,-20.2316048210121,682725
1056,160,4337,292.88562465,695154,660.0,5.451467492865093,8.265222549438477,-19.815322875976562,-19.815322875976562,-20.21854659692565,0.001,0,3.394925117492676,1.5545636289155305,-20.21854659692565,685467
1060,160,4354,292.96783315000005,697945,659.73,5.243392163580591,0.7048315405845642,-20.630558013916016,-20.630558013916016,-20.377751691000803,0.001,0,2.9721522331237793,1.5894015404809538,-20.377751691000803,688278
1064,160,4368,289.62685706999997,700213,652.96,5.07803323294254,2.388718843460083,-18.937999725341797,-18.937999725341797,-20.398836159053907,0.001,0,1.9987627267837524,1.5946570007317333,-20.398836159053907,690542
1068,160,4385,289.68886327,702974,652.64,5.125544289747874,0.16742563247680664,-19.026662826538086,-19.026662826538086,-20.403861533636334,0.001,0,7.867824554443359,1.6221448770714884,-20.403861533636334,693279
1072,160,4402,289.74155971,705716,651.76,5.289049185500174,0.27983662486076355,-19.71647834777832,-19.71647834777832,-20.475318160599578,0.001,0,2.7682507038116455,1.6021059549105043,-20.475318160599578,696062
1076,160,4419,285.7239882,707895,646.32,5.453081312905187,0.1558568924665451,-21.349008560180664,-21.349008560180664,-20.549940324866252,0.001,0,3.2278480529785156,1.7940671516825324,-20.549940324866252,698790
1080,160,4432,289.18108516000007,710630,648.02,5.214308862969027,9.825916290283203,-19.975725173950195,-19.975725173950195,-20.493080139160156,0.001,0,5.208313465118408,1.911884215302597,-20.493080139160156,700960
1084,160,4449,291.52568006000007,713347,648.62,5.2981537069089315,10.370187759399414,-20.538265228271484,-20.538265228271484,-20.550176389118622,0.001,0,8.135451316833496,1.7529957300030004,-20.550176389118622,703682
1088,160,4466,294.00155285,716061,650.75,5.5354460603222035,0.5880147218704224,-20.098691940307617,-20.098691940307617,-20.490997023128983,0.001,0,7.570075035095215,1.4810685282291698,-20.490997023128983,706409
1092,160,4482,294.02830588,718748,650.43,5.090240366711761,9.863081932067871,-20.897104263305664,-20.897104263305664,-20.539445102576053,0.001,0,5.068296909332275,1.8819690009974168,-20.539445102576053,709077
1096,160,4499,294.09604878,721507,650.6,5.083997421955997,0.42465585470199585,-20.573528289794922,-20.573528289794922,-20.57650420853116,0.001,0,3.735960006713867,1.3939160668016046,-20.57650420853116,711820
1100,160,4516,294.06508251,724250,650.41,5.22642309639041,0.3812945485115051,-20.51288604736328,-20.51288604736328,-20.5917746474623,0.001,0,2.0540146827697754,1.5229848458083066,-20.5917746474623,714577
1104,160,4533,298.20166988,727038,656.78,5.22823229566049,0.08740454912185669,-18.93691062927246,-18.93691062927246,-20.540938956014227,0.001,0,8.842164993286133,1.847195280984901,-20.540938956014227,717351
