time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/MSE_losses,train/critic_los,train/RL_loss,train/loss,train/Main_losses,train/learning_rate,train/Beta,train/MSE_loss,train/critic_loss,train/actor_loss,train/n_updates
112,181,313,-28.20201178,56887,499.07,5.033050220358695,0.3130316436290741,0.8493533134460449,6.471184253692627,3.7340092732670587,0.001,0.78,7.207475662231445,0.5126268478196584,-0.19176975382191902,47093
116,179,341,-11.794229990000002,61458,526.14,5.17230630371013,0.37722551822662354,-1.1095702648162842,6.634936332702637,3.059085124983533,0.001,0.772,10.031744003295898,0.45878949889683374,-0.9339354241717714,51363
120,178,364,1.0112817200000013,65100,543.67,4.957619745695471,0.6549931764602661,-3.2303247451782227,-0.3528892993927002,2.3153643288141907,0.001,0.764,3.7662768363952637,0.6417713092086704,-1.4722571386507928,54920
124,176,391,15.164070650000003,69195,580.2,5.173166434535776,1.2010035514831543,-0.024000700563192368,4.253993034362793,1.6010029315948486,0.001,0.756,5.658721923828125,0.6493964395303531,-2.3099107981139126,59037
128,175,417,28.095595040000003,73112,601.1,4.868035019404019,0.4659709930419922,-2.677887439727783,3.806180000305176,0.753484422212813,0.001,0.748,8.668539047241211,0.555591281140462,-2.8878058930545345,62978
132,174,446,38.464995730000005,77739,606.18,4.950371473883661,0.11691948771476746,-5.871281147003174,1.8327102661132812,0.03619580136405097,0.001,0.74,10.410799026489258,0.6592040661780981,-3.627079132008524,67516
136,172,471,48.72532659999999,81580,623.3,5.071272990682669,0.21363747119903564,-6.174031734466553,-2.616973400115967,-0.555936520559746,0.001,0.732,4.859369277954102,0.6286029528172915,-4.268108321745112,71424
140,171,494,61.76430287000001,85017,651.98,4.71514606762943,0.18850630521774292,-6.956942558288574,-5.469976902008057,-1.4618496364251727,0.001,0.724,2.0538198947906494,0.6908481206335774,-4.875615289818804,74986
144,171,511,70.42952288,87707,655.71,4.915162657358632,0.40849727392196655,-6.094064712524414,-4.550790786743164,-1.9530451704996714,0.001,0.716,2.1554105281829834,0.8945352902508671,-5.472301740083635,77521
148,170,539,86.83196660000002,91901,688.59,4.6458236714349175,3.703378438949585,-7.240843296051025,-2.902297019958496,-2.7587179284896295,0.001,0.708,6.127890110015869,0.6885959364630031,-6.04796111572833,81841
152,169,565,103.46783837000001,95876,722.54,4.698835776354137,0.4341874122619629,-8.725040435791016,-6.22965669631958,-3.4346090271598415,0.001,0.7,3.5648341178894043,0.6351767586955899,-6.723794007050364,85972
156,168,594,120.20634615000003,100299,756.53,4.882487372341884,0.36554068326950073,-7.402781963348389,-4.382296562194824,-4.043956491841849,0.001,0.692,4.364863395690918,0.5370780509208615,-7.4226376019328475,90332
160,168,616,133.86177217,103847,786.98,4.906784858039245,0.49579817056655884,-6.627485275268555,-5.281641960144043,-4.390831756968743,0.001,0.684,1.9676074981689453,0.6255598524557731,-7.747072683021485,93780
164,167,634,141.81282916,106175,805.52,4.579122903554336,0.2650781273841858,-5.844340801239014,-1.1770620346069336,-4.813047037608381,0.001,0.676,6.904258728027344,0.6886747213927182,-7.908534098362577,96670
168,167,657,156.33588009999997,110189,839.82,4.6199205090241,0.45443195104599,-10.785697937011719,-8.812711715698242,-4.945675123821605,0.001,0.668,2.9535722732543945,0.6204494425383481,-8.031781946529042,100008
172,166,681,168.02429296000003,113643,867.15,4.670795126629055,0.194414883852005,-7.472869873046875,-4.25260066986084,-5.18118091006028,0.001,0.66,4.879195213317871,0.7081550683507298,-8.26390581874919,103798
176,166,702,181.36012495,117200,897.11,4.605067081078534,0.5816605091094971,-7.771877765655518,-6.336004734039307,-5.51318336663088,0.001,0.652,2.202259063720703,0.8047188145084302,-8.51568714702299,107101
180,166,727,192.51135189999997,120843,910.64,4.7304226467686314,0.5236291885375977,-6.519331932067871,-3.7098007202148438,-5.410162455548522,0.001,0.644,4.362626075744629,0.7490653306005463,-8.456554603063932,110916
184,165,744,197.73198181,123471,902.87,4.589058062196642,0.6533126831054688,-7.070158958435059,-5.319243431091309,-5.606897703979326,0.001,0.636,2.75301194190979,0.7510109155856329,-8.525538512762042,113460
188,165,761,204.58827806000002,125840,916.87,4.813163021796851,0.34458357095718384,-9.432641983032227,-6.8396220207214355,-5.751190224274766,0.001,0.628,4.129012584686279,0.8005157687996007,-8.773856697953898,116203
192,165,786,220.90682907,129877,950.67,4.646120587388301,0.22286517918109894,-8.2646484375,-7.468614101409912,-6.0672309998052425,0.001,0.62,1.2839264869689941,0.8124830348602379,-8.947825785649426,119934
196,164,805,226.08425918,132887,949.4,4.5698694331305365,0.33131229877471924,-9.855059623718262,-7.235522747039795,-6.247987597076981,0.001,0.612,4.280289173126221,1.011146906014315,-9.04474764273911,122934
200,164,827,235.48454274,136254,958.45,4.574608420058018,1.0340327024459839,-11.072256088256836,-10.471609115600586,-6.473849672481326,0.001,0.604,0.9944489598274231,0.8175182015146057,-9.236913032570744,126326
204,164,850,234.50044115,139780,933.04,4.458178278441741,0.9595258235931396,-11.02907657623291,-8.651890754699707,-6.9439285670485456,0.001,0.596,3.9885661602020264,1.118571251619178,-9.601002893715261,129778
208,164,861,225.72065701,141498,888.5,4.850182965397835,0.3072586953639984,-10.685187339782715,-5.664581298828125,-6.951999855041504,0.001,0.588,8.538445472717285,1.339892357774079,-9.803907465934753,131572
212,163,869,212.94373725999998,141877,849.9,4.5279612159729,0.8908480405807495,-10.814933776855469,-10.243436813354492,-7.963196067810059,0.001,0.58,0.9853402376174927,1.8398997777640218,-10.58941354751587,132810
216,163,871,196.51423489,142256,807.98,5.6701002571317884,1.6751205921173096,-13.990160942077637,-11.758628845214844,-7.95914978451199,0.001,0.572,3.901280164718628,2.3870114644368488,-11.202447266048855,133158
220,163,874,182.88099696999998,142697,775.97,6.232492518424988,1.399195671081543,-11.598234176635742,-9.346092224121094,-9.119501304626464,0.001,0.564,3.993159770965576,3.3555187170322123,-12.634627130296495,133593
224,164,878,168.04727405999998,144592,753.97,5.5503271284856295,3.3472044467926025,-13.8539400100708,-12.184298515319824,-11.761518014104743,0.001,0.556,3.0029516220092773,4.150385007858277,-14.847499922702188,134000
228,162,889,154.99526818,144906,717.94,5.505959142086118,8.367229461669922,-35.99564743041992,-34.50548553466797,-35.05802292047545,0.001,0.548,2.719271183013916,9.762179640836495,-38.07528859515523,135849
232,162,900,139.71870955,146690,689.51,5.359189938753843,9.416179656982422,-46.01667404174805,-43.180511474609375,-44.487221360206604,0.001,0.54,5.2521491050720215,12.899485297501087,-47.38118398189545,137641
236,162,912,126.60274704,148517,669.37,5.935607016086578,6.94698429107666,-51.6474494934082,-45.43975067138672,-51.310022253739206,0.001,0.532,11.668610572814941,17.356612289106693,-54.46776530617162,139463
240,162,914,113.16371254000002,148827,638.1,4.541842096192497,12.260709762573242,-57.02381896972656,-53.787635803222656,-52.86919348580496,0.001,0.524,6.1759209632873535,8.911454779761177,-55.24911847795759,139771
244,162,916,103.53889794000001,149112,614.05,5.333840714182172,10.566448211669922,-52.76154327392578,-49.10373306274414,-53.70471594674247,0.001,0.516,7.088780403137207,13.090703875677926,-56.456977299281526,140047
248,162,918,86.51454420999998,149598,576.97,4.899235479715394,7.182432174682617,-56.95621871948242,-54.73838806152344,-53.65058517456055,0.001,0.508,4.365810871124268,12.547830779868436,-56.139396946604656,140415
252,162,921,69.62441390999999,149893,540.17,4.517831360971606,6.639688491821289,-55.17625045776367,-52.994476318359375,-53.34075680294552,0.001,0.5,4.363551616668701,15.55209062197437,-55.59967216285499,140816
256,162,923,52.914185909999986,150357,500.58,4.345689506828785,11.911820411682129,-50.00175857543945,-47.71622085571289,-54.27846260070801,0.001,0.492,4.645405292510986,13.47296298002895,-56.416541767120364,141134
260,162,927,39.1131643,150759,469.12,5.270530017454233,4.166443824768066,-59.42417907714844,-56.67833709716797,-54.44226922561873,0.001,0.484,5.673224449157715,9.010386637278966,-56.99320596723414,141670
264,162,932,30.251762210000003,151617,454.42,4.696380950155712,6.855742454528809,-60.24225997924805,-57.617042541503906,-54.972411564418245,0.001,0.476,5.515159606933594,10.82912496536497,-57.20788901192801,142461
268,162,935,14.974552820000001,152162,419.73,5.390114850468105,7.063647747039795,-58.98080825805664,-53.597957611083984,-54.30304404364692,0.001,0.468,11.501815795898438,11.71788329082531,-56.82561781141493,143015
272,162,942,2.7134519900000034,153135,394.92,5.669851626668658,4.962540626525879,-55.17460632324219,-54.31959915161133,-54.97086368907582,0.001,0.46,1.8587114810943604,8.354480859521148,-57.578995593182455,143958
276,163,948,-7.53480574,155345,381.45,5.0373010000736596,2.7596380710601807,-55.60014343261719,-53.81291580200195,-54.689342334116105,0.001,0.452,3.9540441036224365,8.753644235700154,-56.96620235854773,144753
280,162,959,-23.215714260000006,155669,348.26,4.82872126698494,6.607275485992432,-50.962440490722656,-49.997840881347656,-54.2575122833252,0.001,0.444,2.1725213527679443,8.549789968132973,-56.40146446228027,146614
284,162,987,-17.74527633,160696,372.25,4.901584039442241,1.472585678100586,-51.63529968261719,-49.80200958251953,-48.976163260638714,0.001,0.436,4.204797744750977,8.126621694886126,-51.11325380206108,150760
288,162,1010,-8.61825092,164144,383.04,5.1703006442770905,4.113429069519043,-48.69449234008789,-47.425559997558594,-44.0500984743417,0.001,0.428,2.9647929668426514,6.303050634372665,-46.2629872425493,154303
292,162,1033,-9.979357300000002,167761,378.84,4.96663300763993,2.4579758644104004,-37.183555603027344,-34.82155227661133,-38.89218414995007,0.001,0.42,5.623820781707764,5.098367610633523,-40.97817001725199,157888
296,162,1059,-5.122541480000001,171922,390.35,5.048391594534063,3.0977251529693604,-35.782894134521484,-34.085601806640625,-34.252839199166175,0.001,0.412,4.119645118713379,4.10750904344127,-36.332776608985014,161978
300,162,1083,-2.4884269000000017,175554,393.0,4.943050319715491,1.295825481414795,-31.819698333740234,-28.482580184936523,-30.10573694840917,0.001,0.404,8.260193824768066,3.7794453168926307,-32.102729352015366,165615
304,161,1105,-5.202459770000002,178862,390.82,4.771076156317822,2.5821216106414795,-28.245662689208984,-27.56316375732422,-27.33639003309004,0.001,0.396,1.7234818935394287,3.2536231843151526,-29.22573614998098,169075
308,161,1121,-5.967660010000002,180909,394.11,5.117324019733228,0.7533838748931885,-26.41599464416504,-24.379709243774414,-25.126680883002585,0.001,0.388,5.248158931732178,3.184526254877637,-27.1122026322325,171537
312,161,1126,-6.275255680000003,181442,395.65,4.865964442164033,0.6413048505783081,-28.5790958404541,-27.776826858520508,-24.34565118642954,0.001,0.38,2.111236333847046,2.527425842134507,-26.194717700664814,172360
316,161,1139,-0.42623792000000094,183593,413.37,4.847483423021105,1.073969841003418,-25.447660446166992,-23.46954917907715,-23.15239237739355,0.001,0.372,5.3175048828125,2.664510768417913,-24.955656299551077,174435
320,161,1162,12.882124000000001,187237,445.4,4.859216315479114,0.5237689018249512,-21.80242919921875,-20.804222106933594,-20.809517419201203,0.001,0.364,2.742326498031616,2.3266834744691165,-22.578272143999737,177967
324,161,1171,17.522225300000006,189731,451.39,4.432422057219914,13.913105010986328,-22.66850471496582,-21.635955810546875,-19.445063393456596,0.001,0.356,2.9004201889038086,2.6752786154848827,-21.023005601337978,179139
328,161,1194,28.373975550000004,192818,479.12,4.718878100900089,0.430941641330719,-18.84151840209961,-18.167776107788086,-17.092783666124532,0.001,0.348,1.9360417127609253,1.9939262263866422,-18.734953182195525,182809
332,161,1215,41.35605535,195929,492.39,4.7268575116544325,1.9378161430358887,-16.600263595581055,-11.408785820007324,-15.932175859361248,0.001,0.34,15.269052505493164,2.085992195616475,-17.5393074653691,185950
336,160,1238,58.58070748,199274,507.57,4.845106155029225,0.49152398109436035,-17.995342254638672,-15.733358383178711,-14.625331023258683,0.001,0.332,6.813204288482666,1.6336470263589182,-16.233906229988474,189482
340,160,1256,70.02358383999999,201889,530.62,4.701970967670415,0.7188501954078674,-13.927329063415527,-13.298237800598145,-13.964541334967219,0.001,0.324,1.941638469696045,1.6986008143471711,-15.487979931586008,192270
344,160,1272,83.31371428,204527,554.15,4.591685753479236,0.28954795002937317,-15.708455085754395,-14.828729629516602,-13.617260842207001,0.001,0.316,2.783940315246582,1.798189395237782,-15.068233599313876,194747
348,160,1289,96.93494622999998,207198,576.0,4.777410680985512,1.9743106365203857,-12.856961250305176,-12.182616233825684,-13.174053484826441,0.001,0.308,2.1894314289093018,1.7008332390614482,-14.645495985475037,197417
352,160,1306,110.37213729999999,209831,599.38,4.327481160814664,1.814972162246704,-12.317602157592773,-10.571539878845215,-13.30864791237578,0.001,0.3,5.820207595825195,1.6754820123599592,-14.60689230597749,200043
356,160,1325,125.37611567,212755,623.98,4.488765922085992,1.5959599018096924,-16.05419921875,-14.915172576904297,-13.099766999277575,0.001,0.292,3.9007747173309326,1.6804256555021118,-14.410486615937332,202990
360,160,1341,136.86070827999995,215125,643.66,4.76192992949678,0.786523163318634,-15.2962646484375,-9.939563751220703,-12.82444377291587,0.001,0.284,18.86161994934082,1.6746488003240478,-14.176831926068951,205350
364,160,1357,146.66087432000003,217257,656.4,4.545494561160312,0.626446008682251,-15.172985076904297,-14.1799898147583,-12.653319440168493,0.001,0.276,3.5978105068206787,1.663481030925911,-13.90787589970757,207862
368,160,1375,163.85335591999998,220485,683.23,4.473458020841305,0.4860919713973999,-16.459917068481445,-15.746607780456543,-12.87360991292925,0.001,0.268,2.661600351333618,1.8225886545620702,-14.072496694118822,210664
372,159,1396,177.49035545999996,223260,701.25,4.674780806105341,0.705132007598877,-15.120501518249512,-14.676921844482422,-12.797624000951872,0.001,0.26,1.7060754299163818,1.9309279906877022,-14.013066986697403,213894
376,160,1412,188.81099659,226174,708.29,4.755017372676068,0.81333327293396,-9.304214477539062,-7.369056224822998,-12.951445602708393,0.001,0.252,7.679199695587158,2.015647961302944,-14.149709992938572,216370
380,159,1430,203.39830432000005,228811,731.42,4.774265898899599,1.39433753490448,-13.624120712280273,-12.514124870300293,-13.07537304653841,0.001,0.244,4.549163818359375,1.7543879288387108,-14.240293936295943,219048
384,159,1444,196.99620367000003,231013,703.17,4.609994169771671,3.1608829498291016,-13.10721206665039,-12.84285831451416,-13.013958950042724,0.001,0.236,1.1201426982879639,1.525496576401524,-14.10191759109497,221222
388,159,1462,194.80199575999995,233864,697.2,4.176393462852999,0.759589433670044,-12.664669036865234,-10.865479469299316,-13.101692373102361,0.001,0.228,7.891183376312256,1.834351575540856,-14.053910078095996,224020
392,159,1482,194.13123019000003,236910,691.49,4.452356515090857,1.7682242393493652,-13.87679386138916,-12.031562805175781,-13.069230665614949,0.001,0.22,8.387415885925293,1.6403226623895453,-14.048749095764919,227102
396,159,1502,193.12388292000003,239971,680.49,4.470814874562461,0.915870189666748,-13.943309783935547,-13.614378929138184,-13.153983338104794,0.001,0.212,1.5515618324279785,1.7791943758954782,-14.101796086791836,230140
400,159,1523,193.45065602000003,243290,677.36,4.689598272490029,7.578054428100586,-13.798952102661133,-13.205058097839355,-13.027416890210445,0.001,0.204,2.911243438720703,1.7920574144838322,-13.984094919544635,233377
404,159,1540,192.17764140000003,245520,666.58,4.615924126085113,1.2047618627548218,-13.341925621032715,-11.6920804977417,-12.902426782776327,0.001,0.196,8.41757869720459,2.149094475268879,-13.807147888576283,236099
408,159,1558,201.44762123,248717,678.08,4.741068019403352,3.9659957885742188,-15.156264305114746,-13.958236694335938,-12.997631533940632,0.001,0.188,6.372489929199219,1.4682120406627654,-13.888952297634548,238837
412,159,1580,218.23798407,252031,705.89,4.711146969348192,0.4707658886909485,-13.283893585205078,-11.89155387878418,-12.871505654775179,0.001,0.18,7.735218524932861,1.4500986643117637,-13.719512125620476,242169
416,159,1600,226.77329989,255011,714.18,4.664796353382256,8.332328796386719,-11.746818542480469,-10.709821701049805,-13.012995419468117,0.001,0.172,6.029051303863525,1.421768048491102,-13.815340419942268,245224
420,159,1618,228.27032540000005,257809,705.72,4.575349013210844,1.0980628728866577,-13.721964836120605,-13.020451545715332,-13.132421294147482,0.001,0.164,4.277518272399902,1.7673621965332955,-13.882778590512215,248048
424,158,1633,233.03586511999998,259572,698.41,5.0312386240277975,0.38364142179489136,-14.094374656677246,-13.484804153442383,-13.384711946759905,0.001,0.156,3.9075005054473877,1.6623124033212662,-14.169585146222795,250508
428,159,1645,235.20812059,262034,692.16,4.653794852225229,0.9932733774185181,-12.829533576965332,-12.143998146057129,-13.308227878793808,0.001,0.148,4.631995677947998,1.3854428908145457,-13.99698953167476,252276
432,159,1666,239.44113953999997,265247,693.18,4.667885621027513,0.7819501757621765,-13.296591758728027,-11.824492454528809,-13.248421620238911,0.001,0.14,10.514994621276855,1.6841043684716253,-13.901925602826205,255508
436,159,1685,237.54041374,268237,689.63,4.608476881459166,0.9724761247634888,-13.330158233642578,-12.478364944458008,-13.351863831964158,0.001,0.132,6.452977657318115,2.106435374902346,-13.960182784471197,258479
440,159,1706,242.92850894,271441,695.52,4.648506430648176,0.24790140986442566,-15.092337608337402,-14.493226051330566,-13.610978189791743,0.001,0.124,4.83154296875,1.4849673133316,-14.18739298461989,261633
444,159,1722,240.28258762000002,273967,694.4,4.810211530054249,1.1707408428192139,-14.48873233795166,-13.580281257629395,-13.721284000194014,0.001,0.116,7.831477642059326,1.662160416642105,-14.279268518162235,264192
448,158,1741,241.95854713999998,276892,696.94,4.625469787340415,8.9209566116333,-14.603934288024902,-13.957743644714355,-13.70739752869857,0.001,0.108,5.983246326446533,1.8877013307947077,-14.206948282844142,267100
452,158,1761,242.45639468,279675,698.44,4.8921879989500265,0.9359741806983948,-14.073925018310547,-13.583586692810059,-13.867756053691602,0.001,0.1,4.903383255004883,2.02782564503265,-14.356974858970739,270269
456,158,1775,238.35760506,281941,691.86,4.820778338837802,0.6274811029434204,-14.872543334960938,-14.680238723754883,-13.895870104097666,0.001,0.092,2.090271234512329,2.0509352742435034,-14.339381710252262,272440
460,158,1794,243.95327011,284994,698.69,4.775646620700436,0.783928632736206,-15.89221477508545,-15.651461601257324,-13.961689933653801,0.001,0.084,2.86611270904541,2.07208901316288,-14.36284424156271,275217
464,158,1815,250.20400052999997,288228,709.71,4.753250233962068,2.766895294189453,-14.588690757751465,-14.086565971374512,-14.245809465646744,0.001,0.076,6.606907844543457,1.7792698931215065,-14.60705644743783,278407
468,158,1836,250.31987794,291474,709.89,4.776576765328645,6.425803184509277,-15.589134216308594,-15.264086723327637,-14.350763850212097,0.001,0.068,4.780106544494629,1.8530187912462057,-14.675571055412293,281685
472,158,1856,253.39525129,294647,713.87,4.869027426020625,0.1360710859298706,-15.424897193908691,-15.275775909423828,-14.644292329360615,0.001,0.06,2.485352039337158,2.209310754626275,-14.936433931441991,284872
476,158,1876,253.65665911,297606,714.32,4.862836291328553,0.5801607370376587,-15.762758255004883,-15.25107479095459,-14.693573118025256,0.001,0.052,9.840070724487305,1.9508285757616137,-14.946440610577984,287861
480,158,1895,253.58740524999996,300300,714.89,4.92208786234063,7.358157634735107,-14.029704093933105,-13.65624713897705,-14.578011266159823,0.001,0.044,8.487664222717285,2.0066459673533026,-14.794583129379554,290980
484,158,1909,253.95076927,302263,712.5,4.817327633422891,1.6282272338867188,-15.337138175964355,-15.19277286529541,-14.736086427856604,0.001,0.036,4.0101494789123535,2.161533786881464,-14.909510202358424,293095
488,158,1922,252.96890035,304844,709.8,5.013607909158797,1.1758711338043213,-13.214900016784668,-13.049233436584473,-14.687010443240183,0.001,0.028,5.916678428649902,1.9802312740210268,-14.827391484830871,295113
492,158,1939,248.49470931,307183,702.73,5.192711049665045,4.870733261108398,-14.88354206085205,-14.789227485656738,-14.904256923707239,0.001,0.02,4.7157464027404785,2.171518763614989,-15.008111163849977,297780
496,158,1949,238.34566886999997,308701,687.3,4.541304874420166,0.9047696590423584,-15.676104545593262,-15.658404350280762,-14.932611513137818,0.001,0.012,1.4750515222549438,1.7506194149966359,-14.98710715505812,299336
500,158,1962,231.61171752,310735,674.45,4.775893654050054,7.907979965209961,-12.496854782104492,-12.486875534057617,-14.696655987404489,0.001,0.004,2.494734764099121,1.9005154185550093,-14.71575952993857,301477
504,158,1975,234.08600692,313268,677.48,4.9255780703388155,0.12378764152526855,-17.741308212280273,-17.741308212280273,-14.780856395761171,0.001,0,5.435344219207764,2.024234060766333,-14.780856395761171,303508
508,158,1991,229.74745789999997,315350,666.33,5.173757003961936,0.91746985912323,-17.451175689697266,-17.451175689697266,-14.753541985912436,0.001,0,4.627187252044678,1.7174204614310138,-14.753541985912436,306121
512,158,2006,226.75931851999997,317917,658.86,4.908799465156433,1.2965636253356934,-16.427379608154297,-16.427379608154297,-14.852815116698237,0.001,0,4.136590957641602,2.3315546991555407,-14.852815116698237,308579
516,158,2023,229.05848762000002,320935,659.24,4.844782930423111,0.44123464822769165,-17.214157104492188,-17.214157104492188,-14.764345148081885,0.001,0,2.1451501846313477,1.9743354698344426,-14.764345148081885,311220
520,158,2041,231.69946623999994,323916,661.07,4.773344080315696,0.8171462416648865,-16.58646583557129,-16.58646583557129,-14.765083281199137,0.001,0,2.1731741428375244,1.9846370929645167,-14.765083281199137,314153
524,158,2060,240.20640358999992,326914,673.42,4.978519701270531,0.4989857077598572,-15.762603759765625,-15.762603759765625,-14.954577728022908,0.001,0,3.3255603313446045,2.170305191714289,-14.954577728022908,317175
528,158,2078,244.36454619000003,329830,677.96,5.250736060948439,2.6548991203308105,-12.56125259399414,-12.56125259399414,-14.813151098976672,0.001,0,1.0317696332931519,2.133065050084826,-14.813151098976672,320117
532,158,2097,244.38532190000006,332795,675.48,4.940960909734225,9.53474235534668,-16.179094314575195,-16.179094314575195,-15.033744894592456,0.001,0,7.482717037200928,1.8816721168979276,-15.033744894592456,323049
536,158,2115,246.33914070999998,335824,675.87,4.871888845227659,0.664056658744812,-15.44835376739502,-15.44835376739502,-15.187991934518019,0.001,0,1.590523600578308,2.318304871856156,-15.187991934518019,326074
540,158,2130,242.16034175999997,338160,667.19,4.9124239107658125,0.8602913618087769,-16.520618438720703,-16.520618438720703,-14.995590374387543,0.001,0,4.186258316040039,1.973859344063134,-14.995590374387543,328363
544,158,2147,246.07583206999996,340955,669.88,4.977563157211989,0.9734890460968018,-15.364572525024414,-15.364572525024414,-15.259284541010857,0.001,0,10.949660301208496,1.9109579050902519,-15.259284541010857,331184
548,158,2165,245.23561639,343707,668.15,4.827411864001678,0.7310630083084106,-17.150880813598633,-17.150880813598633,-15.397522126743366,0.001,0,2.3713347911834717,2.1108800671246373,-15.397522126743366,333962
