time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/actor_loss,train/critic_loss,train/RL_loss,train/Beta,train/critic_los,train/loss,train/n_updates,train/MSE_losses,train/learning_rate,train/Main_losses,train/MSE_loss
532,148.6,146,148.6,164,24160,-31.40080327987671,0.7144648645073175,-31.946420669555664,0.0,0.2925494909286499,-31.946420669555664,23873,0.2804656890034676,0.001,-31.40080327987671,0.2958013415336609
536,150.09,150,150.09,164,24777,-31.940016055107115,0.6657399069517851,-31.607065200805664,0.0,0.6605126261711121,-31.607065200805664,24533,0.2906153092160821,0.001,-31.940016055107115,0.2736077308654785
540,151.52,154,151.52,164,25417,-32.571377265147675,0.8024075457300895,-32.39422607421875,0.0,0.7827399373054504,-32.39422607421875,25174,0.2794839355808038,0.001,-32.571377265147675,0.2607080340385437
544,152.96,158,152.96,164,26084,-32.364765062724075,0.8588627926549133,-32.481929779052734,0.0,0.5735043883323669,-32.481929779052734,25801,0.26196285939379915,0.001,-32.364765062724075,0.29459652304649353
548,155.05,162,155.05,164,26832,-33.36367849124375,0.7364260140125469,-31.95369529724121,0.0,0.23309144377708435,-31.95369529724121,26543,0.24636146746655946,0.001,-33.36367849124375,0.1632387489080429
552,156.97,167,156.97,164,27585,-33.76608231141395,0.7676254301187918,-32.507957458496094,0.0,1.1857001781463623,-32.507957458496094,27311,0.24215228517645412,0.001,-33.76608231141395,0.2560744285583496
556,159.38,172,159.38,164,28368,-33.622964092136655,0.6775300274292628,-34.23533248901367,0.0,1.2422921657562256,-34.23533248901367,28063,0.2281252370052731,0.001,-33.622964092136655,0.19337600469589233
560,161.72,177,161.72,164,29176,-34.47587559010723,0.6689722934379954,-33.627349853515625,0.0,0.32330062985420227,-33.627349853515625,28881,0.23638501084677063,0.001,-34.47587559010723,0.22993335127830505
564,163.3,181,163.3,164,29958,-35.15263526844529,0.5978500808768429,-35.59879684448242,0.0,0.1625940203666687,-35.59879684448242,29661,0.23578187865468692,0.001,-35.15263526844529,0.28212806582450867
568,166.26,187,166.26,164,30782,-35.61191526714124,0.7267524634536944,-37.22977828979492,0.0,3.464099407196045,-37.22977828979492,30498,0.2775120455967753,0.001,-35.61191526714124,0.25117114186286926
572,168.05,191,168.05,164,31559,-36.21744571867443,0.8388156378198237,-39.18130111694336,0.0,2.8892359733581543,-39.18130111694336,31283,0.270541241197359,0.001,-36.21744571867443,0.3241444230079651
576,170.77,196,170.77,164,32397,-36.73945256496997,0.5526828430395908,-37.430397033691406,0.0,0.14922088384628296,-37.430397033691406,32079,0.31307975900300006,0.001,-36.73945256496997,0.2409793734550476
580,172.79,201,172.79,164,33135,-37.606649625869025,0.757005741731042,-36.676570892333984,0.0,0.6138702630996704,-36.676570892333984,32849,0.3109893181494304,0.001,-37.606649625869025,0.2520114779472351
584,173.98,205,173.98,164,33824,-37.64675594511486,0.5553930912321136,-42.50209045410156,0.0,0.87432861328125,-42.50209045410156,33557,0.3112188852613881,0.001,-37.64675594511486,0.3855004906654358
588,177.05,210,177.05,164,34687,-38.30940959764563,0.6628043045213212,-37.15254211425781,0.0,0.5357838273048401,-37.15254211425781,34399,0.342140204232672,0.001,-38.30940959764563,0.36464163661003113
592,179.93,216,179.93,164,35568,-38.56683572622446,0.6730292507686377,-40.579750061035156,0.0,0.33788663148880005,-40.579750061035156,35287,0.36155246450350836,0.001,-38.56683572622446,0.3566473424434662
596,182.01,221,182.01,164,36367,-39.008690064211926,0.9759533644979259,-40.47669219970703,0.0,0.9290172457695007,-40.47669219970703,36097,0.26585322726203736,0.001,-39.008690064211926,0.2905904948711395
600,192.55,230,192.55,165,38008,-40.57932946402267,0.8636379242775827,-35.45790481567383,0.0,0.28246432542800903,-35.45790481567383,37560,0.26298001575070384,0.001,-40.57932946402267,0.26661190390586853
604,194.0,236,194.0,164,38779,-41.45280742645264,0.9966258526004422,-42.44223403930664,0.0,0.24607881903648376,-42.44223403930664,38506,0.29466501623392105,0.001,-41.45280742645264,0.279477596282959
608,195.49,240,195.49,164,39581,-41.83807438441685,0.7118840954133443,-43.06250762939453,0.0,0.5264183282852173,-43.06250762939453,39292,0.2492235067344847,0.001,-41.83807438441685,0.27618005871772766
612,198.14,246,198.14,164,40556,-42.58347350358963,0.7874894525157288,-42.71354293823242,0.0,1.697453498840332,-42.71354293823242,40194,0.24182638025376946,0.001,-42.58347350358963,0.21565063297748566
616,200.37,252,200.37,164,41489,-43.47957685042401,0.8194558691917634,-42.92984390258789,0.0,0.4111980199813843,-42.92984390258789,41121,0.28607810349488744,0.001,-43.47957685042401,0.33967575430870056
620,204.19,258,204.19,164,42568,-43.74348970738853,0.7203516014738054,-41.88534927368164,0.0,0.7009697556495667,-41.88534927368164,42232,0.29972328599996684,0.001,-43.74348970738853,0.25380733609199524
624,208.06,265,208.06,164,43598,-44.42931083396629,0.7024416618568953,-43.439422607421875,0.0,0.5325617790222168,-43.439422607421875,43282,0.307493583333713,0.001,-44.42931083396629,0.3164835572242737
628,210.06,270,210.06,164,44444,-44.6602974749626,0.9858739945308241,-44.78995132446289,0.0,0.4228266477584839,-44.78995132446289,44095,0.27137542119685637,0.001,-44.6602974749626,0.19266383349895477
632,211.89,276,211.89,164,45349,-45.25488616802074,0.6412562360228212,-47.54541015625,0.0,0.5770404934883118,-47.54541015625,45079,0.2844422799017694,0.001,-45.25488616802074,0.29705455899238586
636,214.88,281,214.88,164,46265,-45.946643787425955,0.5777769472327207,-46.49469757080078,0.0,0.4807804226875305,-46.49469757080078,45946,0.2850718910877521,0.001,-45.946643787425955,0.30661770701408386
640,216.88,286,216.88,164,47105,-46.15195207141694,0.7298552273284822,-43.99984359741211,0.0,0.24489125609397888,-43.99984359741211,46808,0.30141160119147525,0.001,-46.15195207141694,0.24590067565441132
644,218.89,292,218.89,164,47973,-46.39048082803942,0.7496856884243562,-45.752845764160156,0.0,0.2852398455142975,-45.752845764160156,47687,0.32465509901341705,0.001,-46.39048082803942,0.3580029606819153
648,219.59,297,219.59,164,48791,-46.973013285044075,0.7863447412247081,-48.347293853759766,0.0,0.7559326887130737,-48.347293853759766,48507,0.2971608018552935,0.001,-46.973013285044075,0.3088836669921875
652,219.56,301,219.56,164,49541,-47.10024156241581,0.5770572594910688,-46.7226448059082,0.0,0.3804236054420471,-46.7226448059082,49234,0.3257294499326026,0.001,-47.10024156241581,0.2881441116333008
656,219.41,306,219.41,164,50309,-47.611620405445926,0.8001904017089502,-44.11122131347656,0.0,0.23668549954891205,-44.11122131347656,50040,0.3244280653155368,0.001,-47.611620405445926,0.39180460572242737
660,219.19,311,219.19,164,51095,-48.13785244556183,0.6824594731368716,-46.84629440307617,0.0,0.6721980571746826,-46.84629440307617,50827,0.2922662000389809,0.001,-48.13785244556183,0.2935440242290497
664,218.61,315,218.61,164,51819,-48.16580906320125,0.9796113260090351,-48.29803466796875,0.0,0.3405311405658722,-48.29803466796875,51552,0.2841281589675457,0.001,-48.16580906320125,0.20507580041885376
668,218.24,320,218.24,164,52606,-48.871612940993266,0.9068936816123729,-48.95949172973633,0.0,0.27058345079421997,-48.95949172973633,52334,0.30654826217165615,0.001,-48.871612940993266,0.3029193580150604
672,220.35,325,220.35,164,53594,-48.57336575644357,0.6192298370546528,-53.4605598449707,0.0,1.889892339706421,-53.4605598449707,53190,0.2917190932535699,0.001,-48.57336575644357,0.2708955407142639
676,221.85,332,221.85,164,54582,-49.25363916339296,0.9805392575534907,-50.63888168334961,0.0,3.6930489540100098,-50.63888168334961,54204,0.2827174836261706,0.001,-49.25363916339296,0.2911015748977661
680,225.52,339,225.52,164,55687,-49.71464180652006,0.7393058714667341,-51.07435607910156,0.0,0.2577035427093506,-51.07435607910156,55336,0.28853926062583923,0.001,-49.71464180652006,0.25181782245635986
684,233.16,347,233.16,164,57140,-50.05373434448242,0.7512522349059582,-51.80794906616211,0.0,0.397377073764801,-51.80794906616211,56663,0.3141862191557884,0.001,-50.05373434448242,0.28551965951919556
688,242.96,357,242.96,164,58983,-50.51561724853516,0.5968738200962543,-47.13614273071289,0.0,0.4621785879135132,-47.13614273071289,58389,0.30782299786806105,0.001,-50.51561724853516,0.29203763604164124
692,250.95,368,250.95,164,60663,-51.4103616142273,0.6872448223270475,-53.05580139160156,0.0,0.2746694087982178,-53.05580139160156,60069,0.2869179706275463,0.001,-51.4103616142273,0.2759474217891693
696,262.96,380,262.96,164,62663,-52.55019590759277,0.548702518492937,-50.35771560668945,0.0,0.3324483633041382,-50.35771560668945,62069,0.2841162796616554,0.001,-52.55019590759277,0.23055537045001984
700,266.55,392,266.55,164,64663,-53.900831619262696,0.7567282046675682,-56.30478286743164,0.0,0.45711296796798706,-56.30478286743164,64069,0.31367202019691465,0.001,-53.900831619262696,0.3432922959327698
704,278.84,404,278.84,164,66663,-55.04304931640625,0.8209234826564789,-56.80323028564453,0.0,0.20910030603408813,-56.80323028564453,66069,0.31558210027217865,0.001,-55.04304931640625,0.30709922313690186
708,290.82,417,290.82,164,68663,-56.23772744750976,0.4625317345708609,-60.05978012084961,0.0,0.2320859432220459,-60.05978012084961,68069,0.29893433254957197,0.001,-56.23772744750976,0.29549282789230347
712,301.07,429,301.07,164,70663,-57.64169845581055,0.48579341706633566,-58.464599609375,0.0,0.26088032126426697,-58.464599609375,70069,0.31858065140247344,0.001,-57.64169845581055,0.32437554001808167
716,311.74,441,311.74,164,72663,-59.1757293548584,0.6045568100512028,-64.64830780029297,0.0,0.27850908041000366,-64.64830780029297,72069,0.3457174647450447,0.001,-59.1757293548584,0.33604365587234497
720,320.95,454,320.95,164,74663,-59.78580377197266,0.7505534201860428,-62.802284240722656,0.0,0.2892468273639679,-62.802284240722656,74069,0.3829734983444214,0.001,-59.78580377197266,0.40609320998191833
724,329.3,465,329.3,164,76528,-61.10952864074707,0.5589319165050983,-64.6056900024414,0.0,0.1446930468082428,-64.6056900024414,75934,0.3683530049324036,0.001,-61.10952864074707,0.332538366317749
728,339.41,476,339.41,164,78385,-61.98555635070801,0.6006455427110196,-60.84002685546875,0.0,0.16930943727493286,-60.84002685546875,77791,0.37082346189022064,0.001,-61.98555635070801,0.39492282271385193
732,349.53,488,349.53,164,80302,-62.53343119812012,0.8389466599225998,-63.1463737487793,0.0,0.44077348709106445,-63.1463737487793,79708,0.4058308149576187,0.001,-62.53343119812012,0.4242360591888428
736,360.37,500,360.37,164,82302,-63.70540449523926,0.7742029262781143,-63.40827941894531,0.0,0.3224019408226013,-63.40827941894531,81708,0.3783870096206665,0.001,-63.70540449523926,0.36952513456344604
740,370.39,512,370.39,164,84144,-64.95196839173634,0.7533659546170384,-66.4488296508789,0.0,0.34465450048446655,-66.4488296508789,83550,0.4233437778117756,0.001,-64.95196839173634,0.3857833743095398
744,381.34,524,381.34,164,86107,-65.15001306152344,0.474852529540658,-66.1301498413086,0.0,0.22768647968769073,-66.1301498413086,85513,0.41256838846206667,0.001,-65.15001306152344,0.46625956892967224
748,393.16,536,393.16,164,88107,-66.07614305114745,0.5692623105198145,-64.1681900024414,0.0,0.1912659853696823,-64.1681900024414,87513,0.4479756736755371,0.001,-66.07614305114745,0.4518028497695923
752,405.66,548,405.66,164,90107,-67.07800482177734,0.6441316344290972,-68.42903900146484,0.0,0.22766897082328796,-68.42903900146484,89513,0.4383191336393356,0.001,-67.07800482177734,0.468187540769577
756,417.98,561,417.98,164,92107,-67.87352600097657,0.4791604448109865,-69.47211456298828,0.0,0.3955780267715454,-69.47211456298828,91513,0.40485600221157075,0.001,-67.87352600097657,0.313007652759552
760,430.12,573,430.12,164,94107,-68.4377279663086,0.570481044948101,-71.8428955078125,0.0,0.23354440927505493,-71.8428955078125,93513,0.3932785189151764,0.001,-68.4377279663086,0.3966347277164459
764,442.88,586,442.88,163,96107,-69.48692044067383,0.529243859782815,-71.59025573730469,0.0,0.1930169314146042,-71.59025573730469,95513,0.3850872139930725,0.001,-69.48692044067383,0.42469194531440735
768,455.01,598,455.01,163,98107,-70.52517504882813,0.5709367755502462,-68.88368225097656,0.0,0.16915065050125122,-68.88368225097656,97513,0.41206317603588105,0.001,-70.52517504882813,0.3626424968242645
772,465.13,610,465.13,163,100107,-71.64593873596192,0.6293856191039086,-74.53634643554688,0.0,0.09704413264989853,-74.53634643554688,99513,0.43300947415828706,0.001,-71.64593873596192,0.4550408720970154
776,475.25,623,475.25,163,102107,-72.2033840637207,0.6545026861429214,-74.35417938232422,0.0,0.22074823081493378,-74.35417938232422,101513,0.5173598042726517,0.001,-72.2033840637207,0.6009004712104797
780,484.2,635,484.2,163,104107,-73.74699114990234,0.5577548521012068,-77.19737243652344,0.0,3.9940969944000244,-77.19737243652344,103513,0.5537462192773819,0.001,-73.74699114990234,0.6141895651817322
784,489.67,648,489.67,163,106107,-74.00222659301758,0.4809456001520157,-69.1871337890625,0.0,0.10077279806137085,-69.1871337890625,105513,0.521608260512352,0.001,-74.00222659301758,0.4364919066429138
788,491.24,660,491.24,163,108107,-74.53184371948242,0.3913057215511799,-77.35704803466797,0.0,0.16506214439868927,-77.35704803466797,107513,0.522087185382843,0.001,-74.53184371948242,0.5095828175544739
792,494.44,673,494.44,163,110107,-75.14488082885742,0.5184764686301351,-79.88548278808594,0.0,0.3144671320915222,-79.88548278808594,109513,0.5774441560506821,0.001,-75.14488082885742,0.6049705147743225
796,494.44,685,494.44,163,112107,-75.82364953613282,0.3835616221576929,-78.24790954589844,0.0,0.18463394045829773,-78.24790954589844,111513,0.5549510282278061,0.001,-75.82364953613282,0.5543698072433472
800,494.44,697,494.44,163,114107,-75.88664920043945,0.3169562605321407,-71.18974304199219,0.0,0.1568083018064499,-71.18974304199219,113513,0.5231527926921844,0.001,-75.88664920043945,0.49486300349235535
804,494.44,710,494.44,163,116107,-76.59230313110352,0.3326161944195628,-73.36759185791016,0.0,0.15483948588371277,-73.36759185791016,115513,0.5693096815347671,0.001,-76.59230313110352,0.5732865929603577
808,494.44,722,494.44,163,118107,-77.03352447509765,0.3978250918388367,-77.74100494384766,0.0,0.12431200593709946,-77.74100494384766,117513,0.6158546417951584,0.001,-77.03352447509765,0.6418012976646423
812,494.44,734,494.44,163,120107,-77.98045050048827,0.3764359148442745,-78.5611572265625,0.0,0.1869218796491623,-78.5611572265625,119513,0.6066414768695831,0.001,-77.98045050048827,0.6011697053909302
816,490.19,745,490.19,163,121682,-78.29730521592518,0.503930419883472,-78.26264190673828,0.0,1.1243921518325806,-78.26264190673828,121311,0.46993782316278293,0.001,-78.29730521592518,0.48066088557243347
820,480.99,752,480.99,163,122762,-78.06596245043205,0.3779668530054165,-77.75593566894531,0.0,1.048287034034729,-77.75593566894531,122440,0.43416496551398076,0.001,-78.06596245043205,0.42695853114128113
824,479.94,761,479.94,163,124522,-77.800966796875,0.4135961325839162,-77.97643280029297,0.0,0.26142558455467224,-77.97643280029297,123928,0.4126603353023529,0.001,-77.800966796875,0.38231733441352844
828,481.37,773,481.37,163,126522,-78.1840986328125,0.38644914256036283,-71.59431457519531,0.0,0.5584940314292908,-71.59431457519531,125928,0.5909305238723754,0.001,-78.1840986328125,0.4785137474536896
832,482.2,786,482.2,163,128522,-78.92469485473633,0.3897235728725791,-78.6580810546875,0.0,0.15093155205249786,-78.6580810546875,127928,0.4773435754776001,0.001,-78.92469485473633,0.4862939715385437
836,482.2,798,482.2,163,130522,-79.17016143798828,0.7110123759582638,-72.28623962402344,0.0,0.2982822358608246,-72.28623962402344,129928,0.3858758734464645,0.001,-79.17016143798828,0.39915579557418823
840,483.65,810,483.65,163,132509,-79.52272955322266,0.4205749962106347,-81.65389251708984,0.0,0.16984570026397705,-81.65389251708984,131928,0.32752652859687803,0.001,-79.52272955322266,0.42990440130233765
844,484.02,822,484.02,163,134509,-79.73975296020508,0.3449912952780724,-75.97415161132812,0.0,0.2213689386844635,-75.97415161132812,133915,0.31974450331926346,0.001,-79.73975296020508,0.25640466809272766
848,484.02,834,484.02,163,136509,-80.19832974243164,0.38667019198089836,-79.17729187011719,0.0,0.10795001685619354,-79.17729187011719,135915,0.339812818646431,0.001,-80.19832974243164,0.34956708550453186
852,484.02,847,484.02,163,138509,-80.44252212524414,0.42498274909704925,-81.3419189453125,0.0,0.0927046537399292,-81.3419189453125,137915,0.4678582289218903,0.001,-80.44252212524414,0.48629412055015564
856,484.02,859,484.02,163,140509,-80.53094006347656,0.34069343350082637,-80.2162857055664,0.0,0.65506511926651,-80.2162857055664,139915,0.4975494418144226,0.001,-80.53094006347656,0.49144574999809265
860,484.02,871,484.02,163,142509,-81.16460034179687,0.4493026803806424,-80.360595703125,0.0,0.10104726254940033,-80.360595703125,141915,0.3672274487614632,0.001,-81.16460034179687,0.38002318143844604
864,484.02,884,484.02,163,144509,-81.32960482788086,0.24293452251702546,-79.2466812133789,0.0,0.1857951283454895,-79.2466812133789,143915,0.3720680881738663,0.001,-81.32960482788086,0.3425028920173645
868,484.02,896,484.02,163,146509,-81.63904370117187,0.3884840543344617,-78.74560546875,0.0,0.0655321404337883,-78.74560546875,145915,0.4083245205879211,0.001,-81.63904370117187,0.36231550574302673
872,482.42,907,482.42,163,148349,-81.87195470650208,0.4497644978710416,-81.45148468017578,0.0,0.11132879555225372,-81.45148468017578,147755,0.4352301922925,0.001,-81.87195470650208,0.4220424294471741
876,482.42,919,482.42,163,150349,-82.04357626342774,0.3498266482539475,-79.64534759521484,0.0,0.031137779355049133,-79.64534759521484,149755,0.4672931027412415,0.001,-82.04357626342774,0.3875598907470703
880,482.42,932,482.42,163,152349,-82.30167684936524,0.3427989839687943,-84.4980239868164,0.0,0.1179460808634758,-84.4980239868164,151755,0.44578027236461637,0.001,-82.30167684936524,0.37702226638793945
884,482.42,944,482.42,163,154349,-82.73844641113281,0.34845932471379637,-85.4245376586914,0.0,0.05418627709150314,-85.4245376586914,153755,0.4432478495836258,0.001,-82.73844641113281,0.48138004541397095
888,482.42,956,482.42,163,156349,-83.00079788208008,0.3329998354166746,-84.28379821777344,0.0,0.06750109791755676,-84.28379821777344,155755,0.4673540300130844,0.001,-83.00079788208008,0.5753520131111145
892,482.42,968,482.42,163,158349,-83.4264469909668,0.3371731102913618,-83.53955078125,0.0,0.7066630125045776,-83.53955078125,157755,0.5485659987926483,0.001,-83.4264469909668,0.5273850560188293
896,482.42,981,482.42,163,160349,-83.99043838500977,0.27994339632987975,-84.53935241699219,0.0,0.07052300125360489,-84.53935241699219,159755,0.5710705091953278,0.001,-83.99043838500977,0.5915012955665588
900,482.42,993,482.42,163,162349,-84.30675381469726,0.29526227874308825,-85.09575653076172,0.0,0.07479073107242584,-85.09575653076172,161755,0.596873474240303,0.001,-84.30675381469726,0.567557692527771
904,482.42,1005,482.42,163,164349,-84.41075570678711,0.40596504344791173,-85.14156341552734,0.0,0.11304512619972229,-85.14156341552734,163755,0.6128811161518097,0.001,-84.41075570678711,0.5676120519638062
908,482.42,1017,482.42,163,166349,-85.12252478027344,0.41416395325213673,-84.68064880371094,0.0,0.1939171552658081,-84.68064880371094,165755,0.626417098402977,0.001,-85.12252478027344,0.6684744358062744
912,482.42,1030,482.42,163,168349,-85.35734963989258,0.22423288171738387,-85.97109985351562,0.0,0.15529394149780273,-85.97109985351562,167755,0.5936771267652512,0.001,-85.35734963989258,0.5768866539001465
916,486.67,1042,486.67,163,170349,-86.11079071044922,0.4025088265836239,-88.08818817138672,0.0,0.1233379989862442,-88.08818817138672,169755,0.6867484536170959,0.001,-86.11079071044922,0.7429836988449097
920,495.87,1054,495.87,163,172349,-86.15131594848633,0.28963643858581783,-87.20571899414062,0.0,0.30600079894065857,-87.20571899414062,171755,0.7115756716728211,0.001,-86.15131594848633,0.7327149510383606
924,498.27,1066,498.27,163,174349,-86.54448226928712,0.40810139147937297,-86.34619140625,0.0,0.1250460296869278,-86.34619140625,173755,0.7472635319232941,0.001,-86.54448226928712,0.6683947443962097
928,498.27,1079,498.27,163,176349,-86.95197412109376,0.4161903457567096,-89.49533081054688,0.0,0.5032814741134644,-89.49533081054688,175755,0.687231153011322,0.001,-86.95197412109376,0.6686643958091736
932,498.27,1091,498.27,163,178349,-87.4653777770996,0.395749423712492,-86.03839874267578,0.0,0.08261539041996002,-86.03839874267578,177755,0.6120801658630372,0.001,-87.4653777770996,0.654466986656189
936,498.27,1103,498.27,163,180349,-87.9387146911621,0.41333166656270626,-88.03677368164062,0.0,0.22119995951652527,-88.03677368164062,179755,0.5819304550886154,0.001,-87.9387146911621,0.6188687086105347
940,498.4,1115,498.4,163,182349,-88.15587994384765,0.34403080747276543,-86.34142303466797,0.0,0.08502180874347687,-86.34142303466797,181755,0.583070176243782,0.001,-88.15587994384765,0.6500593423843384
944,498.4,1128,498.4,163,184349,-88.14652764892578,0.32363414072990415,-77.18758392333984,0.0,0.07540763914585114,-77.18758392333984,183755,0.5647463554143906,0.001,-88.14652764892578,0.48908600211143494
948,498.4,1140,498.4,163,186349,-88.1986477355957,0.35251503240317106,-88.05094909667969,0.0,0.04411815106868744,-88.05094909667969,185755,0.5906684991121293,0.001,-88.1986477355957,0.6516944766044617
952,498.4,1152,498.4,163,188349,-88.33210278320313,0.35721128150075676,-89.19158172607422,0.0,0.056515537202358246,-89.19158172607422,187755,0.6920156753063202,0.001,-88.33210278320313,0.6401481628417969
956,498.4,1164,498.4,163,190349,-88.59834475708008,0.34217170972377065,-89.3412857055664,0.0,0.1533975601196289,-89.3412857055664,189755,0.6841503610610962,0.001,-88.59834475708008,0.681268572807312
960,498.4,1177,498.4,163,192349,-88.4900712890625,0.4336171745061874,-84.25960540771484,0.0,0.2320450097322464,-84.25960540771484,191755,0.7182861618995666,0.001,-88.4900712890625,0.6931921243667603
964,498.4,1189,498.4,163,194349,-88.38955239868164,0.263386182539165,-90.03118896484375,0.0,0.06077520549297333,-90.03118896484375,193755,0.5468673660755158,0.001,-88.38955239868164,0.5351161360740662
968,498.4,1201,498.4,163,196349,-88.56277758789062,0.20040339739993215,-89.0740737915039,0.0,0.16364581882953644,-89.0740737915039,195755,0.6516688950061799,0.001,-88.56277758789062,0.6535287499427795
972,500.0,1213,500.0,163,198349,-88.9569248046875,0.616952095463872,-91.30290985107422,0.0,0.4590281844139099,-91.30290985107422,197755,0.7272765326499939,0.001,-88.9569248046875,0.7932864427566528
976,500.0,1225,500.0,163,200349,-88.76013217163086,0.3818943615183234,-86.34718322753906,0.0,0.13036178052425385,-86.34718322753906,199755,0.5959541811943054,0.001,-88.76013217163086,0.6013073325157166
980,500.0,1238,500.0,163,202349,-88.77341265869141,0.5406962043233215,-91.38624572753906,0.0,0.2248174250125885,-91.38624572753906,201755,0.6737655563354492,0.001,-88.77341265869141,0.697902500629425
984,500.0,1250,500.0,163,204349,-88.82467056274415,0.34965940352901814,-88.49937438964844,0.0,0.35342246294021606,-88.49937438964844,203755,0.6489455285072326,0.001,-88.82467056274415,0.6038592457771301
988,500.0,1262,500.0,163,206349,-88.86497332763672,0.34102991746366024,-88.17701721191406,0.0,0.07379387319087982,-88.17701721191406,205755,0.72095894241333,0.001,-88.86497332763672,0.6868917942047119
992,500.0,1274,500.0,163,208349,-89.22483230590821,0.39758470533415674,-90.90814971923828,0.0,0.06659608334302902,-90.90814971923828,207755,0.7443746519088745,0.001,-89.22483230590821,0.7022628784179688
996,500.0,1287,500.0,163,210349,-89.52126904296875,0.49386812226474286,-89.16056060791016,0.0,0.23072484135627747,-89.16056060791016,209755,0.7061374950408935,0.001,-89.52126904296875,0.6978097558021545
1000,500.0,1299,500.0,163,212349,-89.08629162597656,0.3236175071075559,-92.6512451171875,0.0,0.6938169002532959,-92.6512451171875,211755,0.7649327938556671,0.001,-89.08629162597656,0.7978855967521667
1004,500.0,1311,500.0,163,214349,-89.1170330505371,0.3372627526968718,-90.29267120361328,-0.0,0.09962198138237,-90.29267120361328,213755,0.6785619142055511,0.001,-89.1170330505371,0.7142317295074463
1008,500.0,1323,500.0,163,216349,-89.2052287902832,0.36533504551649093,-88.34585571289062,-0.0,0.08624768257141113,-88.34585571289062,215755,0.7062660570144653,0.001,-89.2052287902832,0.7788069844245911
1012,500.0,1335,500.0,163,218349,-89.46602194213867,0.32660442328080536,-89.95806121826172,-0.0,0.09784762561321259,-89.95806121826172,217755,0.7877753715515137,0.001,-89.46602194213867,0.8053393959999084
1016,500.0,1348,500.0,163,220349,-89.45070629882812,0.24082787103950978,-87.7213363647461,-0.0,0.48154374957084656,-87.7213363647461,219755,0.7754368016719818,0.001,-89.45070629882812,0.8356569409370422
1020,499.31,1359,499.31,163,222280,-89.38654984368219,0.38208321295246445,-88.7719497680664,-0.0,0.4175424873828888,-88.7719497680664,221686,0.7938105083174176,0.001,-89.38654984368219,0.80452561378479
1024,499.31,1372,499.31,163,224280,-89.64156710815429,0.41606063003093,-93.06693267822266,-0.0,0.03978859260678291,-93.06693267822266,223686,0.8591316225528717,0.001,-89.64156710815429,0.8543058633804321
1028,499.31,1384,499.31,163,226280,-89.42952020263672,0.355631589256227,-88.14498138427734,-0.0,0.14637605845928192,-88.14498138427734,225686,0.7794363660812378,0.001,-89.42952020263672,0.8451189398765564
1032,499.31,1396,499.31,163,228280,-89.51343634033204,0.3222556852530688,-87.28058624267578,-0.0,1.3882420063018799,-87.28058624267578,227686,0.8353254463672638,0.001,-89.51343634033204,0.8616697788238525
1036,499.1,1408,499.1,163,230259,-89.57495816040039,0.16642449132353068,-88.17257690429688,-0.0,0.09519273042678833,-88.17257690429688,229686,0.7809220585823059,0.001,-89.57495816040039,0.8405312299728394
1040,497.31,1419,497.31,163,232080,-89.53607611083984,0.37411020043492316,-87.85140228271484,-0.0,0.08192351460456848,-87.85140228271484,231486,0.8501320841312409,0.001,-89.53607611083984,0.8965733051300049
1044,497.31,1432,497.31,163,234080,-89.70440246582031,0.4178204358741641,-91.8744888305664,-0.0,0.08534592390060425,-91.8744888305664,233486,0.8250038812160492,0.001,-89.70440246582031,0.7833641171455383
1048,495.16,1443,495.16,163,235865,-89.87102400993986,0.26674423517434154,-89.78466796875,-0.0,0.11348813772201538,-89.78466796875,235441,0.814599672078036,0.001,-89.87102400993986,0.7699143290519714
1052,487.19,1451,487.19,163,237068,-90.0729273150044,0.412277330602369,-90.45806121826172,-0.0,0.33236271142959595,-90.45806121826172,236662,0.7926714962528598,0.001,-90.0729273150044,0.7536323666572571
1056,487.19,1462,487.19,163,239068,-89.90552938842774,0.3613567606769502,-85.67499542236328,-0.0,0.06282707303762436,-85.67499542236328,238474,0.7966725814342499,0.001,-89.90552938842774,0.7789372205734253
1060,487.19,1474,487.19,163,241068,-90.38564443969726,0.405670088712126,-92.54136657714844,-0.0,0.11424911022186279,-92.54136657714844,240474,0.8170101795196533,0.001,-90.38564443969726,0.8148791790008545
1064,487.19,1487,487.19,163,243068,-90.6102275390625,0.595534484103322,-94.82698822021484,-0.0,0.04833018779754639,-94.82698822021484,242474,0.7748727164268494,0.001,-90.6102275390625,0.7578303217887878
1068,487.19,1499,487.19,163,245068,-90.45147998046875,0.5033769560530782,-90.52232360839844,-0.0,0.08947679400444031,-90.52232360839844,244474,0.7784573786258697,0.001,-90.45147998046875,0.7475952506065369
1072,487.19,1511,487.19,163,247068,-90.86829028320312,0.23751997292414306,-94.51580810546875,-0.0,0.05223165452480316,-94.51580810546875,246474,0.7154862387180329,0.001,-90.86829028320312,0.713377833366394
1076,486.81,1523,486.81,163,249030,-90.7177060940565,0.37137898138736364,-86.3349380493164,-0.0,0.09239520877599716,-86.3349380493164,248436,0.5850277630797712,0.001,-90.7177060940565,0.5481253266334534
1080,486.81,1535,486.81,163,251030,-90.45654565429687,0.3547884084880352,-91.33235168457031,-0.0,0.032425329089164734,-91.33235168457031,250436,0.6857299218177796,0.001,-90.45654565429687,0.7116904854774475
