time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/MSE_losses,train/MSE_loss,train/RL_loss,train/critic_loss,train/Beta,train/loss,train/actor_loss,train/Main_losses,train/critic_los,train/n_updates,train/learning_rate
520,1570,487.75,487.75,247363,157,0.38614220929145815,0.348173052072525,-98.13470458984375,0.9279750608056784,0,-98.13470458984375,-98.37790887451172,-98.37790887451172,0.31148383021354675,246771,0.001
524,1582,487.75,487.75,249363,157,0.6876370685100556,0.8265950083732605,-99.22541046142578,0.2604725005999208,0,-99.22541046142578,-98.58528778076172,-98.58528778076172,0.4625079035758972,248771,0.001
528,1595,487.75,487.75,251363,157,0.6777268306016923,0.5406543612480164,-97.75648498535156,0.2983878180682659,0,-97.75648498535156,-98.28183340454102,-98.28183340454102,0.2936397194862366,250771,0.001
532,1607,491.94,491.94,253363,157,0.80476389169693,0.7462792992591858,-98.79660034179688,0.3550189580470324,0,-98.79660034179688,-98.56198617553711,-98.56198617553711,0.24918952584266663,252771,0.001
536,1619,491.94,491.94,255363,157,0.5898495391607285,0.5369697213172913,-98.65267181396484,0.5787046253457665,0,-98.65267181396484,-98.31784930419921,-98.31784930419921,0.15602894127368927,254771,0.001
540,1631,491.94,491.94,257363,157,0.616248996257782,0.5172961354255676,-97.74553680419922,0.5136812206655741,0,-97.74553680419922,-98.12089706420899,-98.12089706420899,0.21764138340950012,256771,0.001
544,1643,491.94,491.94,259363,157,0.6623204103708267,0.6853660345077515,-99.20453643798828,0.40755018720030783,0,-99.20453643798828,-97.95997058105469,-97.95997058105469,0.34719112515449524,258771,0.001
548,1656,491.94,491.94,261363,157,0.6538707014322281,0.618419885635376,-99.06798553466797,0.380216030061245,0,-99.06798553466797,-97.94903677368164,-97.94903677368164,0.21036432683467865,260771,0.001
552,1668,491.94,491.94,263363,157,0.6096505043506623,0.6444149613380432,-97.31481170654297,0.22577728003263473,0,-97.31481170654297,-97.77482263183593,-97.77482263183593,0.14098671078681946,262771,0.001
556,1680,491.94,491.94,265363,157,0.6021592833995819,0.4857974052429199,-97.09525299072266,0.22774473813176155,0,-97.09525299072266,-97.74518768310547,-97.74518768310547,0.4006311595439911,264771,0.001
560,1692,491.94,491.94,267363,157,0.5613353213071823,0.5281184911727905,-96.7569351196289,0.9810236186981202,0,-96.7569351196289,-97.57998226928711,-97.57998226928711,0.21511077880859375,266771,0.001
564,1705,491.94,491.94,269363,157,0.7325258120298386,0.7907456755638123,-95.9041976928711,0.7023820257931948,0,-95.9041976928711,-97.68661343383789,-97.68661343383789,0.5881812572479248,268771,0.001
568,1717,491.94,491.94,271363,158,0.6060673887729645,0.6740319132804871,-96.90406799316406,0.3633786919862032,0,-96.90406799316406,-97.32213137817382,-97.32213137817382,0.39513731002807617,270771,0.001
572,1729,491.94,491.94,273363,158,0.5244646977186203,0.5831599831581116,-96.98099517822266,0.5120638225972652,0,-96.98099517822266,-97.50302011108398,-97.50302011108398,0.28249287605285645,272771,0.001
576,1741,491.94,491.94,275363,158,0.4913482834100723,0.4470599889755249,-97.32432556152344,0.9984591535180807,0,-97.32432556152344,-97.39322003173828,-97.39322003173828,0.29010534286499023,274771,0.001
580,1754,491.94,491.94,277363,158,0.4376324491500854,0.3670194149017334,-97.3414077758789,0.2104695587977767,0,-97.3414077758789,-97.52084466552735,-97.52084466552735,0.14409688115119934,276771,0.001
584,1766,495.37,495.37,279363,158,0.418696161031723,0.4362697899341583,-97.51001739501953,0.7469180792346597,0,-97.51001739501953,-97.52752777099609,-97.52752777099609,0.19572079181671143,278771,0.001
588,1778,495.37,495.37,281363,158,0.427064700961113,0.36913520097732544,-97.95791625976562,0.2489591823667288,0,-97.95791625976562,-97.57857824707031,-97.57857824707031,0.7375584840774536,280771,0.001
592,1790,495.37,495.37,283363,158,0.36525614553689956,0.41508620977401733,-98.42414093017578,0.1902880342528224,0,-98.42414093017578,-97.53035217285156,-97.53035217285156,0.06567064672708511,282771,0.001
596,1802,495.37,495.37,285363,158,0.4828480759859085,0.36429131031036377,-98.28251647949219,0.3974068149141967,0,-98.28251647949219,-97.62464724731446,-97.62464724731446,0.10509207099676132,284771,0.001
600,1815,495.37,495.37,287363,158,0.5714083369970322,0.6934931874275208,-97.89830780029297,0.5819298370182514,0,-97.89830780029297,-97.65964022827148,-97.65964022827148,0.06961424648761749,286771,0.001
604,1825,491.86,491.86,289012,158,0.4445394539833069,0.35165873169898987,-98.22935485839844,0.36874587097018957,0,-98.22935485839844,-97.60421356201172,-97.60421356201172,0.06892449408769608,288420,0.001
608,1834,487.24,487.24,290550,158,0.4226858779495838,0.35491225123405457,-97.66461944580078,0.19659312794386757,0,-97.66461944580078,-97.57451969969506,-97.57451969969506,0.11360305547714233,289958,0.001
612,1846,487.24,487.24,292550,158,0.46723426079750063,0.45369669795036316,-97.91944885253906,0.7121503356918693,0,-97.91944885253906,-97.47973809814454,-97.47973809814454,0.14308235049247742,291958,0.001
616,1859,491.87,491.87,294550,158,0.46306522607803347,0.42406749725341797,-98.23382568359375,0.14263067591562867,0,-98.23382568359375,-97.58267041015625,-97.58267041015625,0.09706375747919083,293958,0.001
620,1871,491.87,491.87,296550,158,0.47251269543170926,0.5169410705566406,-98.56060028076172,0.4768848808929324,0,-98.56060028076172,-97.68402661132812,-97.68402661132812,0.05618591234087944,295958,0.001
624,1883,491.87,491.87,298550,158,0.4506434109210968,0.4645971655845642,-98.17251586914062,0.24567340563982726,0,-98.17251586914062,-97.69647970581055,-97.69647970581055,0.2663149833679199,297958,0.001
628,1889,477.05,477.05,299068,158,1.044692834218343,0.8432546854019165,-97.71897888183594,0.18835234393676123,0,-97.71897888183594,-97.69624328613281,-97.69624328613281,0.11014901101589203,298970,0.001
632,1889,457.27,457.27,299090,158,1.0494319597880046,1.1336005926132202,-97.33478546142578,0.09277507066726684,0,-97.33478546142578,-97.61006418863933,-97.61006418863933,0.10841268301010132,298992,0.001
636,1889,437.52,437.52,299115,158,1.0237668752670288,0.9138356447219849,-97.64998626708984,0.07981571874448232,0,-97.64998626708984,-97.8902079264323,-97.8902079264323,0.05401289463043213,299015,0.001
