time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/RL_loss,train/critic_los,train/n_updates,train/ent_coef,train/ent_coef_loss,train/MSE_losses,train/critic_loss,train/MSE_loss,train/Beta,train/Main_losses,train/loss,train/learning_rate,train/actor_loss
89,104,131,116.06,11707,116.06,-35.8556022644043,0.10000952333211899,11606,0.007946854457259178,0.37316522002220154,1.4146599769592285,0.10000952333211899,1.4146599769592285,0,-35.8556022644043,-35.8556022644043,0.001,-35.8556022644043
89,108,138,121.77,12360,121.77,-36.3321418762207,0.21185550093650818,12259,0.010801508091390133,0.03772905468940735,1.4529199600219727,0.21185550093650818,1.4529199600219727,0,-36.3321418762207,-36.3321418762207,0.001,-36.3321418762207
89,112,147,128.79,13163,128.79,-38.47992706298828,0.14190495014190674,13062,0.014202335849404335,0.2766650319099426,1.3411855697631836,0.14190495014190674,1.3411855697631836,0,-38.47992706298828,-38.47992706298828,0.001,-38.47992706298828
89,116,155,135.29,13907,135.29,-40.2345085144043,0.11466053873300552,13806,0.013847232796251774,-0.9557347893714905,1.1569850444793701,0.11466053873300552,1.1569850444793701,0,-40.2345085144043,-40.2345085144043,0.001,-40.2345085144043
89,120,165,142.88,14746,142.88,-40.15450668334961,0.297393798828125,14645,0.012681495398283005,0.08785956352949142,1.158379316329956,0.297393798828125,1.158379316329956,0,-40.15450668334961,-40.15450668334961,0.001,-40.15450668334961
89,124,180,156.16,16155,156.16,-44.45542526245117,0.7657860517501831,16054,0.014476769603788853,0.2993905544281006,1.2733852863311768,0.7657860517501831,1.2733852863311768,0,-44.45542526245117,-44.45542526245117,0.001,-44.45542526245117
89,128,189,163.0,16930,163.0,-44.571434020996094,0.5581129193305969,16829,0.01364104449748993,-0.2907457649707794,1.523848056793213,0.5581129193305969,1.523848056793213,0,-44.571434020996094,-44.571434020996094,0.001,-44.571434020996094
89,132,202,170.95,18126,170.95,-48.387062072753906,1.1834732294082642,18025,0.013129472732543945,-0.3827255666255951,1.467050552368164,1.1834732294082642,1.467050552368164,0,-48.387062072753906,-48.387062072753906,0.001,-48.387062072753906
89,136,223,185.29,20017,185.29,-50.078330993652344,0.22886648774147034,19916,0.01334737055003643,-0.29628652334213257,1.4703913927078247,0.22886648774147034,1.4703913927078247,0,-50.078330993652344,-50.078330993652344,0.001,-50.078330993652344
89,140,244,198.39,22017,198.39,-51.366695404052734,0.18491315841674805,21916,0.014221745543181896,0.1679278463125229,1.4318546056747437,0.18491315841674805,1.4318546056747437,0,-51.366695404052734,-51.366695404052734,0.001,-51.366695404052734
89,144,266,212.11,24017,212.11,-57.557037353515625,0.10192645341157913,23916,0.018359385430812836,-0.03262534737586975,1.3733879327774048,0.10192645341157913,1.3733879327774048,0,-57.557037353515625,-57.557037353515625,0.001,-57.557037353515625
90,148,288,225.49,25962,225.49,-57.505760192871094,0.14239203929901123,25861,0.017841339111328125,-0.6224721670150757,1.3397934436798096,0.14239203929901123,1.3397934436798096,0,-57.505760192871094,-57.505760192871094,0.001,-57.505760192871094
89,152,313,238.35,27962,238.35,-61.327232360839844,0.0831771269440651,27861,0.012477203272283077,-1.2710118293762207,1.199696660041809,0.0831771269440651,1.199696660041809,0,-61.327232360839844,-61.327232360839844,0.001,-61.327232360839844
88,156,339,253.03,29962,253.03,-62.98134231567383,0.1855197548866272,29861,0.014582996256649494,-0.44940057396888733,1.271491527557373,0.1855197548866272,1.271491527557373,0,-62.98134231567383,-62.98134231567383,0.001,-62.98134231567383
88,160,363,264.45,31962,264.45,-66.4437484741211,0.06961461901664734,31861,0.010065194219350815,-0.1278708279132843,1.206479549407959,0.06961461901664734,1.206479549407959,0,-66.4437484741211,-66.4437484741211,0.001,-66.4437484741211
87,164,387,278.53,33962,278.53,-69.4764404296875,0.02939736470580101,33861,0.012065252289175987,-1.521350383758545,1.440199613571167,0.02939736470580101,1.440199613571167,0,-69.4764404296875,-69.4764404296875,0.001,-69.4764404296875
87,168,410,293.45,35962,293.45,-69.78211975097656,0.04095696285367012,35861,0.013106734491884708,0.628591775894165,1.1457217931747437,0.04095696285367012,1.1457217931747437,0,-69.78211975097656,-69.78211975097656,0.001,-69.78211975097656
87,172,433,308.38,37962,308.38,-74.91095733642578,0.05373113974928856,37861,0.01195847149938345,0.36967751383781433,1.2170507907867432,0.05373113974928856,1.2170507907867432,0,-74.91095733642578,-74.91095733642578,0.001,-74.91095733642578
87,176,458,322.4,39962,322.4,-75.52413940429688,0.05308113992214203,39861,0.010879894718527794,-1.3024349212646484,1.2669739723205566,0.05308113992214203,1.2669739723205566,0,-75.52413940429688,-75.52413940429688,0.001,-75.52413940429688
87,180,480,337.38,41962,337.38,-77.50735473632812,0.17978911101818085,41861,0.011142349801957607,-0.10995280742645264,1.1846256256103516,0.17978911101818085,1.1846256256103516,0,-77.50735473632812,-77.50735473632812,0.001,-77.50735473632812
87,184,503,352.62,43962,352.62,-78.2302474975586,0.13840340077877045,43861,0.009633533656597137,-1.0064338445663452,1.383408784866333,0.13840340077877045,1.383408784866333,0,-78.2302474975586,-78.2302474975586,0.001,-78.2302474975586
87,188,526,367.36,45962,367.36,-79.15379333496094,0.4653646945953369,45861,0.006333791185170412,0.35062000155448914,1.2742191553115845,0.4653646945953369,1.2742191553115845,0,-79.15379333496094,-79.15379333496094,0.001,-79.15379333496094
86,192,551,382.28,47962,382.28,-80.0220947265625,0.6665536165237427,47861,0.005292474292218685,0.6880629062652588,1.2527042627334595,0.6665536165237427,1.2527042627334595,0,-80.0220947265625,-80.0220947265625,0.001,-80.0220947265625
86,196,577,396.94,49962,396.94,-81.34748840332031,0.03604167327284813,49861,0.005675408523529768,-0.29308050870895386,1.134335994720459,0.03604167327284813,1.134335994720459,0,-81.34748840332031,-81.34748840332031,0.001,-81.34748840332031
86,200,601,409.79,51962,409.79,-83.07463073730469,0.034646227955818176,51861,0.004708472173660994,0.3665274381637573,1.521256685256958,0.034646227955818176,1.521256685256958,0,-83.07463073730469,-83.07463073730469,0.001,-83.07463073730469
86,204,627,422.55,53962,422.55,-84.7171630859375,0.02977358177304268,53861,0.0081242760643363,-2.390357494354248,1.193674087524414,0.02977358177304268,1.193674087524414,0,-84.7171630859375,-84.7171630859375,0.001,-84.7171630859375
85,208,652,436.02,55962,436.02,-86.26810455322266,0.05673892796039581,55861,0.006958266254514456,-1.7172383069992065,1.3951013088226318,0.05673892796039581,1.3951013088226318,0,-86.26810455322266,-86.26810455322266,0.001,-86.26810455322266
85,212,677,447.99,57962,447.99,-88.20590209960938,0.03692087531089783,57861,0.006330247037112713,-0.902967631816864,1.1393365859985352,0.03692087531089783,1.1393365859985352,0,-88.20590209960938,-88.20590209960938,0.001,-88.20590209960938
85,216,702,460.55,59962,460.55,-85.50238037109375,0.03844348341226578,59861,0.00492849899455905,-0.6653938293457031,1.0860387086868286,0.03844348341226578,1.0860387086868286,0,-85.50238037109375,-85.50238037109375,0.001,-85.50238037109375
85,220,724,472.16,61962,472.16,-83.42219543457031,0.03301199525594711,61861,0.005814456380903721,0.8285566568374634,1.132338523864746,0.03301199525594711,1.132338523864746,0,-83.42219543457031,-83.42219543457031,0.001,-83.42219543457031
85,224,747,478.07,63962,478.07,-88.48973083496094,0.02998809516429901,63861,0.004505150485783815,-0.8190644383430481,1.1790355443954468,0.02998809516429901,1.1790355443954468,0,-88.48973083496094,-88.48973083496094,0.001,-88.48973083496094
85,228,769,490.32,65962,490.32,-87.09062194824219,0.03837879002094269,65861,0.004173550754785538,0.553154706954956,1.5314959287643433,0.03837879002094269,1.5314959287643433,0,-87.09062194824219,-87.09062194824219,0.001,-87.09062194824219
85,232,791,498.36,67962,498.36,-89.16864013671875,0.15590466558933258,67861,0.004124120809137821,-0.4435887634754181,1.2399442195892334,0.15590466558933258,1.2399442195892334,0,-89.16864013671875,-89.16864013671875,0.001,-89.16864013671875
85,236,814,499.45,69962,499.45,-90.40238952636719,0.03409240022301674,69861,0.004875395447015762,0.3787897825241089,1.3247413635253906,0.03409240022301674,1.3247413635253906,0,-90.40238952636719,-90.40238952636719,0.001,-90.40238952636719
85,240,837,499.45,71962,499.45,-89.62651062011719,0.08696887642145157,71861,0.006249761674553156,0.010922804474830627,1.4457107782363892,0.08696887642145157,1.4457107782363892,0,-89.62651062011719,-89.62651062011719,0.001,-89.62651062011719
86,244,859,499.45,73962,499.45,-88.07472229003906,0.09738864004611969,73861,0.006223490461707115,-0.1614639014005661,1.2577158212661743,0.09738864004611969,1.2577158212661743,0,-88.07472229003906,-88.07472229003906,0.001,-88.07472229003906
86,248,882,499.55,75917,499.55,-90.3189697265625,0.029294632375240326,75816,0.004580488428473473,-0.744956374168396,1.1424474716186523,0.029294632375240326,1.1424474716186523,0,-90.3189697265625,-90.3189697265625,0.001,-90.3189697265625
86,252,904,499.49,77911,499.49,-88.11227416992188,0.030722465366125107,77810,0.004813118372112513,-0.5819928646087646,1.0711714029312134,0.030722465366125107,1.0711714029312134,0,-88.11227416992188,-88.11227416992188,0.001,-88.11227416992188
86,256,927,499.49,79911,499.49,-91.31109619140625,0.02327193319797516,79810,0.004692988004535437,1.1343731880187988,1.2433314323425293,0.02327193319797516,1.2433314323425293,0,-91.31109619140625,-91.31109619140625,0.001,-91.31109619140625
86,260,949,499.49,81911,499.49,-90.36103820800781,0.02783619984984398,81810,0.005735008046030998,-0.64504474401474,1.345483660697937,0.02783619984984398,1.345483660697937,0,-90.36103820800781,-90.36103820800781,0.001,-90.36103820800781
86,264,970,497.77,83739,497.77,-91.33831024169922,0.0919530913233757,83638,0.003585029160603881,-1.2173300981521606,1.2063665390014648,0.0919530913233757,1.2063665390014648,0,-91.33831024169922,-91.33831024169922,0.001,-91.33831024169922
86,268,992,497.77,85739,497.77,-92.19514465332031,0.0859374925494194,85638,0.0037437179125845432,-0.05216950178146362,1.169987440109253,0.0859374925494194,1.169987440109253,0,-92.19514465332031,-92.19514465332031,0.001,-92.19514465332031
86,272,1015,497.77,87739,497.77,-91.77538299560547,0.11011727154254913,87638,0.004141352139413357,1.3259925842285156,1.291273832321167,0.11011727154254913,1.291273832321167,0,-91.77538299560547,-91.77538299560547,0.001,-91.77538299560547
86,276,1037,497.77,89739,497.77,-91.34030151367188,0.044604167342185974,89638,0.0036826026625931263,0.416792094707489,1.2870979309082031,0.044604167342185974,1.2870979309082031,0,-91.34030151367188,-91.34030151367188,0.001,-91.34030151367188
86,280,1059,497.77,91739,497.77,-90.6942367553711,0.04586385190486908,91638,0.004718181677162647,0.2530388832092285,1.0413649082183838,0.04586385190486908,1.0413649082183838,0,-90.6942367553711,-90.6942367553711,0.001,-90.6942367553711
86,284,1082,497.77,93739,497.77,-94.27989196777344,0.07663477957248688,93638,0.0037752760108560324,-1.0252652168273926,1.4691087007522583,0.07663477957248688,1.4691087007522583,0,-94.27989196777344,-94.27989196777344,0.001,-94.27989196777344
86,288,1104,497.77,95739,497.77,-93.56605529785156,0.23794357478618622,95638,0.005545772612094879,-0.9287054538726807,1.0932137966156006,0.23794357478618622,1.0932137966156006,0,-93.56605529785156,-93.56605529785156,0.001,-93.56605529785156
86,292,1125,496.46,97608,496.46,-89.32670593261719,0.329903244972229,97507,0.0047736638225615025,-1.303849220275879,1.4845349788665771,0.329903244972229,1.4845349788665771,0,-89.32670593261719,-89.32670593261719,0.001,-89.32670593261719
86,296,1146,496.46,99608,496.46,-92.78482055664062,0.03593353182077408,99507,0.0038323861081153154,0.3150646388530731,1.352508544921875,0.03593353182077408,1.352508544921875,0,-92.78482055664062,-92.78482055664062,0.001,-92.78482055664062
86,300,1168,496.46,101608,496.46,-91.1146469116211,0.022751212120056152,101507,0.00392794469371438,1.1192474365234375,1.1233285665512085,0.022751212120056152,1.1233285665512085,0,-91.1146469116211,-91.1146469116211,0.001,-91.1146469116211
86,304,1193,496.46,103608,496.46,-93.70120239257812,0.017881421372294426,103507,0.002667276654392481,1.2691844701766968,1.1302332878112793,0.017881421372294426,1.1302332878112793,0,-93.70120239257812,-93.70120239257812,0.001,-93.70120239257812
86,308,1216,494.58,105420,494.58,-95.17634582519531,0.013885516673326492,105319,0.004495933186262846,-0.4334675073623657,1.271411657333374,0.013885516673326492,1.271411657333374,0,-95.17634582519531,-95.17634582519531,0.001,-95.17634582519531
86,312,1241,493.97,107359,493.97,-94.15023803710938,0.04656756669282913,107258,0.004584182985126972,-1.0185627937316895,1.1639262437820435,0.04656756669282913,1.1639262437820435,0,-94.15023803710938,-94.15023803710938,0.001,-94.15023803710938
86,316,1266,493.97,109359,493.97,-91.98270416259766,3.0893280506134033,109258,0.004106056410819292,0.02624604105949402,1.0672662258148193,3.0893280506134033,1.0672662258148193,0,-91.98270416259766,-91.98270416259766,0.001,-91.98270416259766
86,320,1291,493.97,111359,493.97,-93.0908203125,0.024034883826971054,111258,0.004035343416035175,-0.24459311366081238,1.1821149587631226,0.024034883826971054,1.1821149587631226,0,-93.0908203125,-93.0908203125,0.001,-93.0908203125
86,324,1317,493.97,113359,493.97,-91.10032653808594,0.050682127475738525,113258,0.004962776321917772,-0.24435514211654663,1.0714404582977295,0.050682127475738525,1.0714404582977295,0,-91.10032653808594,-91.10032653808594,0.001,-91.10032653808594
85,328,1342,493.97,115359,493.97,-92.51617431640625,0.01769481599330902,115258,0.0041319746524095535,0.148721382021904,1.2987706661224365,0.01769481599330902,1.2987706661224365,0,-92.51617431640625,-92.51617431640625,0.001,-92.51617431640625
85,332,1368,493.97,117359,493.97,-94.77301025390625,0.02068224549293518,117258,0.004476245027035475,-0.04385519027709961,1.2910869121551514,0.02068224549293518,1.2910869121551514,0,-94.77301025390625,-94.77301025390625,0.001,-94.77301025390625
85,336,1393,493.97,119359,493.97,-95.08973693847656,0.029253235086798668,119258,0.0038866407703608274,0.2585802674293518,1.1153590679168701,0.029253235086798668,1.1153590679168701,0,-95.08973693847656,-95.08973693847656,0.001,-95.08973693847656
85,340,1418,493.97,121359,493.97,-93.77466583251953,0.0371963232755661,121258,0.0030632726848125458,-0.2877689599990845,1.0290913581848145,0.0371963232755661,1.0290913581848145,0,-93.77466583251953,-93.77466583251953,0.001,-93.77466583251953
85,344,1444,493.97,123359,493.97,-92.56987762451172,0.026177525520324707,123258,0.004049611743539572,-0.7294319272041321,1.2338240146636963,0.026177525520324707,1.2338240146636963,0,-92.56987762451172,-92.56987762451172,0.001,-92.56987762451172
85,348,1469,494.42,125359,494.42,-93.05833435058594,0.013523977249860764,125258,0.0043222662061452866,0.47261565923690796,1.049033284187317,0.013523977249860764,1.049033284187317,0,-93.05833435058594,-93.05833435058594,0.001,-93.05833435058594
85,352,1495,494.48,127359,494.48,-95.1934585571289,0.010117892175912857,127258,0.0028808361385017633,-0.6667703986167908,1.2886083126068115,0.010117892175912857,1.2886083126068115,0,-95.1934585571289,-95.1934585571289,0.001,-95.1934585571289
85,356,1519,494.48,129359,494.48,-95.57176208496094,0.020525075495243073,129258,0.002802896546199918,-0.8295383453369141,1.2345352172851562,0.020525075495243073,1.2345352172851562,0,-95.57176208496094,-95.57176208496094,0.001,-95.57176208496094
85,360,1541,494.48,131359,494.48,-93.8849105834961,0.04530954360961914,131258,0.0036543766036629677,-0.10016298294067383,1.1728389263153076,0.04530954360961914,1.1728389263153076,0,-93.8849105834961,-93.8849105834961,0.001,-93.8849105834961
85,364,1563,496.2,133359,496.2,-93.23347473144531,0.01593109965324402,133258,0.005640742368996143,0.17185762524604797,1.2885911464691162,0.01593109965324402,1.2885911464691162,0,-93.23347473144531,-93.23347473144531,0.001,-93.23347473144531
85,368,1587,496.2,135359,496.2,-93.5,0.07439689338207245,135258,0.003033370478078723,1.233688235282898,1.1710244417190552,0.07439689338207245,1.1710244417190552,0,-93.5,-93.5,0.001,-93.5
85,372,1609,496.2,137359,496.2,-94.3621597290039,0.017047327011823654,137258,0.0022748217452317476,-0.4905562996864319,1.1208715438842773,0.017047327011823654,1.1208715438842773,0,-94.3621597290039,-94.3621597290039,0.001,-94.3621597290039
85,376,1631,496.2,139359,496.2,-93.67973327636719,0.049526818096637726,139258,0.0022805987391620874,-0.6411370038986206,1.1231236457824707,0.049526818096637726,1.1231236457824707,0,-93.67973327636719,-93.67973327636719,0.001,-93.67973327636719
85,380,1656,496.2,141359,496.2,-96.24976348876953,0.015573469921946526,141258,0.0034556700848042965,-1.8127987384796143,1.259948968887329,0.015573469921946526,1.259948968887329,0,-96.24976348876953,-96.24976348876953,0.001,-96.24976348876953
85,384,1680,496.2,143359,496.2,-95.74214935302734,0.04278579726815224,143258,0.0031362136360257864,0.19030845165252686,1.204264521598816,0.04278579726815224,1.204264521598816,0,-95.74214935302734,-95.74214935302734,0.001,-95.74214935302734
85,388,1697,491.0,144839,491.0,-95.07978820800781,0.029537033289670944,144738,0.0036637845914810896,-1.1669490337371826,1.3004324436187744,0.029537033289670944,1.3004324436187744,0,-95.07978820800781,-95.07978820800781,0.001,-95.07978820800781
85,392,1719,492.31,146839,492.31,-95.65650939941406,0.035472605377435684,146738,0.0037380401045084,-0.3629164397716522,1.0785571336746216,0.035472605377435684,1.0785571336746216,0,-95.65650939941406,-95.65650939941406,0.001,-95.65650939941406
85,396,1740,492.31,148839,492.31,-95.69303894042969,0.01927943155169487,148738,0.004069177433848381,0.7855791449546814,1.0968706607818604,0.01927943155169487,1.0968706607818604,0,-95.69303894042969,-95.69303894042969,0.001,-95.69303894042969
85,400,1762,491.89,150797,491.89,-94.59161376953125,0.06810905039310455,150696,0.0032827858813107014,0.7950385212898254,1.2802212238311768,0.06810905039310455,1.2802212238311768,0,-94.59161376953125,-94.59161376953125,0.001,-94.59161376953125
85,404,1784,491.89,152797,491.89,-94.38771057128906,0.04768696427345276,152696,0.0030416161753237247,1.5981287956237793,1.373985767364502,0.04768696427345276,1.373985767364502,0,-94.38771057128906,-94.38771057128906,0.001,-94.38771057128906
85,408,1806,493.47,154767,493.47,-94.03484344482422,0.013929033651947975,154666,0.002269564662128687,1.3900247812271118,1.2982664108276367,0.013929033651947975,1.2982664108276367,0,-94.03484344482422,-94.03484344482422,0.001,-94.03484344482422
85,412,1828,494.08,156767,494.08,-95.3193359375,0.021126821637153625,156666,0.0022001173347234726,0.8289778232574463,1.3497916460037231,0.021126821637153625,1.3497916460037231,0,-95.3193359375,-95.3193359375,0.001,-95.3193359375
85,416,1850,493.3,158689,493.3,-95.0993423461914,0.02738202176988125,158588,0.006878918502479792,0.06824815273284912,1.3525383472442627,0.02738202176988125,1.3525383472442627,0,-95.0993423461914,-95.0993423461914,0.001,-95.0993423461914
85,420,1870,492.09,160568,492.09,-92.8858413696289,0.21217767894268036,160467,0.0036118740681558847,-1.0421876907348633,0.9311491250991821,0.21217767894268036,0.9311491250991821,0,-92.8858413696289,-92.8858413696289,0.001,-92.8858413696289
85,424,1893,492.09,162568,492.09,-95.34476470947266,0.584736704826355,162467,0.0026044396217912436,0.07613702118396759,1.1903377771377563,0.584736704826355,1.1903377771377563,0,-95.34476470947266,-95.34476470947266,0.001,-95.34476470947266
85,428,1915,492.09,164568,492.09,-96.71661376953125,0.01842644065618515,164467,0.002873531775549054,0.4220767021179199,1.0745294094085693,0.01842644065618515,1.0745294094085693,0,-96.71661376953125,-96.71661376953125,0.001,-96.71661376953125
85,432,1937,492.09,166568,492.09,-96.23025512695312,0.04248720407485962,166467,0.002076635602861643,-0.6360777616500854,1.1014435291290283,0.04248720407485962,1.1014435291290283,0,-96.23025512695312,-96.23025512695312,0.001,-96.23025512695312
85,436,1960,492.09,168568,492.09,-96.99038696289062,0.025641560554504395,168467,0.0024898755364120007,-2.2751517295837402,1.4404935836791992,0.025641560554504395,1.4404935836791992,0,-96.99038696289062,-96.99038696289062,0.001,-96.99038696289062
86,440,1980,490.1,170369,490.1,-94.69229125976562,2.538208484649658,170268,0.0023121472913771868,-0.8523406982421875,0.9248079061508179,2.538208484649658,0.9248079061508179,0,-94.69229125976562,-94.69229125976562,0.001,-94.69229125976562
86,444,2003,490.1,172369,490.1,-95.02816772460938,0.03541978448629379,172268,0.0030342210084199905,1.1379367113113403,1.3322031497955322,0.03541978448629379,1.3322031497955322,0,-95.02816772460938,-95.02816772460938,0.001,-95.02816772460938
86,448,2025,490.1,174369,490.1,-92.57343292236328,0.04188426956534386,174268,0.002201920608058572,0.7097996473312378,1.2431617975234985,0.04188426956534386,1.2431617975234985,0,-92.57343292236328,-92.57343292236328,0.001,-92.57343292236328
86,452,2046,489.5,176309,489.5,-94.82554626464844,0.023153573274612427,176208,0.0027343404944986105,-0.9169144034385681,1.2491774559020996,0.023153573274612427,1.2491774559020996,0,-94.82554626464844,-94.82554626464844,0.001,-94.82554626464844
86,456,2067,485.77,177936,485.77,-93.26435852050781,0.3698803186416626,177835,0.002655550604686141,1.054309368133545,0.9991440176963806,0.3698803186416626,0.9991440176963806,0,-93.26435852050781,-93.26435852050781,0.001,-93.26435852050781
85,460,2092,485.77,179936,485.77,-92.9500503540039,0.05700305104255676,179835,0.0026191577780991793,0.7783646583557129,1.0414069890975952,0.05700305104255676,1.0414069890975952,0,-92.9500503540039,-92.9500503540039,0.001,-92.9500503540039
