time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/RL_loss,train/critic_los,train/n_updates,train/ent_coef,train/ent_coef_loss,train/MSE_losses,train/critic_loss,train/MSE_loss,train/Beta,train/Main_losses,train/loss,train/learning_rate,train/actor_loss
85,464,2113,482.65,181624,482.65,-94.4967269897461,0.03928151726722717,181523,0.0027731771115213633,0.22358591854572296,1.0920480489730835,0.03928151726722717,1.0920480489730835,0,-94.4967269897461,-94.4967269897461,0.001,-94.4967269897461
85,468,2139,482.65,183624,482.65,-95.22052764892578,0.014386098831892014,183523,0.001794456853531301,0.02991187572479248,1.0867681503295898,0.014386098831892014,1.0867681503295898,0,-95.22052764892578,-95.22052764892578,0.001,-95.22052764892578
85,472,2162,482.65,185624,482.65,-95.5331039428711,0.03189949691295624,185523,0.0032798130996525288,-0.7115947008132935,1.2512179613113403,0.03189949691295624,1.2512179613113403,0,-95.5331039428711,-95.5331039428711,0.001,-95.5331039428711
85,476,2182,480.08,187367,480.08,-95.34291076660156,0.020003003999590874,187266,0.004407220985740423,1.7711668014526367,1.3773998022079468,0.020003003999590874,1.3773998022079468,0,-95.34291076660156,-95.34291076660156,0.001,-95.34291076660156
85,480,2203,480.08,189367,480.08,-94.15165710449219,0.010226995684206486,189266,0.0030633602291345596,0.46253064274787903,1.0074286460876465,0.010226995684206486,1.0074286460876465,0,-94.15165710449219,-94.15165710449219,0.001,-94.15165710449219
85,484,2225,480.08,191367,480.08,-96.5067367553711,0.3956587016582489,191266,0.001982490997761488,-2.143660068511963,1.1974490880966187,0.3956587016582489,1.1974490880966187,0,-96.5067367553711,-96.5067367553711,0.001,-96.5067367553711
86,488,2247,485.28,193367,485.28,-95.63323974609375,0.019174329936504364,193266,0.0018408176256343722,-1.0526869297027588,1.189025640487671,0.019174329936504364,1.189025640487671,0,-95.63323974609375,-95.63323974609375,0.001,-95.63323974609375
86,492,2270,485.28,195367,485.28,-94.06133270263672,0.027837710455060005,195266,0.001213935436680913,1.2954142093658447,1.186485767364502,0.027837710455060005,1.186485767364502,0,-94.06133270263672,-94.06133270263672,0.001,-94.06133270263672
85,496,2295,485.28,197367,485.28,-94.8089828491211,0.02769463136792183,197266,0.0016187118599191308,0.5567759275436401,1.1623694896697998,0.02769463136792183,1.1623694896697998,0,-94.8089828491211,-94.8089828491211,0.001,-94.8089828491211
85,500,2320,485.7,199367,485.7,-94.16317749023438,0.01943914219737053,199266,0.003228257643058896,-0.5127205848693848,1.0598336458206177,0.01943914219737053,1.0598336458206177,0,-94.16317749023438,-94.16317749023438,0.001,-94.16317749023438
85,504,2345,485.7,201367,485.7,-95.08694458007812,0.03459799289703369,201266,0.002472887048497796,1.7861762046813965,1.199194312095642,0.03459799289703369,1.199194312095642,0,-95.08694458007812,-95.08694458007812,0.001,-95.08694458007812
85,508,2367,483.33,203100,483.33,-97.1529769897461,0.008741479367017746,202999,0.002361708553507924,-1.790332317352295,1.0978487730026245,0.008741479367017746,1.0978487730026245,0,-97.1529769897461,-97.1529769897461,0.001,-97.1529769897461
85,512,2393,483.33,205100,483.33,-96.38029479980469,0.012418013997375965,204999,0.0029871456790715456,0.4344780445098877,1.1156187057495117,0.012418013997375965,1.1156187057495117,0,-96.38029479980469,-96.38029479980469,0.001,-96.38029479980469
85,516,2418,484.11,207100,484.11,-96.85814666748047,0.00711059058085084,206999,0.0022776296827942133,1.579339623451233,1.2720999717712402,0.00711059058085084,1.2720999717712402,0,-96.85814666748047,-96.85814666748047,0.001,-96.85814666748047
85,520,2442,485.32,209100,485.32,-95.99327850341797,0.02178431674838066,208999,0.0024928597267717123,-1.2741186618804932,1.2595129013061523,0.02178431674838066,1.2595129013061523,0,-95.99327850341797,-95.99327850341797,0.001,-95.99327850341797
85,524,2464,485.32,211100,485.32,-96.1242446899414,0.026077833026647568,210999,0.005479845218360424,0.0815807580947876,1.5711416006088257,0.026077833026647568,1.5711416006088257,0,-96.1242446899414,-96.1242446899414,0.001,-96.1242446899414
85,528,2486,485.32,213100,485.32,-96.0875015258789,0.06527414917945862,212999,0.00343623966909945,-0.9202826023101807,1.3534234762191772,0.06527414917945862,1.3534234762191772,0,-96.0875015258789,-96.0875015258789,0.001,-96.0875015258789
85,532,2508,485.32,215100,485.32,-96.61236572265625,0.01327132061123848,214999,0.002918677404522896,-0.7746343612670898,1.0040308237075806,0.01327132061123848,1.0040308237075806,0,-96.61236572265625,-96.61236572265625,0.001,-96.61236572265625
85,536,2530,485.32,217100,485.32,-95.90103912353516,0.02079221047461033,216999,0.00514096999540925,0.12320216000080109,1.2646982669830322,0.02079221047461033,1.2646982669830322,0,-95.90103912353516,-95.90103912353516,0.001,-95.90103912353516
85,540,2551,487.31,219100,487.31,-96.48248291015625,0.021764149889349937,218999,0.008323531597852707,-0.8919872045516968,1.2124381065368652,0.021764149889349937,1.2124381065368652,0,-96.48248291015625,-96.48248291015625,0.001,-96.48248291015625
85,544,2573,487.31,221100,487.31,-95.32219696044922,0.014410852454602718,220999,0.007285527419298887,-1.3139828443527222,1.236987590789795,0.014410852454602718,1.236987590789795,0,-95.32219696044922,-95.32219696044922,0.001,-95.32219696044922
85,548,2595,487.31,223100,487.31,-96.8701171875,0.21372240781784058,222999,0.005432173144072294,-0.005122825503349304,1.2756277322769165,0.21372240781784058,1.2756277322769165,0,-96.8701171875,-96.8701171875,0.001,-96.8701171875
86,552,2616,487.91,225100,487.91,-96.13801574707031,0.01359483227133751,224999,0.006332115735858679,0.00735754519701004,1.1142386198043823,0.01359483227133751,1.1142386198043823,0,-96.13801574707031,-96.13801574707031,0.001,-96.13801574707031
86,556,2638,491.64,227100,491.64,-97.541015625,0.01703944057226181,226999,0.005632649641484022,0.5078640580177307,1.4995448589324951,0.01703944057226181,1.4995448589324951,0,-97.541015625,-97.541015625,0.001,-97.541015625
86,560,2660,491.64,229100,491.64,-96.64244842529297,0.03820861876010895,228999,0.0042986213229596615,0.2218274176120758,1.1804801225662231,0.03820861876010895,1.1804801225662231,0,-96.64244842529297,-96.64244842529297,0.001,-96.64244842529297
86,564,2683,494.76,231100,494.76,-97.29974365234375,0.012470046989619732,230999,0.0033753137104213238,-0.07282733917236328,1.3761130571365356,0.012470046989619732,1.3761130571365356,0,-97.29974365234375,-97.29974365234375,0.001,-97.29974365234375
86,568,2708,494.76,233100,494.76,-96.79057312011719,0.04572300240397453,232999,0.003609485924243927,-0.425203800201416,1.1622929573059082,0.04572300240397453,1.1622929573059082,0,-96.79057312011719,-96.79057312011719,0.001,-96.79057312011719
86,572,2730,494.76,235100,494.76,-95.58528900146484,0.010112809017300606,234999,0.0029753821436315775,0.8665927648544312,1.0454869270324707,0.010112809017300606,1.0454869270324707,0,-95.58528900146484,-95.58528900146484,0.001,-95.58528900146484
86,576,2752,497.33,237100,497.33,-98.26997375488281,0.005884380079805851,236999,0.002271670615300536,0.2649986743927002,1.2910823822021484,0.005884380079805851,1.2910823822021484,0,-98.26997375488281,-98.26997375488281,0.001,-98.26997375488281
86,580,2774,497.33,239100,497.33,-97.74465942382812,0.039511822164058685,238999,0.0031376974657177925,0.530286967754364,1.1749083995819092,0.039511822164058685,1.1749083995819092,0,-97.74465942382812,-97.74465942382812,0.001,-97.74465942382812
86,584,2795,497.33,241100,497.33,-97.3130111694336,0.010921868495643139,240999,0.0018681834917515516,1.0654397010803223,1.1142498254776,0.010921868495643139,1.1142498254776,0,-97.3130111694336,-97.3130111694336,0.001,-97.3130111694336
86,588,2810,490.46,242413,490.46,-98.74366760253906,0.0057893372140824795,242312,0.0013333731330931187,-0.5094962120056152,0.9704907536506653,0.0057893372140824795,0.9704907536506653,0,-98.74366760253906,-98.74366760253906,0.001,-98.74366760253906
86,592,2828,487.42,244109,487.42,-97.46834564208984,0.010877980850636959,244008,0.0012605590745806694,0.112699955701828,1.1618480682373047,0.010877980850636959,1.1618480682373047,0,-97.46834564208984,-97.46834564208984,0.001,-97.46834564208984
86,596,2850,487.42,246109,487.42,-96.96635437011719,0.010218038223683834,246008,0.004668989218771458,-0.06442010402679443,1.1156909465789795,0.010218038223683834,1.1156909465789795,0,-96.96635437011719,-96.96635437011719,0.001,-96.96635437011719
86,600,2871,487.42,248109,487.42,-95.89924621582031,0.027827203273773193,248008,0.0040771812200546265,0.05529973655939102,1.3367334604263306,0.027827203273773193,1.3367334604263306,0,-95.89924621582031,-95.89924621582031,0.001,-95.89924621582031
86,604,2893,487.42,250109,487.42,-96.60758209228516,0.03957774490118027,250008,0.0024068232160061598,0.1831689178943634,1.0760657787322998,0.03957774490118027,1.0760657787322998,0,-96.60758209228516,-96.60758209228516,0.001,-96.60758209228516
86,608,2914,490.09,252109,490.09,-97.30502319335938,0.006686602719128132,252008,0.004531612154096365,-0.18001744151115417,1.4733085632324219,0.006686602719128132,1.4733085632324219,0,-97.30502319335938,-97.30502319335938,0.001,-97.30502319335938
86,612,2936,490.09,254109,490.09,-96.89453887939453,0.016037868335843086,254008,0.0019074642332270741,1.9517567157745361,1.2441112995147705,0.016037868335843086,1.2441112995147705,0,-96.89453887939453,-96.89453887939453,0.001,-96.89453887939453
86,616,2958,490.09,256109,490.09,-97.540283203125,0.12443125247955322,256008,0.002585945650935173,0.8115725517272949,1.2251009941101074,0.12443125247955322,1.2251009941101074,0,-97.540283203125,-97.540283203125,0.001,-97.540283203125
86,620,2979,490.09,258109,490.09,-97.28306579589844,0.01752554439008236,258008,0.003780876751989126,-0.2590389549732208,1.3079345226287842,0.01752554439008236,1.3079345226287842,0,-97.28306579589844,-97.28306579589844,0.001,-97.28306579589844
86,624,3001,490.09,260109,490.09,-96.99371337890625,0.01775803416967392,260008,0.002149370964616537,1.0317515134811401,1.289896011352539,0.01775803416967392,1.289896011352539,0,-96.99371337890625,-96.99371337890625,0.001,-96.99371337890625
86,628,3023,490.09,262109,490.09,-96.76420593261719,0.019056402146816254,262008,0.0036329315043985844,0.6077724099159241,1.1870759725570679,0.019056402146816254,1.1870759725570679,0,-96.76420593261719,-96.76420593261719,0.001,-96.76420593261719
86,632,3045,490.09,264109,490.09,-96.37675476074219,0.024104569107294083,264008,0.004427196923643351,-0.5074096322059631,1.6600573062896729,0.024104569107294083,1.6600573062896729,0,-96.37675476074219,-96.37675476074219,0.001,-96.37675476074219
86,636,3068,490.09,266109,490.09,-95.70484924316406,0.015543454326689243,266008,0.002020298969000578,-0.16560102999210358,1.4323086738586426,0.015543454326689243,1.4323086738586426,0,-95.70484924316406,-95.70484924316406,0.001,-95.70484924316406
86,640,3094,490.09,268109,490.09,-98.30530548095703,0.01119378674775362,268008,0.004464833531528711,1.5823771953582764,1.303680658340454,0.01119378674775362,1.303680658340454,0,-98.30530548095703,-98.30530548095703,0.001,-98.30530548095703
86,644,3118,490.09,270109,490.09,-97.52529907226562,0.08331244438886642,270008,0.0025595698971301317,-0.1660962998867035,1.2124921083450317,0.08331244438886642,1.2124921083450317,0,-97.52529907226562,-97.52529907226562,0.001,-97.52529907226562
86,648,3140,490.09,272109,490.09,-96.37313842773438,0.014367671683430672,272008,0.003805457381531596,-0.1229395866394043,1.1966991424560547,0.014367671683430672,1.1966991424560547,0,-96.37313842773438,-96.37313842773438,0.001,-96.37313842773438
86,652,3163,490.09,274109,490.09,-96.86691284179688,0.008197866380214691,274008,0.003088738303631544,1.4175970554351807,1.0437157154083252,0.008197866380214691,1.0437157154083252,0,-96.86691284179688,-96.86691284179688,0.001,-96.86691284179688
86,656,3184,490.09,276109,490.09,-96.61949157714844,0.010469002649188042,276008,0.003299984149634838,0.03164991736412048,1.1290466785430908,0.010469002649188042,1.1290466785430908,0,-96.61949157714844,-96.61949157714844,0.001,-96.61949157714844
86,660,3206,490.09,278109,490.09,-97.8587417602539,0.016231060028076172,278008,0.004256915766745806,0.06779927015304565,1.1955811977386475,0.016231060028076172,1.1955811977386475,0,-97.8587417602539,-97.8587417602539,0.001,-97.8587417602539
86,664,3228,490.09,280109,490.09,-97.1717300415039,0.010725795291364193,280008,0.003904255572706461,-0.04166758060455322,1.1855872869491577,0.010725795291364193,1.1855872869491577,0,-97.1717300415039,-97.1717300415039,0.001,-97.1717300415039
86,668,3250,490.09,282109,490.09,-99.073974609375,0.010243820026516914,282008,0.002663655672222376,-0.3322736322879791,1.0461393594741821,0.010243820026516914,1.0461393594741821,0,-99.073974609375,-99.073974609375,0.001,-99.073974609375
86,672,3272,490.09,284109,490.09,-97.2898941040039,0.3834318220615387,284008,0.002293773228302598,0.4978935718536377,1.0964652299880981,0.3834318220615387,1.0964652299880981,0,-97.2898941040039,-97.2898941040039,0.001,-97.2898941040039
86,676,3293,490.09,286109,490.09,-96.75733947753906,0.04438123106956482,286008,0.0026222344022244215,0.34875959157943726,1.3033676147460938,0.04438123106956482,1.3033676147460938,0,-96.75733947753906,-96.75733947753906,0.001,-96.75733947753906
86,680,3315,490.09,288109,490.09,-98.02288055419922,0.015634989365935326,288008,0.003464609384536743,0.0019993856549263,1.2066659927368164,0.015634989365935326,1.2066659927368164,0,-98.02288055419922,-98.02288055419922,0.001,-98.02288055419922
86,684,3336,490.09,290109,490.09,-98.33671569824219,0.08712807297706604,290008,0.0028861474711447954,-0.23354405164718628,1.2110323905944824,0.08712807297706604,1.2110323905944824,0,-98.33671569824219,-98.33671569824219,0.001,-98.33671569824219
86,688,3358,496.96,292109,496.96,-96.34559631347656,0.013744119554758072,292008,0.0017816778272390366,-0.591894268989563,1.225409984588623,0.013744119554758072,1.225409984588623,0,-96.34559631347656,-96.34559631347656,0.001,-96.34559631347656
87,692,3379,500.0,294109,500.0,-98.55126190185547,0.036679334938526154,294008,0.0031101310160011053,0.6087254285812378,1.124093770980835,0.036679334938526154,1.124093770980835,0,-98.55126190185547,-98.55126190185547,0.001,-98.55126190185547
87,696,3400,500.0,296109,500.0,-96.6214370727539,0.03403213620185852,296008,0.0033642330672591925,0.4951471984386444,1.0647947788238525,0.03403213620185852,1.0647947788238525,0,-96.6214370727539,-96.6214370727539,0.001,-96.6214370727539
87,700,3421,498.48,297957,498.48,-98.02095031738281,0.018975140526890755,297856,0.0035683102905750275,-0.6488556861877441,1.4238808155059814,0.018975140526890755,1.4238808155059814,0,-98.02095031738281,-98.02095031738281,0.001,-98.02095031738281
87,704,3442,498.48,299957,498.48,-96.26542663574219,0.1984093338251114,299856,0.0013797030551359057,0.32524603605270386,1.249849796295166,0.1984093338251114,1.249849796295166,0,-96.26542663574219,-96.26542663574219,0.001,-96.26542663574219
