rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/MSE_loss,train/MSE_losses,train/critic_los,train/critic_loss,train/Beta,train/Main_losses,train/RL_loss,train/ent_coef,train/actor_loss,train/n_updates,train/loss,train/learning_rate,train/ent_coef_loss
361.24,462,160,90,361.24,41721,1.3943793773651123,1.3943793773651123,0.07609444856643677,0.07609444856643677,0,-76.28641510009766,-76.28641510009766,0.010138532146811485,-76.28641510009766,41620,-76.28641510009766,0.001,0.4337965250015259
375.28,485,164,90,375.28,43721,1.3863134384155273,1.3863134384155273,0.04203164204955101,0.04203164204955101,0,-77.08183288574219,-77.08183288574219,0.009062783792614937,-77.08183288574219,43620,-77.08183288574219,0.001,-0.5112116932868958
389.48,507,168,90,389.48,45721,1.5599175691604614,1.5599175691604614,0.11339329183101654,0.11339329183101654,0,-79.7011947631836,-79.7011947631836,0.012143599800765514,-79.7011947631836,45620,-79.7011947631836,0.001,0.5627295970916748
403.52,529,172,90,403.52,47721,1.3426618576049805,1.3426618576049805,0.03667943924665451,0.03667943924665451,0,-79.8010482788086,-79.8010482788086,0.015575865283608437,-79.8010482788086,47620,-79.8010482788086,0.001,-0.07212203741073608
417.53,551,176,90,417.53,49721,1.4620561599731445,1.4620561599731445,0.062330447137355804,0.062330447137355804,0,-82.90332794189453,-82.90332794189453,0.010807433165609837,-82.90332794189453,49620,-82.90332794189453,0.001,-0.34624457359313965
431.18,573,180,90,431.18,51721,1.5360333919525146,1.5360333919525146,0.025686688721179962,0.025686688721179962,0,-81.88330078125,-81.88330078125,0.011208293959498405,-81.88330078125,51620,-81.88330078125,0.001,0.861881673336029
444.79,596,184,90,444.79,53721,1.3001936674118042,1.3001936674118042,0.20628604292869568,0.20628604292869568,0,-82.52119445800781,-82.52119445800781,0.007250396069139242,-82.52119445800781,53620,-82.52119445800781,0.001,-0.2515692710876465
457.71,618,188,90,457.71,55721,1.5329079627990723,1.5329079627990723,0.04198829084634781,0.04198829084634781,0,-86.43952178955078,-86.43952178955078,0.010423164814710617,-86.43952178955078,55620,-86.43952178955078,0.001,0.7301867008209229
469.7,640,192,90,469.7,57721,1.3691298961639404,1.3691298961639404,0.06346868723630905,0.06346868723630905,0,-85.392578125,-85.392578125,0.005655501503497362,-85.392578125,57620,-85.392578125,0.001,0.44562312960624695
469.7,663,196,90,469.7,59721,1.2667567729949951,1.2667567729949951,0.1328829675912857,0.1328829675912857,0,-86.94099426269531,-86.94099426269531,0.005534362979233265,-86.94099426269531,59620,-86.94099426269531,0.001,0.06405729800462723
476.16,685,200,90,476.16,61721,1.2869386672973633,1.2869386672973633,0.026672977954149246,0.026672977954149246,0,-85.63703918457031,-85.63703918457031,0.006404743064194918,-85.63703918457031,61620,-85.63703918457031,0.001,-0.13608120381832123
477.68,707,204,90,477.68,63721,1.458209753036499,1.458209753036499,0.5524035096168518,0.5524035096168518,0,-87.63510131835938,-87.63510131835938,0.008534629829227924,-87.63510131835938,63620,-87.63510131835938,0.001,0.2625446915626526
483.62,730,208,89,483.62,65721,1.3117916584014893,1.3117916584014893,0.042945995926856995,0.042945995926856995,0,-89.87354278564453,-89.87354278564453,0.007786521688103676,-89.87354278564453,65620,-89.87354278564453,0.001,0.6366714239120483
487.29,752,212,89,487.29,67721,1.5214142799377441,1.5214142799377441,0.033178459852933884,0.033178459852933884,0,-92.5924072265625,-92.5924072265625,0.013944856822490692,-92.5924072265625,67620,-92.5924072265625,0.001,-0.17028668522834778
491.23,774,216,89,491.23,69721,1.3695564270019531,1.3695564270019531,0.062066640704870224,0.062066640704870224,0,-88.25344848632812,-88.25344848632812,0.004504174925386906,-88.25344848632812,69620,-88.25344848632812,0.001,0.5224992036819458
491.52,797,220,89,491.52,71721,1.2973840236663818,1.2973840236663818,0.03741554543375969,0.03741554543375969,0,-90.3551254272461,-90.3551254272461,0.0081550357863307,-90.3551254272461,71620,-90.3551254272461,0.001,0.5040701627731323
491.78,819,224,89,491.78,73721,1.4675276279449463,1.4675276279449463,0.023549586534500122,0.023549586534500122,0,-90.2448959350586,-90.2448959350586,0.007059900090098381,-90.2448959350586,73620,-90.2448959350586,0.001,0.8871880769729614
491.78,841,228,89,491.78,75721,1.3071942329406738,1.3071942329406738,0.025966715067625046,0.025966715067625046,0,-92.96780395507812,-92.96780395507812,0.008823112584650517,-92.96780395507812,75620,-92.96780395507812,0.001,-0.1238715648651123
491.78,863,232,89,491.78,77721,1.3386600017547607,1.3386600017547607,0.037509165704250336,0.037509165704250336,0,-91.73655700683594,-91.73655700683594,0.010109142400324345,-91.73655700683594,77620,-91.73655700683594,0.001,1.07340669631958
491.78,886,236,89,491.78,79721,1.1394782066345215,1.1394782066345215,0.32938119769096375,0.32938119769096375,0,-92.68133544921875,-92.68133544921875,0.004490213003009558,-92.68133544921875,79620,-92.68133544921875,0.001,-0.36646565794944763
499.83,908,240,89,499.83,81721,1.2783002853393555,1.2783002853393555,0.07072076201438904,0.07072076201438904,0,-93.92530059814453,-93.92530059814453,0.0045634382404387,-93.92530059814453,81620,-93.92530059814453,0.001,0.32510387897491455
499.83,930,244,89,499.83,83721,1.2579619884490967,1.2579619884490967,0.04381006956100464,0.04381006956100464,0,-95.24626159667969,-95.24626159667969,0.0044975243508815765,-95.24626159667969,83620,-95.24626159667969,0.001,-0.6811946034431458
499.83,952,248,89,499.83,85721,1.1891722679138184,1.1891722679138184,0.03235536813735962,0.03235536813735962,0,-94.78919982910156,-94.78919982910156,0.003738601692020893,-94.78919982910156,85620,-94.78919982910156,0.001,0.3281438648700714
499.83,975,252,89,499.83,87721,1.1632109880447388,1.1632109880447388,0.025146130472421646,0.025146130472421646,0,-95.42814636230469,-95.42814636230469,0.004341172054409981,-95.42814636230469,87620,-95.42814636230469,0.001,-0.27957844734191895
500.0,997,256,89,500.0,89721,1.265166163444519,1.265166163444519,0.0264899842441082,0.0264899842441082,0,-93.89710998535156,-93.89710998535156,0.0037581338547170162,-93.89710998535156,89620,-93.89710998535156,0.001,0.3275953531265259
500.0,1019,260,89,500.0,91721,0.9548367261886597,0.9548367261886597,0.1204100251197815,0.1204100251197815,0,-93.95938110351562,-93.95938110351562,0.004658281337469816,-93.95938110351562,91620,-93.95938110351562,0.001,-0.9700115919113159
500.0,1042,264,89,500.0,93721,1.2122868299484253,1.2122868299484253,0.017814630642533302,0.017814630642533302,0,-95.23565673828125,-95.23565673828125,0.003161367494612932,-95.23565673828125,93620,-95.23565673828125,0.001,0.1189727708697319
500.0,1064,268,89,500.0,95721,1.0832531452178955,1.0832531452178955,0.018081434071063995,0.018081434071063995,0,-94.61276245117188,-94.61276245117188,0.004833544138818979,-94.61276245117188,95620,-94.61276245117188,0.001,0.19706688821315765
500.0,1086,272,89,500.0,97721,1.589493989944458,1.589493989944458,0.034014709293842316,0.034014709293842316,0,-94.37589263916016,-94.37589263916016,0.006252894178032875,-94.37589263916016,97620,-94.37589263916016,0.001,-0.03231872618198395
500.0,1109,276,89,500.0,99721,1.3703900575637817,1.3703900575637817,0.07301171869039536,0.07301171869039536,0,-93.69535064697266,-93.69535064697266,0.0062330858781933784,-93.69535064697266,99620,-93.69535064697266,0.001,0.19949179887771606
500.0,1131,280,89,500.0,101721,1.1829913854599,1.1829913854599,0.022029045969247818,0.022029045969247818,0,-94.99006652832031,-94.99006652832031,0.005471581127494574,-94.99006652832031,101620,-94.99006652832031,0.001,0.1929604709148407
500.0,1153,284,89,500.0,103721,1.3464176654815674,1.3464176654815674,0.02763872779905796,0.02763872779905796,0,-95.27748107910156,-95.27748107910156,0.003240920603275299,-95.27748107910156,103620,-95.27748107910156,0.001,0.07951896637678146
500.0,1175,288,89,500.0,105721,1.2595579624176025,1.2595579624176025,0.047274213284254074,0.047274213284254074,0,-94.2847900390625,-94.2847900390625,0.0037684610579162836,-94.2847900390625,105620,-94.2847900390625,0.001,-0.2288464903831482
500.0,1197,292,89,500.0,107721,1.4171476364135742,1.4171476364135742,0.5568858981132507,0.5568858981132507,0,-95.52360534667969,-95.52360534667969,0.0024381857365369797,-95.52360534667969,107620,-95.52360534667969,0.001,-0.5503243803977966
500.0,1219,296,89,500.0,109721,1.4319868087768555,1.4319868087768555,0.008347919210791588,0.008347919210791588,0,-97.12995147705078,-97.12995147705078,0.0018034225795418024,-97.12995147705078,109620,-97.12995147705078,0.001,-0.18531617522239685
500.0,1242,300,89,500.0,111721,1.048707365989685,1.048707365989685,0.02597227320075035,0.02597227320075035,0,-95.40249633789062,-95.40249633789062,0.00364502239972353,-95.40249633789062,111620,-95.40249633789062,0.001,-0.25456857681274414
495.45,1259,304,89,495.45,113266,1.4806478023529053,1.4806478023529053,0.14437240362167358,0.14437240362167358,0,-95.90935516357422,-95.90935516357422,0.003870561486110091,-95.90935516357422,113165,-95.90935516357422,0.001,5.979830741882324
476.29,1260,308,89,476.29,113350,1.445946455001831,1.445946455001831,0.029004229232668877,0.029004229232668877,0,-96.66264343261719,-96.66264343261719,0.004402967635542154,-96.66264343261719,113249,-96.66264343261719,0.001,3.226036548614502
468.21,1273,312,89,468.21,114542,1.5128824710845947,1.5128824710845947,0.11536410450935364,0.11536410450935364,0,-96.82609558105469,-96.82609558105469,0.012684240937232971,-96.82609558105469,114441,-96.82609558105469,0.001,0.5078445672988892
465.21,1292,316,89,465.21,116242,1.2600513696670532,1.2600513696670532,0.05928153172135353,0.05928153172135353,0,-96.99917602539062,-96.99917602539062,0.003699306398630142,-96.99917602539062,116141,-96.99917602539062,0.001,-1.0142271518707275
465.21,1315,320,89,465.21,118242,1.2534241676330566,1.2534241676330566,0.008556561544537544,0.008556561544537544,0,-96.5205307006836,-96.5205307006836,0.005081482697278261,-96.5205307006836,118141,-96.5205307006836,0.001,-0.05036568641662598
465.21,1337,324,89,465.21,120242,0.993432879447937,0.993432879447937,0.018313245847821236,0.018313245847821236,0,-96.42350769042969,-96.42350769042969,0.0035325163044035435,-96.42350769042969,120141,-96.42350769042969,0.001,-0.8247796297073364
465.21,1359,328,89,465.21,122242,1.1582579612731934,1.1582579612731934,1.221676230430603,1.221676230430603,0,-97.48776245117188,-97.48776245117188,0.003593968925997615,-97.48776245117188,122141,-97.48776245117188,0.001,-1.9952740669250488
465.21,1382,332,89,465.21,124242,1.493923544883728,1.493923544883728,0.05319201573729515,0.05319201573729515,0,-96.86056518554688,-96.86056518554688,0.009025380946695805,-96.86056518554688,124141,-96.86056518554688,0.001,2.0318613052368164
465.21,1404,336,89,465.21,126242,1.255631685256958,1.255631685256958,0.02959710732102394,0.02959710732102394,0,-96.55120849609375,-96.55120849609375,0.00399159686639905,-96.55120849609375,126141,-96.55120849609375,0.001,-1.1274226903915405
465.21,1426,340,89,465.21,128242,1.2663180828094482,1.2663180828094482,0.557832658290863,0.557832658290863,0,-97.35150146484375,-97.35150146484375,0.0016974295722320676,-97.35150146484375,128141,-97.35150146484375,0.001,-0.48992782831192017
465.21,1448,344,89,465.21,130242,1.1259565353393555,1.1259565353393555,0.07478131353855133,0.07478131353855133,0,-96.54183959960938,-96.54183959960938,0.008213863708078861,-96.54183959960938,130141,-96.54183959960938,0.001,-0.7512651085853577
465.21,1471,348,89,465.21,132242,0.9872268438339233,0.9872268438339233,0.015346542000770569,0.015346542000770569,0,-97.2536849975586,-97.2536849975586,0.003285778686404228,-97.2536849975586,132141,-97.2536849975586,0.001,-0.9662490487098694
462.79,1490,352,89,462.79,134000,1.2024626731872559,1.2024626731872559,0.059371739625930786,0.059371739625930786,0,-96.54859924316406,-96.54859924316406,0.005005080718547106,-96.54859924316406,133899,-96.54859924316406,0.001,-0.3402320444583893
462.79,1512,356,89,462.79,136000,1.2211503982543945,1.2211503982543945,0.042080141603946686,0.042080141603946686,0,-96.81189727783203,-96.81189727783203,0.0038956638891249895,-96.81189727783203,135899,-96.81189727783203,0.001,0.7413049936294556
462.79,1535,360,89,462.79,138000,1.2626981735229492,1.2626981735229492,0.04181009903550148,0.04181009903550148,0,-96.14601135253906,-96.14601135253906,0.003344782395288348,-96.14601135253906,137899,-96.14601135253906,0.001,0.3519563376903534
462.79,1557,364,89,462.79,140000,1.3391265869140625,1.3391265869140625,0.022736115381121635,0.022736115381121635,0,-98.35417175292969,-98.35417175292969,0.009683776646852493,-98.35417175292969,139899,-98.35417175292969,0.001,-1.606278896331787
462.79,1580,368,89,462.79,142000,1.2656190395355225,1.2656190395355225,0.04370923712849617,0.04370923712849617,0,-95.24171447753906,-95.24171447753906,0.003123460803180933,-95.24171447753906,141899,-95.24171447753906,0.001,-0.46127578616142273
462.79,1602,372,89,462.79,144000,1.3171026706695557,1.3171026706695557,0.04558079317212105,0.04558079317212105,0,-98.26458740234375,-98.26458740234375,0.003919953480362892,-98.26458740234375,143899,-98.26458740234375,0.001,-1.2273430824279785
462.79,1624,376,89,462.79,146000,1.2051666975021362,1.2051666975021362,0.032176047563552856,0.032176047563552856,0,-96.29828643798828,-96.29828643798828,0.0025296704843640327,-96.29828643798828,145899,-96.29828643798828,0.001,0.12057528644800186
462.79,1646,380,89,462.79,148000,1.3896454572677612,1.3896454572677612,0.03301514685153961,0.03301514685153961,0,-98.2112045288086,-98.2112045288086,0.00983959436416626,-98.2112045288086,147899,-98.2112045288086,0.001,0.24642568826675415
462.79,1669,384,89,462.79,150000,1.3065977096557617,1.3065977096557617,0.02343263104557991,0.02343263104557991,0,-99.05325317382812,-99.05325317382812,0.004817568697035313,-99.05325317382812,149899,-99.05325317382812,0.001,-0.6758607625961304
462.79,1691,388,89,462.79,152000,1.0565814971923828,1.0565814971923828,0.06545515358448029,0.06545515358448029,0,-98.13727569580078,-98.13727569580078,0.0036626437213271856,-98.13727569580078,151899,-98.13727569580078,0.001,0.2908933162689209
462.79,1713,392,89,462.79,154000,1.5821523666381836,1.5821523666381836,0.056366804987192154,0.056366804987192154,0,-98.83424377441406,-98.83424377441406,0.0027843457646667957,-98.83424377441406,153899,-98.83424377441406,0.001,2.1133270263671875
462.79,1735,396,89,462.79,156000,1.347700595855713,1.347700595855713,0.013481177389621735,0.013481177389621735,0,-100.878662109375,-100.878662109375,0.00601307163015008,-100.878662109375,155899,-100.878662109375,0.001,-1.136791467666626
448.8,1742,400,89,448.8,156601,1.6500543355941772,1.6500543355941772,0.04066576436161995,0.04066576436161995,0,-99.703369140625,-99.703369140625,0.005840813275426626,-99.703369140625,156500,-99.703369140625,0.001,2.4780936241149902
448.68,1759,404,89,448.68,158134,1.659179925918579,1.659179925918579,0.024135388433933258,0.024135388433933258,0,-98.76351928710938,-98.76351928710938,0.0069617475382983685,-98.76351928710938,158033,-98.76351928710938,0.001,1.1906460523605347
467.84,1781,408,89,467.84,160134,1.483475923538208,1.483475923538208,0.08522091805934906,0.08522091805934906,0,-100.7193603515625,-100.7193603515625,0.011452761478722095,-100.7193603515625,160033,-100.7193603515625,0.001,-0.5017350912094116
469.55,1796,412,89,469.55,161497,1.1764659881591797,1.1764659881591797,0.021533887833356857,0.021533887833356857,0,-100.9433364868164,-100.9433364868164,0.0042202770709991455,-100.9433364868164,161396,-100.9433364868164,0.001,-1.2028604745864868
470.24,1816,416,89,470.24,163266,1.3126795291900635,1.3126795291900635,0.3200187683105469,0.3200187683105469,0,-99.91785430908203,-99.91785430908203,0.005322692450135946,-99.91785430908203,163165,-99.91785430908203,0.001,-1.9865871667861938
470.24,1838,420,89,470.24,165266,1.3814799785614014,1.3814799785614014,0.05100362002849579,0.05100362002849579,0,-98.83204650878906,-98.83204650878906,0.002998416544869542,-98.83204650878906,165165,-98.83204650878906,0.001,0.9229844808578491
470.24,1861,424,89,470.24,167266,1.3545658588409424,1.3545658588409424,0.01616060733795166,0.01616060733795166,0,-98.98020935058594,-98.98020935058594,0.004691410809755325,-98.98020935058594,167165,-98.98020935058594,0.001,-0.525303065776825
470.24,1883,428,89,470.24,169266,1.2883806228637695,1.2883806228637695,0.1845169961452484,0.1845169961452484,0,-100.38259887695312,-100.38259887695312,0.003962226677685976,-100.38259887695312,169165,-100.38259887695312,0.001,0.10859736800193787
470.24,1905,432,89,470.24,171266,1.3968336582183838,1.3968336582183838,0.016305681318044662,0.016305681318044662,0,-99.73006439208984,-99.73006439208984,0.0041947090066969395,-99.73006439208984,171165,-99.73006439208984,0.001,0.26609498262405396
470.24,1928,436,89,470.24,173266,1.5112502574920654,1.5112502574920654,0.247280091047287,0.247280091047287,0,-99.88345336914062,-99.88345336914062,0.004911401309072971,-99.88345336914062,173165,-99.88345336914062,0.001,0.26417434215545654
470.24,1950,440,89,470.24,175266,1.40913987159729,1.40913987159729,0.03254086524248123,0.03254086524248123,0,-99.58323669433594,-99.58323669433594,0.004390134941786528,-99.58323669433594,175165,-99.58323669433594,0.001,-0.3165980875492096
470.24,1972,444,89,470.24,177266,1.3270788192749023,1.3270788192749023,0.024378076195716858,0.024378076195716858,0,-99.08599853515625,-99.08599853515625,0.008353304117918015,-99.08599853515625,177165,-99.08599853515625,0.001,-0.07828441262245178
470.24,1994,448,89,470.24,179266,1.134117841720581,1.134117841720581,0.12663838267326355,0.12663838267326355,0,-100.67455291748047,-100.67455291748047,0.00403256993740797,-100.67455291748047,179165,-100.67455291748047,0.001,0.22716546058654785
472.66,2017,452,89,472.66,181266,1.1921292543411255,1.1921292543411255,0.09294608980417252,0.09294608980417252,0,-99.32096862792969,-99.32096862792969,0.005539017729461193,-99.32096862792969,181165,-99.32096862792969,0.001,-0.247015580534935
472.66,2039,456,89,472.66,183266,1.3151012659072876,1.3151012659072876,0.01483246311545372,0.01483246311545372,0,-99.35557556152344,-99.35557556152344,0.004798907786607742,-99.35557556152344,183165,-99.35557556152344,0.001,-0.35426297783851624
472.66,2061,460,89,472.66,185266,1.6256085634231567,1.6256085634231567,0.08781358599662781,0.08781358599662781,0,-98.74518585205078,-98.74518585205078,0.020586185157299042,-98.74518585205078,185165,-98.74518585205078,0.001,1.58882737159729
