train/MSE_loss,train/RL_loss,train/Main_losses,train/MSE_losses,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,train/critic_los,rollout/ep_len_mean,train/n_updates,train/actor_loss,time/episodes,time/fps,train/loss,train/Beta,train/ent_coef_loss,train/critic_loss,train/learning_rate
3.0197765827178955,25.140079498291016,25.140079498291016,3.0197765827178955,47200,-150.52116488,0.012398477643728256,533,0.5864073038101196,200.0,47099,25.140079498291016,236,88,25.140079498291016,-0.0,0.5521138906478882,0.5864073038101196,0.001
3.14302134513855,23.414310455322266,23.414310455322266,3.14302134513855,48000,-150.31515142,0.011218785308301449,542,0.46198195219039917,200.0,47899,23.414310455322266,240,88,23.414310455322266,-0.0,0.7774810791015625,0.46198195219039917,0.001
2.7156283855438232,17.760976791381836,17.760976791381836,2.7156283855438232,48800,-152.38742876999996,0.009128999896347523,551,0.45968493819236755,200.0,48699,17.760976791381836,244,88,17.760976791381836,-0.0,-1.1483639478683472,0.45968493819236755,0.001
2.7682836055755615,21.810256958007812,21.810256958007812,2.7682836055755615,49600,-152.63221563999997,0.008856120519340038,560,0.27815139293670654,200.0,49499,21.810256958007812,248,88,21.810256958007812,-0.0,-1.1836655139923096,0.27815139293670654,0.001
2.7524449825286865,22.290071487426758,22.290071487426758,2.7524449825286865,50400,-150.23382692,0.007012813817709684,569,0.6574283838272095,200.0,50299,22.290071487426758,252,88,22.290071487426758,-0.0,1.4165763854980469,0.6574283838272095,0.001
2.9702024459838867,16.434154510498047,16.434154510498047,2.9702024459838867,51200,-152.71605535000003,0.007632469292730093,578,0.6160682439804077,200.0,51099,16.434154510498047,256,88,16.434154510498047,-0.0,-0.9364752173423767,0.6160682439804077,0.001
2.785590410232544,21.999465942382812,21.999465942382812,2.785590410232544,52000,-156.01404593,0.011573869735002518,587,0.42304539680480957,200.0,51899,21.999465942382812,260,88,21.999465942382812,-0.0,-0.1765853762626648,0.42304539680480957,0.001
3.149611711502075,18.3710994720459,18.3710994720459,3.149611711502075,52800,-156.15737030999998,0.0075782607309520245,596,0.7080291509628296,200.0,52699,18.3710994720459,264,88,18.3710994720459,-0.0,1.588125467300415,0.7080291509628296,0.001
3.0920867919921875,23.90865707397461,23.90865707397461,3.0920867919921875,53600,-154.00267089000002,0.011156470514833927,605,0.7221739888191223,200.0,53499,23.90865707397461,268,88,23.90865707397461,-0.0,1.461761474609375,0.7221739888191223,0.001
3.0633645057678223,17.224273681640625,17.224273681640625,3.0633645057678223,54400,-156.10049646000002,0.011814930476248264,614,0.39439892768859863,200.0,54299,17.224273681640625,272,88,17.224273681640625,-0.0,-0.9423851370811462,0.39439892768859863,0.001
3.0559370517730713,25.05898666381836,25.05898666381836,3.0559370517730713,55200,-157.24808282,0.015157157555222511,623,0.5742688775062561,200.0,55099,25.05898666381836,276,88,25.05898666381836,-0.0,0.6351579427719116,0.5742688775062561,0.001
3.2430453300476074,21.22987937927246,21.22987937927246,3.2430453300476074,56000,-155.77789215,0.013263591565191746,633,1.9470125436782837,200.0,55899,21.22987937927246,280,88,21.22987937927246,-0.0,-0.09762817621231079,1.9470125436782837,0.001
2.0335652828216553,15.66977310180664,15.66977310180664,2.0335652828216553,56800,-157.2256922,0.04200950264930725,642,0.377570241689682,200.0,56699,15.66977310180664,284,88,15.66977310180664,-0.0,0.4812329113483429,0.377570241689682,0.001
2.745400905609131,14.739023208618164,14.739023208618164,2.745400905609131,57600,-157.28243742,0.03238378092646599,651,0.47349148988723755,200.0,57499,14.739023208618164,288,88,14.739023208618164,-0.0,-2.1687705516815186,0.47349148988723755,0.001
2.4554190635681152,18.118698120117188,18.118698120117188,2.4554190635681152,58400,-157.2097731,0.019700506702065468,660,0.5760378241539001,200.0,58299,18.118698120117188,292,88,18.118698120117188,-0.0,-1.1619594097137451,0.5760378241539001,0.001
2.767681121826172,14.105325698852539,14.105325698852539,2.767681121826172,59200,-159.44968986,0.013300401158630848,669,0.19850635528564453,200.0,59099,14.105325698852539,296,88,14.105325698852539,-0.0,-1.411871075630188,0.19850635528564453,0.001
2.8498237133026123,18.994091033935547,18.994091033935547,2.8498237133026123,60000,-160.02739798,0.010026446543633938,678,0.5003805160522461,200.0,59899,18.994091033935547,300,88,18.994091033935547,-0.0,0.23926758766174316,0.5003805160522461,0.001
