rollout/ep_rew_mean,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/MSE_losses,train/RL_loss,train/Main_losses,train/MSE_loss,train/ent_coef,train/actor_loss,train/critic_loss,train/n_updates,train/critic_los,train/Beta,train/ent_coef_loss,train/loss,train/learning_rate
294.99,89,272,294.99,536,47975,0.29939180612564087,-69.41159057617188,-69.41159057617188,0.29939180612564087,0.02635476365685463,-69.41159057617188,0.3353129029273987,47874,0.3353129029273987,-0.0,-0.22556494176387787,-69.41159057617188,0.001
296.0,89,276,296.0,544,48748,0.29077160358428955,-72.05836486816406,-72.05836486816406,0.29077160358428955,0.027093132957816124,-72.05836486816406,0.1286410689353943,48647,0.1286410689353943,-0.0,0.127332866191864,-72.05836486816406,0.001
302.92,89,280,302.92,560,50157,0.302653968334198,-70.56222534179688,-70.56222534179688,0.302653968334198,0.025674298405647278,-70.56222534179688,5.086582660675049,50056,5.086582660675049,-0.0,0.7392922639846802,-70.56222534179688,0.001
309.73,89,284,309.73,576,51619,0.321636438369751,-74.20785522460938,-74.20785522460938,0.321636438369751,0.021932486444711685,-74.20785522460938,0.5927822589874268,51518,0.5927822589874268,-0.0,-0.18661507964134216,-74.20785522460938,0.001
317.13,89,288,317.13,594,53202,0.29927992820739746,-73.95079803466797,-73.95079803466797,0.29927992820739746,0.028143377974629402,-73.95079803466797,0.21933391690254211,53101,0.21933391690254211,-0.0,-0.5095248818397522,-73.95079803466797,0.001
318.94,89,292,318.94,605,54156,0.3548937439918518,-73.48944091796875,-73.48944091796875,0.3548937439918518,0.025549035519361496,-73.48944091796875,0.1139388158917427,54055,0.1139388158917427,-0.0,-0.1336652934551239,-73.48944091796875,0.001
319.22,89,296,319.22,615,55048,0.4408552050590515,-75.65924072265625,-75.65924072265625,0.4408552050590515,0.03332187235355377,-75.65924072265625,0.1612498015165329,54947,0.1612498015165329,-0.0,0.7009914517402649,-75.65924072265625,0.001
321.04,89,300,321.04,625,56004,0.38299086689949036,-77.44882202148438,-77.44882202148438,0.38299086689949036,0.028934817761182785,-77.44882202148438,0.1012360006570816,55903,0.1012360006570816,-0.0,-1.103350043296814,-77.44882202148438,0.001
322.94,89,304,322.94,636,56978,0.45680972933769226,-74.45263671875,-74.45263671875,0.45680972933769226,0.031565409153699875,-74.45263671875,0.21307092905044556,56877,0.21307092905044556,-0.0,0.44217464327812195,-74.45263671875,0.001
326.76,89,308,326.76,649,58139,0.3865942656993866,-74.6102523803711,-74.6102523803711,0.3865942656993866,0.03621689975261688,-74.6102523803711,0.2368127554655075,58038,0.2368127554655075,-0.0,-0.6700679063796997,-74.6102523803711,0.001
328.91,89,312,328.91,660,59151,0.5304962396621704,-76.64523315429688,-76.64523315429688,0.5304962396621704,0.0495576485991478,-76.64523315429688,0.27693167328834534,59050,0.27693167328834534,-0.0,-0.004812188446521759,-76.64523315429688,0.001
333.05,89,316,333.05,674,60394,0.47124356031417847,-78.53266906738281,-78.53266906738281,0.47124356031417847,0.05062554404139519,-78.53266906738281,0.2681649923324585,60293,0.2681649923324585,-0.0,-0.09427867829799652,-78.53266906738281,0.001
340.35,89,320,340.35,693,62122,0.4633951783180237,-78.15335845947266,-78.15335845947266,0.4633951783180237,0.05719493329524994,-78.15335845947266,0.12728092074394226,62021,0.12728092074394226,-0.0,-0.03206583112478256,-78.15335845947266,0.001
351.94,89,324,351.94,716,64122,0.4861260652542114,-79.62274169921875,-79.62274169921875,0.4861260652542114,0.061117056757211685,-79.62274169921875,0.6341704726219177,64021,0.6341704726219177,-0.0,0.16044849157333374,-79.62274169921875,0.001
359.63,89,328,359.63,738,66122,0.36543068289756775,-78.37092590332031,-78.37092590332031,0.36543068289756775,0.03852071240544319,-78.37092590332031,0.15100616216659546,66021,0.15100616216659546,-0.0,0.12970882654190063,-78.37092590332031,0.001
366.51,89,332,366.51,760,68122,0.4094487428665161,-81.54045104980469,-81.54045104980469,0.4094487428665161,0.03420555591583252,-81.54045104980469,0.17801712453365326,68021,0.17801712453365326,-0.0,0.2103683352470398,-81.54045104980469,0.001
