rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/RL_loss,train/actor_loss,train/loss,train/Main_losses,train/MSE_losses,train/critic_loss,train/n_updates,train/learning_rate,train/critic_los,train/Beta,train/MSE_loss
544.81,168,178,437,78283,-104.94100753,4.19795036315918,5.401055633425712,4.19795036315918,5.401055633425712,7.383631235361099,0.6502827793965116,67782,0.001,0.1782693862915039,0.0,7.407159328460693
606.89,172,177,478,84683,-103.40272501,1.6868151426315308,5.258168472796679,1.6868151426315308,5.258168472796679,7.451195362210274,0.6645039710449054,74182,0.001,0.07818332314491272,0.0,8.262699127197266
668.94,176,175,518,91083,-102.29477250999999,7.806176662445068,4.978652917742729,7.806176662445068,4.978652917742729,7.379628099799156,0.7356758461240679,80582,0.001,1.3734805583953857,0.0,7.687554836273193
700.73,180,174,559,97483,-99.81316434,4.247602462768555,4.696051286756992,4.247602462768555,4.696051286756992,7.423989653587341,0.6126574891689234,86982,0.001,0.4680247902870178,0.0,6.785373210906982
731.4,184,173,600,103883,-97.87955273,4.924869537353516,4.5795642295479775,4.924869537353516,4.5795642295479775,7.684273859262467,0.6070449333987199,93382,0.001,0.6288077235221863,0.0,8.32418155670166
791.41,188,172,640,110283,-95.77011715,3.114165782928467,4.365234358459711,3.114165782928467,4.365234358459711,7.870929649472236,0.4963779996312223,99782,0.001,0.09847842156887054,0.0,7.643739223480225
836.83,192,171,681,116683,-92.83539826,3.6791889667510986,4.177542262971401,3.6791889667510986,4.177542262971401,8.179831974506378,0.5446786473190878,106182,0.001,0.22238145768642426,0.0,7.288352012634277
882.71,196,170,721,123083,-90.28621433,3.565525531768799,4.053736170083284,3.565525531768799,4.053736170083284,7.910746695995331,0.4795090279879514,112582,0.001,0.14789777994155884,0.0,8.037548065185547
912.93,200,169,762,129483,-87.88045989,2.664482355117798,4.018562364727258,2.664482355117798,4.018562364727258,8.407708079218864,0.47089726050035097,118982,0.001,0.47215425968170166,0.0,8.3457670211792
955.96,204,169,803,135883,-85.61699901,4.090174674987793,3.9194800546765327,4.090174674987793,3.9194800546765327,7.838875084519386,0.4508916259044781,125382,0.001,0.4012908339500427,0.0,8.461504936218262
1017.18,208,168,843,142283,-82.80754684,6.858299255371094,3.8370615351200104,6.858299255371094,3.8370615351200104,8.411364572048187,0.35639841892989355,131782,0.001,0.3583741784095764,0.0,7.915306091308594
1078.53,212,168,884,148683,-80.5200352,2.545980215072632,3.635259165614843,2.545980215072632,3.635259165614843,9.13701696395874,0.4079050603386713,138182,0.001,0.13853155076503754,0.0,9.915963172912598
1136.98,216,167,924,155083,-77.70905338,2.9065074920654297,3.487820640951395,2.9065074920654297,3.487820640951395,8.885965886712075,0.34551326306420377,144582,0.001,0.048741552978754044,0.0,8.582118034362793
1167.54,220,167,965,161483,-75.50959646999999,3.947840452194214,3.4434792725741863,3.947840452194214,3.4434792725741863,9.329268940687179,0.3148073030204978,150982,0.001,0.15614427626132965,0.0,9.192520141601562
1212.95,224,166,1006,167883,-73.11118996,4.72801399230957,3.423534068018198,4.72801399230957,3.423534068018198,9.589124414920807,0.3022115621424746,157382,0.001,0.25204429030418396,0.0,9.763458251953125
1227.77,228,166,1046,174283,-69.72132595,5.982616901397705,3.3124439416825773,5.982616901397705,3.3124439416825773,9.455900053381919,0.308623222305323,163782,0.001,1.1581685543060303,0.0,8.711308479309082
1287.46,232,166,1087,180683,-66.33418147999998,2.4645464420318604,3.221258258074522,2.4645464420318604,3.221258258074522,9.163488489389419,0.3221097562153591,170182,0.001,0.09587987512350082,0.0,9.85951042175293
1317.34,236,165,1127,187083,-63.26694174999999,2.221822738647461,3.196677444130182,2.221822738647461,3.196677444130182,9.474065910577774,0.30301025201450105,176582,0.001,0.023556504398584366,0.0,9.360551834106445
1375.13,240,165,1168,193483,-59.66931692,2.529215097427368,3.070262671262026,2.529215097427368,3.070262671262026,9.578332781791687,0.26634399239323103,182982,0.001,0.47716933488845825,0.0,9.375476837158203
1435.45,244,165,1208,199883,-56.28038755000001,1.8971105813980103,3.0526546800136565,1.8971105813980103,3.0526546800136565,10.327301045656204,0.2679820468521211,189382,0.001,0.022733595222234726,0.0,10.131568908691406
1480.64,248,165,1249,206283,-52.92418162,2.2110648155212402,2.918265833109617,2.2110648155212402,2.918265833109617,9.854372065067292,0.20733939158672002,195782,0.001,0.06767956167459488,0.0,9.834315299987793
1511.01,252,164,1290,212683,-50.147802580000004,3.006098985671997,2.8270489628612996,3.006098985671997,2.8270489628612996,9.873972556591035,0.218967828542809,202182,0.001,0.048243146389722824,0.0,9.697102546691895
1539.84,256,164,1330,219083,-47.88744966,2.719172954559326,2.6522329318523408,2.719172954559326,2.6522329318523408,10.072169286012649,0.18592458735656692,208582,0.001,0.11917911469936371,0.0,9.944977760314941
1570.28,260,164,1371,225483,-44.9259765,2.23748517036438,2.407628854215145,2.23748517036438,2.407628854215145,10.493025666475296,0.171128624509729,214982,0.001,0.025894254446029663,0.0,10.227601051330566
1600.0,264,164,1411,231883,-42.79661476999999,4.247674942016602,2.373851897716522,4.247674942016602,2.373851897716522,10.789666265249252,0.14884548070622258,221382,0.001,0.2454524040222168,0.0,10.552692413330078
1600.0,268,164,1452,238283,-40.57156524,1.4835692644119263,2.149031649082899,1.4835692644119263,2.149031649082899,10.41439355611801,0.12809560949812293,227782,0.001,0.0070331767201423645,0.0,10.012056350708008
1585.34,272,163,1483,243217,-39.7287891,2.1287190914154053,1.8626024605333804,2.1287190914154053,1.8626024605333804,10.476604616641998,0.10508321195098688,232716,0.001,0.020735884085297585,0.0,10.789419174194336
1585.34,276,163,1524,249617,-38.569381629999995,1.3543769121170044,1.6766172637045385,1.3543769121170044,1.6766172637045385,11.317905744314194,0.11803868864339165,239116,0.001,0.006456492468714714,0.0,10.60366439819336
1585.34,280,163,1564,256017,-36.60896296000001,1.2490886449813843,1.486508212685585,1.2490886449813843,1.486508212685585,11.1656262922287,0.08166937487374526,245516,0.001,0.010025231167674065,0.0,10.77656364440918
1585.34,284,163,1605,262417,-35.52400549000001,1.1775223016738892,1.2404628311097623,1.1775223016738892,1.2404628311097623,11.640644211769104,0.10152344243037077,251916,0.001,0.006134364753961563,0.0,11.830267906188965
1540.75,288,163,1617,264358,-36.40831384,1.1789323091506958,1.168349646386646,1.1789323091506958,1.168349646386646,11.675657681056432,0.04856981162789881,253857,0.001,1.2037439346313477,0.0,11.633400917053223
1540.75,292,163,1657,270758,-35.823560289999996,1.0111669301986694,1.143931776508689,1.0111669301986694,1.143931776508689,11.32783473610878,0.06660782152997853,260257,0.001,0.01481401827186346,0.0,10.62277889251709
1540.75,296,163,1698,277158,-35.07176766999999,1.1085894107818604,1.1002568024396897,1.1085894107818604,1.1002568024396897,11.259185091257095,0.03198898573937185,266657,0.001,0.24429699778556824,0.0,11.47509479522705
1525.48,300,162,1737,282031,-34.704000869999994,1.0001614093780518,1.053326933607459,1.0001614093780518,1.053326933607459,11.34758882880211,0.030502187415804655,273057,0.001,0.026174191385507584,0.0,11.859455108642578
1480.16,304,163,1741,283899,-35.795475110000005,1.0852854251861572,1.056314963467267,1.0852854251861572,1.056314963467267,11.33525359873869,0.12281910416655889,273398,0.001,0.1508210003376007,0.0,11.646759033203125
1418.87,308,162,1751,284170,-38.62199083,1.0475459098815918,1.1466806332270305,1.0475459098815918,1.1466806332270305,11.38497437371148,0.01999961191410515,275196,0.001,0.005937307607382536,0.0,11.193469047546387
1388.76,312,162,1764,287559,-39.34496292,1.0415539741516113,1.1138757603615523,1.0415539741516113,1.1138757603615523,11.41606500864029,0.06471184143083519,277058,0.001,0.005641143769025803,0.0,11.320512771606445
1358.34,316,162,1793,290917,-40.95651466000001,1.0119010210037231,1.1224277883768081,1.0119010210037231,1.1224277883768081,11.299180507659912,0.04385128162368661,281939,0.001,0.06131220608949661,0.0,11.39116382598877
1313.02,320,162,1805,292785,-42.38871577,1.0840846300125122,1.1305911143620808,1.0840846300125122,1.1305911143620808,11.577945953760391,0.06793661050659676,283800,0.001,0.005028874147683382,0.0,12.08987808227539
1251.79,324,162,1807,293062,-44.094589150000004,1.0246087312698364,1.2066798170407613,1.0246087312698364,1.2066798170407613,11.05890900293986,0.22668598919020344,284105,0.001,0.0034265448339283466,0.0,10.897798538208008
1191.79,328,162,1809,293462,-47.19045687,0.9941274523735046,1.2038866502267342,0.9941274523735046,1.2038866502267342,10.821700467003716,0.1300366887611475,284457,0.001,0.0025024395436048508,0.0,10.526158332824707
1131.33,332,162,1812,293816,-50.04284204,0.9393787980079651,1.204033842086792,0.9393787980079651,1.204033842086792,10.819319744110107,0.17247163189109416,284800,0.001,0.20278400182724,0.0,10.10291862487793
1071.64,336,162,1814,294247,-52.61291504,1.0224064588546753,1.2736392043671518,1.0224064588546753,1.2736392043671518,10.870799118617796,0.26411301547327554,285234,0.001,0.013995427638292313,0.0,10.165553092956543
1050.83,340,162,1834,298566,-53.61597193000001,1.0147534608840942,1.2994807848835936,1.0147534608840942,1.2994807848835936,11.192476083736608,0.15492250730488982,288065,0.001,0.03738300874829292,0.0,10.770644187927246
1007.88,344,162,1854,300671,-56.386058029999994,1.749751091003418,1.3773468178179529,1.749751091003418,1.3773468178179529,11.670732776323954,0.21807761946143323,291474,0.001,0.10622680932283401,0.0,11.744507789611816
991.02,348,162,1877,305385,-56.62382400999999,1.059145212173462,1.3823219040247399,1.059145212173462,1.3823219040247399,11.160364596549607,0.21108868459494157,294884,0.001,0.01907404512166977,0.0,10.595986366271973
991.02,352,162,1917,311785,-53.87610870999999,1.3517905473709106,1.3436188937723637,1.3517905473709106,1.3436188937723637,11.354524844884873,0.23637421691732016,301284,0.001,0.33530497550964355,0.0,10.901982307434082
991.02,356,162,1958,318185,-49.854498039999996,0.9294645190238953,1.317244958281517,0.9294645190238953,1.317244958281517,11.31018234848976,0.16807031099204323,307684,0.001,0.01879671961069107,0.0,11.32182502746582
991.02,360,162,1998,324585,-41.700219880000006,1.6067054271697998,1.116051516830921,1.6067054271697998,1.116051516830921,10.798598297834396,0.20997280416675493,314084,0.001,0.3296314477920532,0.0,11.069454193115234
975.72,364,162,2030,329455,-34.257672469999996,0.5724206566810608,0.90061533002834,0.5724206566810608,0.90061533002834,10.170540282396766,0.1843722384547445,319131,0.001,0.13044863939285278,0.0,9.499558448791504
933.59,368,161,2051,331642,-32.778258599999994,0.918473482131958,0.7427320002658431,0.918473482131958,0.7427320002658431,10.848302493224272,0.22832683366062623,322641,0.001,0.057217177003622055,0.0,10.833541870117188
921.25,372,162,2068,335342,-25.86308705,0.39203402400016785,0.6653929200204716,0.39203402400016785,0.6653929200204716,10.56894691029533,0.19289273322048428,325105,0.001,0.049885738641023636,0.0,10.502829551696777
913.1,376,162,2104,340927,-17.558484549999992,0.27404987812042236,0.45165178823840874,0.27404987812042236,0.45165178823840874,9.349431002962179,0.23293550751418218,330719,0.001,0.12082186341285706,0.0,9.407273292541504
888.11,380,161,2128,344828,-10.93752031,-0.18854185938835144,0.23139443585047653,-0.18854185938835144,0.23139443585047653,8.786369172732035,0.2044495381245118,334603,0.001,0.040304262191057205,0.0,8.255105018615723
869.97,384,161,2158,349414,-0.9231544999999965,-0.48112332820892334,0.039570899051968776,-0.48112332820892334,0.039570899051968776,9.851396582032617,0.2522130284855274,339271,0.001,0.14683209359645844,0.0,9.682430267333984
898.97,388,161,2189,354255,12.79675814,-0.368733674287796,-0.2789640600866093,-0.368733674287796,-0.2789640600866093,9.74558448389449,0.24373316377146925,344168,0.001,0.029037417843937874,0.0,9.870301246643066
884.74,392,161,2218,359232,20.399005700000004,-0.8271058201789856,-0.7005271657939449,-0.8271058201789856,-0.7005271657939449,6.972331316500849,0.24927451738379464,348731,0.001,0.04513918608427048,0.0,6.71805477142334
869.31,396,161,2248,364089,16.587545660000004,-1.619242787361145,-1.4649447413402958,-1.619242787361145,-1.4649447413402958,9.507264814972878,0.3623851569672115,353588,0.001,0.08269251883029938,0.0,9.110998153686523
839.14,400,161,2268,365945,13.28590357,-3.464247465133667,-2.7377527941378856,-3.464247465133667,-2.7377527941378856,8.995420486696306,0.7034796639796226,356985,0.001,0.3698696494102478,0.0,8.73532772064209
822.83,404,161,2270,366182,12.206165839999999,-2.2047975063323975,-2.867634856700897,-2.2047975063323975,-2.867634856700897,9.216074593861897,0.6459148508807023,357223,0.001,0.5124824047088623,0.0,9.592740058898926
822.61,408,161,2271,366431,12.10901298,-2.2196309566497803,-2.868333307004744,-2.2196309566497803,-2.868333307004744,8.963435203798356,1.0729381349243101,357460,0.001,0.5676411986351013,0.0,9.379742622375488
791.46,412,161,2273,366705,10.212157679999999,-4.494464874267578,-3.2712513569629555,-4.494464874267578,-3.2712513569629555,9.522324099685207,0.9298326987208743,357739,0.001,0.8497481942176819,0.0,9.686330795288086
761.94,416,161,2276,367111,8.102184710000001,-4.925171852111816,-3.782013992093644,-4.925171852111816,-3.782013992093644,9.526041480730164,0.8305496839138696,358104,0.001,0.4323318600654602,0.0,10.34677791595459
747.06,420,161,2278,367491,6.376000430000002,-3.74725341796875,-3.7870281026476906,-3.74725341796875,-3.7870281026476906,9.662670998346238,1.6147603275144802,358495,0.001,0.7420215606689453,0.0,9.811773300170898
747.78,424,161,2280,367840,5.29072337,-6.175907611846924,-4.247424080016765,-6.175907611846924,-4.247424080016765,9.561373994705525,1.5723107549104285,358847,0.001,1.8595304489135742,0.0,9.001093864440918
746.06,428,161,2282,368068,4.385379130000001,-5.329150199890137,-4.518290786743164,-5.329150199890137,-4.518290786743164,9.615844383239747,0.900494493842125,359113,0.001,0.5042736530303955,0.0,9.3860445022583
745.21,432,161,2284,368337,3.3586684599999987,-5.045629024505615,-4.608586603686923,-5.045629024505615,-4.608586603686923,9.57759580158052,1.4087181866887104,359382,0.001,1.7170511484146118,0.0,8.38944149017334
743.87,436,161,2285,368634,2.0100783800000004,-3.480842113494873,-5.169477925156102,-3.480842113494873,-5.169477925156102,9.843222791498357,1.0285157396722195,359661,0.001,0.658722996711731,0.0,10.258169174194336
703.48,440,161,2287,368914,-1.0026699099999974,-5.04026985168457,-5.46325845822044,-5.04026985168457,-5.46325845822044,9.387470514877982,0.9037898011181665,359949,0.001,1.7297265529632568,0.0,9.56579303741455
685.22,444,161,2289,369193,-1.81422661,-4.548747539520264,-6.719100818037987,-4.548747539520264,-6.719100818037987,6.10844312608242,1.7042300762638214,360236,0.001,3.8940067291259766,0.0,5.978760719299316
640.47,448,161,2290,369432,-5.520536770000002,-7.486984729766846,-7.026516755421956,-7.486984729766846,-7.026516755421956,6.158317120869954,1.5652241066098214,360470,0.001,0.6076469421386719,0.0,6.075150489807129
579.1,452,161,2292,369695,-11.9935809,-6.17789363861084,-7.390537261962891,-6.17789363861084,-7.390537261962891,6.0902312551225934,1.236849741227385,360738,0.001,1.3259825706481934,0.0,6.301653861999512
517.95,456,161,2294,369980,-20.03431671,-8.731955528259277,-7.844193331400553,-8.731955528259277,-7.844193331400553,6.09692660967509,2.6385205055276555,361031,0.001,0.8519249558448792,0.0,6.274394512176514
456.24,460,161,2295,370209,-32.010041799999996,-9.749759674072266,-7.861617803573608,-9.749759674072266,-7.861617803573608,6.121725082397461,1.0661163027169274,361255,0.001,0.6149652004241943,0.0,5.557362079620361
409.97,464,161,2297,370452,-42.96235737,-9.637407302856445,-8.380795605977376,-9.637407302856445,-8.380795605977376,6.041718530654907,1.627685163990926,361488,0.001,0.6525906920433044,0.0,6.051814556121826
390.8,468,161,2299,370722,-48.34106328,-8.676689147949219,-9.172306343913078,-8.676689147949219,-9.172306343913078,6.035726249217987,1.467975826963546,361748,0.001,1.5649096965789795,0.0,5.78645133972168
355.91,472,161,2300,370933,-58.260482970000005,-7.869924068450928,-9.259166479110718,-7.869924068450928,-9.259166479110718,6.048430332770715,1.2144091637695538,361986,0.001,0.7931208610534668,0.0,6.196926593780518
301.9,476,161,2301,371117,-69.42861152999998,-11.770644187927246,-9.87715196609497,-11.770644187927246,-9.87715196609497,6.008705269206654,1.190355536672804,362167,0.001,0.7878078818321228,0.0,5.697331428527832
264.87,480,161,2303,371315,-79.69575414999998,-9.610334396362305,-9.836017737021812,-9.610334396362305,-9.836017737021812,6.49343492434575,1.8037947451367098,362368,0.001,0.6060563325881958,0.0,6.368610858917236
221.01,484,161,2304,371515,-93.1999172,-10.793646812438965,-10.176381294543926,-10.793646812438965,-10.176381294543926,6.6920168950007515,1.3369456403530562,362561,0.001,0.9587011337280273,0.0,6.4853196144104
174.7,488,161,2305,371725,-108.48549994,-10.051033973693848,-10.465261783599853,-10.051033973693848,-10.465261783599853,6.596663150787354,1.741328945159912,362773,0.001,1.5989060401916504,0.0,6.887087821960449
126.87,492,161,2306,371919,-119.73907406999999,-10.157106399536133,-11.108832081158956,-10.157106399536133,-11.108832081158956,6.617095649242401,1.396010039995114,362968,0.001,0.7376503348350525,0.0,6.423818111419678
80.25,496,161,2308,372114,-119.76473662000001,-11.430891036987305,-11.332391579945883,-11.430891036987305,-11.332391579945883,6.733325560887654,1.0873349172373612,363163,0.001,0.2536431849002838,0.0,7.117746353149414
65.01,500,161,2310,372446,-119.60502370999998,-11.644777297973633,-11.480014533996583,-11.644777297973633,-11.480014533996583,6.667358212471008,2.0805660726419135,363511,0.001,0.8499599695205688,0.0,6.109737396240234
65.83,504,161,2312,372765,-120.04583874999999,-10.423955917358398,-11.571916156344944,-10.423955917358398,-11.571916156344944,6.772607149901213,3.0303873221079507,363809,0.001,2.8477373123168945,0.0,6.825664043426514
65.58,508,161,2313,372989,-120.56017589,-11.860269546508789,-11.518378818736357,-11.860269546508789,-11.518378818736357,6.75628241370706,4.491831778165172,364037,0.001,0.7875183820724487,0.0,6.7568254470825195
64.49,512,161,2314,373154,-120.68126796,-10.733522415161133,-11.897702267295436,-10.733522415161133,-11.897702267295436,6.6011964396426555,2.824906647969515,364201,0.001,0.8093289136886597,0.0,6.884722709655762
64.76,516,161,2317,373587,-120.56688687,-12.741007804870605,-12.252348084883256,-12.741007804870605,-12.252348084883256,6.7237821839072485,1.7542873454523515,364589,0.001,0.2506355047225952,0.0,6.72170352935791
65.98,520,161,2320,374089,-120.7039159,-11.483464241027832,-12.270366388956706,-11.483464241027832,-12.270366388956706,6.7957947667439775,2.0104097585804417,365041,0.001,6.157902717590332,0.0,7.40996789932251
68.48,524,161,2323,374688,-120.53548894,-12.27890396118164,-12.399026329452926,-12.27890396118164,-12.399026329452926,6.824196022910041,1.6096545956223398,365647,0.001,3.6570839881896973,0.0,6.448715686798096
80.75,528,161,2333,376143,-120.93046586,-12.823809623718262,-12.039348486017008,-12.823809623718262,-12.039348486017008,6.680316504884939,1.3921933728999467,367135,0.001,0.2988129258155823,0.0,7.003963470458984
129.29,532,161,2357,381266,-119.43086577000003,-9.98655891418457,-10.94367840051651,-9.98655891418457,-10.94367840051651,6.5069145071506505,1.4948465546313674,370765,0.001,1.1476002931594849,0.0,5.833928108215332
175.37,536,161,2388,386171,-112.58762286,-7.528754711151123,-8.230547054758611,-7.528754711151123,-8.230547054758611,6.457378333469607,1.3350002734434037,375670,0.001,1.4695959091186523,0.0,6.4794840812683105
200.97,540,161,2413,389011,-108.66942064999999,-4.285891056060791,-6.5209145800801185,-4.285891056060791,-6.5209145800801185,6.447412686789687,1.3315653480907943,379791,0.001,0.5564079284667969,0.0,6.710417747497559
216.06,544,161,2426,390799,-106.09208306999999,-4.798738956451416,-6.0387042462825775,-4.798738956451416,-6.0387042462825775,6.249445125460625,1.0945335738360882,381837,0.001,0.9148370027542114,0.0,6.644074440002441
