rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/critic_loss,train/Beta,train/RL_loss,train/learning_rate,train/Main_losses,train/MSE_loss,train/critic_los,train/n_updates,train/loss,train/MSE_losses
-72.67909997999999,204,1304.53,1106,185694,167,2.4287060672044753,0.910395001671277,0.0,3.2584774494171143,0.001,2.4287060672044753,7.416868686676025,0.4488492012023926,174739,3.2584774494171143,7.323616252541542
-70.67013281,208,1319.63,1147,192094,167,2.172546652331948,0.3751186633645557,0.0,2.4135475158691406,0.001,2.172546652331948,7.689793586730957,0.9079557061195374,181139,2.4135475158691406,7.274442837238312
-69.05368001,212,1334.05,1187,198494,167,2.030307309627533,0.43062597760232163,0.0,1.2483426332473755,0.001,2.030307309627533,7.283024787902832,0.8088444471359253,187539,1.2483426332473755,6.895234906077385
-68.24850351,216,1337.68,1218,203457,166,1.8417484891414642,0.3318331306334585,0.0,1.8268007040023804,0.001,1.8417484891414642,6.562081813812256,0.2201416939496994,192502,1.8268007040023804,6.506276577115059
-68.17411631999998,220,1347.41,1249,208316,166,1.854552536830306,0.30235277442377995,0.0,2.2672572135925293,0.001,1.854552536830306,6.783038139343262,0.07934430986642838,197361,2.2672572135925293,6.420029916167259
-68.15684474999999,224,1347.41,1289,214716,166,2.030235177502036,0.4221153625356965,0.0,1.1892342567443848,0.001,2.030235177502036,6.83777379989624,0.04715757071971893,203761,1.1892342567443848,6.421057945489883
-67.26858095,228,1347.41,1329,221116,166,2.1953836649656298,0.24089061026927083,0.0,3.0954878330230713,0.001,2.1953836649656298,6.015059471130371,0.1673870086669922,210161,3.0954878330230713,6.261974063515663
-65.83484877,232,1347.41,1370,227516,166,2.2515042090415953,0.305688414121978,0.0,2.5057711601257324,0.001,2.2515042090415953,6.442105770111084,0.33022111654281616,216561,2.5057711601257324,6.2867519801855085
-66.99342501,236,1347.41,1410,233916,165,2.1855211302638056,0.19800606951816008,0.0,2.5024495124816895,0.001,2.1855211302638056,5.81004524230957,0.15082941949367523,222961,2.5024495124816895,5.9095827609300615
-66.91416162,240,1347.41,1450,240316,165,2.1039885821938515,0.15698856082279236,0.0,1.74520742893219,0.001,2.1039885821938515,6.662227153778076,0.18507976830005646,229361,1.74520742893219,5.811100619435311
-64.97484123,244,1355.78,1491,246716,165,2.1355746741592885,0.23944981422973796,0.0,2.4217050075531006,0.001,2.1355746741592885,6.393497943878174,0.05203954875469208,235761,2.4217050075531006,5.763163976669311
-62.776059579999995,248,1355.78,1531,253116,165,1.8054032032191754,0.10587334841897246,0.0,1.6553955078125,0.001,1.8054032032191754,5.965127468109131,0.02015688456594944,242161,1.6553955078125,5.514489830732345
-61.48787708000002,252,1355.78,1571,259516,165,1.4786755600571633,0.09700292596942744,0.0,1.1533843278884888,0.001,1.4786755600571633,5.8508830070495605,0.010063731111586094,248561,1.1533843278884888,5.5870454078912735
-57.63572119000001,256,1364.35,1612,265916,164,1.2433712277561426,0.09628741989610717,0.0,0.9027970433235168,0.001,1.2433712277561426,6.245321750640869,0.09143002331256866,254961,0.9027970433235168,5.7044526201486585
-52.45058886999999,260,1406.64,1652,272316,164,1.0557747209072113,0.18385007945355028,0.0,1.4085259437561035,0.001,1.0557747209072113,5.96304988861084,0.03013651818037033,261361,1.4085259437561035,5.843030638098717
-48.439043999999996,264,1442.52,1692,278307,164,0.9282792203873396,0.08702253905241378,0.0,0.8595519661903381,0.001,0.9282792203873396,5.752198219299316,0.035166896879673004,267761,0.8595519661903381,5.356286202669144
-46.95756226999999,268,1398.07,1710,280262,163,0.8471684102658872,0.06412783285809888,0.0,1.1828458309173584,0.001,0.8471684102658872,5.510256290435791,0.12410326302051544,270786,1.1828458309173584,5.194446925763731
-45.93767750999999,272,1402.44,1714,280945,163,0.9134724126620726,0.08121796950012788,0.0,0.641734778881073,0.001,0.9134724126620726,5.157020092010498,0.015056897886097431,271414,0.641734778881073,5.142502719705755
-44.31920177000001,276,1423.5,1728,283244,163,0.8312536173246123,0.08855008721972506,0.0,1.224962592124939,0.001,0.8312536173246123,4.963212013244629,0.31988686323165894,273596,1.224962592124939,5.1834157524686875
-45.37531867,280,1365.66,1733,283860,163,0.8450924248287552,0.13144642842541399,0.0,0.7639252543449402,0.001,0.8450924248287552,5.143021106719971,0.04020421952009201,274355,0.7639252543449402,5.433225932874177
-47.25489307,284,1306.26,1736,284320,163,0.7483473993264712,0.1566325740865137,0.0,0.45499083399772644,0.001,0.7483473993264712,4.777490139007568,0.17139776051044464,274831,0.45499083399772644,5.50292862378634
-45.591753280000006,288,1290.85,1758,289179,164,0.8119517867717514,0.20547714834974612,0.0,0.25963523983955383,0.001,0.8119517867717514,5.989438533782959,0.10927698016166687,278224,0.25963523983955383,5.453396740555763
-40.38516201,292,1290.85,1799,295579,164,0.5987851984416375,0.3003391522099264,0.0,0.23989473283290863,0.001,0.5987851984416375,4.86881160736084,0.12610864639282227,284624,0.23989473283290863,5.078525278866291
-39.17760172,296,1263.01,1829,299195,163,0.4654468853087699,0.2486279533916443,0.0,0.8415067791938782,0.001,0.4654468853087699,5.284992694854736,0.174364373087883,289546,0.8415067791938782,4.801675319671631
-39.502209199999996,300,1230.77,1849,302371,163,0.3895678593589582,0.1891849397023907,0.0,1.624016523361206,0.001,0.3895678593589582,5.023431301116943,0.42764759063720703,292846,1.624016523361206,4.825465799570083
-41.23409151999999,304,1195.07,1862,305201,163,0.40149696772730026,0.3831990058750035,0.0,-0.06334717571735382,0.001,0.40149696772730026,4.7135748863220215,0.03766239434480667,294740,-0.06334717571735382,4.832622356723791
-40.3120151,308,1165.38,1881,308632,164,0.33919871137900787,0.1607809648051992,0.0,1.3041763305664062,0.001,0.33919871137900787,4.5857157707214355,0.08006078749895096,297677,1.3041763305664062,4.809470185366544
-34.243383990000005,312,1165.38,1921,315032,163,0.20899822915918775,0.21215278538060375,0.0,0.2477831244468689,0.001,0.20899822915918775,4.562142848968506,0.04864952713251114,304077,0.2477831244468689,4.523390974998474
-35.44585728,316,1126.85,1934,316142,163,0.251685973183622,0.27840338856404784,0.0,-0.15764190256595612,0.001,0.251685973183622,4.781201362609863,0.4805157780647278,306242,-0.15764190256595612,4.546242289147523
-28.71089624,320,1128.45,1967,321161,163,0.12426133458151525,0.2674612088641152,0.0,0.22385364770889282,0.001,0.12426133458151525,5.226046085357666,0.1539132297039032,311587,0.22385364770889282,4.69155269831419
-28.25870146,324,1088.17,1975,323533,163,0.21898591402902404,0.2859768827301516,0.0,-0.2868078649044037,0.001,0.21898591402902404,5.212869644165039,0.19176054000854492,312578,-0.2868078649044037,4.677460204349475
-19.841350619999996,328,1088.17,2015,329933,163,-0.020292782128672117,0.30483488395577296,0.0,0.47447994351387024,0.001,-0.020292782128672117,4.140074253082275,0.0872117429971695,318978,0.47447994351387024,4.578377061784267
-8.45117485,332,1082.84,2053,335800,163,-0.4848453529181799,0.3216486538534266,0.0,-1.1705204248428345,0.001,-0.4848453529181799,4.103298664093018,0.16406194865703583,324989,-1.1705204248428345,4.022824756871322
4.214719819999998,336,1080.41,2091,341957,163,-1.009607177953212,0.32233236510306595,0.0,0.8300921320915222,0.001,-1.009607177953212,4.336750030517578,0.9622675180435181,331002,0.8300921320915222,3.6854587402939796
9.140415530000002,340,1050.15,2121,345331,162,-1.4958781322607628,0.411203419856708,0.0,-0.5711528062820435,0.001,-1.4958781322607628,3.318491220474243,0.3668777048587799,335926,-0.5711528062820435,3.4918681927216357
16.285732620000005,344,1032.29,2142,349945,163,-1.6815925149162034,0.27983507713145817,0.0,-0.04322662204504013,0.001,-1.6815925149162034,4.447946071624756,0.055458344519138336,339045,-0.04322662204504013,3.3875541723285636
23.48218926,348,1020.48,2174,355164,163,-1.9740529918092322,0.4404484998767514,0.0,-1.886257290840149,0.001,-1.9740529918092322,3.0639750957489014,0.12297308444976807,344280,-1.886257290840149,3.2435919821679176
33.646926089999994,352,1019.27,2214,361443,163,-2.414105283189565,0.2861424499074928,0.0,-2.9786224365234375,0.001,-2.414105283189565,3.085655450820923,0.5069427490234375,350597,-2.9786224365234375,3.2548587495088577
40.41172375,356,997.67,2248,365683,162,-2.7893706109928367,0.31322303049594785,0.0,-2.8226776123046875,0.001,-2.7893706109928367,3.0588512420654297,0.10872407257556915,356207,-2.8226776123046875,3.3721022070745934
46.42456630999999,360,971.78,2266,369494,163,-2.925678083369898,0.4086467620747744,0.0,-3.4656951427459717,0.001,-2.925678083369898,3.0203051567077637,0.11883416771888733,358968,-3.4656951427459717,3.2673122462376143
55.995046949999995,364,955.59,2295,373866,162,-3.303692053917979,0.3793468638827078,0.0,-3.3136448860168457,0.001,-3.303692053917979,3.09480881690979,3.6950197219848633,363616,-3.3136448860168457,3.2457566190938483
58.5318164,368,953.44,2309,375606,162,-3.386591446667718,0.35220537016794434,0.0,-4.13947057723999,0.001,-3.386591446667718,3.294663667678833,0.18541103601455688,365991,-4.13947057723999,3.325802390529461
64.42309944,372,971.0,2320,378045,162,-3.422183723109109,0.3482671063492961,0.0,-3.817049980163574,0.001,-3.422183723109109,3.062077045440674,0.07870952785015106,367591,-3.817049980163574,3.013039244924273
78.00546947999999,376,996.27,2350,382871,162,-3.7308552393597134,0.40293231156773,0.0,-3.999742031097412,0.001,-3.7308552393597134,3.181783437728882,0.816900908946991,372428,-3.999742031097412,3.2655857867298863
93.04431176999998,380,1034.41,2378,387301,162,-4.027042959952751,0.4125967287628906,0.0,-5.03522253036499,0.001,-4.027042959952751,3.021570920944214,0.8228095769882202,376879,-5.03522253036499,3.142532191302992
108.03375434000002,384,1071.51,2404,391471,162,-4.292161031374856,0.40928431311318125,0.0,-3.7722277641296387,0.001,-4.292161031374856,3.5595664978027344,0.11617295444011688,381146,-3.7722277641296387,3.2129249963810835
119.72830836000001,388,1063.55,2429,395534,162,-4.633243191966694,0.3740837501178615,0.0,-2.746814489364624,0.001,-4.633243191966694,3.242384195327759,1.679117202758789,385171,-2.746814489364624,3.0320089262932486
124.21217388999999,392,1034.46,2454,399025,162,-4.862941994589448,0.4176147411262472,0.0,-5.792274475097656,0.001,-4.862941994589448,3.507896900177002,2.381701707839966,389121,-5.792274475097656,3.14776708075194
133.66769421,396,1032.96,2473,402491,162,-5.10781300610835,0.3651807426219819,0.0,-5.790604591369629,0.001,-5.10781300610835,2.88992977142334,0.6009865999221802,392177,-5.790604591369629,2.966632245318724
143.88356896999997,400,1034.11,2493,405782,162,-5.333419019977252,0.443650483219415,0.0,-6.290646076202393,0.001,-5.333419019977252,2.5902507305145264,0.08103952556848526,395386,-6.290646076202393,2.8946634332338967
158.67645785000002,404,1047.99,2520,410000,162,-5.701651363815515,0.40986668213410077,0.0,-5.15314245223999,0.001,-5.701651363815515,3.318824291229248,0.2971440553665161,399687,-5.15314245223999,2.893394449923901
170.13736529999997,408,1051.75,2544,413807,162,-6.0986828302620815,0.4420483015581693,0.0,-6.160167217254639,0.001,-6.0986828302620815,2.560302257537842,0.18793997168540955,403494,-6.160167217254639,2.7379204254805276
176.79897010999997,412,1027.21,2568,417753,162,-6.365796136568828,0.41857510861233777,0.0,-5.624970436096191,0.001,-6.365796136568828,2.672260046005249,0.22008280456066132,407468,-5.624970436096191,2.8171109985634986
192.6061437,416,1052.49,2591,421391,162,-6.667926480195352,0.3812162771355361,0.0,-7.149555683135986,0.001,-6.667926480195352,2.4883837699890137,0.13437378406524658,411132,-7.149555683135986,2.698759916637625
200.67210759999998,420,1039.58,2614,425119,162,-6.946751826267778,0.44513309035313436,0.0,-6.720509052276611,0.001,-6.946751826267778,2.884087562561035,0.31081873178482056,414809,-6.720509052276611,2.6188101459527893
214.24384489,424,1053.74,2638,428907,162,-7.254412345572908,0.3821782912304749,0.0,-7.824649333953857,0.001,-7.254412345572908,2.4845774173736572,0.07457460463047028,418594,-7.824649333953857,2.4685203404886766
217.16487791000003,428,1024.59,2660,432392,162,-7.445061288381877,0.40674733517184986,0.0,-7.045385360717773,0.001,-7.445061288381877,2.902097702026367,0.0855470672249794,422126,-7.045385360717773,2.462937637640719
216.32556592,432,996.09,2679,435409,162,-7.599605030483669,0.4149778901547607,0.0,-8.930917739868164,0.001,-7.599605030483669,2.2164907455444336,0.1295166313648224,425128,-8.930917739868164,2.3922220882442264
215.18009786,436,965.17,2697,438474,162,-7.8298350513367625,0.47945864351617323,0.0,-7.270009517669678,0.001,-7.8298350513367625,2.2618255615234375,0.20346204936504364,428130,-7.270009517669678,2.294988265305307
223.71147027000004,440,968.7,2721,442201,162,-8.045096884129947,0.4410705501726236,0.0,-6.241932392120361,0.001,-8.045096884129947,2.5192811489105225,0.38387757539749146,431922,-6.241932392120361,2.3013994693756104
229.11252844999999,444,959.86,2744,445931,162,-8.405805221443012,0.44740426558741675,0.0,-6.917260646820068,0.001,-8.405805221443012,2.399453639984131,0.16857796907424927,435655,-6.917260646820068,2.2326073109336164
229.73015582,448,940.5,2764,449214,162,-8.559060850831651,0.5992926648050024,0.0,-9.528337478637695,0.001,-8.559060850831651,2.146110773086548,0.6698927283287048,438818,-9.528337478637695,2.1887696637320766
229.87847602999997,452,914.22,2789,452865,162,-8.712223687455884,0.5277211333776095,0.0,-7.535916805267334,0.001,-8.712223687455884,2.386932134628296,0.204214945435524,442787,-7.535916805267334,2.1515576817416555
228.83425928,456,897.34,2807,455417,162,-8.84649628614768,0.56375689689635,0.0,-8.362030029296875,0.001,-8.84649628614768,1.8445067405700684,4.248225212097168,445788,-8.362030029296875,2.125424866187267
231.25348514,460,892.22,2824,458716,162,-8.88076606850875,0.546919047299745,0.0,-8.668513298034668,0.001,-8.88076606850875,2.1188292503356934,0.3926662802696228,448367,-8.668513298034668,2.0939639309832923
233.62503998999998,464,884.89,2847,462355,162,-9.187874081441565,0.6048158922437894,0.0,-9.055808067321777,0.001,-9.187874081441565,2.0194079875946045,0.2665945887565613,452060,-9.055808067321777,2.136837764195341
245.52681408999996,468,904.19,2870,466025,162,-9.366285141025271,0.6322510880215207,0.0,-9.127535820007324,0.001,-9.366285141025271,1.8582721948623657,0.3374752104282379,455748,-9.127535820007324,2.047537879486169
255.08582097000001,472,915.84,2893,469629,162,-9.640649808163674,0.5125882457242764,0.0,-9.192842483520508,0.001,-9.640649808163674,2.1962575912475586,0.12430278211832047,459384,-9.192842483520508,2.0832848377838302
255.99943833999998,476,903.17,2915,473188,162,-9.952960373854799,0.5819681354751021,0.0,-10.564441680908203,0.001,-9.952960373854799,2.0057852268218994,0.12783436477184296,462970,-10.564441680908203,1.8882378743410648
256.77039333,480,894.32,2937,476733,162,-10.040576554428448,0.6271030122623541,0.0,-9.110419273376465,0.001,-10.040576554428448,1.8868762254714966,0.5810282230377197,466491,-9.110419273376465,1.9575490260666066
257.29400309,484,888.01,2959,480272,162,-10.302234001963702,0.5546269926833604,0.0,-9.950848579406738,0.001,-10.302234001963702,1.934536099433899,0.6446017026901245,470056,-9.950848579406738,1.8410184026043643
257.83870511,488,883.11,2981,483845,162,-10.546232721924243,0.6105986420587717,0.0,-10.009212493896484,0.001,-10.546232721924243,1.954977035522461,0.6521093845367432,473596,-10.009212493896484,1.8076831590535953
262.45015231,492,883.18,3003,487343,162,-10.866237883319222,0.47167621782464436,0.0,-10.80523681640625,0.001,-10.866237883319222,1.6942405700683594,0.14665378630161285,477146,-10.80523681640625,1.7991158179762239
264.73184818999994,496,883.46,3024,490837,162,-11.01430836944917,0.5723141238841724,0.0,-11.63352108001709,0.001,-11.01430836944917,1.8083858489990234,0.1485312283039093,480605,-11.63352108001709,1.7335288393050103
268.06054059,500,887.31,3047,494513,162,-11.243770916599873,0.588413445583029,0.0,-9.631340026855469,0.001,-11.243770916599873,2.0994365215301514,0.31151124835014343,484278,-9.631340026855469,1.6880539867503583
268.61287554,504,880.33,3069,498033,162,-11.331589473377575,0.5726353916043246,0.0,-10.601204872131348,0.001,-11.331589473377575,1.6853785514831543,0.15083101391792297,487794,-10.601204872131348,1.7034185656092384
268.94438199000007,508,876.56,3091,501463,162,-11.692269715079426,0.5234382818577643,0.0,-12.189566612243652,0.001,-11.692269715079426,1.664520502090454,0.1440460979938507,491228,-12.189566612243652,1.6350781549212416
269.33372831,512,872.56,3113,505009,162,-11.788738973608844,0.5941358925487314,0.0,-12.331521034240723,0.001,-11.788738973608844,1.5311568975448608,0.08138173073530197,494756,-12.331521034240723,1.608426194757087
269.63608401,516,870.71,3135,508462,162,-11.937755259813047,0.552454798328468,0.0,-12.743369102478027,0.001,-11.937755259813047,1.404294729232788,0.28372928500175476,498229,-12.743369102478027,1.6285919833417033
257.59200573,520,844.8,3146,509599,161,-12.037822184161605,0.6114282597500448,0.0,-12.1632661819458,0.001,-12.037822184161605,1.8945252895355225,0.13184203207492828,500168,-12.1632661819458,1.7455983147999952
257.7253668,524,843.28,3165,513235,162,-12.134687494348597,0.5464742808782883,0.0,-13.685784339904785,0.001,-12.134687494348597,1.3239200115203857,0.2841162085533142,502973,-13.685784339904785,1.5771776315116097
259.99277294,528,842.9,3186,516682,162,-12.29374042994668,0.5798065161990549,0.0,-11.83104419708252,0.001,-12.29374042994668,1.7415571212768555,0.1615828573703766,506448,-11.83104419708252,1.5782770685602032
263.54259842,532,846.4,3207,520049,162,-12.511686569195614,0.6290193357455888,0.0,-13.172736167907715,0.001,-12.511686569195614,1.504335880279541,0.09457956999540329,509837,-13.172736167907715,1.5457481319824475
267.36287926999995,536,849.54,3228,523428,162,-12.748131692132285,0.5889904271945374,0.0,-11.559788703918457,0.001,-12.748131692132285,1.4871305227279663,0.12486733496189117,513255,-11.559788703918457,1.5141069040742032
267.62481019999996,540,845.76,3249,526777,162,-12.983683855586321,0.5977271596788994,0.0,-13.228825569152832,0.001,-12.983683855586321,1.3685044050216675,0.04746205732226372,516590,-13.228825569152832,1.5069423861234135
