time/episodes,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/MSE_losses,train/critic_los,train/loss,train/learning_rate,train/n_updates,train/MSE_loss,train/RL_loss,train/Beta,train/critic_loss,train/actor_loss,train/Main_losses
524,1300.76,589038,155,3777,57.61337637,2.950823859676071,0.08027801662683487,-3.0004594326019287,0.001,578510,2.7368876934051514,-3.0004594326019287,0.0,0.24439969376225928,-2.5681176562186168,-2.5681176562186168
528,1292.64,594626,155,3816,68.445256,2.861162882878444,0.08728055655956268,-2.3156142234802246,0.001,584134,3.3273818492889404,-2.3156142234802246,0.0,0.237626626057309,-3.056305937284639,-3.056305937284639
532,1294.71,599807,155,3853,80.6745628,2.769817702072868,0.1180463507771492,-4.100692272186279,0.001,589486,2.742276668548584,-4.100692272186279,0.0,0.232222296257616,-3.483961355083752,-3.483961355083752
536,1275.71,604307,155,3883,89.92835168999999,2.873552134162501,0.3304246664047241,-3.9977147579193115,0.001,594100,2.931563138961792,-3.9977147579193115,0.0,0.22279502695173392,-3.856751370390779,-3.856751370390779
540,1270.0,608746,155,3911,102.01236881999999,2.8546197895733814,0.09824923425912857,-4.844847679138184,0.001,598548,2.9680070877075195,-4.844847679138184,0.0,0.22143431933210145,-4.3312464192228495,-4.3312464192228495
544,1252.08,613354,155,3939,112.45229961999998,2.87051352185251,0.12523365020751953,-3.9096903800964355,0.001,603125,2.9022438526153564,-3.9096903800964355,0.0,0.24265675655096014,-4.665314291070514,-4.665314291070514
548,1239.37,618483,155,3968,122.60426140000001,2.775709861456746,0.1297105848789215,-5.742809295654297,0.001,607983,3.223402738571167,-5.742809295654297,0.0,0.23546976563219166,-5.008422596286041,-5.008422596286041
552,1219.8,622926,155,3997,132.82124824000002,2.7794546761463597,0.11600255966186523,-5.253022193908691,0.001,612673,2.710087299346924,-5.253022193908691,0.0,0.2355403811110766,-5.312722779631205,-5.312722779631205
556,1202.16,627562,155,4024,143.26849923,2.7329958127892535,0.06811869144439697,-5.763410568237305,0.001,617302,2.633850574493408,-5.763410568237305,0.0,0.2458343795557385,-5.612133985187697,-5.612133985187697
560,1183.55,632101,155,4052,151.61831641,2.731325928693338,0.12009322643280029,-6.183450698852539,0.001,621856,2.7576727867126465,-6.183450698852539,0.0,0.22532719925087322,-5.945344653455695,-5.945344653455695
564,1163.21,636467,156,4079,160.61218146999997,2.6757010883755155,0.13199427723884583,-4.3793463706970215,0.001,626279,2.854309320449829,-4.3793463706970215,0.0,0.22319304854625763,-6.218519009996913,-6.218519009996913
568,1143.82,640928,156,4106,168.44108327,2.606865739522961,0.43648433685302734,-5.486905574798584,0.001,630776,2.768010139465332,-5.486905574798584,0.0,0.25250876752860135,-6.4889523477719,-6.4889523477719
572,1124.25,645371,156,4132,175.27143542000002,2.577930171315263,0.12122979760169983,-6.597013473510742,0.001,635143,2.583474636077881,-6.597013473510742,0.0,0.2272040423213501,-6.744311986484594,-6.744311986484594
576,1106.64,650010,156,4161,182.43758541,2.513263134495392,2.534877061843872,-7.053835391998291,0.001,639768,2.3810014724731445,-7.053835391998291,0.0,0.2539398393722136,-6.980575625000967,-6.980575625000967
580,1104.26,654165,156,4186,193.25295832,2.6112892349561054,0.085515096783638,-7.508951663970947,0.001,644035,2.9526023864746094,-7.508951663970947,0.0,0.22968054780460617,-7.222009206701208,-7.222009206701208
584,1071.99,657338,156,4206,194.21932139,2.5802372752166374,0.06105833500623703,-7.6558518409729,0.001,647310,2.5285658836364746,-7.6558518409729,0.0,0.2212234231089156,-7.392018957835872,-7.392018957835872
588,1063.98,661438,156,4231,199.77142503999997,2.572792889945435,0.0951365977525711,-6.762561321258545,0.001,651390,2.6663625240325928,-6.762561321258545,0.0,0.3337970992557309,-7.5805821238142075,-7.5805821238142075
592,1033.56,663310,156,4249,196.38576010999998,2.41095211797831,0.11484305560588837,-7.632096767425537,0.001,654064,2.3567190170288086,-7.632096767425537,0.0,0.36468171985485615,-7.72274053826624,-7.72274053826624
596,1021.48,665492,156,4260,195.74040933999993,2.3253338570361373,0.13304181396961212,-8.022883415222168,0.001,655613,2.3733110427856445,-8.022883415222168,0.0,0.32614889758838317,-7.693229123428985,-7.693229123428985
600,1001.49,667808,156,4279,195.68165038000004,2.3128462812458492,1.4101413488388062,-7.371752738952637,0.001,658308,2.261890411376953,-7.371752738952637,0.0,0.35572316638184104,-7.8198537203316265,-7.8198537203316265
604,1029.71,671659,156,4299,203.04266235,2.426229363950816,0.06955640763044357,-7.953431129455566,0.001,661413,2.340304136276245,-7.953431129455566,0.0,0.40173806776541043,-7.764450322497975,-7.764450322497975
608,1030.12,675231,156,4319,207.55236391000003,2.366629952579979,0.12091074883937836,-8.326733589172363,0.001,664769,2.448441505432129,-8.326733589172363,0.0,0.4040476271723647,-7.816745483778356,-7.816745483778356
612,1073.04,679790,156,4348,223.51652618,2.3431540064870995,0.09657897055149078,-8.303969383239746,0.001,669466,2.8528478145599365,-8.303969383239746,0.0,0.4294447451465983,-7.953894134948351,-7.953894134948351
616,1067.16,684068,156,4375,226.73722087000002,2.537681425872602,0.537136435508728,-7.5242509841918945,0.001,673745,2.277066707611084,-7.5242509841918945,0.0,0.4497948685356978,-8.161382689810635,-8.161382689810635
620,1049.0,688190,156,4401,227.67999307,2.5252344217793694,1.467862844467163,-8.459982872009277,0.001,678071,2.5109095573425293,-8.459982872009277,0.0,0.43108714530912884,-8.208665418442182,-8.208665418442182
624,1035.26,692564,156,4427,228.06663184999996,2.602321384121494,0.14971593022346497,-9.104479789733887,0.001,682414,2.9005565643310547,-9.104479789733887,0.0,0.44588884025064324,-8.451517068763648,-8.451517068763648
628,1019.93,696619,156,4451,228.90336237,2.529596161263192,0.37277308106422424,-7.891324996948242,0.001,686487,2.770484447479248,-7.891324996948242,0.0,0.43200588025928627,-8.671632930817392,-8.671632930817392
632,1008.39,700646,156,4476,229.44122957,2.58344648017087,0.10867686569690704,-9.232015609741211,0.001,690496,2.631523370742798,-9.232015609741211,0.0,0.38373764410289096,-8.898752863791069,-8.898752863791069
636,1003.78,704685,156,4500,231.90129318999996,2.4450876967373327,0.18449857831001282,-9.429421424865723,0.001,694523,2.3179500102996826,-9.429421424865723,0.0,0.4474530948107982,-9.053808178989794,-9.053808178989794
640,999.24,708670,156,4524,232.34428013000004,2.3625054931364997,1.2490026950836182,-9.381340980529785,0.001,698528,1.976730465888977,-9.381340980529785,0.0,0.4315148316639886,-9.319888950083298,-9.319888950083298
644,994.18,712772,156,4548,232.91813491000002,2.475304120626205,0.27155858278274536,-9.464723587036133,0.001,702567,2.570486307144165,-9.464723587036133,0.0,0.38230898712068945,-9.560169068549042,-9.560169068549042
648,982.2,716703,156,4573,232.38392764999998,2.3500892896401253,0.14115983247756958,-8.550337791442871,0.001,706635,2.2217025756835938,-8.550337791442871,0.0,0.4413934827559035,-9.7287261881809,-9.7287261881809
652,977.59,720685,156,4597,232.74442422999994,2.2553051965057,0.15448224544525146,-9.802192687988281,0.001,710582,2.17102313041687,-9.802192687988281,0.0,0.4696215657435669,-9.860637981391488,-9.860637981391488
656,971.11,724673,156,4621,233.23202196,2.2013991441321275,0.1544075906276703,-9.949880599975586,0.001,714536,2.2855207920074463,-9.949880599975586,0.0,0.4424149607248763,-10.099458946390191,-10.099458946390191
660,966.57,728758,156,4646,233.75536878999995,2.098684327450791,0.5238699913024902,-11.145540237426758,0.001,718665,1.9105825424194336,-11.145540237426758,0.0,0.4155283364807045,-10.260034581369977,-10.260034581369977
664,959.23,732390,156,4670,231.73328223000001,2.0195368160255605,0.1123703122138977,-10.539457321166992,0.001,722652,1.6694867610931396,-10.539457321166992,0.0,0.45167580703340143,-10.400255636203509,-10.400255636203509
668,954.18,736346,156,4693,232.3026124,1.9951699652752293,0.22966885566711426,-9.09400463104248,0.001,726264,1.8683147430419922,-9.09400463104248,0.0,0.44062450186692675,-10.537514591015844,-10.537514591015844
672,950.93,740464,156,4718,232.66433735,1.856440923562864,0.12700501084327698,-11.231711387634277,0.001,730335,1.9992725849151611,-11.231711387634277,0.0,0.4306248564697136,-10.725169015124562,-10.725169015124562
676,942.53,744263,156,4741,233.17154934000007,1.9961631679227936,0.19778652489185333,-11.50097370147705,0.001,734181,1.9097689390182495,-11.50097370147705,0.0,0.46206117869462704,-10.919071881044577,-10.919071881044577
680,939.29,748094,156,4765,233.25027882999996,1.934274647546851,1.144487738609314,-11.66621208190918,0.001,737993,1.7745609283447266,-11.66621208190918,0.0,0.4487304796520659,-11.069382256849458,-11.069382256849458
684,945.45,751883,156,4789,238.94419711999998,1.9892358027283457,0.12989649176597595,-10.879462242126465,0.001,741799,1.8540600538253784,-10.879462242126465,0.0,0.5118248158609433,-11.20953281141538,-11.20953281141538
688,942.95,755733,156,4814,240.85417458999996,1.9601081287336048,0.20191554725170135,-11.927470207214355,0.001,745659,1.9550501108169556,-11.927470207214355,0.0,0.4543954346465503,-11.335143851034296,-11.335143851034296
692,962.03,759513,156,4838,250.64233997,1.8782558208371436,0.049012213945388794,-12.104126930236816,0.001,749465,1.6199543476104736,-12.104126930236816,0.0,0.43654549444475615,-11.450184312501179,-11.450184312501179
696,977.97,763289,156,4863,260.41198746999993,1.941015175614224,0.2641904950141907,-12.47951602935791,0.001,753224,1.7313134670257568,-12.47951602935791,0.0,0.4765598931770441,-11.618164467146672,-11.618164467146672
700,992.93,767101,156,4887,269.90635294000003,1.906408351180809,0.11609984934329987,-12.098010063171387,0.001,756998,1.8097093105316162,-12.098010063171387,0.0,0.459585921012656,-11.720271587371826,-11.720271587371826
704,992.91,770950,156,4912,277.14435384,1.8293998270980583,0.18902111053466797,-12.207777976989746,0.001,760869,1.7003841400146484,-12.207777976989746,0.0,0.4399914251763589,-11.910387734736293,-11.910387734736293
708,993.24,774555,156,4936,281.31202496000003,1.850355184869308,0.24173450469970703,-11.895364761352539,0.001,764542,1.7317708730697632,-11.895364761352539,0.0,0.47416079673464295,-12.049114159642969,-12.049114159642969
712,985.26,778316,156,4960,281.66941191999996,1.8348521240295903,0.09365680813789368,-11.689723014831543,0.001,768208,1.9434243440628052,-11.689723014831543,0.0,0.49362565249765433,-12.162324495213007,-12.162324495213007
716,979.7,782038,156,4984,284.30081255000005,1.8201690933774342,0.08531828969717026,-12.960756301879883,0.001,771959,1.5333815813064575,-12.960756301879883,0.0,0.44827237712238255,-12.268137654117213,-12.268137654117213
720,975.59,785749,156,5008,281.84137007000004,1.7659421954342545,0.0721793919801712,-12.931010246276855,0.001,775839,1.646759033203125,-12.931010246276855,0.0,0.4473023363182007,-12.332426916244854,-12.332426916244854
724,968.97,789461,156,5031,282.20357061999994,1.8041248078408993,0.09014901518821716,-12.872838020324707,0.001,779418,1.8258498907089233,-12.872838020324707,0.0,0.4844775739281128,-12.389112158825522,-12.389112158825522
728,966.74,793293,156,5055,282.34598608999994,1.743675040085098,2.0580084323883057,-12.395339012145996,0.001,783157,1.7338247299194336,-12.395339012145996,0.0,0.4768137982903268,-12.47939992811523,-12.47939992811523
732,961.04,796750,156,5079,280.02499695,1.7997699094644146,0.0714922547340393,-12.845499992370605,0.001,787053,1.9015918970108032,-12.845499992370605,0.0,0.49700426476838755,-12.51779716320776,-12.51779716320776
736,954.0,800085,156,5098,277.91830894000003,1.835839001623319,0.12657830119132996,-12.621665000915527,0.001,790018,2.0341429710388184,-12.621665000915527,0.0,0.6243790327148004,-12.51981002331788,-12.51981002331788
740,942.16,802886,156,5120,272.16312876999996,1.7189935537142174,0.07076482474803925,-12.475255966186523,0.001,793503,1.5150375366210938,-12.475255966186523,0.0,0.5412249932227349,-12.541854801356235,-12.541854801356235
744,925.14,805286,156,5133,264.24151281999997,1.7264684498856921,0.07174205780029297,-12.924638748168945,0.001,795639,1.4995276927947998,-12.924638748168945,0.0,0.7094544484887434,-12.487369406113931,-12.487369406113931
748,919.68,808671,156,5151,261.31730364,1.7920368658599033,0.20304736495018005,-11.961593627929688,0.001,798608,1.7152286767959595,-11.961593627929688,0.0,0.6632791721131853,-12.424238984302807,-12.424238984302807
752,917.92,812477,156,5175,261.49713905,1.8052640277159633,6.6283416748046875,-12.695722579956055,0.001,802401,1.7033144235610962,-12.695722579956055,0.0,0.6992011929459206,-12.336966552102542,-12.336966552102542
756,915.4,816213,157,5198,261.77551619999997,1.8225612100372968,1.150268316268921,-10.6846923828125,0.001,806146,2.0815467834472656,-10.6846923828125,0.0,0.8310768225534076,-12.43933039241367,-12.43933039241367
760,911.74,819932,156,5224,262.08234697000006,1.851149957922957,0.1713932901620865,-12.907258033752441,0.001,809833,1.6242306232452393,-12.907258033752441,0.0,0.7165960958929326,-12.497322028134846,-12.497322028134846
764,911.65,823555,156,5249,264.89753631,1.8440322794757047,0.19614624977111816,-12.64587116241455,0.001,813526,1.7546753883361816,-12.64587116241455,0.0,0.6943293778287185,-12.625524252587622,-12.625524252587622
768,908.47,827193,156,5274,265.19451596,1.860955053986876,0.5623915791511536,-10.983407974243164,0.001,817138,2.3228561878204346,-10.983407974243164,0.0,0.6054746906371379,-12.593284552870424,-12.593284552870424
772,903.24,830788,156,5299,265.61829355000003,1.8224436625527118,0.0938018411397934,-12.938268661499023,0.001,820766,1.8548368215560913,-12.938268661499023,0.0,0.6197875326374014,-12.74757644803784,-12.74757644803784
776,901.52,834415,156,5324,265.85172071,1.842954752893293,0.19804754853248596,-12.212350845336914,0.001,824364,1.8872185945510864,-12.212350845336914,0.0,0.6374126104994934,-12.82070413266423,-12.82070413266423
780,900.45,838139,156,5350,266.08795896,1.8555252711332189,0.21620923280715942,-13.62354564666748,0.001,828062,1.7738168239593506,-13.62354564666748,0.0,0.5442905976886601,-12.900345723719267,-12.900345723719267
784,898.01,841684,156,5374,266.31176368,1.7216470893007827,3.783363103866577,-12.577773094177246,0.001,831670,1.5093871355056763,-12.577773094177246,0.0,0.5943447774373282,-12.985606965564546,-12.985606965564546
788,896.09,845342,156,5397,266.56251993,1.754622381555447,0.1509830802679062,-13.397421836853027,0.001,835244,1.959067702293396,-13.397421836853027,0.0,0.6537705766673959,-13.136398617664803,-13.136398617664803
792,895.5,849063,156,5421,266.70414808,1.7149484445651373,0.0677313506603241,-13.770936965942383,0.001,839024,1.7430551052093506,-13.770936965942383,0.0,0.6109710554786337,-13.261895583073299,-13.261895583073299
796,891.72,852461,156,5444,264.9303222,1.8162783679637042,0.07567176222801208,-13.878528594970703,0.001,842712,1.653205394744873,-13.878528594970703,0.0,0.6233241473663259,-13.298818596926603,-13.298818596926603
800,890.89,856190,156,5466,265.07521425,1.8747592777892306,0.22449356317520142,-13.80466365814209,0.001,846101,1.882023572921753,-13.80466365814209,0.0,0.7182400870324871,-13.340334611144465,-13.340334611144465
804,887.07,859657,156,5487,265.37991672,1.8385593200688102,5.325997829437256,-13.734622955322266,0.001,849661,1.602859616279602,-13.734622955322266,0.0,0.5917767258691238,-13.396407573781115,-13.396407573781115
808,885.43,863098,156,5508,265.56225793,1.8466544287079831,0.14300590753555298,-13.774388313293457,0.001,853127,1.7972320318222046,-13.774388313293457,0.0,0.63744039627574,-13.426854561564591,-13.426854561564591
812,883.16,866632,156,5529,265.78206878000003,1.844949674932924,0.09232772886753082,-13.15639591217041,0.001,856591,1.7707443237304688,-13.15639591217041,0.0,0.5389745491880715,-13.60301770467192,-13.60301770467192
816,880.83,870121,156,5550,265.89031993000003,1.931030344564761,0.07257592678070068,-13.536264419555664,0.001,860113,1.9207185506820679,-13.536264419555664,0.0,0.5717771093412203,-13.688508204457868,-13.688508204457868
820,871.35,872884,156,5568,265.48182037000004,1.9271145553588866,0.15020382404327393,-13.745502471923828,0.001,862928,1.926220178604126,-13.745502471923828,0.0,0.5181463980227708,-13.740119064331054,-13.740119064331054
824,868.8,876341,156,5590,265.64258791,1.8101346910847307,0.047304462641477585,-13.947550773620605,0.001,866349,1.915100336074829,-13.947550773620605,0.0,0.6654758255849306,-13.911300078387509,-13.911300078387509
828,865.43,879836,156,5612,265.97244558999995,1.8467310849056449,4.289608955383301,-14.17691421508789,0.001,869848,1.9200533628463745,-14.17691421508789,0.0,0.560761383571236,-14.009440920429846,-14.009440920429846
832,865.07,883257,156,5633,268.75298259,1.9472103093945703,4.502021789550781,-13.89936351776123,0.001,873294,1.930419683456421,-13.89936351776123,0.0,0.5559204397408662,-14.11759453041609,-14.11759453041609
836,864.26,886511,156,5654,271.52294438000007,1.9091845164767844,0.5940678119659424,-13.65798282623291,0.001,876564,1.9259127378463745,-13.65798282623291,0.0,0.5710292834797505,-14.239128419249464,-14.239128419249464
840,868.7,889756,156,5674,277.90157451000005,1.8503825916693761,0.07296399772167206,-14.286147117614746,0.001,879835,1.7262349128723145,-14.286147117614746,0.0,0.5613981993312166,-14.295988493240797,-14.295988493240797
844,877.5,893036,156,5694,286.47713732000005,1.8488361946024692,0.10222455859184265,-14.492072105407715,0.001,883099,1.9630866050720215,-14.492072105407715,0.0,0.551453147782887,-14.393614572988715,-14.393614572988715
848,871.39,895810,156,5712,289.01351726,1.780068713544619,4.404741287231445,-14.882451057434082,0.001,886248,1.8523800373077393,-14.882451057434082,0.0,0.5371021054906694,-14.53934906968976,-14.53934906968976
852,866.24,899101,156,5730,289.42051056,1.8293602272723486,4.55495548248291,-14.904685974121094,0.001,889139,1.7660545110702515,-14.904685974121094,0.0,0.6039883591894748,-14.558086851268138,-14.558086851268138
856,859.34,902147,156,5748,288.22196089,1.7835137555966565,0.06708167493343353,-14.724592208862305,0.001,892204,1.7296736240386963,-14.724592208862305,0.0,0.6053808092187494,-14.6115069807116,-14.6115069807116
860,854.17,905349,156,5768,288.63167496000005,1.740867549590036,0.0984172523021698,-14.815290451049805,0.001,895430,1.6578059196472168,-14.815290451049805,0.0,0.43557819094070616,-14.689059883940454,-14.689059883940454
864,851.37,908692,156,5790,288.71439804,1.75673438224881,0.35460078716278076,-15.062403678894043,0.001,898753,1.6948113441467285,-15.062403678894043,0.0,0.6359995244543564,-14.786393030613592,-14.786393030613592
868,848.79,912072,156,5811,288.83234007000004,1.8337822338570695,0.6037548184394836,-14.178437232971191,0.001,902120,2.1550588607788086,-14.178437232971191,0.0,0.6680595613384651,-14.734652378368608,-14.734652378368608
872,847.39,915527,156,5833,288.98442579,1.8817138961420539,6.091732025146484,-14.723434448242188,0.001,905586,1.7507457733154297,-14.723434448242188,0.0,0.6798332999307556,-14.723850066604447,-14.723850066604447
876,836.19,918034,156,5848,285.17702213000007,1.8019294642266772,4.90919303894043,-14.473420143127441,0.001,908100,1.8119604587554932,-14.473420143127441,0.0,0.7191417886032945,-14.766352769306728,-14.766352769306728
880,831.02,921241,157,5867,284.2037098900001,1.6978936036427816,0.059502169489860535,-15.138155937194824,0.001,911291,1.6811308860778809,-15.138155937194824,0.0,0.8359186004018895,-14.795425216674804,-14.795425216674804
884,826.93,924377,157,5886,284.57277532999996,1.700207729104887,0.11588133871555328,-15.40854549407959,0.001,914443,1.4802117347717285,-15.40854549407959,0.0,0.6653139239218071,-14.817532373833533,-14.817532373833533
888,823.13,927655,157,5905,285.03366295,1.6673943097131294,0.19851015508174896,-15.2872896194458,0.001,917688,1.5431839227676392,-15.2872896194458,0.0,0.6931887181987577,-14.880628590595752,-14.880628590595752
892,818.29,930892,157,5925,285.53020996000004,1.681438769438328,0.08609648048877716,-15.112324714660645,0.001,920901,1.6621363162994385,-15.112324714660645,0.0,0.7788014214963485,-14.981117180066231,-14.981117180066231
896,815.47,934008,157,5945,286.19956453000003,1.6939771548106073,0.155604287981987,-15.318509101867676,0.001,924063,1.786009430885315,-15.318509101867676,0.0,0.6991928725184933,-15.007572671855758,-15.007572671855758
900,811.47,937337,157,5966,286.54933836,1.7545314859505274,0.14985884726047516,-15.249150276184082,0.001,927374,1.947733759880066,-15.249150276184082,0.0,0.7337535664851043,-15.066376350632863,-15.066376350632863
904,808.79,940536,157,5985,286.8113474,1.6687537056044963,0.06564945727586746,-15.475356101989746,0.001,930616,1.7219823598861694,-15.475356101989746,0.0,0.8359574346438698,-15.092573324444867,-15.092573324444867
908,806.81,943779,157,6004,287.11983946000004,1.754901508299204,0.11431121826171875,-14.751498222351074,0.001,933820,1.5770127773284912,-14.751498222351074,0.0,0.8130558776499058,-15.11132932626284,-15.11132932626284
912,799.28,946560,157,6023,284.96032736999996,1.7932543227482578,0.29204294085502625,-14.427953720092773,0.001,936662,1.7666329145431519,-14.427953720092773,0.0,0.7668320482292307,-15.172255636180887,-15.172255636180887
916,797.68,949889,157,6046,285.16903853,1.724480226132029,0.29939985275268555,-15.17702579498291,0.001,939931,1.7591241598129272,-15.17702579498291,0.0,0.7124972702116494,-15.250128211606528,-15.250128211606528
920,802.26,953110,157,6068,288.81034961,1.736149373172242,0.06647293269634247,-15.934602737426758,0.001,943177,1.5366404056549072,-15.934602737426758,0.0,0.7642817006305173,-15.233195959491495,-15.233195959491495
924,801.37,956478,157,6091,289.11477622,1.7488951860358022,0.13356494903564453,-15.437448501586914,0.001,946503,1.8280203342437744,-15.437448501586914,0.0,0.877803390038865,-15.301264579563446,-15.301264579563446
928,800.29,959865,156,6115,289.27513924000004,1.8845531463089673,0.7385773062705994,-15.307719230651855,0.001,949898,1.8214901685714722,-15.307719230651855,0.0,0.8726631080277547,-15.382022512039082,-15.382022512039082
932,799.51,963208,156,6138,289.46984855000005,1.8331874456382604,0.29516473412513733,-15.004692077636719,0.001,953238,1.8383910655975342,-15.004692077636719,0.0,0.7349993436448816,-15.426146721494371,-15.426146721494371
936,800.08,966519,156,6161,289.55814298,1.7979893644364904,0.23737062513828278,-14.806572914123535,0.001,956594,1.5439502000808716,-14.806572914123535,0.0,0.7720284757896417,-15.455396768858106,-15.455396768858106
940,801.25,969881,156,6184,289.64189911,1.811447656991189,0.12394700944423676,-16.04021453857422,0.001,959912,1.6356356143951416,-16.04021453857422,0.0,0.7635813550696823,-15.513785073631688,-15.513785073631688
944,802.17,973253,156,6207,289.67263287,1.828309742020972,0.10922248661518097,-15.742121696472168,0.001,963274,2.073822259902954,-15.742121696472168,0.0,0.7385333374842578,-15.547534033692914,-15.547534033692914
948,807.74,976584,156,6230,292.20198932,1.720864399155574,0.17706707119941711,-16.04454231262207,0.001,966629,1.8163546323776245,-16.04454231262207,0.0,0.800724589817263,-15.561802845096114,-15.561802845096114
952,806.68,979769,156,6253,292.4621232399999,1.7512341749608813,0.14910541474819183,-15.94385051727295,0.001,969861,1.8065017461776733,-15.94385051727295,0.0,0.6644334327452671,-15.609159778006635,-15.609159778006635
956,808.02,982949,156,6275,294.21638059,1.7140078064221054,0.1148592084646225,-15.93984603881836,0.001,973010,1.725816011428833,-15.93984603881836,0.0,0.7994137327528905,-15.653583709280289,-15.653583709280289
960,808.62,986211,156,6297,294.27813436,1.7272300115403008,0.053455889225006104,-16.209962844848633,0.001,976245,1.4531605243682861,-16.209962844848633,0.0,0.7682342950948605,-15.703575548003702,-15.703575548003702
964,808.05,989497,156,6320,294.54821842,1.6825143638253213,0.08481839299201965,-16.201602935791016,0.001,979556,1.7732491493225098,-16.201602935791016,0.0,0.7258462300092839,-15.768834989070893,-15.768834989070893
968,806.98,992770,156,6342,294.84034898999994,1.749655581535177,0.1918485164642334,-15.10485553741455,0.001,982782,2.080796241760254,-15.10485553741455,0.0,0.8231503645476153,-15.83083773448394,-15.83083773448394
972,804.09,995936,156,6364,295.10058037,1.7248333565796479,0.05669098347425461,-15.940935134887695,0.001,985993,1.690582513809204,-15.940935134887695,0.0,0.7645964175698202,-15.834736633300782,-15.834736633300782
976,811.25,999159,156,6387,299.28925222000004,1.6588093274252076,0.13489827513694763,-16.510149002075195,0.001,989231,1.617509365081787,-16.510149002075195,0.0,0.8537215020039013,-15.940031103957025,-15.940031103957025
