train/Beta,train/MSE_losses,time/time_elapsed,train/ent_coef_loss,train/RL_loss,time/total_timesteps,train/ent_coef,train/Main_losses,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,train/actor_loss,train/MSE_loss,train/loss,train/critic_los,time/episodes,time/fps,train/n_updates,rollout/ep_len_mean
0,2.081310272216797,307,-0.2057289332151413,16.71795654296875,27200,0.014637216925621033,16.71795654296875,0.001,0.31687796115875244,-146.47635067000002,16.71795654296875,2.081310272216797,16.71795654296875,0.31687796115875244,136,88,27099,200.0
0,2.1375246047973633,316,0.25967997312545776,17.012054443359375,28000,0.014610872603952885,17.012054443359375,0.001,0.8449269533157349,-149.71891041,17.012054443359375,2.1375246047973633,17.012054443359375,0.8449269533157349,140,88,27899,200.0
0,1.9512617588043213,325,-0.038119614124298096,16.89061737060547,28800,0.016186965629458427,16.89061737060547,0.001,0.44304466247558594,-151.14243733,16.89061737060547,1.9512617588043213,16.89061737060547,0.44304466247558594,144,88,28699,200.0
0,2.2442049980163574,334,-0.4617074131965637,12.582210540771484,29600,0.01539155375212431,12.582210540771484,0.001,0.284807026386261,-152.89019097,12.582210540771484,2.2442049980163574,12.582210540771484,0.284807026386261,148,88,29499,200.0
0,2.180665969848633,343,-0.25428712368011475,15.882919311523438,30400,0.016346486285328865,15.882919311523438,0.001,0.40903955698013306,-157.15686309,15.882919311523438,2.180665969848633,15.882919311523438,0.40903955698013306,152,88,30299,200.0
0,2.000786781311035,352,-0.12163911759853363,17.107995986938477,31200,0.012027714401483536,17.107995986938477,0.001,0.4704053997993469,-157.12678214,17.107995986938477,2.000786781311035,17.107995986938477,0.4704053997993469,156,88,31099,200.0
0,2.1352436542510986,361,0.5737378597259521,16.615354537963867,32000,0.010625120252370834,16.615354537963867,0.001,0.5408594608306885,-161.70844065,16.615354537963867,2.1352436542510986,16.615354537963867,0.5408594608306885,160,88,31899,200.0
0,1.93536376953125,370,0.8104066252708435,20.578527450561523,32800,0.009608164429664612,20.578527450561523,0.001,0.4899619221687317,-158.60273971,20.578527450561523,1.93536376953125,20.578527450561523,0.4899619221687317,164,88,32699,200.0
0,2.5374162197113037,379,1.8977208137512207,13.873251914978027,33600,0.01638849824666977,13.873251914978027,0.001,0.3657075762748718,-158.6701309,13.873251914978027,2.5374162197113037,13.873251914978027,0.3657075762748718,168,88,33499,200.0
0,2.2590315341949463,388,-0.6550565361976624,18.66634750366211,34400,0.020714912563562393,18.66634750366211,0.001,0.4456070065498352,-157.76475648,18.66634750366211,2.2590315341949463,18.66634750366211,0.4456070065498352,172,88,34299,200.0
0,2.169130802154541,397,-0.2522878050804138,17.721168518066406,35200,0.013202215544879436,17.721168518066406,0.001,0.3168488144874573,-156.71034376999998,17.721168518066406,2.169130802154541,17.721168518066406,0.3168488144874573,176,88,35099,200.0
0,2.2146873474121094,406,-1.3078985214233398,15.969402313232422,36000,0.01381346769630909,15.969402313232422,0.001,0.33776623010635376,-152.07323461,15.969402313232422,2.2146873474121094,15.969402313232422,0.33776623010635376,180,88,35899,200.0
0,2.1940999031066895,415,-1.1382229328155518,17.13910484313965,36800,0.012180459685623646,17.13910484313965,0.001,0.4367510676383972,-150.68787789,17.13910484313965,2.1940999031066895,17.13910484313965,0.4367510676383972,184,88,36699,200.0
0,2.291966438293457,424,-0.5813486576080322,15.816850662231445,37600,0.012374451383948326,15.816850662231445,0.001,0.3437507152557373,-151.9166144,15.816850662231445,2.291966438293457,15.816850662231445,0.3437507152557373,188,88,37499,200.0
0,2.095956325531006,434,-0.13304582238197327,11.66435432434082,38400,0.014624331146478653,11.66435432434082,0.001,1.2630035877227783,-153.20017311,11.66435432434082,2.095956325531006,11.66435432434082,1.2630035877227783,192,88,38299,200.0
0,2.137385129928589,443,-0.98432457447052,14.444146156311035,39200,0.01512422040104866,14.444146156311035,0.001,0.9895268678665161,-154.55127751,14.444146156311035,2.137385129928589,14.444146156311035,0.9895268678665161,196,88,39099,200.0
0,2.1540768146514893,452,0.38760828971862793,19.873302459716797,40000,0.0199715755879879,19.873302459716797,0.001,0.9051476716995239,-150.9043243,19.873302459716797,2.1540768146514893,19.873302459716797,0.9051476716995239,200,88,39899,200.0
0,2.0632071495056152,461,-0.4415559470653534,14.264670372009277,40800,0.01816522143781185,14.264670372009277,0.001,0.27931004762649536,-147.91668536,14.264670372009277,2.0632071495056152,14.264670372009277,0.27931004762649536,204,88,40699,200.0
0,1.9635528326034546,470,-0.18064606189727783,14.827923774719238,41600,0.018980713561177254,14.827923774719238,0.001,0.273806631565094,-150.50274106,14.827923774719238,1.9635528326034546,14.827923774719238,0.273806631565094,208,88,41499,200.0
0,2.3275210857391357,479,0.38496866822242737,18.49650764465332,42400,0.01984401047229767,18.49650764465332,0.001,0.28337520360946655,-147.05240716,18.49650764465332,2.3275210857391357,18.49650764465332,0.28337520360946655,212,88,42299,200.0
0,2.209655284881592,488,0.306774765253067,19.899845123291016,43200,0.01767432503402233,19.899845123291016,0.001,1.3618203401565552,-144.95190141999998,19.899845123291016,2.209655284881592,19.899845123291016,1.3618203401565552,216,88,43099,200.0
0,2.370621919631958,497,-0.048814207315444946,13.453583717346191,44000,0.019558928906917572,13.453583717346191,0.001,0.2136472463607788,-144.34331790000002,13.453583717346191,2.370621919631958,13.453583717346191,0.2136472463607788,220,88,43899,200.0
0,2.4022443294525146,506,-0.12263256311416626,14.181360244750977,44800,0.020848486572504044,14.181360244750977,0.001,0.5568455457687378,-144.65120917000002,14.181360244750977,2.4022443294525146,14.181360244750977,0.5568455457687378,224,88,44699,200.0
0,2.1935932636260986,515,-1.0472347736358643,11.783832550048828,45600,0.016367271542549133,11.783832550048828,0.001,0.3498995304107666,-142.27572364000002,11.783832550048828,2.1935932636260986,11.783832550048828,0.3498995304107666,228,88,45499,200.0
0,2.225446939468384,524,-0.4889860153198242,13.607316970825195,46400,0.011545476503670216,13.607316970825195,0.001,0.19519038498401642,-144.54718233999998,13.607316970825195,2.225446939468384,13.607316970825195,0.19519038498401642,232,88,46299,200.0
0,2.4878430366516113,533,-0.36245736479759216,12.512340545654297,47200,0.011738598346710205,12.512340545654297,0.001,0.4357525706291199,-144.63501723000002,12.512340545654297,2.4878430366516113,12.512340545654297,0.4357525706291199,236,88,47099,200.0
0,2.3080320358276367,542,0.5611331462860107,14.070135116577148,48000,0.017566494643688202,14.070135116577148,0.001,0.2538473308086395,-142.67237944000001,14.070135116577148,2.3080320358276367,14.070135116577148,0.2538473308086395,240,88,47899,200.0
0,2.3022232055664062,551,-0.2021619975566864,14.749422073364258,48800,0.019091030582785606,14.749422073364258,0.001,0.37749654054641724,-140.14768196,14.749422073364258,2.3022232055664062,14.749422073364258,0.37749654054641724,244,88,48699,200.0
0,2.6712279319763184,560,-0.25104478001594543,12.005755424499512,49600,0.01628711260855198,12.005755424499512,0.001,0.7003071308135986,-134.7632559,12.005755424499512,2.6712279319763184,12.005755424499512,0.7003071308135986,248,88,49499,200.0
0,2.354797840118408,569,-0.942730724811554,15.455517768859863,50400,0.014702839776873589,15.455517768859863,0.001,0.766002893447876,-132.91122197,15.455517768859863,2.354797840118408,15.455517768859863,0.766002893447876,252,88,50299,200.0
0,2.3118839263916016,578,-0.0007018446922302246,15.380053520202637,51200,0.01876666769385338,15.380053520202637,0.001,0.3834728002548218,-133.03127627,15.380053520202637,2.3118839263916016,15.380053520202637,0.3834728002548218,256,88,51099,200.0
0,2.2650599479675293,587,-0.9392659664154053,14.53227710723877,52000,0.011826666072010994,14.53227710723877,0.001,0.595037579536438,-130.8566408,14.53227710723877,2.2650599479675293,14.53227710723877,0.595037579536438,260,88,51899,200.0
0,2.237947463989258,596,-0.748533308506012,14.788599967956543,52800,0.010322453454136848,14.788599967956543,0.001,0.5846744775772095,-129.62503904,14.788599967956543,2.237947463989258,14.788599967956543,0.5846744775772095,264,88,52699,200.0
0,2.2218480110168457,605,0.3619658946990967,12.943825721740723,53600,0.014161430299282074,12.943825721740723,0.001,0.7694824934005737,-130.75413596,12.943825721740723,2.2218480110168457,12.943825721740723,0.7694824934005737,268,88,53499,200.0
0,2.2218494415283203,615,-0.992081880569458,16.273330688476562,54400,0.008819978684186935,16.273330688476562,0.001,0.35588502883911133,-128.27636496999997,16.273330688476562,2.2218494415283203,16.273330688476562,0.35588502883911133,272,88,54299,200.0
0,2.1138710975646973,624,-0.36948323249816895,11.585939407348633,55200,0.008639113046228886,11.585939407348633,0.001,0.37033116817474365,-126.97134108,11.585939407348633,2.1138710975646973,11.585939407348633,0.37033116817474365,276,88,55099,200.0
0,2.1212949752807617,633,0.05642127990722656,13.626749038696289,56000,0.007720560766756535,13.626749038696289,0.001,0.7483199834823608,-127.83528470000002,13.626749038696289,2.1212949752807617,13.626749038696289,0.7483199834823608,280,88,55899,200.0
0,2.062892436981201,642,0.6533809900283813,16.6628475189209,56800,0.010617300868034363,16.6628475189209,0.001,0.45048174262046814,-128.85391089,16.6628475189209,2.062892436981201,16.6628475189209,0.45048174262046814,284,88,56699,200.0
0,1.8405029773712158,651,-0.5426107048988342,11.840119361877441,57600,0.00766192888841033,11.840119361877441,0.001,0.28573155403137207,-131.28101770000004,11.840119361877441,1.8405029773712158,11.840119361877441,0.28573155403137207,288,88,57499,200.0
0,2.1810688972473145,660,0.870780885219574,16.557788848876953,58400,0.009208930656313896,16.557788848876953,0.001,0.45021140575408936,-126.49190035000004,16.557788848876953,2.1810688972473145,16.557788848876953,0.45021140575408936,292,88,58299,200.0
0,2.210456132888794,669,1.0500407218933105,18.18816375732422,59200,0.013181494548916817,18.18816375732422,0.001,0.7550159692764282,-127.82883579000001,18.18816375732422,2.210456132888794,18.18816375732422,0.7550159692764282,296,88,59099,200.0
0,2.186681032180786,678,0.9816669225692749,11.361173629760742,60000,0.013124821707606316,11.361173629760742,0.001,0.38557350635528564,-129.03181898999998,11.361173629760742,2.186681032180786,11.361173629760742,0.38557350635528564,300,88,59899,200.0
