time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/MSE_loss,train/RL_loss,train/MSE_losses,train/loss,train/Main_losses,train/Beta,train/critic_los,train/critic_loss,train/learning_rate
156,240,129,200.0,-289.76056542000003,31200,21000,61.4503955078125,2.05911922454834,54.845462799072266,2.741886274814606,54.845462799072266,61.4503955078125,0.0,1.4892268180847168,3.167109332680702,0.001
160,237,134,200.0,-241.22250696,32000,21800,60.85700302124023,3.6162307262420654,66.01856994628906,3.403522746562958,66.01856994628906,60.85700302124023,0.0,2.7818360328674316,3.6811564880609513,0.001
164,235,139,200.0,-203.24333596999998,32800,22600,60.18176319122315,3.738101005554199,61.3187141418457,3.793078405857086,61.3187141418457,60.18176319122315,0.0,5.049737930297852,3.420708869099617,0.001
168,232,144,200.0,-175.15011451,33600,23400,57.48958896636963,3.815490961074829,57.52033233642578,4.331275317668915,57.52033233642578,57.48958896636963,0.0,6.10618782043457,3.8842957329750063,0.001
172,230,149,200.0,-163.85561065000002,34400,24200,56.17988082885742,4.340485572814941,53.640907287597656,4.453940119743347,53.640907287597656,56.17988082885742,0.0,1.9353692531585693,3.2118336644768717,0.001
176,228,154,200.0,-168.43866020000002,35200,25000,57.43308952331543,3.601658344268799,58.906673431396484,4.361249883174896,58.906673431396484,57.43308952331543,0.0,4.336224555969238,2.73113040804863,0.001
180,226,158,200.0,-168.56480015,36000,25800,57.72249164581299,4.4917216300964355,50.20956039428711,4.284331033229828,50.20956039428711,57.72249164581299,0.0,5.551618576049805,3.4929329964518545,0.001
184,224,163,200.0,-167.98786128,36800,26600,55.67013195037842,4.531562805175781,40.71440505981445,4.2317178392410275,40.71440505981445,55.67013195037842,0.0,4.898027420043945,3.464043546319008,0.001
188,222,168,200.0,-165.82481612000004,37600,27400,53.97116527557373,4.064114570617676,62.88469696044922,4.285829548835754,62.88469696044922,53.97116527557373,0.0,2.35467791557312,3.6041428542137144,0.001
192,221,173,200.0,-167.00472713,38400,28200,53.8421085357666,4.657159805297852,57.85897445678711,4.13746335029602,57.85897445678711,53.8421085357666,0.0,4.243086814880371,3.093336400985718,0.001
196,219,178,200.0,-170.67624107,39200,29000,51.69030387878418,3.7659497261047363,59.08525085449219,4.2837363886833195,59.08525085449219,51.69030387878418,0.0,3.4127793312072754,2.97142474681139,0.001
200,218,183,200.0,-172.32592908999996,40000,29800,52.459977073669435,4.286360263824463,52.0002326965332,4.165075035095215,52.0002326965332,52.459977073669435,0.0,2.18472957611084,3.394466798603535,0.001
204,216,188,200.0,-170.36701266,40800,30600,52.301643218994144,4.64723539352417,69.49677276611328,4.137541296482087,69.49677276611328,52.301643218994144,0.0,1.694782018661499,2.549860174357891,0.001
208,215,192,200.0,-168.39905608,41600,31400,50.937523193359375,4.169103145599365,49.101951599121094,4.1498608708381655,49.101951599121094,50.937523193359375,0.0,2.7689900398254395,2.708082854449749,0.001
212,214,197,200.0,-166.10596702999996,42400,32200,49.486600685119626,4.306525230407715,45.71453094482422,4.276302003860474,45.71453094482422,49.486600685119626,0.0,0.8283894062042236,2.4319926157593725,0.001
216,213,202,200.0,-164.22050886999997,43200,33000,49.68013614654541,3.811258554458618,55.83211135864258,4.113240537643432,55.83211135864258,49.68013614654541,0.0,4.22489070892334,3.2501778945326807,0.001
220,212,207,200.0,-164.29681011,44000,33800,48.74415138244629,3.328007221221924,53.10488510131836,4.164520709514618,53.10488510131836,48.74415138244629,0.0,1.1770685911178589,2.485017871260643,0.001
224,210,212,200.0,-161.87084403999998,44800,34600,47.73320348739624,4.682580947875977,44.115135192871094,3.7814917969703674,44.115135192871094,47.73320348739624,0.0,4.273343563079834,2.8724175077676772,0.001
228,209,217,200.0,-163.98442919999997,45600,35400,45.84373611450195,3.816472291946411,33.057613372802734,4.17990391254425,33.057613372802734,45.84373611450195,0.0,2.5808053016662598,2.4784653022885323,0.001
232,208,222,200.0,-164.41627038,46400,36200,46.74871700286865,3.3752641677856445,44.78176498413086,3.8844302892684937,44.78176498413086,46.74871700286865,0.0,2.3425023555755615,3.1331350219249727,0.001
236,207,226,200.0,-163.58481198,47200,37000,45.48414558410644,3.5845882892608643,37.2492561340332,3.8713855719566346,37.2492561340332,45.48414558410644,0.0,5.524078369140625,3.264333067536354,0.001
240,207,231,200.0,-161.67382208,48000,37800,45.22344337463379,4.071540832519531,44.59743118286133,4.406230409145355,44.59743118286133,45.22344337463379,0.0,1.376341700553894,3.131082071661949,0.001
244,206,236,200.0,-161.12526714,48800,38600,46.386971912384034,3.092881202697754,50.00579071044922,3.9567864966392516,50.00579071044922,46.386971912384034,0.0,2.48458194732666,2.6630371960997583,0.001
248,205,241,200.0,-166.26677230999996,49600,39400,46.3879070854187,2.324801206588745,42.22927474975586,2.6016550052165983,42.22927474975586,46.3879070854187,0.0,1.245194435119629,3.128085085451603,0.001
252,204,246,200.0,-166.87688532,50400,40200,44.44325227737427,2.4112792015075684,42.36223220825195,2.157681964635849,42.36223220825195,44.44325227737427,0.0,1.3349635601043701,2.5695214316248896,0.001
256,203,251,200.0,-169.32939296,51200,41000,44.30499691009521,2.09316086769104,44.67861557006836,2.0168376469612124,44.67861557006836,44.30499691009521,0.0,1.551584005355835,2.5305175951123235,0.001
260,203,256,200.0,-170.50097395,52000,41800,42.75004611968994,2.1050121784210205,38.15420150756836,2.0902915704250336,38.15420150756836,42.75004611968994,0.0,0.7213487029075623,2.648201896250248,0.001
264,202,260,200.0,-166.92824890000003,52800,42600,41.59220216751098,2.4606471061706543,38.47490692138672,2.2712557542324068,38.47490692138672,41.59220216751098,0.0,2.1441097259521484,2.6641079115867616,0.001
268,201,265,200.0,-166.64267438000002,53600,43400,42.659511699676514,2.1129705905914307,38.9140739440918,2.241000785827637,38.9140739440918,42.659511699676514,0.0,2.3592259883880615,2.2370036962628363,0.001
272,201,270,200.0,-165.24330251,54400,44200,41.811182346344,2.7807915210723877,42.52074432373047,2.2907333755493164,42.52074432373047,41.811182346344,0.0,0.9762226343154907,2.3064297035336496,0.001
276,200,275,200.0,-163.02297476,55200,45000,41.59062795639038,2.247389793395996,40.07176971435547,2.406776911020279,40.07176971435547,41.59062795639038,0.0,12.495206832885742,2.0418739134073256,0.001
280,199,280,200.0,-163.75074369,56000,45800,41.57103336334229,2.3280041217803955,37.367427825927734,2.390126415491104,37.367427825927734,41.57103336334229,0.0,2.126014232635498,2.8219506059587003,0.001
284,199,285,200.0,-161.15561962,56800,46600,41.06457597732544,2.794931650161743,47.06489181518555,2.5954593694210053,47.06489181518555,41.06457597732544,0.0,0.8033345937728882,2.8105612894892693,0.001
288,198,290,200.0,-163.41744376,57600,47400,41.28730003356934,2.2928411960601807,46.26942443847656,2.7457715845108033,46.26942443847656,41.28730003356934,0.0,1.2677319049835205,2.313154757320881,0.001
292,197,294,200.0,-162.06763271000003,58400,48200,39.32694705963135,2.384552478790283,40.71577453613281,2.455999000072479,40.71577453613281,39.32694705963135,0.0,2.86665678024292,3.167189470231533,0.001
296,197,299,200.0,-157.10723166999998,59200,49000,41.368197441101074,2.5926461219787598,43.084442138671875,2.9368008732795716,43.084442138671875,41.368197441101074,0.0,8.229450225830078,2.324778359532356,0.001
300,196,304,200.0,-154.38725850000003,60000,49800,40.18321134567261,2.784931182861328,46.598026275634766,3.04045116186142,46.598026275634766,40.18321134567261,0.0,1.223913311958313,2.9306303310394286,0.001
