time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/Beta,train/Main_losses,train/MSE_loss,train/critic_loss,train/MSE_losses,train/learning_rate,train/actor_loss,train/loss,train/critic_los,train/n_updates,train/RL_loss
166,132,698.06,81.73097707,531,88739,0.74,-2.448032032339661,5.715500831604004,0.5688147397228965,4.762437473513462,0.001,-5.972235806755446,-2.082805633544922,0.19016513228416443,79105,-6.312276363372803
166,136,735.6,98.16510249000001,558,93067,0.732,-3.243322101584426,7.791064739227295,0.5703025484877127,4.641523610579001,0.001,-6.640917350150444,-1.119725227355957,0.38414517045021057,83163,-6.822784423828125
165,140,774.8,114.42017546,587,97515,0.724,-3.6155025066527644,3.2889561653137207,0.5532173492311112,4.782865733804956,0.001,-7.078297183154959,-5.752004146575928,0.21582140028476715,87552,-8.133208274841309
165,144,811.57,130.78773213,616,101808,0.716,-4.224157155635985,3.4165446758270264,0.46679908848082946,4.652789827933811,0.001,-7.555554775554781,-4.615014553070068,0.14969542622566223,91867,-7.06126070022583
164,148,834.07,145.84675129000001,644,106104,0.708,-4.329578659021966,4.697434425354004,0.5048176394418314,4.877884508181955,0.001,-7.78312090089388,-4.763288497924805,0.3157263398170471,96116,-8.089072227478027
163,152,850.81,161.84384584,672,110173,0.7,-4.853697517088482,8.591634750366211,0.5999446552627846,4.616082571328632,0.001,-8.08495527032822,-1.8246188163757324,0.2548995018005371,100228,-7.838763236999512
163,156,883.34,178.07613376000006,698,114169,0.692,-5.530341460755335,4.426163673400879,0.5246194332565038,4.512163891038913,0.001,-8.652758748085743,-7.146927833557129,0.06442787498235703,104254,-10.209833145141602
163,160,911.05,190.63422626000002,720,117526,0.684,-5.58041470348835,6.481626033782959,0.48514012442125626,4.605706733465195,0.001,-8.730718172589938,-1.6333060264587402,0.6491876840591431,107534,-6.066738128662109
162,164,933.79,207.37665472,747,121511,0.676,-5.925561543928093,2.2169268131256104,0.5430305384607648,4.506056283133097,0.001,-8.971655590945938,-7.2856764793396,0.18163388967514038,111627,-8.784318923950195
162,168,963.82,223.75626869000004,773,125497,0.668,-5.9967334226143265,9.659358978271484,0.5801335416449434,4.719335608122763,0.001,-9.149249532006003,-2.588149070739746,0.696789026260376,115582,-9.040600776672363
161,172,964.34,232.50006215000002,800,129478,0.66,-6.331767146310592,4.653486251831055,0.5599423001639833,4.590900134651821,0.001,-9.361761354380372,-5.470829486846924,0.7330138683319092,119599,-8.542130470275879
161,176,985.84,246.36793729,826,133443,0.652,-6.460031539690299,9.21943187713623,0.5376681023788806,4.82248192842378,0.001,-9.604289809211355,-2.95609712600708,0.9263215661048889,123475,-8.967166900634766
161,180,997.6,256.19160555,850,137144,0.644,-6.85515771986364,9.547338485717773,0.7221672410254568,4.582058567158032,0.001,-9.806003402004311,-5.20732307434082,0.6214398145675659,127136,-11.355809211730957
159,184,1010.47,265.19956887999996,879,140658,0.636,-7.589822513906486,2.4138293266296387,0.7638701342053185,4.442416318730351,0.001,-10.415199185835828,-9.90505599975586,0.09068508446216583,131485,-11.440251350402832
160,188,989.84,266.62667629,898,144287,0.628,-7.841610152680377,4.811164855957031,0.8249803174697041,4.410321610493596,0.001,-10.611292224541222,-5.671424865722656,0.6046258211135864,134332,-8.69283676147461
160,192,980.21,268.16120316999996,919,147270,0.62,-7.856223375708969,5.4277520179748535,0.6771731665357947,4.184656937917073,0.001,-10.450710671919364,-7.217173099517822,0.1343170404434204,137456,-10.582379341125488
159,196,965.95,265.99583495999997,942,150799,0.612,-7.774311455897987,5.32351541519165,0.5467271632792019,4.6244205152615905,0.001,-10.604456769302487,-6.402594089508057,0.07226315140724182,140919,-9.660585403442383
159,200,955.15,266.39761263,967,154509,0.604,-7.876808369108535,3.0719707012176514,0.5105371328086749,4.554861585469717,0.001,-10.627944633172817,-6.1244354248046875,0.0653328001499176,144671,-7.979905605316162
158,204,941.33,262.30271087,988,157161,0.596,-7.855350041931326,2.880971908569336,0.5319931677500294,4.565327461131594,0.001,-10.576285291801799,-9.083277702331543,0.44680720567703247,147950,-10.800336837768555
158,208,920.21,256.14618632,1005,159651,0.588,-7.893496964772543,2.314864158630371,0.6468484745744396,4.495257805387179,0.001,-10.536708554161919,-8.192540168762207,0.09840498864650726,150529,-9.553680419921875
159,212,921.85,259.37300026,1026,163419,0.58,-7.820200470918117,4.254012584686279,0.5611529927578484,4.734519328669333,0.001,-10.566221602375188,-9.244094848632812,0.6350483894348145,153623,-11.711421966552734
158,216,927.77,266.21572482,1050,166662,0.572,-8.200806497973065,5.563897609710693,0.5361340667402675,4.562655665638835,0.001,-10.810645659025326,-9.948176383972168,0.29862794280052185,157237,-13.130725860595703
158,220,927.19,267.5717255,1068,169629,0.564,-8.224939525248313,4.782039165496826,0.7315818687872536,4.4488066178548165,0.001,-10.734066491194719,-6.206854820251465,1.3954333066940308,159810,-8.903924942016602
158,224,905.44,258.58045616,1085,171675,0.556,-8.46569030887478,5.549962043762207,0.6920809563740596,4.305333265301946,0.001,-10.859455589671711,-7.458883285522461,5.259692192077637,162470,-10.544662475585938
158,228,897.99,258.4610488,1104,175071,0.548,-8.320049377092452,3.1074602603912354,0.6780141449100207,4.643020248090899,0.001,-10.864424378361376,-10.311993598937988,0.1623905748128891,165186,-12.01488208770752
158,232,893.69,258.36484088000003,1124,178108,0.54,-8.504051920431237,10.018293380737305,0.7010508531906894,4.393920231496391,0.001,-10.876768921079078,-6.146029472351074,0.086552195250988,168217,-11.555908203125
157,236,881.38,255.65676986999998,1148,181205,0.532,-8.6188400392947,6.935529708862305,0.7114587715371908,4.502627437658932,0.001,-11.014237846498904,-6.730417251586914,0.2924245297908783,171930,-10.420119285583496
158,240,873.97,255.91063544,1169,184912,0.524,-8.766626125056995,9.051929473876953,0.6404028565933307,4.646497465295878,0.001,-11.201390747610292,-8.026988983154297,0.1304112672805786,175015,-12.7701997756958
157,244,866.35,254.74757872999996,1194,188443,0.516,-8.974329138120723,8.03210163116455,0.5800680939630836,4.418765109737626,0.001,-11.254411820579477,-7.191958904266357,0.12632688879966736,178659,-11.336523056030273
157,248,856.04,252.62266104999998,1215,191708,0.508,-9.304265532076084,5.432590007781982,0.7019512958927638,4.466853243277369,0.001,-11.573427030018397,-8.85094165802002,0.5601477026939392,181918,-11.610697746276855
157,252,852.6,252.80230203000002,1240,195433,0.5,-9.438535047402935,4.546203136444092,0.682377646021188,4.345721241595061,0.001,-11.611395697001285,-9.263794898986816,0.4620193839073181,185622,-11.536896705627441
157,256,835.92,245.00912148,1258,197761,0.492,-9.39070364974794,2.9295341968536377,0.7296408293787205,4.451019675958724,0.001,-11.580605389579894,-10.203634262084961,0.1845845729112625,188447,-11.644965171813965
157,260,835.69,246.89563542999997,1278,201095,0.484,-9.523287308189063,4.892469882965088,0.6946318835096006,4.674791891964114,0.001,-11.7858865774678,-10.455550193786621,0.27923783659935,191293,-12.823505401611328
157,264,831.78,247.00400112999995,1302,204689,0.476,-10.04698955525634,1.1397656202316284,0.7909962502093115,4.3687544401614895,0.001,-12.126516692869124,-12.535171508789062,0.6903576254844666,194895,-13.077699661254883
157,268,821.55,243.79314488999998,1321,207652,0.468,-10.365865675060228,3.1271469593048096,0.7205953079825578,4.461182536750004,0.001,-12.453699091111107,-10.064571380615234,0.784730076789856,197778,-11.528076171875
157,272,814.03,241.57878049,1342,210881,0.46,-10.814453301198489,6.916280746459961,0.7865143880084793,4.317659815450739,0.001,-12.800576831121642,-10.185493469238281,0.16445980966091156,201011,-13.366982460021973
156,276,809.89,241.67922916999999,1366,214432,0.452,-11.081845171643659,3.3674511909484863,0.8379095068457426,4.419817600346289,0.001,-13.079602702534029,-11.295819282531738,0.5559849739074707,204538,-12.817907333374023
156,280,811.41,245.7029092,1392,218285,0.444,-11.323191971577986,1.7757221460342407,0.7898435538942686,4.417434698726544,0.001,-13.284533018547785,-10.893623352050781,0.4507603049278259,208482,-11.68204402923584
156,284,807.22,245.47259646999998,1415,221380,0.436,-11.650681500941252,1.0200920104980469,0.7982228806827514,4.398267961313239,0.001,-13.568326260136292,-11.127201080322266,0.14889214932918549,212015,-11.571961402893066
156,288,806.37,248.44599201,1436,224924,0.428,-11.853533116702376,1.4218542575836182,0.8361577319516533,4.43033935633199,0.001,-13.749718365724059,-13.74411678314209,0.23269404470920563,215194,-14.352670669555664
156,292,809.25,251.86293641,1458,228195,0.42,-12.372270488502956,1.9661920070648193,0.7538182824840861,4.235993947649356,0.001,-14.151387889786522,-12.5042085647583,0.7619346976280212,218475,-13.330009460449219
156,296,794.92,247.68794610999998,1472,230291,0.412,-12.629796064079706,2.9525563716888428,0.8228716424840457,4.037986363672731,0.001,-14.293446449778187,-13.296822547912598,0.31977009773254395,220613,-14.513276100158691
156,300,792.94,247.75556096000003,1496,233803,0.404,-12.668121640706799,10.024139404296875,0.9456180821262277,4.2577380290965445,0.001,-14.388247849769199,-10.233123779296875,0.3501170873641968,224096,-14.282876014709473
156,304,799.14,254.25727082,1518,237075,0.396,-12.692137121583857,2.623034715652466,0.8902125931305982,4.444028419455843,0.001,-14.451972363668196,-14.546136856079102,0.8842040300369263,227403,-15.584858894348145
156,308,807.58,259.18860608,1539,240409,0.388,-13.084938484508397,4.435370922088623,0.9923924586276105,4.277248993060474,0.001,-14.744511127471924,-12.953267097473145,0.1170932874083519,230642,-14.67419147491455
155,312,794.95,251.90797769999998,1558,242914,0.38,-13.143018384723712,12.419269561767578,0.8700335862284357,4.336398923031204,0.001,-14.79084997103952,-9.722548484802246,6.539908409118652,233470,-14.44187068939209
156,316,796.15,252.70941374000003,1578,246277,0.372,-13.293610714614912,3.3930625915527344,1.0485190352256635,4.416502226459041,0.001,-14.936549589863324,-12.026304244995117,0.694678008556366,236417,-13.28852367401123
155,320,794.2,253.43786647999997,1597,249049,0.364,-13.517415865847939,3.744307279586792,0.9527940392745433,4.139973074636961,0.001,-15.024366043492368,-10.588395118713379,0.3145925998687744,239354,-11.951322555541992
155,324,806.81,261.26023081,1619,252356,0.356,-13.521547734870145,4.21853494644165,0.9835902155109397,4.26301211198348,0.001,-15.039180078060431,-13.769185066223145,0.8189108371734619,242694,-15.270983695983887
155,328,799.32,259.45604274999994,1637,255003,0.348,-13.56046732266744,5.1411027908325195,1.0259176755013566,4.331185470024745,0.001,-15.067719803916084,-12.448325157165527,1.1837269067764282,245302,-14.237428665161133
155,332,801.4,264.55764401000005,1658,258248,0.34,-13.76024460962436,10.137514114379883,0.9467884085310554,4.273899840699805,0.001,-15.213370558768156,-11.083154678344727,0.42558032274246216,248546,-14.52991008758545
155,336,803.05,267.56655892,1680,261510,0.332,-13.852382026383781,8.288135528564453,1.1070867595670142,4.4579548219276095,0.001,-15.332422971161826,-12.491657257080078,1.530525803565979,251804,-15.243317604064941
155,340,784.44,259.30704524,1692,263356,0.324,-13.946124398738371,5.205677509307861,0.9769066348624995,4.29905384809004,0.001,-15.339017860835385,-12.924054145812988,0.16198408603668213,253629,-14.61069393157959
155,344,783.45,260.54463786,1715,266788,0.316,-14.104995024481486,6.51505708694458,1.0115134600979276,4.3089121476162315,0.001,-15.466611329899278,-13.914902687072754,0.6144328117370605,257008,-15.973660469055176
155,348,784.85,262.82080973,1737,270193,0.308,-14.271559607845614,3.8444035053253174,1.2648949834050869,4.299644499126522,0.001,-15.595850111424237,-14.560201644897461,0.17176532745361328,260447,-15.744277954101562
155,352,772.02,257.14799472000004,1754,272635,0.3,-14.095752053790623,11.863024711608887,1.124909217055473,4.7389508912132845,0.001,-15.517437352074516,-11.077913284301758,0.6088210344314575,262896,-14.636820793151855
155,356,773.04,259.01396302,1774,275065,0.292,-14.497986030578613,13.985713005065918,1.0481109434759426,4.249019641714331,0.001,-15.738699743482801,-11.502935409545898,0.48831260204315186,266073,-15.586763381958008
155,360,770.67,259.46475403,1791,278162,0.284,-14.577655867374304,8.184911727905273,1.2315999361011516,4.35087726874785,0.001,-15.813305062958689,-13.87846851348877,0.37128543853759766,268445,-16.202983856201172
155,364,758.66,253.82022679999997,1807,280555,0.276,-14.728723562680758,1.5527218580245972,0.9726197295702803,4.316803916906699,0.001,-15.920161393972544,-15.632704734802246,1.3539494276046753,270881,-16.061256408691406
155,368,753.04,251.68121222999994,1823,282956,0.268,-14.721896582011935,4.109180927276611,1.2670924399826158,4.237598144178149,0.001,-15.857572857337662,-15.122042655944824,5.759149551391602,273256,-16.223302841186523
155,372,742.06,246.70481999999996,1837,285087,0.26,-14.728633371988932,7.637606620788574,1.1493869430873365,4.4497363184179575,0.001,-15.885564745040167,-14.947514533996582,0.22567689418792725,275470,-16.933292388916016
155,376,733.28,244.03800209000002,1855,287760,0.252,-14.77763388824463,6.101294994354248,1.3679078056365253,4.511312282880147,0.001,-15.914484606424967,-14.648324012756348,0.25907859206199646,278122,-16.185850143432617
155,380,726.91,244.04489200999996,1876,290976,0.244,-14.932576212148502,8.824713706970215,1.2471333748054882,4.4768488351756615,0.001,-16.024927344473767,-14.177766799926758,0.09267502278089523,281269,-16.330997467041016
155,384,722.21,243.85022815,1893,293601,0.236,-15.01714373206635,8.854544639587402,1.2088166602528325,4.34634454702016,0.001,-16.042881021110844,-13.790962219238281,0.11312545835971832,283900,-15.880634307861328
154,388,718.8,243.80763328,1915,296804,0.228,-15.207283887686085,1.6419094800949097,1.122607556633671,4.402446461213994,0.001,-16.21104168322738,-16.897499084472656,13.31729507446289,287111,-17.271854400634766
154,392,701.42,234.60864396,1926,298337,0.22,-15.304224258144153,0.7998082041740417,1.5612483448130743,4.302980758896157,0.001,-16.25088004107889,-15.257669448852539,1.9694457054138184,288866,-15.433627128601074
154,396,712.36,241.43819244999997,1946,301527,0.212,-15.308282053470611,4.78641939163208,1.378660831456253,4.393785053938627,0.001,-16.239764454364778,-12.821772575378418,0.0829625129699707,291857,-13.836493492126465
154,400,708.35,241.45683773999997,1967,304638,0.204,-15.424454779271274,7.788570404052734,1.3287752019181829,4.508486915274959,0.001,-16.344186085264397,-15.524380683898926,0.09304896742105484,294996,-17.113248825073242
154,404,702.09,238.25381311,1987,307284,0.196,-15.543895311708804,6.708273887634277,1.2988961399906072,4.547768344261028,0.001,-16.43525789755362,-13.64971923828125,0.230182945728302,298069,-14.964540481567383
154,408,701.4,239.65299841000004,2006,310549,0.188,-15.662416719228652,6.627420425415039,1.1519594980434034,4.476643686089881,0.001,-16.504025665070785,-16.649765014648438,0.8633584976196289,300811,-17.895719528198242
154,412,706.18,247.02315801,2026,313532,0.18,-15.849305024468096,1.9305822849273682,1.2096127788356033,4.259361020198784,0.001,-16.615990048929344,-16.9195613861084,0.1354324221611023,303912,-17.267066955566406
154,416,704.37,248.65555961,2047,316714,0.172,-15.83382086164496,3.452094554901123,1.325634847589758,4.571872696046079,0.001,-16.62018298245548,-15.697131156921387,0.39853841066360474,307040,-16.290891647338867
154,420,706.76,253.09410707000004,2067,319725,0.164,-16.020042449391948,2.5021896362304688,1.1642363340111148,4.332866613153388,0.001,-16.730632544812106,-15.766129493713379,0.1515217125415802,310067,-16.176488876342773
154,424,705.32,254.53870551000003,2089,322888,0.156,-16.124539641559426,7.365909099578857,1.0844790126650277,4.3739310619492215,0.001,-16.806872885844427,-16.094003677368164,0.2735312283039093,313240,-17.243085861206055
154,428,710.14,258.69415355999996,2109,326017,0.148,-16.09211318109937,1.6149991750717163,1.4002809155384957,4.661642419550703,0.001,-16.782036289649923,-16.6999454498291,0.11450017988681793,316346,-16.93896484375
154,432,706.8,257.06146412,2129,328928,0.14,-16.25057267390591,2.103898525238037,1.074351168381585,4.087797757202894,0.001,-16.822864403107943,-15.935054779052734,0.44968682527542114,319291,-16.22960090637207
154,436,704.79,255.88971009999997,2149,331989,0.132,-16.25702968823541,5.04268217086792,1.1421423278288128,4.208861480207787,0.001,-16.812599376304863,-15.512496948242188,0.25350385904312134,322385,-16.178131103515625
154,440,717.07,264.19676029000004,2169,335063,0.124,-16.46280503334617,2.4427897930145264,1.2888924534353174,4.575018909088401,0.001,-17.030107325669714,-17.364261627197266,8.003924369812012,325375,-17.66716766357422
154,444,706.33,260.31657958,2185,337421,0.116,-16.364995472054733,1.9840770959854126,1.0752170559460004,4.670781664079741,0.001,-16.90680610757125,-15.84427547454834,0.19070635735988617,327760,-16.07442855834961
154,448,700.34,258.62230222,2204,340227,0.108,-16.524493839866235,1.441932201385498,1.2572902476907613,4.2503282141267205,0.001,-16.983529335155822,-17.29131317138672,0.5104560852050781,330571,-17.44704246520996
154,452,706.12,264.30110606,2224,343247,0.1,-16.57946003665873,3.7749245166778564,1.3044535655103273,4.2818488202210085,0.001,-17.007644921780912,-16.49888801574707,0.7159818410873413,333580,-16.876380920410156
154,456,707.33,267.00854395000005,2242,345798,0.092,-16.65082244873047,3.1959080696105957,1.324547991055522,4.464862533704734,0.001,-17.061589803813416,-16.632261276245117,0.20502933859825134,336145,-16.926284790039062
154,460,707.29,268.43618714,2262,348891,0.084,-16.76708843677075,5.813424110412598,1.2277044961398298,4.381546795445603,0.001,-17.135138345693612,-15.305731773376465,0.5303351283073425,339217,-15.794059753417969
154,464,715.71,265.48257204000004,2279,352126,0.076,-17.012045504252114,2.865865468978882,1.3883555327967698,4.5785584298769635,0.001,-17.360015983581544,-17.871898651123047,7.61041784286499,341625,-18.089704513549805
154,468,722.6,270.92347988000006,2304,355216,0.068,-16.708761540854848,6.01342248916626,1.5498123465516536,4.748140891586862,0.001,-17.031635147187767,-17.260576248168945,0.12004265189170837,345571,-17.66948890686035
154,472,728.43,276.28599452000003,2322,357930,0.06,-16.717967883458044,5.68511962890625,2.0466281973303526,4.405949625630233,0.001,-16.98232484992832,-17.61296844482422,0.27269288897514343,348266,-17.95407485961914
154,476,732.43,278.98048939999995,2342,361003,0.052,-16.932257107665713,4.418620586395264,1.8503180200588956,4.622969872933671,0.001,-17.172651512069894,-15.398517608642578,1.0317020416259766,351287,-15.62828540802002
154,480,732.6,278.92162479,2363,364236,0.044,-17.031364036695607,1.8523213863372803,1.7145913697523567,4.359015747829137,0.001,-17.223160719508446,-16.098255157470703,2.1940271854400635,354474,-16.179758071899414
153,484,724.21,274.78937220000006,2380,366022,0.036,-17.135961532592773,3.2744338512420654,1.625890785661237,4.788183872013876,0.001,-17.30833616648635,-17.049028396606445,1.067488670349121,357048,-17.166908264160156
154,488,716.21,270.55377883999995,2392,368425,0.028,-17.19506857158002,7.185632228851318,1.5889406667328347,4.611763211601067,0.001,-17.3241979514117,-18.179460525512695,7.333121299743652,358727,-18.380659103393555
153,492,725.63,276.14663998,2408,370900,0.02,-17.346794164633447,2.4131882190704346,1.3775197778780046,4.628078027465675,0.001,-17.439355681214153,-18.16705894470215,0.34951382875442505,361206,-18.215322494506836
153,496,719.6,271.9852818500001,2425,373487,0.012,-17.558109116259917,7.799835681915283,1.350883677850167,4.295074987558671,0.001,-17.60965000435158,-17.025039672851562,1.3891243934631348,363786,-17.118637084960938
153,500,703.46,260.49818705,2439,374984,0.004,-17.505907647228597,2.9263720512390137,1.514593920882978,4.4112977370010436,0.001,-17.52355285913971,-18.233020782470703,0.6233493089675903,365883,-18.244726181030273
153,504,702.18,258.86789597,2452,377502,0,-17.495463930830663,6.219702243804932,1.4779008044938373,4.9687337847996735,0.001,-17.495463930830663,-18.41097068786621,0.20455092191696167,367877,-18.41097068786621
153,508,699.61,258.87188168,2471,380510,0,-17.54359825154677,3.486544370651245,1.2189676595483234,4.656990114539703,0.001,-17.54359825154677,-16.78174591064453,0.18245384097099304,370882,-16.78174591064453
153,512,679.12,246.18530002,2481,381444,0,-17.43626594543457,1.1662452220916748,1.4422491857638726,5.134487256025657,0.001,-17.43626594543457,-18.31961441040039,0.5694383382797241,372467,-18.31961441040039
153,516,673.27,243.36896086999997,2494,384041,0,-17.552542007406345,3.7890279293060303,1.5112480692086963,4.694964459429237,0.001,-17.552542007406345,-17.446332931518555,0.270200252532959,374432,-17.446332931518555
153,520,673.12,243.2210761,2513,387037,0,-17.694257400990832,5.569736957550049,1.4259932823327124,5.092339990899089,0.001,-17.694257400990832,-16.85757064819336,0.26485395431518555,377347,-16.85757064819336
154,524,670.81,240.85132148,2532,389969,0,-17.72202980748475,3.0999746322631836,2.0123079071011616,4.901531818750742,0.001,-17.72202980748475,-16.8082218170166,0.8975696563720703,380297,-16.8082218170166
154,528,658.09,232.8179798,2544,391826,0,-17.94700889767341,1.0650454759597778,1.5100321573130961,5.112253655802529,0.001,-17.94700889767341,-17.131969451904297,0.1398674100637436,382175,-17.131969451904297
154,532,657.68,234.36081353,2562,394696,0,-17.84093362823819,2.4253835678100586,1.480645340260839,4.580817735487499,0.001,-17.84093362823819,-16.417036056518555,0.4674503803253174,385092,-16.417036056518555
153,536,653.94,233.1767291,2581,397383,0,-17.96924929657814,2.7729296684265137,1.4143597220225457,4.680382102484274,0.001,-17.96924929657814,-17.237272262573242,0.3695433735847473,387968,-17.237272262573242
153,540,650.26,230.552367,2598,400089,0,-18.073681337405475,10.789691925048828,1.5757455804094729,4.664847008234415,0.001,-18.073681337405475,-18.752105712890625,0.1649932563304901,390740,-18.752105712890625
