time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/Beta,train/Main_losses,train/MSE_loss,train/critic_loss,train/MSE_losses,train/learning_rate,train/actor_loss,train/loss,train/critic_los,train/n_updates,train/RL_loss
154,544,650.69,230.56964898,2612,402490,0,-18.115520594906233,1.8993369340896606,1.2979280587260755,4.639027999649099,0.001,-18.115520594906233,-18.41185188293457,0.1697029173374176,392822,-18.41185188293457
154,548,651.48,232.32604209999997,2630,405375,0,-18.163472393197072,4.690739631652832,1.762896781380069,4.734166346637296,0.001,-18.163472393197072,-15.670873641967773,0.6925215721130371,395740,-15.670873641967773
154,552,649.93,232.28546322,2649,408240,0,-18.233062918029958,2.3359439373016357,1.4749797974286678,4.572769825614755,0.001,-18.233062918029958,-18.642175674438477,0.15228210389614105,398628,-18.642175674438477
154,556,647.89,231.67607533999998,2664,410587,0,-18.283319428970252,5.894183158874512,1.818651561101115,5.09892093809576,0.001,-18.283319428970252,-18.120229721069336,0.44269508123397827,400917,-18.120229721069336
154,560,642.09,228.28829308000005,2680,413100,0,-18.24341286092565,2.6552343368530273,1.353277578963377,4.759239801894063,0.001,-18.24341286092565,-18.94210433959961,0.09620877355337143,403481,-18.94210433959961
154,564,639.02,236.92901905000002,2699,416028,0,-18.360976795935187,3.4569430351257324,1.682484534339342,4.721788456964872,0.001,-18.360976795935187,-18.503890991210938,0.1358252614736557,406393,-18.503890991210938
154,568,631.73,232.90214914000003,2714,418389,0,-18.397164055414123,1.4644497632980347,1.6253221534694517,5.127733307023162,0.001,-18.397164055414123,-17.6766300201416,0.5851770639419556,408754,-17.6766300201416
154,572,633.54,234.8750049,2732,421284,0,-18.43579325047168,2.9199459552764893,1.7653102341634535,5.011497255373787,0.001,-18.43579325047168,-18.57294464111328,0.36732345819473267,411650,-18.57294464111328
154,576,631.91,234.82613418000005,2751,424194,0,-18.472533894621808,5.402372360229492,1.5374441848885592,4.906817483675221,0.001,-18.472533894621808,-19.436120986938477,0.2436845302581787,414554,-19.436120986938477
154,580,627.99,235.00665070000002,2769,427035,0,-18.367150605735134,4.961030006408691,1.5006440389370717,4.736777147835931,0.001,-18.367150605735134,-18.0417423248291,0.6554151773452759,417425,-18.0417423248291
154,584,639.98,243.26495186999998,2788,430020,0,-18.512572099253074,5.6985039710998535,1.5671236906224681,4.959287719013765,0.001,-18.512572099253074,-17.718061447143555,0.22657611966133118,420354,-17.718061447143555
154,588,644.96,247.43603502999997,2807,432921,0,-18.61795622999497,1.8544394969940186,1.4693385086963946,4.826159272733973,0.001,-18.61795622999497,-18.144296646118164,0.7506001591682434,423296,-18.144296646118164
154,592,649.43,252.34793928,2826,435843,0,-18.595248066860698,9.46768856048584,1.477719350767379,5.196924201820208,0.001,-18.595248066860698,-19.214614868164062,0.14726868271827698,426200,-19.214614868164062
154,596,648.68,253.70373044999997,2842,438355,0,-18.521134497711014,7.831783294677734,1.6196677030799962,4.8953977075729584,0.001,-18.521134497711014,-20.095457077026367,0.4224233031272888,428759,-20.095457077026367
154,600,661.77,264.04742323,2860,441161,0,-18.401862951425407,2.6797258853912354,1.5457440546987065,4.863771437070309,0.001,-18.401862951425407,-18.9569034576416,0.44958287477493286,431574,-18.9569034576416
154,604,665.27,268.77049874999994,2878,444029,0,-18.705591995607723,2.426290988922119,1.7989299251719124,4.810716553675857,0.001,-18.705591995607723,-18.800731658935547,0.3245578408241272,434386,-18.800731658935547
154,608,664.54,268.93044958999997,2897,446964,0,-18.753622578379172,1.4438984394073486,1.4514323395621214,4.800101882235918,0.001,-18.753622578379172,-16.74811553955078,0.31825894117355347,437305,-16.74811553955078
154,612,684.15,281.58736021,2915,449859,0,-18.84239017016267,2.99963116645813,1.502495934300135,4.985157175913249,0.001,-18.84239017016267,-19.955516815185547,0.3594909906387329,440220,-19.955516815185547
154,616,687.58,284.44246507,2934,452799,0,-18.852982177529285,5.145021438598633,1.6399027744448313,4.7096781094548525,0.001,-18.852982177529285,-19.00057601928711,0.32271790504455566,443162,-19.00057601928711
154,620,685.74,284.49121936000006,2953,455611,0,-18.968064059260303,2.3379316329956055,1.599874292912721,4.969399834832838,0.001,-18.968064059260303,-18.718120574951172,0.3177436292171478,446011,-18.718120574951172
154,624,685.39,286.75775448,2971,458508,0,-18.939101350811164,1.7275750637054443,1.509891402906356,4.919822165495913,0.001,-18.939101350811164,-18.737707138061523,0.4438372254371643,448880,-18.737707138061523
154,628,694.96,294.76838776999995,2989,461322,0,-18.999340597788493,7.729608535766602,1.3882313517643778,4.884247037271659,0.001,-18.999340597788493,-19.27349853515625,0.35833054780960083,451750,-19.27349853515625
154,632,693.94,294.75623836,3007,464090,0,-19.16421338275374,6.259467601776123,1.2744780068888384,5.0203194990540645,0.001,-19.16421338275374,-19.02873992919922,0.5129213333129883,454498,-19.02873992919922
154,636,691.09,293.72115235,3022,466492,0,-19.15520969273984,4.176018714904785,1.4634025375304283,5.120429476489596,0.001,-19.15520969273984,-18.645933151245117,0.3675948679447174,456867,-18.645933151245117
154,640,690.8,294.53156686,3040,469169,0,-19.17903825738928,1.880183219909668,1.591323395019172,4.935523332966553,0.001,-19.17903825738928,-19.24109649658203,0.5173405408859253,459703,-19.24109649658203
154,644,695.85,298.63948196999996,3058,472075,0,-19.258035000362344,3.5833535194396973,1.4249967521840128,4.8491980160891845,0.001,-19.258035000362344,-19.216299057006836,0.3229082226753235,462462,-19.216299057006836
154,648,689.41,293.43913515,3072,474316,0,-19.233621702835023,9.843012809753418,1.4480926870946356,5.067502788639822,0.001,-19.233621702835023,-17.86377716064453,8.282726287841797,464709,-17.86377716064453
154,652,683.66,289.43292781,3090,476606,0,-19.31764629793839,3.116654872894287,1.6663762973660894,5.073603787724401,0.001,-19.31764629793839,-18.662233352661133,1.1478416919708252,467590,-18.662233352661133
154,656,682.75,289.45086412,3101,478862,0,-19.368585187397645,16.558197021484375,1.6371301614469098,5.149431570024973,0.001,-19.368585187397645,-20.128887176513672,1.072129249572754,469249,-20.128887176513672
154,660,686.1,292.9307861,3119,481710,0,-19.329932770003442,7.528846263885498,1.6905551887744543,4.865039276202088,0.001,-19.329932770003442,-19.490238189697266,0.27894675731658936,472086,-19.490238189697266
154,664,681.97,290.10865232000003,3135,484225,0,-19.272289668044,9.511931419372559,1.5476377122870688,4.850840145594453,0.001,-19.272289668044,-19.49921989440918,0.2066980004310608,474606,-19.49921989440918
154,668,683.92,291.82069792000004,3152,486781,0,-19.377471901841396,6.563918113708496,1.7959755856065351,4.999794883411968,0.001,-19.377471901841396,-19.297924041748047,1.2537753582000732,477180,-19.297924041748047
154,672,686.2,291.62407164,3171,489904,0,-19.391811241274294,6.236661434173584,2.0110029454976117,5.105388560534819,0.001,-19.391811241274294,-20.25057601928711,0.23806601762771606,480283,-20.25057601928711
154,676,686.13,291.71838785,3190,492807,0,-19.385083531697592,2.638141393661499,1.8813569257570522,4.974282057444254,0.001,-19.385083531697592,-20.386734008789062,0.10937182605266571,483178,-20.386734008789062
154,680,690.11,290.21246918,3210,496046,0,-19.31788265279361,3.2975780963897705,1.8212951339831176,4.868161467835307,0.001,-19.31788265279361,-19.93571662902832,0.5092278718948364,486295,-19.93571662902832
154,684,693.31,290.2274005,3232,499351,0,-19.064566789789403,2.7287192344665527,1.8731405771872465,5.006910645581306,0.001,-19.064566789789403,-17.021224975585938,0.1969454139471054,489743,-17.021224975585938
154,688,689.5,287.08130252,3248,501871,0,-19.143195569837417,2.4892942905426025,1.7577877851152741,4.682954820910016,0.001,-19.143195569837417,-18.361276626586914,1.0625858306884766,492193,-18.361276626586914
154,692,689.58,287.14701721999995,3267,504801,0,-19.077144609256223,7.151769638061523,1.581968873156338,4.940300090069121,0.001,-19.077144609256223,-19.791824340820312,0.42159637808799744,495160,-19.791824340820312
154,696,687.68,286.28441439,3284,507123,0,-19.155065384345857,3.610365152359009,2.014426267577354,4.651258486288565,0.001,-19.155065384345857,-20.21797752380371,0.2796144187450409,498023,-20.21797752380371
154,700,684.36,284.06004098,3297,509597,0,-18.95713326255268,3.8427929878234863,2.064486660182955,4.9551615662434525,0.001,-18.95713326255268,-19.643795013427734,0.24800518155097961,499974,-19.643795013427734
154,704,680.88,281.29190046,3315,512117,0,-18.973008225473126,2.8356621265411377,1.8727783674549254,4.740163377329205,0.001,-18.973008225473126,-18.38385009765625,0.40478259325027466,502839,-18.38385009765625
154,708,679.59,278.83302710999993,3331,514923,0,-18.806655956961006,2.035742998123169,2.046069974039184,4.6604901783911465,0.001,-18.806655956961006,-18.22713279724121,0.4765779674053192,505212,-18.22713279724121
154,712,678.96,276.77862146,3349,517755,0,-18.719494304607696,5.98199462890625,2.135322256700496,4.861122111325424,0.001,-18.719494304607696,-18.932355880737305,0.60164475440979,508110,-18.932355880737305
154,716,680.15,276.66129186,3369,520814,0,-18.644754255588968,3.122053861618042,2.1163415968770263,4.92561789620575,0.001,-18.644754255588968,-19.332014083862305,0.3311225175857544,511168,-19.332014083862305
154,720,682.48,276.61327122,3388,523859,0,-18.648361079236295,6.949190139770508,2.103509859261202,4.741805231634607,0.001,-18.648361079236295,-15.562216758728027,9.48101806640625,514206,-15.562216758728027
154,724,682.3,276.66258643000003,3407,526738,0,-18.563570058765773,1.746079683303833,1.8594868573029513,4.766610743069068,0.001,-18.563570058765773,-18.641399383544922,0.24536669254302979,517120,-18.641399383544922
154,728,679.9,273.32654831,3426,529312,0,-18.566238029227073,2.464280128479004,1.8868594546473867,4.7367819732065355,0.001,-18.566238029227073,-18.080368041992188,0.35756686329841614,520110,-18.080368041992188
154,732,680.89,273.3344872099999,3441,532179,0,-18.592052315714692,5.039862632751465,1.7077888957837708,4.7911667453597415,0.001,-18.592052315714692,-17.94797134399414,8.763385772705078,522549,-17.94797134399414
154,736,686.51,276.69686417,3460,535143,0,-18.47493211406551,5.837874412536621,1.956596592354448,4.842365363036117,0.001,-18.47493211406551,-16.7369327545166,1.400831937789917,525511,-16.7369327545166
154,740,685.78,275.96386888,3477,537747,0,-18.683372888538646,4.584208965301514,2.077175440677492,4.981375963899238,0.001,-18.683372888538646,-17.84182357788086,1.360792636871338,528110,-17.84182357788086
154,744,686.56,275.84871902000003,3496,540731,0,-18.583840669559528,5.017937660217285,1.928822433222321,4.79901601362832,0.001,-18.583840669559528,-18.824979782104492,1.90984308719635,531120,-18.824979782104492
154,748,692.45,281.20390041999997,3514,543561,0,-18.605281073471595,3.5333595275878906,1.921183370780654,5.145191404154931,0.001,-18.605281073471595,-19.26620864868164,0.7714060544967651,533929,-19.26620864868164
154,752,694.17,282.52324215,3532,546023,0,-18.66256302992503,11.577131271362305,1.952289696984334,4.988962892525726,0.001,-18.66256302992503,-18.654237747192383,0.21653339266777039,536763,-18.654237747192383
154,756,700.24,286.53878143000003,3548,548886,0,-18.649704956772304,6.246865749359131,1.9959622052046333,5.122149736721917,0.001,-18.649704956772304,-18.387197494506836,0.7144553661346436,539312,-18.387197494506836
154,760,699.61,286.60221463,3566,551671,0,-18.929229824784873,2.8846042156219482,1.822949693766025,5.089962363588637,0.001,-18.929229824784873,-19.0300235748291,0.563149094581604,542071,-19.0300235748291
154,764,699.12,286.50081157,3584,554137,0,-19.100482239907617,1.974003553390503,1.8337050648817783,5.032152009932376,0.001,-19.100482239907617,-19.729127883911133,8.559410095214844,544903,-19.729127883911133
154,768,699.29,287.00492527,3598,556710,0,-19.17113903551349,11.142937660217285,1.8611152084109506,4.912015657088255,0.001,-19.17113903551349,-20.203369140625,0.09047074615955353,547114,-20.203369140625
154,772,697.97,287.20670008,3618,559701,0,-19.197020843585957,1.6607451438903809,1.7769724751153224,4.9024140371738145,0.001,-19.197020843585957,-18.993833541870117,1.8326774835586548,550114,-18.993833541870117
154,776,690.77,282.99124729,3631,561884,0,-19.291333582209443,3.444023370742798,1.7709957837266312,4.993120850845315,0.001,-19.291333582209443,-19.89781951904297,0.21486225724220276,552273,-19.89781951904297
154,780,682.07,281.11283196999995,3649,564253,0,-19.231713180986855,4.35586404800415,1.8638138339902364,4.842971714523026,0.001,-19.231713180986855,-19.107818603515625,0.2947254478931427,555094,-19.107818603515625
154,784,673.23,277.87498621,3664,566674,0,-19.269279839958944,3.140425443649292,2.082337990697001,4.639544495730333,0.001,-19.269279839958944,-18.586002349853516,0.8997572660446167,557498,-18.586002349853516
154,788,673.58,278.3034842,3678,569229,0,-19.34911252635799,2.065929889678955,1.8517722318382703,4.877776555492454,0.001,-19.34911252635799,-20.35908317565918,0.2992219626903534,559600,-20.35908317565918
154,792,670.44,276.51892279,3696,571845,0,-19.408081278922538,2.4857141971588135,2.0299523121732745,4.851130794702103,0.001,-19.408081278922538,-19.994632720947266,2.357790946960449,562431,-19.994632720947266
154,796,671.84,277.27412441,3711,574307,0,-19.370757036182393,5.046510219573975,2.1471761551630846,4.742671080497133,0.001,-19.370757036182393,-19.750879287719727,0.8516123294830322,564708,-19.750879287719727
154,800,675.46,279.22338679,3729,577143,0,-19.458914183417836,6.588106155395508,2.0637025934325175,4.751153339252011,0.001,-19.458914183417836,-19.831520080566406,7.625664710998535,567507,-19.831520080566406
154,804,678.7,282.12221298000003,3747,579987,0,-19.39313677681817,1.835979700088501,1.9036704272135265,4.6271890665094055,0.001,-19.39313677681817,-19.797264099121094,0.3430238366127014,570378,-19.797264099121094
154,808,677.41,282.44925148000004,3764,582664,0,-19.552505692058705,4.545121192932129,1.9968434544578992,4.608404989229804,0.001,-19.552505692058705,-18.57904052734375,1.4238636493682861,573040,-18.57904052734375
154,812,677.81,284.53794107,3782,585536,0,-19.566364563164175,5.975678443908691,2.0535569605592006,5.190986536937076,0.001,-19.566364563164175,-19.712411880493164,1.550564169883728,575924,-19.712411880493164
154,816,675.67,284.68572782,3800,588381,0,-19.61860341943779,7.92567253112793,2.0827999064215117,4.703646768471573,0.001,-19.61860341943779,-20.099843978881836,0.23224154114723206,578744,-20.099843978881836
154,820,672.98,284.6538305,3818,591157,0,-19.711126881261027,1.9083073139190674,2.194087372431832,4.7428744510471645,0.001,-19.711126881261027,-19.84416389465332,1.1106833219528198,581553,-19.84416389465332
154,824,672.62,284.66312264,3836,594000,0,-19.66671860551035,1.7348932027816772,2.06156442721775,4.78783898496761,0.001,-19.66671860551035,-20.330734252929688,11.022466659545898,584394,-20.330734252929688
154,828,675.53,287.9940835,3854,596865,0,-19.701525532797483,5.1121826171875,2.117630081366371,4.814628542139289,0.001,-19.701525532797483,-19.031139373779297,4.0828776359558105,587221,-19.031139373779297
154,832,672.34,285.63166499000005,3872,599413,0,-19.530452770469463,3.8964357376098633,2.1910927381069785,4.88147846330232,0.001,-19.530452770469463,-19.598480224609375,1.9814732074737549,590082,-19.598480224609375
154,836,670.87,285.66944263,3889,602230,0,-19.683428249970817,11.112777709960938,2.1180236998011437,4.927675898672888,0.001,-19.683428249970817,-20.242223739624023,8.824295997619629,592606,-20.242223739624023
154,840,672.67,288.25896357,3906,605014,0,-19.808053174730166,4.78342342376709,2.4088806930147317,4.776258785092369,0.001,-19.808053174730166,-20.067331314086914,0.10404318571090698,595416,-20.067331314086914
154,844,672.52,288.3055087,3925,607983,0,-19.748452483339513,5.449835777282715,2.1059054892168816,4.984530612667824,0.001,-19.748452483339513,-20.76204490661621,0.5083531141281128,598375,-20.76204490661621
154,848,672.16,286.62591649,3943,610777,0,-19.770296918617568,4.97487211227417,1.9943779514053086,4.5370670675848075,0.001,-19.770296918617568,-18.758134841918945,0.38677382469177246,601127,-18.758134841918945
154,852,673.24,286.89240105,3961,613347,0,-19.86243923871945,4.780914306640625,2.0065489134276633,4.7076908201743395,0.001,-19.86243923871945,-20.78368377685547,8.931156158447266,604048,-20.78368377685547
154,856,673.36,285.14123815000005,3978,616222,0,-19.816002498015514,5.814568996429443,2.308914619524931,4.57896072578035,0.001,-19.816002498015514,-20.693206787109375,1.4586365222930908,606639,-20.693206787109375
154,860,670.42,282.74214015000007,3994,618713,0,-19.81883832570669,5.358346939086914,2.442406143556844,4.953080415994197,0.001,-19.81883832570669,-20.39993667602539,1.898777961730957,609137,-20.39993667602539
154,864,673.63,285.68233476999995,4011,621500,0,-19.945713123578702,2.4910593032836914,2.12487395832922,4.929655708456307,0.001,-19.945713123578702,-20.821874618530273,0.15007585287094116,611908,-20.821874618530273
154,868,675.79,287.55115564,4029,624289,0,-20.029423049170493,3.509467124938965,2.1753227140200555,4.618056233353239,0.001,-20.029423049170493,-19.482938766479492,1.859712839126587,614675,-19.482938766479492
154,872,674.52,287.58971822999996,4047,627153,0,-19.99478519439697,6.591525077819824,2.0512472241158997,5.192640201704843,0.001,-19.99478519439697,-20.834075927734375,0.16771897673606873,617544,-20.834075927734375
154,876,680.46,289.71115262,4065,629930,0,-19.936445778904698,10.64909553527832,1.9385933009303848,4.817459525489017,0.001,-19.936445778904698,-19.66795539855957,0.860336422920227,620333,-19.66795539855957
154,880,682.92,291.28883114999996,4082,632545,0,-19.970282301262245,2.121870756149292,1.8061974089264157,4.64627433392539,0.001,-19.970282301262245,-20.918886184692383,0.1606239676475525,622944,-20.918886184692383
154,884,679.16,288.6441161999999,4097,634590,0,-19.956559975941975,1.2933759689331055,2.180751937569986,4.926477413067873,0.001,-19.956559975941975,-20.74861717224121,0.18753549456596375,625346,-20.74861717224121
154,888,681.69,291.60514834,4113,637398,0,-19.992769241333008,13.42882251739502,2.26468875955345,4.699022290310428,0.001,-19.992769241333008,-20.793041229248047,0.12142296135425568,627780,-20.793041229248047
154,892,683.53,293.56083061000004,4131,640198,0,-20.00402433667864,5.128830432891846,2.000804582961968,4.596408999477114,0.001,-20.00402433667864,-20.918996810913086,0.4735870659351349,630610,-20.918996810913086
154,896,686.76,296.52951396,4149,642983,0,-19.988371907790736,2.4132869243621826,1.8625568148037788,4.83589025379276,0.001,-19.988371907790736,-18.08249855041504,1.6739099025726318,633393,-18.08249855041504
154,900,686.64,298.01372597999995,4166,645807,0,-19.966933012676506,9.082316398620605,2.013797816849139,4.959750658156825,0.001,-19.966933012676506,-19.066835403442383,0.12855710089206696,636169,-19.066835403442383
154,904,686.31,297.94304946000005,4184,648618,0,-20.01116799655026,4.741054058074951,1.8938201806509283,4.75629530393914,0.001,-20.01116799655026,-19.32570457458496,2.8303112983703613,639004,-19.32570457458496
155,908,688.44,300.07779949,4203,651508,0,-20.02826668520487,5.2952561378479,2.188041889971444,4.736784200999284,0.001,-20.02826668520487,-20.34164047241211,0.43052706122398376,641884,-20.34164047241211
155,912,688.95,300.02837884999997,4221,654431,0,-20.009857701320275,12.24166488647461,2.099931207813354,4.7804155553422385,0.001,-20.009857701320275,-19.30915641784668,10.208427429199219,644808,-19.30915641784668
155,916,688.25,299.8891057,4239,657206,0,-20.038533984077695,3.269923686981201,1.8524533496491804,4.876009004163879,0.001,-20.038533984077695,-20.572397232055664,0.2029297649860382,647626,-20.572397232055664
155,920,687.99,299.96225187,4256,659956,0,-20.17417157633921,3.4664697647094727,2.0702392075713094,4.887955960597885,0.001,-20.17417157633921,-19.074556350708008,0.6965535879135132,650367,-19.074556350708008
155,924,687.0,300.02730653,4274,662700,0,-20.083959893684167,8.851810455322266,2.059217263605295,4.785240187638068,0.001,-20.083959893684167,-18.674057006835938,4.032339572906494,653119,-18.674057006835938
155,928,681.19,296.80696104,4289,664984,0,-20.089737837025197,1.1248538494110107,2.0090314616002356,4.693492174837631,0.001,-20.089737837025197,-19.501012802124023,9.646738052368164,655407,-19.501012802124023
155,932,684.5,299.19794290999994,4307,667863,0,-20.02237506382902,4.651738166809082,1.9503702974122452,4.849600118314716,0.001,-20.02237506382902,-20.045392990112305,0.13310018181800842,658209,-20.045392990112305
155,936,684.41,299.21463188000007,4325,670671,0,-20.148565447157708,3.102020263671875,1.9066195980727931,4.902276198414789,0.001,-20.148565447157708,-20.532489776611328,0.5549943447113037,661063,-20.532489776611328
155,940,682.3,296.71601211,4343,673244,0,-20.05434859094541,1.468148112297058,1.7760203853044016,4.684081681175337,0.001,-20.05434859094541,-19.77988624572754,0.22554218769073486,663908,-19.77988624572754
155,944,674.67,290.29873238000005,4356,675450,0,-20.09002283182037,1.8955620527267456,1.9590785932476016,5.190044037411722,0.001,-20.09002283182037,-20.94184112548828,0.10158861428499222,665952,-20.94184112548828
155,948,668.74,286.50435146,4370,677651,0,-20.00194224251641,12.654825210571289,1.8012314235118942,4.987186611526543,0.001,-20.00194224251641,-19.588897705078125,0.5284761190414429,668051,-19.588897705078125
154,952,663.84,283.28524727,4386,679731,0,-19.938974827791736,3.830583333969116,1.74569493105376,4.423022733589189,0.001,-19.938974827791736,-20.920866012573242,0.7359803915023804,670575,-20.920866012573242
155,956,658.19,280.35683458,4399,682041,0,-19.87042808532715,3.072528600692749,2.09815479369672,4.487213229012285,0.001,-19.87042808532715,-20.292484283447266,0.4250010848045349,672566,-20.292484283447266
155,960,657.91,278.62201185,4414,684504,0,-19.79950724452375,1.5830522775650024,2.0327067283345133,5.129920513874077,0.001,-19.79950724452375,-20.5180606842041,0.19307754933834076,674888,-20.5180606842041
155,964,658.49,278.60235106,4433,687349,0,-19.730058664818333,4.092674255371094,2.144981728361486,5.057058227225526,0.001,-19.730058664818333,-19.548765182495117,0.3186933994293213,677767,-19.548765182495117
155,968,658.9,278.59272373,4451,690179,0,-19.807158132280623,2.238759994506836,2.0027250321808463,4.857508199385235,0.001,-19.807158132280623,-19.594011306762695,0.8816559910774231,680530,-19.594011306762695
155,972,658.69,278.55493666999996,4469,693022,0,-19.762026400471544,7.688889980316162,2.273548596578178,5.111216536324693,0.001,-19.762026400471544,-20.314495086669922,0.4331859350204468,683422,-20.314495086669922
155,976,659.72,280.58355197000003,4488,695902,0,-19.73412536836006,1.5289885997772217,2.1305751402051896,4.874834442642373,0.001,-19.73412536836006,-20.75922393798828,9.89997673034668,686242,-20.75922393798828
155,980,660.97,280.30449224,4507,698642,0,-19.86660217976832,0.8286404013633728,2.0342483740187363,4.532428401675853,0.001,-19.86660217976832,-19.353092193603516,1.2692139148712158,689212,-19.353092193603516
155,984,669.08,286.12372813999997,4524,701498,0,-19.74165872552178,5.704939842224121,2.1367988397255013,4.746734644540331,0.001,-19.74165872552178,-19.54319953918457,0.7476257085800171,691883,-19.54319953918457
155,988,669.61,286.00276158,4542,704359,0,-19.74282188968382,14.641100883483887,2.3515814972122224,4.8371036586554155,0.001,-19.74282188968382,-19.497447967529297,1.990322470664978,694709,-19.497447967529297
155,992,670.79,285.91632745999993,4561,707277,0,-19.821595548945954,1.42266845703125,2.1276009020789024,4.694298230071756,0.001,-19.821595548945954,-18.266382217407227,2.220660448074341,697662,-18.266382217407227
154,996,663.86,279.98165936,4577,709369,0,-19.86550462906284,4.786869525909424,2.2994667434027694,4.996987858944662,0.001,-19.86550462906284,-20.1893310546875,0.4147820770740509,700155,-20.1893310546875
155,1000,655.21,273.24677218000005,4587,711328,0,-19.749758024189425,2.914963960647583,2.471285011076165,4.927786347951442,0.001,-19.749758024189425,-21.016489028930664,0.07667724788188934,701721,-21.016489028930664
155,1004,653.22,270.62090428,4603,713940,0,-19.82637121357443,7.640629768371582,2.121517475629911,4.816569980088767,0.001,-19.82637121357443,-19.793426513671875,0.11002029478549957,704333,-19.793426513671875
155,1008,653.16,270.58437287000004,4621,716824,0,-19.845903005355442,7.858577728271484,1.9108412188189516,4.947518874946822,0.001,-19.845903005355442,-19.419452667236328,0.36901336908340454,707182,-19.419452667236328
155,1012,648.56,267.30683276,4640,719287,0,-19.842156587402677,8.393266677856445,2.4288426277639923,4.6545503264893595,0.001,-19.842156587402677,-20.586191177368164,0.08688496798276901,710100,-20.586191177368164
155,1016,650.74,267.30747279999997,4656,722280,0,-19.70088669170033,5.672449111938477,2.1262894117076496,4.6725351395545065,0.001,-19.70088669170033,-20.495622634887695,1.2829824686050415,712631,-20.495622634887695
155,1020,649.61,264.85339948,4673,724917,0,-19.818071048345594,1.6800564527511597,2.17014519843488,4.558705011728398,0.001,-19.818071048345594,-20.33509063720703,1.1687694787979126,715285,-20.33509063720703
155,1024,647.46,262.12184319999994,4689,727446,0,-19.819652496204434,6.81663703918457,2.4649309999370663,4.793760996344486,0.001,-19.819652496204434,-20.28329849243164,0.8251503705978394,717828,-20.28329849243164
155,1028,653.04,265.46567097999997,4707,730288,0,-19.840835119410322,6.448870658874512,2.0524844595892677,4.966909451918169,0.001,-19.840835119410322,-20.094751358032227,1.1052842140197754,720674,-20.094751358032227
155,1032,653.63,265.3966457,4726,733226,0,-19.941660858992208,2.442237138748169,2.2207062303815657,4.922581592908484,0.001,-19.941660858992208,-19.77018928527832,9.964720726013184,723561,-19.77018928527832
155,1036,654.08,265.42516244999996,4744,736079,0,-19.853557597092593,0.9956605434417725,2.053681762169889,4.778536215668819,0.001,-19.853557597092593,-20.672916412353516,0.32976672053337097,726473,-20.672916412353516
155,1040,657.07,267.88118098,4763,738951,0,-19.96281015305292,3.9240880012512207,1.9923806832933493,4.692418258230226,0.001,-19.96281015305292,-20.51312255859375,0.5513981580734253,729336,-20.51312255859375
155,1044,663.83,274.27269168,4781,741833,0,-19.981287360191345,4.35618782043457,1.7614271276820959,4.623530158773065,0.001,-19.981287360191345,-20.406457901000977,0.10388651490211487,732176,-20.406457901000977
155,1048,671.4,279.57677443999995,4800,744791,0,-19.99182360549395,1.534622311592102,1.8581965988846472,4.834164374475504,0.001,-19.99182360549395,-20.003562927246094,2.2707748413085938,735152,-20.003562927246094
155,1052,679.95,285.21020844000003,4819,747726,0,-20.06386994139789,1.1063275337219238,1.7476603189118909,4.8860300131040075,0.001,-20.06386994139789,-21.128076553344727,0.08245779573917389,738099,-21.128076553344727
155,1056,685.8,289.78654097000003,4837,750621,0,-20.080620673479956,3.5997118949890137,2.0392254869201483,4.805797599132548,0.001,-20.080620673479956,-19.769556045532227,0.12938623130321503,740996,-19.769556045532227
155,1060,689.43,293.79898292999997,4855,753447,0,-20.02441974595792,2.2028493881225586,1.8448990482804661,5.071928502162757,0.001,-20.02441974595792,-20.028827667236328,0.12547177076339722,743845,-20.028827667236328
155,1064,688.96,293.80670756,4873,756245,0,-20.077981036642324,1.6239500045776367,1.3729300829541424,4.740961276102757,0.001,-20.077981036642324,-20.464359283447266,1.3068184852600098,746645,-20.464359283447266
155,1068,688.5,293.87879182999995,4891,759029,0,-20.058492192050867,7.53265380859375,1.7780682563312669,4.77388206141734,0.001,-20.058492192050867,-21.024696350097656,0.25589585304260254,749438,-21.024696350097656
155,1072,685.39,291.64317516000006,4907,761561,0,-20.197949026286423,4.3914313316345215,2.3260927266788247,4.6021897821628075,0.001,-20.197949026286423,-20.5960636138916,9.493813514709473,751955,-20.5960636138916
155,1076,685.18,291.65251552999996,4925,764420,0,-20.186402052975772,2.4327104091644287,1.6161316769189724,4.780186345403114,0.001,-20.186402052975772,-20.709264755249023,0.07441084831953049,754818,-20.709264755249023
155,1080,685.84,293.7883172,4943,767226,0,-20.12024484906878,6.649094581604004,1.9075765804933669,4.9704592384610855,0.001,-20.12024484906878,-20.327552795410156,0.7865257859230042,757607,-20.327552795410156
155,1084,686.23,293.84556014000003,4962,770121,0,-20.229686042507822,6.249922752380371,1.9489124003557765,4.761934503620746,0.001,-20.229686042507822,-20.192501068115234,0.40479400753974915,760489,-20.192501068115234
155,1088,686.52,293.86640024999997,4980,773011,0,-20.238383848770805,4.847290992736816,1.8502563322785104,4.736378904010938,0.001,-20.238383848770805,-19.63460350036621,0.6073572039604187,763423,-19.63460350036621
155,1092,686.7,293.86016456,4999,775947,0,-20.156818104344744,6.007878303527832,2.12914341131255,4.851767499952815,0.001,-20.156818104344744,-21.172597885131836,1.2728854417800903,766355,-21.172597885131836
