train/RL_loss,train/n_updates,time/episodes,train/ent_coef,train/critic_loss,time/total_timesteps,train/Main_losses,train/MSE_losses,train/MSE_loss,train/actor_loss,train/Beta,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/loss,rollout/ep_len_mean,train/critic_los,time/fps,train/ent_coef_loss
17.954042434692383,18299,92,0.007828344590961933,0.29470810294151306,18400,17.954042434692383,2.287594795227051,2.287594795227051,17.954042434692383,0,0.001,-170.48549468478262,231,17.954042434692383,200.0,0.29470810294151306,79,0.5714547634124756
15.042121887207031,19099,96,0.007200479507446289,0.2682958245277405,19200,15.042121887207031,2.1715099811553955,2.1715099811553955,15.042121887207031,0,0.001,-172.12955157291665,241,15.042121887207031,200.0,0.2682958245277405,79,-1.549011468887329
17.91726303100586,19899,100,0.007998771034181118,0.5897471904754639,20000,17.91726303100586,2.397779941558838,2.397779941558838,17.91726303100586,0,0.001,-172.4135542,250,17.91726303100586,200.0,0.5897471904754639,79,0.9203488230705261
22.637832641601562,20699,104,0.009322837926447392,0.20161980390548706,20800,22.637832641601562,2.1541550159454346,2.1541550159454346,22.637832641601562,0,0.001,-156.53542607999998,259,22.637832641601562,200.0,0.20161980390548706,80,1.2192883491516113
20.879440307617188,21499,108,0.008281050249934196,0.3885924518108368,21600,20.879440307617188,1.950292944908142,1.950292944908142,20.879440307617188,0,0.001,-153.90614441000002,269,20.879440307617188,200.0,0.3885924518108368,80,-0.21228033304214478
16.701370239257812,22299,112,0.006848630961030722,0.6506379246711731,22400,16.701370239257812,2.145055055618286,2.145055055618286,16.701370239257812,0,0.001,-151.55827836999998,278,16.701370239257812,200.0,0.6506379246711731,80,-0.33151698112487793
18.575925827026367,23099,116,0.006525798235088587,0.4423307776451111,23200,18.575925827026367,2.1229255199432373,2.1229255199432373,18.575925827026367,0,0.001,-146.96501832,287,18.575925827026367,200.0,0.4423307776451111,80,0.19845473766326904
13.97496223449707,23899,120,0.005811138078570366,0.30812960863113403,24000,13.97496223449707,1.9580466747283936,1.9580466747283936,13.97496223449707,0,0.001,-147.23092370999998,296,13.97496223449707,200.0,0.30812960863113403,81,-0.8278526067733765
17.708518981933594,24699,124,0.003647934878244996,0.2744235098361969,24800,17.708518981933594,2.0921154022216797,2.0921154022216797,17.708518981933594,0,0.001,-140.01689016000003,305,17.708518981933594,200.0,0.2744235098361969,81,1.5405369997024536
12.962848663330078,25499,128,0.0044602458365261555,0.34067583084106445,25600,12.962848663330078,2.10909104347229,2.10909104347229,12.962848663330078,0,0.001,-137.64113083,314,12.962848663330078,200.0,0.34067583084106445,81,0.6454118490219116
13.758157730102539,26299,132,0.0045584579929709435,0.29026710987091064,26400,13.758157730102539,1.9946950674057007,1.9946950674057007,13.758157730102539,0,0.001,-132.32505272,323,13.758157730102539,200.0,0.29026710987091064,81,-0.4542473554611206
13.751459121704102,27099,136,0.00464278319850564,0.20553243160247803,27200,13.751459121704102,2.48325252532959,2.48325252532959,13.751459121704102,0,0.001,-129.63912844,333,13.751459121704102,200.0,0.20553243160247803,81,-0.7863221168518066
15.226709365844727,27899,140,0.004569197539240122,0.9788722395896912,28000,15.226709365844727,2.1731204986572266,2.1731204986572266,15.226709365844727,0,0.001,-127.38819700000002,342,15.226709365844727,200.0,0.9788722395896912,81,-0.49861934781074524
14.923497200012207,28699,144,0.005018518306314945,0.6905868053436279,28800,14.923497200012207,1.9442496299743652,1.9442496299743652,14.923497200012207,0,0.001,-128.55220174,351,14.923497200012207,200.0,0.6905868053436279,81,0.8206157088279724
16.123865127563477,29499,148,0.004798150155693293,0.2507648468017578,29600,16.123865127563477,2.130125045776367,2.130125045776367,16.123865127563477,0,0.001,-127.35234764000002,360,16.123865127563477,200.0,0.2507648468017578,82,0.28184744715690613
16.216888427734375,30299,152,0.004928703419864178,0.2727051377296448,30400,16.216888427734375,2.132089614868164,2.132089614868164,16.216888427734375,0,0.001,-128.59656841999998,370,16.216888427734375,200.0,0.2727051377296448,82,0.8245876431465149
14.803140640258789,31099,156,0.005574156530201435,0.41912585496902466,31200,14.803140640258789,2.2703328132629395,2.2703328132629395,14.803140640258789,0,0.001,-129.77551776000004,380,14.803140640258789,200.0,0.41912585496902466,82,0.11739784479141235
11.478790283203125,31899,160,0.004748764913529158,0.47729653120040894,32000,11.478790283203125,2.264981746673584,2.264981746673584,11.478790283203125,0,0.001,-127.42757621999999,389,11.478790283203125,200.0,0.47729653120040894,82,-0.6687865257263184
12.841419219970703,32699,164,0.0028591398149728775,0.2866598963737488,32800,12.841419219970703,2.204833745956421,2.204833745956421,12.841419219970703,0,0.001,-130.31797095,398,12.841419219970703,200.0,0.2866598963737488,82,-1.1441633701324463
9.129961967468262,33499,168,0.004924986977130175,0.24395713210105896,33600,9.129961967468262,2.2429146766662598,2.2429146766662598,9.129961967468262,0,0.001,-130.29382718,407,9.129961967468262,200.0,0.24395713210105896,82,-0.9549293518066406
14.538686752319336,34299,172,0.007086531259119511,0.3846505880355835,34400,14.538686752319336,2.3192830085754395,2.3192830085754395,14.538686752319336,0,0.001,-129.40263714,417,14.538686752319336,200.0,0.3846505880355835,82,-1.2530157566070557
6.857275009155273,35099,176,0.00508887367323041,0.5496955513954163,35200,6.857275009155273,2.0970215797424316,2.0970215797424316,6.857275009155273,0,0.001,-128.40207264,426,6.857275009155273,200.0,0.5496955513954163,82,-2.4714198112487793
11.832301139831543,35899,180,0.004367213696241379,0.2904368042945862,36000,11.832301139831543,2.112011432647705,2.112011432647705,11.832301139831543,0,0.001,-124.73543536000001,435,11.832301139831543,200.0,0.2904368042945862,82,1.0715045928955078
16.101051330566406,36699,184,0.004766882862895727,0.5123768448829651,36800,16.101051330566406,2.120460033416748,2.120460033416748,16.101051330566406,0,0.001,-120.88952350000001,445,16.101051330566406,200.0,0.5123768448829651,82,1.5188201665878296
14.169833183288574,37499,188,0.0036004064604640007,0.3755485415458679,37600,14.169833183288574,2.105881690979004,2.105881690979004,14.169833183288574,0,0.001,-122.40089234999999,456,14.169833183288574,200.0,0.3755485415458679,82,0.6183021664619446
12.668891906738281,38299,192,0.003447802271693945,0.3070213794708252,38400,12.668891906738281,2.0820517539978027,2.0820517539978027,12.668891906738281,0,0.001,-124.84822076999997,467,12.668891906738281,200.0,0.3070213794708252,82,-0.5487744808197021
9.446647644042969,39099,196,0.004126389045268297,0.2662838399410248,39200,9.446647644042969,2.2563633918762207,2.2563633918762207,9.446647644042969,0,0.001,-124.91535172,477,9.446647644042969,200.0,0.2662838399410248,82,1.098993182182312
8.769063949584961,39899,200,0.0048741730861365795,0.17950685322284698,40000,8.769063949584961,2.2964000701904297,2.2964000701904297,8.769063949584961,0,0.001,-122.35815283000002,488,8.769063949584961,200.0,0.17950685322284698,81,-1.9290608167648315
11.274230003356934,40699,204,0.003932091873139143,0.3313184380531311,40800,11.274230003356934,1.9992530345916748,1.9992530345916748,11.274230003356934,0,0.001,-123.58523508,499,11.274230003356934,200.0,0.3313184380531311,81,0.941642165184021
12.105682373046875,41499,208,0.006266003008931875,0.9692899584770203,41600,12.105682373046875,2.612412214279175,2.612412214279175,12.105682373046875,0,0.001,-125.87633414,509,12.105682373046875,200.0,0.9692899584770203,81,0.7698158621788025
9.770145416259766,42299,212,0.004371481016278267,0.1403799206018448,42400,9.770145416259766,2.087111473083496,2.087111473083496,9.770145416259766,0,0.001,-126.85660626999999,520,9.770145416259766,200.0,0.1403799206018448,81,-1.598999261856079
12.307727813720703,43099,216,0.0033611429389566183,0.30449312925338745,43200,12.307727813720703,1.9667311906814575,1.9667311906814575,12.307727813720703,0,0.001,-129.09519077,531,12.307727813720703,200.0,0.30449312925338745,81,-0.35232481360435486
10.389501571655273,43899,220,0.002687649102881551,0.3089566230773926,44000,10.389501571655273,2.3261196613311768,2.3261196613311768,10.389501571655273,0,0.001,-131.46164377,541,10.389501571655273,200.0,0.3089566230773926,81,-0.5073645114898682
12.061939239501953,44699,224,0.0030890563502907753,0.5101916790008545,44800,12.061939239501953,2.03328537940979,2.03328537940979,12.061939239501953,0,0.001,-135.27425895,552,12.061939239501953,200.0,0.5101916790008545,81,2.1732261180877686
16.613086700439453,45499,228,0.003213749499991536,1.3436331748962402,45600,16.613086700439453,2.1862103939056396,2.1862103939056396,16.613086700439453,0,0.001,-135.20243029,563,16.613086700439453,200.0,1.3436331748962402,80,0.5663220882415771
14.728511810302734,46299,232,0.0035562789998948574,1.2194292545318604,46400,14.728511810302734,2.3055360317230225,2.3055360317230225,14.728511810302734,0,0.001,-137.81478414,574,14.728511810302734,200.0,1.2194292545318604,80,1.0576910972595215
12.08721923828125,47099,236,0.003275394905358553,0.22655591368675232,47200,12.08721923828125,2.2736127376556396,2.2736127376556396,12.08721923828125,0,0.001,-140.01463902,584,12.08721923828125,200.0,0.22655591368675232,80,0.5774801969528198
16.269084930419922,47899,240,0.005584478843957186,0.4975369870662689,48000,16.269084930419922,2.3201119899749756,2.3201119899749756,16.269084930419922,0,0.001,-142.47290076000002,595,16.269084930419922,200.0,0.4975369870662689,80,1.741002082824707
13.837976455688477,48699,244,0.006364671979099512,1.1340787410736084,48800,13.837976455688477,2.2499499320983887,2.2499499320983887,13.837976455688477,0,0.001,-142.45966618,606,13.837976455688477,200.0,1.1340787410736084,80,-0.6026704907417297
12.922603607177734,49499,248,0.006205875892192125,0.2839043438434601,49600,12.922603607177734,2.3906407356262207,2.3906407356262207,12.922603607177734,0,0.001,-144.03126893,617,12.922603607177734,200.0,0.2839043438434601,80,-0.6502383947372437
10.510324478149414,50299,252,0.0049246628768742085,0.4501159191131592,50400,10.510324478149414,2.187991142272949,2.187991142272949,10.510324478149414,0,0.001,-140.31129656,627,10.510324478149414,200.0,0.4501159191131592,80,-0.7133179903030396
8.662992477416992,51099,256,0.003193202894181013,0.9324779510498047,51200,8.662992477416992,2.1395747661590576,2.1395747661590576,8.662992477416992,0,0.001,-141.10217627,636,8.662992477416992,200.0,0.9324779510498047,80,-0.16829204559326172
12.436098098754883,51899,260,0.005026440601795912,0.4772477447986603,52000,12.436098098754883,2.358090877532959,2.358090877532959,12.436098098754883,0,0.001,-143.04883401,646,12.436098098754883,200.0,0.4772477447986603,80,0.92958664894104
10.921259880065918,52699,264,0.004997392185032368,0.41722655296325684,52800,10.921259880065918,2.372788429260254,2.372788429260254,10.921259880065918,0,0.001,-138.96674785,656,10.921259880065918,200.0,0.41722655296325684,80,0.837116003036499
8.386640548706055,53499,268,0.005331560503691435,0.24365034699440002,53600,8.386640548706055,2.450875759124756,2.450875759124756,8.386640548706055,0,0.001,-137.94177592,665,8.386640548706055,200.0,0.24365034699440002,80,-1.5873092412948608
13.899794578552246,54299,272,0.0055548641830682755,0.2428058534860611,54400,13.899794578552246,2.1926209926605225,2.1926209926605225,13.899794578552246,0,0.001,-136.47071956,675,13.899794578552246,200.0,0.2428058534860611,80,0.8645675778388977
7.8946027755737305,55099,276,0.006628789007663727,0.1029662936925888,55200,7.8946027755737305,2.260397434234619,2.260397434234619,7.8946027755737305,0,0.001,-137.49014013,684,7.8946027755737305,200.0,0.1029662936925888,80,-1.415303349494934
10.446453094482422,55899,280,0.004739327356219292,0.7282726764678955,56000,10.446453094482422,1.985512375831604,1.985512375831604,10.446453094482422,0,0.001,-139.75002937,695,10.446453094482422,200.0,0.7282726764678955,80,-1.168595552444458
12.041857719421387,56699,284,0.0031968133989721537,1.8988409042358398,56800,12.041857719421387,2.1857175827026367,2.1857175827026367,12.041857719421387,0,0.001,-142.41745851,704,12.041857719421387,200.0,1.8988409042358398,80,0.14812242984771729
13.460577011108398,57499,288,0.004109693691134453,0.48449504375457764,57600,13.460577011108398,2.165469169616699,2.165469169616699,13.460577011108398,0,0.001,-143.34950069,713,13.460577011108398,200.0,0.48449504375457764,80,0.9310675859451294
13.404427528381348,58299,292,0.0036280632484704256,0.4658125042915344,58400,13.404427528381348,2.0160200595855713,2.0160200595855713,13.404427528381348,0,0.001,-140.90362854,721,13.404427528381348,200.0,0.4658125042915344,80,0.04192271828651428
9.063838005065918,59099,296,0.005025292746722698,0.3127173185348511,59200,9.063838005065918,2.280665874481201,2.280665874481201,9.063838005065918,0,0.001,-136.09128460999997,730,9.063838005065918,200.0,0.3127173185348511,81,-1.2610244750976562
10.150014877319336,59899,300,0.004461739212274551,0.2274436205625534,60000,10.150014877319336,2.012382984161377,2.012382984161377,10.150014877319336,0,0.001,-135.14794582000002,739,10.150014877319336,200.0,0.2274436205625534,81,-0.363958477973938
