rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/critic_los,train/critic_loss,train/learning_rate,train/MSE_losses,train/Main_losses,train/n_updates,train/MSE_loss,train/actor_loss,train/Beta,train/RL_loss
5.83,124,4,167,800,5.83,-2.2217249870300293,0.04222187399864197,0.0321258936698238,0.001,1.5559250116348267,-2.200926144917806,702,1.61508047580719,-2.200926144917806,0.0,-2.2217249870300293
5.85,128,4,166,824,5.85,-2.140387773513794,0.03530607372522354,0.03160157954941193,0.001,1.523398478825887,-2.248815139134725,726,1.606748342514038,-2.248815139134725,0.0,-2.140387773513794
5.84,132,5,166,847,5.84,-2.311084270477295,0.020635681226849556,0.02977576448271672,0.001,1.5327908992767334,-2.2671085198720298,749,1.5303966999053955,-2.2671085198720298,0.0,-2.311084270477295
5.84,136,5,165,870,5.84,-2.28765869140625,0.014686121605336666,0.030250615905970335,0.001,1.5688742399215698,-2.252281109491984,772,1.5469967126846313,-2.252281109491984,0.0,-2.28765869140625
5.83,140,5,165,893,5.83,-2.295076847076416,0.027002448216080666,0.024215918593108655,0.001,1.5564572215080261,-2.3252989053726196,795,1.5614269971847534,-2.3252989053726196,0.0,-2.295076847076416
5.83,144,5,164,917,5.83,-2.4332475662231445,0.041365355253219604,0.03493139147758484,0.001,1.5461829503377278,-2.3526992797851562,819,1.5563397407531738,-2.3526992797851562,0.0,-2.4332475662231445
5.83,148,5,164,941,5.83,-2.3918657302856445,0.02346324920654297,0.030635915075739224,0.001,1.5782918532689412,-2.3463735580444336,843,1.5186083316802979,-2.3463735580444336,0.0,-2.3918657302856445
5.83,152,5,163,964,5.83,-2.3448071479797363,0.021388718858361244,0.02956974320113659,0.001,1.6271045207977295,-2.319843053817749,867,1.5919424295425415,-2.319843053817749,0.0,-2.3448071479797363
5.83,156,6,163,988,5.83,-2.4074792861938477,0.03963411599397659,0.04240215631822745,0.001,1.6247984965642293,-2.349036931991577,890,1.565205693244934,-2.349036931991577,0.0,-2.4074792861938477
5.83,160,6,162,1012,5.83,-2.379493236541748,0.020752379670739174,0.036565156343082585,0.001,1.6654326915740967,-2.3715023199717202,914,1.6794836521148682,-2.3715023199717202,0.0,-2.379493236541748
5.83,164,6,162,1035,5.83,-2.5540831089019775,0.02004038356244564,0.028811319110294182,0.001,1.5905210574467976,-2.447160243988037,938,1.468005895614624,-2.447160243988037,0.0,-2.5540831089019775
5.82,168,6,162,1058,5.82,-2.502917766571045,0.0249786339700222,0.0314796831458807,0.001,1.6222723325093586,-2.4407200813293457,960,1.6019787788391113,-2.4407200813293457,0.0,-2.502917766571045
5.82,172,6,161,1082,5.82,-2.4065425395965576,0.03801705688238144,0.044031183856228985,0.001,1.6786847114562988,-2.357706069946289,984,1.6223615407943726,-2.357706069946289,0.0,-2.4065425395965576
5.82,176,6,161,1106,5.82,-2.643982410430908,0.014605652540922165,0.02618625418593486,0.001,1.6113682985305786,-2.484210650126139,1008,1.5405303239822388,-2.484210650126139,0.0,-2.643982410430908
5.84,180,7,161,1130,5.84,-2.5735418796539307,0.01849476248025894,0.022436418415357668,0.001,1.5930879513422649,-2.5561259587605796,1032,1.6052392721176147,-2.5561259587605796,0.0,-2.5735418796539307
5.85,184,7,160,1154,5.85,-2.516749620437622,0.03909799084067345,0.0425094502667586,0.001,1.6296449502309163,-2.5117362340291343,1056,1.6343798637390137,-2.5117362340291343,0.0,-2.516749620437622
5.86,188,7,160,1177,5.86,-2.5553765296936035,0.033195313066244125,0.02343962263936798,0.001,1.6076079607009888,-2.56151549021403,1080,1.5520182847976685,-2.56151549021403,0.0,-2.5553765296936035
5.86,192,7,160,1201,5.86,-2.5278570652008057,0.026056358590722084,0.02964074444025755,0.001,1.5926862557729085,-2.6044501463572183,1103,1.6411702632904053,-2.6044501463572183,0.0,-2.5278570652008057
5.89,196,7,160,1225,5.89,-2.615692377090454,0.04892959073185921,0.03756861140330633,0.001,1.5888398885726929,-2.6397101879119873,1127,1.5841457843780518,-2.6397101879119873,0.0,-2.615692377090454
5.87,200,7,159,1247,5.87,-2.7069900035858154,0.041965387761592865,0.031202896187702816,0.001,1.6271661520004272,-2.6047941048940024,1150,1.5471317768096924,-2.6047941048940024,0.0,-2.7069900035858154
5.86,204,7,159,1270,5.86,-2.4290406703948975,0.033973660320043564,0.03455172044535478,0.001,1.6519705057144165,-2.5753730138142905,1172,1.72128164768219,-2.5753730138142905,0.0,-2.4290406703948975
5.85,208,8,159,1293,5.85,-2.6733038425445557,0.03939759358763695,0.038045221194624904,0.001,1.5703535079956055,-2.7385430335998535,1195,1.599027395248413,-2.7385430335998535,0.0,-2.6733038425445557
5.86,212,8,159,1317,5.86,-2.51328444480896,0.039022766053676605,0.03274330077692866,0.001,1.684834877649943,-2.584972302118937,1219,1.707731008529663,-2.584972302118937,0.0,-2.51328444480896
5.88,216,8,158,1341,5.88,-2.720750570297241,0.04144121706485748,0.043891588846842446,0.001,1.60777481396993,-2.7099315325419107,1243,1.6429492235183716,-2.7099315325419107,0.0,-2.720750570297241
5.87,220,8,158,1363,5.87,-2.616839647293091,0.0476716011762619,0.04180704243481159,0.001,1.641616940498352,-2.709279775619507,1265,1.6632131338119507,-2.709279775619507,0.0,-2.616839647293091
5.86,224,8,158,1386,5.86,-2.7023720741271973,0.037100665271282196,0.03811374194920063,0.001,1.6098288695017497,-2.7465783754984536,1288,1.6132444143295288,-2.7465783754984536,0.0,-2.7023720741271973
5.83,228,8,158,1407,5.83,-2.7717976570129395,0.07247015833854675,0.05765651725232601,0.001,1.6572996377944946,-2.7130513985951743,1310,1.5927844047546387,-2.7130513985951743,0.0,-2.7717976570129395
5.84,232,9,158,1431,5.84,-2.7307207584381104,0.033133745193481445,0.029357880043486755,0.001,1.6356852451960247,-2.7643281618754068,1333,1.6572227478027344,-2.7643281618754068,0.0,-2.7307207584381104
5.84,236,9,157,1454,5.84,-2.896751642227173,0.02607344463467598,0.02916744351387024,0.001,1.59948726495107,-2.82159415880839,1357,1.5755398273468018,-2.82159415880839,0.0,-2.896751642227173
5.84,240,9,157,1477,5.84,-2.809375047683716,0.04988939315080643,0.03418148371080557,0.001,1.6140047709147136,-2.8571580251057944,1379,1.681976556777954,-2.8571580251057944,0.0,-2.809375047683716
5.83,244,9,157,1500,5.83,-2.824583053588867,0.03945312276482582,0.03762366125981013,0.001,1.6287181774775188,-2.8202897707621255,1402,1.6265627145767212,-2.8202897707621255,0.0,-2.824583053588867
5.82,248,9,157,1523,5.82,-2.8871443271636963,0.03863921016454697,0.03392445699622234,0.001,1.6121095021565754,-2.8487616380055747,1425,1.5925472974777222,-2.8487616380055747,0.0,-2.8871443271636963
5.83,252,9,157,1547,5.83,-2.900834798812866,0.04556812345981598,0.03364989534020424,0.001,1.6235130230585735,-2.8422794342041016,1449,1.5632768869400024,-2.8422794342041016,0.0,-2.900834798812866
5.82,256,9,157,1570,5.82,-2.8948476314544678,0.015544774010777473,0.024571284962197144,0.001,1.5990214745203655,-2.91152294476827,1472,1.5976611375808716,-2.91152294476827,0.0,-2.8948476314544678
5.82,260,10,156,1594,5.82,-2.839911937713623,0.03180649131536484,0.0305279487123092,0.001,1.6207907597223918,-2.887491464614868,1496,1.6152889728546143,-2.887491464614868,0.0,-2.839911937713623
5.82,264,10,156,1617,5.82,-2.9884159564971924,0.024933621287345886,0.052996961399912834,0.001,1.623608112335205,-2.8879145781199136,1520,1.6009304523468018,-2.8879145781199136,0.0,-2.9884159564971924
5.82,268,10,156,1640,5.82,-3.1650664806365967,0.030714325606822968,0.037403042117754616,0.001,1.6176655689875286,-2.9452272256215415,1542,1.5386446714401245,-2.9452272256215415,0.0,-3.1650664806365967
5.82,272,10,156,1664,5.82,-3.049675226211548,0.029906854033470154,0.02832876145839691,0.001,1.5540159543355305,-3.0693034331003823,1566,1.5480471849441528,-3.0693034331003823,0.0,-3.049675226211548
5.81,276,10,156,1687,5.81,-2.8410398960113525,0.047566622495651245,0.03675794750452042,0.001,1.6176600456237793,-2.91823673248291,1589,1.6417580842971802,-2.91823673248291,0.0,-2.8410398960113525
5.8,280,10,156,1710,5.8,-3.0935614109039307,0.018652472645044327,0.037288605235517025,0.001,1.5646841128667195,-3.0371923446655273,1612,1.5286483764648438,-3.0371923446655273,0.0,-3.0935614109039307
5.78,284,11,156,1732,5.78,-2.781541347503662,0.030364476144313812,0.03173522340754668,0.001,1.642136772473653,-2.9253971576690674,1634,1.6918789148330688,-2.9253971576690674,0.0,-2.781541347503662
5.79,288,11,155,1756,5.79,-3.107619524002075,0.04370671138167381,0.02519063015157978,0.001,1.6372228066126506,-2.9571831226348877,1658,1.548470377922058,-2.9571831226348877,0.0,-3.107619524002075
5.77,292,11,155,1778,5.77,-3.1971936225891113,0.038366787135601044,0.0346687330553929,0.001,1.5215368270874023,-3.213796059290568,1680,1.515851378440857,-3.213796059290568,0.0,-3.1971936225891113
5.76,296,11,155,1801,5.76,-3.2017648220062256,0.05664133280515671,0.03077916707843542,0.001,1.5697247982025146,-3.0969810485839844,1703,1.5121259689331055,-3.0969810485839844,0.0,-3.2017648220062256
5.76,300,11,155,1823,5.76,-2.9377903938293457,0.03351899981498718,0.032774823158979415,0.001,1.634613573551178,-2.9840495586395264,1725,1.6580251455307007,-2.9840495586395264,0.0,-2.9377903938293457
5.77,304,11,155,1847,5.77,-3.042861223220825,0.03112005814909935,0.035091230956216656,0.001,1.6329270998636882,-2.9964242776234946,1749,1.6196132898330688,-2.9964242776234946,0.0,-3.042861223220825
5.78,308,12,155,1871,5.78,-2.830749988555908,0.12695376574993134,0.05592670105397701,0.001,1.717782974243164,-2.848947842915853,1773,1.716117262840271,-2.848947842915853,0.0,-2.830749988555908
5.76,312,12,155,1893,5.76,-3.0932371616363525,0.024087920784950256,0.02749289758503437,0.001,1.6161847114562988,-3.061258872350057,1796,1.5827409029006958,-3.061258872350057,0.0,-3.0932371616363525
5.76,316,12,155,1917,5.76,-2.8366026878356934,0.026151753962039948,0.026260351451734703,0.001,1.6572396755218506,-3.0398123264312744,1819,1.775016188621521,-3.0398123264312744,0.0,-2.8366026878356934
5.79,320,12,154,1942,5.79,-3.059987783432007,0.03355836868286133,0.03445990818242232,0.001,1.6271898746490479,-3.0318078994750977,1844,1.6269866228103638,-3.0318078994750977,0.0,-3.059987783432007
5.8,324,12,154,1966,5.8,-2.978231191635132,0.02607884258031845,0.061311121409138046,0.001,1.6286051670710247,-3.123826503753662,1868,1.7160608768463135,-3.123826503753662,0.0,-2.978231191635132
5.83,328,12,154,1990,5.83,-3.2620434761047363,0.03190237283706665,0.03411853530754646,0.001,1.5939687490463257,-3.187328259150187,1892,1.539288878440857,-3.187328259150187,0.0,-3.2620434761047363
5.82,332,13,154,2013,5.82,-3.282785654067993,0.035789866000413895,0.03919985517859459,0.001,1.6337875723838806,-3.129536747932434,1915,1.5844266414642334,-3.129536747932434,0.0,-3.282785654067993
5.83,336,13,154,2037,5.83,-3.427279472351074,0.02589458040893078,0.048680829194684826,0.001,1.6181026697158813,-3.1019477049509683,1939,1.4861310720443726,-3.1019477049509683,0.0,-3.427279472351074
5.83,340,13,154,2060,5.83,-3.1825804710388184,0.04108479619026184,0.045923414174467325,0.001,1.636352817217509,-3.070382833480835,1963,1.5561434030532837,-3.070382833480835,0.0,-3.1825804710388184
5.84,344,13,154,2084,5.84,-3.028362989425659,0.037959419190883636,0.039915669399003186,0.001,1.673813780148824,-3.0162452856699624,1986,1.6821556091308594,-3.0162452856699624,0.0,-3.028362989425659
5.84,348,13,154,2107,5.84,-3.2760002613067627,0.03971312940120697,0.03260262943804264,0.001,1.61557537317276,-3.1433327198028564,2009,1.545770525932312,-3.1433327198028564,0.0,-3.2760002613067627
5.83,352,13,154,2130,5.83,-3.0193192958831787,0.03170372173190117,0.041994960668186344,0.001,1.5988011360168457,-3.195909341176351,2032,1.718601942062378,-3.195909341176351,0.0,-3.0193192958831787
5.81,356,13,154,2151,5.81,-3.0639708042144775,0.07082358002662659,0.04432513229548931,0.001,1.6914561986923218,-3.0290826161702475,2054,1.7061176300048828,-3.0290826161702475,0.0,-3.0639708042144775
5.79,360,14,154,2173,5.79,-3.0606353282928467,0.022871749475598335,0.024280070140957833,0.001,1.710942566394806,-2.987793207168579,2075,1.6638065576553345,-2.987793207168579,0.0,-3.0606353282928467
5.79,364,14,154,2196,5.79,-3.1662731170654297,0.027320537716150284,0.025684337131679058,0.001,1.634029467900594,-3.1634652614593506,2098,1.641111135482788,-3.1634652614593506,0.0,-3.1662731170654297
5.8,368,14,154,2220,5.8,-3.1408700942993164,0.022526215761899948,0.02649846455703179,0.001,1.6347333590189617,-3.143414576848348,2122,1.6130269765853882,-3.143414576848348,0.0,-3.1408700942993164
5.78,372,14,153,2242,5.78,-3.253967523574829,0.022967994213104248,0.05581244081258774,0.001,1.6551869710286458,-3.1069344679514566,2144,1.600772500038147,-3.1069344679514566,0.0,-3.253967523574829
5.78,376,14,153,2265,5.78,-3.2166528701782227,0.02781197428703308,0.03565865817169348,0.001,1.6090461015701294,-3.251655658086141,2167,1.6275266408920288,-3.251655658086141,0.0,-3.2166528701782227
5.78,380,14,153,2288,5.78,-3.084880828857422,0.025973187759518623,0.04102913072953621,0.001,1.6470215717951457,-3.1504114468892417,2190,1.6815615892410278,-3.1504114468892417,0.0,-3.084880828857422
5.8,384,15,153,2312,5.8,-3.1491551399230957,0.029496748000383377,0.027099340533216793,0.001,1.6594554583231609,-3.1599531173706055,2214,1.6844134330749512,-3.1599531173706055,0.0,-3.1491551399230957
5.79,388,15,153,2335,5.79,-3.2329607009887695,0.022063154727220535,0.025992410567899544,0.001,1.6632711092631023,-3.1568989753723145,2237,1.659175992012024,-3.1568989753723145,0.0,-3.2329607009887695
5.8,392,15,153,2358,5.8,-3.20990252494812,0.02778887189924717,0.05571040045469999,0.001,1.6460287968317668,-3.154534419377645,2261,1.6043188571929932,-3.154534419377645,0.0,-3.20990252494812
5.81,396,15,153,2382,5.81,-3.343160390853882,0.023382337763905525,0.02883876735965411,0.001,1.6235853433609009,-3.209893067677816,2284,1.5640021562576294,-3.209893067677816,0.0,-3.343160390853882
5.83,400,15,153,2406,5.83,-3.0508053302764893,0.037345655262470245,0.027213470699886482,0.001,1.7050869067509968,-3.0788657665252686,2308,1.7156310081481934,-3.0788657665252686,0.0,-3.0508053302764893
5.82,404,15,153,2429,5.82,-3.222306728363037,0.031037675216794014,0.026151702739298344,0.001,1.6724773248036702,-3.141880512237549,2332,1.6342408657073975,-3.141880512237549,0.0,-3.222306728363037
5.81,408,15,153,2452,5.81,-3.3510069847106934,0.03123304806649685,0.021251683123409748,0.001,1.6313005288441975,-3.245205561319987,2354,1.5913310050964355,-3.245205561319987,0.0,-3.3510069847106934
5.81,412,16,153,2474,5.81,-3.2238030433654785,0.042751312255859375,0.05319714061915874,0.001,1.6657585700352986,-3.179955164591471,2376,1.6386109590530396,-3.179955164591471,0.0,-3.2238030433654785
5.81,416,16,153,2498,5.81,-3.145294189453125,0.027891067788004875,0.028693216231962044,0.001,1.5619252522786458,-3.3691102663675943,2400,1.7033361196517944,-3.3691102663675943,0.0,-3.145294189453125
5.79,420,16,153,2521,5.79,-3.2927772998809814,0.03271820396184921,0.027752860449254513,0.001,1.66282320022583,-3.2015299797058105,2423,1.6528475284576416,-3.2015299797058105,0.0,-3.2927772998809814
5.78,424,16,153,2544,5.78,-3.3287792205810547,0.03163933753967285,0.02674445075293382,0.001,1.6246792078018188,-3.2760164737701416,2446,1.6170700788497925,-3.2760164737701416,0.0,-3.3287792205810547
5.77,428,16,153,2567,5.77,-3.1265501976013184,0.03147663176059723,0.05590089658896128,0.001,1.6983259121576946,-3.0895320574442544,2469,1.6993818283081055,-3.0895320574442544,0.0,-3.1265501976013184
5.78,432,16,152,2591,5.78,-3.3283116817474365,0.02243758738040924,0.03271167849500974,0.001,1.667928417523702,-3.1815027395884194,2493,1.5901670455932617,-3.1815027395884194,0.0,-3.3283116817474365
5.77,436,17,152,2614,5.77,-3.0995945930480957,0.026806648820638657,0.030086496844887733,0.001,1.6324930588404338,-3.220181147257487,2516,1.6875768899917603,-3.220181147257487,0.0,-3.0995945930480957
5.78,440,17,152,2638,5.78,-3.132941246032715,0.055634863674640656,0.059806645226975284,0.001,1.6920106808344524,-3.149998903274536,2540,1.703188180923462,-3.149998903274536,0.0,-3.132941246032715
5.76,444,17,152,2660,5.76,-3.1876885890960693,0.08510316163301468,0.043700096756219865,0.001,1.6419772505760193,-3.2682838439941406,2563,1.6631771326065063,-3.2682838439941406,0.0,-3.1876885890960693
5.76,448,17,152,2683,5.76,-3.092207670211792,0.027135170996189117,0.03453071154654026,0.001,1.6397498846054077,-3.252087950706482,2585,1.6867949962615967,-3.252087950706482,0.0,-3.092207670211792
5.76,452,17,152,2706,5.76,-3.2675552368164062,0.025421373546123505,0.03590398902694384,0.001,1.619555393854777,-3.3360740343729653,2608,1.66228449344635,-3.3360740343729653,0.0,-3.2675552368164062
5.78,456,17,152,2729,5.78,-2.9659264087677,0.023013228550553322,0.026094722251097362,0.001,1.6971344947814941,-3.1480116844177246,2632,1.7670644521713257,-3.1480116844177246,0.0,-2.9659264087677
5.78,460,18,152,2751,5.78,-3.4466471672058105,0.029750939458608627,0.02507855836302042,0.001,1.574176510175069,-3.4193645318349204,2653,1.554198145866394,-3.4193645318349204,0.0,-3.4466471672058105
5.78,464,18,152,2774,5.78,-3.3086955547332764,0.028755560517311096,0.048828585694233574,0.001,1.6301735639572144,-3.3077677885691323,2676,1.6778887510299683,-3.3077677885691323,0.0,-3.3086955547332764
5.76,468,18,152,2796,5.76,-2.9705650806427,0.051120415329933167,0.04367676625649134,0.001,1.6995782057444255,-3.179072380065918,2698,1.8220434188842773,-3.179072380065918,0.0,-2.9705650806427
5.78,472,18,152,2820,5.78,-3.2927281856536865,0.03456180915236473,0.026254382605353992,0.001,1.6609819332758586,-3.2342680295308432,2722,1.6429694890975952,-3.2342680295308432,0.0,-3.2927281856536865
5.79,476,18,152,2844,5.79,-3.342438220977783,0.023591170087456703,0.03526229069878658,0.001,1.6378007729848225,-3.3435896237691245,2746,1.656091570854187,-3.3435896237691245,0.0,-3.342438220977783
5.79,480,18,152,2867,5.79,-3.381840705871582,0.030113741755485535,0.0289420314754049,0.001,1.6474310954411824,-3.244110584259033,2769,1.6029504537582397,-3.244110584259033,0.0,-3.381840705871582
5.77,484,18,152,2889,5.77,-3.3212413787841797,0.026149731129407883,0.026747986674308777,0.001,1.6156265338261921,-3.3419853846232095,2792,1.6329318284988403,-3.3419853846232095,0.0,-3.3212413787841797
5.76,488,19,152,2911,5.76,-3.1548681259155273,0.03242366760969162,0.05280761420726776,0.001,1.6822435061136882,-3.1735856533050537,2813,1.6962462663650513,-3.1735856533050537,0.0,-3.1548681259155273
5.77,492,19,152,2935,5.77,-3.179976463317871,0.03392384946346283,0.03086245059967041,0.001,1.654342492421468,-3.261792262395223,2837,1.7017415761947632,-3.261792262395223,0.0,-3.179976463317871
5.77,496,19,152,2959,5.77,-3.5263078212738037,0.02709154412150383,0.032557567891975246,0.001,1.5657624800999959,-3.4873124758402505,2861,1.5448516607284546,-3.4873124758402505,0.0,-3.5263078212738037
5.76,500,19,152,2982,5.76,-3.459806203842163,0.028922799974679947,0.03171244971454144,0.001,1.6469907363255818,-3.307145833969116,2884,1.5980587005615234,-3.307145833969116,0.0,-3.459806203842163
5.76,504,19,152,3005,5.76,-3.3071916103363037,0.019115637987852097,0.05200671715041002,0.001,1.662551999092102,-3.2487572034200034,2907,1.635044813156128,-3.2487572034200034,0.0,-3.3071916103363037
5.76,508,19,152,3028,5.76,-3.6259102821350098,0.039823345839977264,0.035650153458118436,0.001,1.6331522464752197,-3.349940776824951,2930,1.4995081424713135,-3.349940776824951,0.0,-3.6259102821350098
5.78,512,20,152,3052,5.78,-3.377372980117798,0.050404928624629974,0.06176325865089893,0.001,1.583573619524638,-3.412757237752279,2954,1.5805469751358032,-3.412757237752279,0.0,-3.377372980117798
5.76,516,20,152,3074,5.76,-3.2302606105804443,0.021579822525382042,0.06339145855357249,0.001,1.6621043682098389,-3.2611234188079834,2977,1.6518347263336182,-3.2611234188079834,0.0,-3.2302606105804443
5.77,520,20,152,3098,5.77,-3.397073984146118,0.03521990031003952,0.043410220804313816,0.001,1.6348745822906494,-3.3279377619425454,3000,1.6249805688858032,-3.3279377619425454,0.0,-3.397073984146118
5.76,524,20,152,3120,5.76,-3.4154374599456787,0.01805363968014717,0.030062653745214146,0.001,1.6450306971867878,-3.3120336532592773,3022,1.6111000776290894,-3.3120336532592773,0.0,-3.4154374599456787
5.76,528,20,152,3143,5.76,-3.2609026432037354,0.03882289677858353,0.05355402982483307,0.001,1.6400543053944905,-3.2861425081888833,3045,1.6793713569641113,-3.2861425081888833,0.0,-3.2609026432037354
5.76,532,20,152,3167,5.76,-3.2183830738067627,0.04064307361841202,0.03718003475417694,0.001,1.6550141175587971,-3.247738758722941,3069,1.6847667694091797,-3.247738758722941,0.0,-3.2183830738067627
