time/fps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/Beta,train/RL_loss,train/MSE_losses,train/loss,train/critic_loss,train/n_updates,train/Main_losses,train/critic_los,train/actor_loss,train/MSE_loss,train/learning_rate
157,449.52,544,1592,250973,449.52,0,-88.8109130859375,0.3990230983495712,-88.8109130859375,0.6505913632810116,250377,-89.63956896972657,1.1479119062423706,-89.63956896972657,0.5336838960647583,0.001
157,449.52,548,1604,252973,449.52,0,-92.13867950439453,0.39007538062334063,-92.13867950439453,1.1993570744097233,252377,-89.6817880859375,2.595484495162964,-89.6817880859375,0.4142359793186188,0.001
157,457.29,552,1616,254973,457.29,0,-91.33021545410156,0.44190487134456635,-91.33021545410156,0.5850863685905934,254377,-89.97828945922852,0.2292310893535614,-89.97828945922852,0.5194877982139587,0.001
157,457.4,556,1627,256657,457.4,0,-85.42230224609375,0.4384321004152298,-85.42230224609375,0.9105335698872805,256061,-89.87904650878906,0.41042613983154297,-89.87904650878906,0.5227046608924866,0.001
157,457.4,560,1639,258657,457.4,0,-92.00702667236328,0.4215625095367432,-92.00702667236328,0.829360511213541,258061,-89.98011260986328,0.5143329501152039,-89.98011260986328,0.4966726303100586,0.001
157,457.4,564,1651,260657,457.4,0,-91.76139068603516,0.6002682505846023,-91.76139068603516,0.6635512766689062,260061,-90.18081600952148,0.5100573301315308,-90.18081600952148,0.5984988212585449,0.001
157,457.4,568,1664,262657,457.4,0,-88.60603332519531,0.616151805639267,-88.60603332519531,1.1671819152235985,262061,-89.76298504638672,0.20263996720314026,-89.76298504638672,0.6417034864425659,0.001
157,459.15,572,1676,264441,459.15,0,-90.31708526611328,0.46540863609313965,-90.31708526611328,0.740570626989007,264061,-89.82068020629883,14.384589195251465,-89.82068020629883,0.4828954339027405,0.001
157,471.03,576,1687,266441,471.03,0,-88.93231964111328,0.47375293135643004,-88.93231964111328,0.4891201337426901,265845,-89.85679708862304,0.24659807980060577,-89.85679708862304,0.4588228464126587,0.001
157,471.03,580,1699,268441,471.03,0,-90.6220703125,0.5008018560409546,-90.6220703125,0.5308581717535853,267845,-89.94233563232422,0.3296583592891693,-89.94233563232422,0.45600271224975586,0.001
157,472.74,584,1711,270441,472.74,0,-92.54847717285156,0.5053241597414017,-92.54847717285156,1.2009461669176817,269845,-90.21644665527344,0.3989584147930145,-90.21644665527344,0.5368182063102722,0.001
157,469.41,588,1722,271955,469.41,0,-90.9022216796875,0.580100614786148,-90.9022216796875,0.4494579295963049,271588,-90.33858255004883,0.26724210381507874,-90.33858255004883,0.47938430309295654,0.001
158,467.01,592,1731,273715,467.01,0,-88.01591491699219,0.4680472020919506,-88.01591491699219,0.990939615208369,273119,-90.00939665574293,0.42677444219589233,-90.00939665574293,0.5151469111442566,0.001
158,477.66,596,1744,275715,477.66,0,-87.41134643554688,0.5857014988660812,-87.41134643554688,0.849765083834529,275119,-90.11215960693359,0.4802417457103729,-90.11215960693359,0.5531686544418335,0.001
158,487.42,600,1756,277715,487.42,0,-90.89681243896484,0.5764958373308182,-90.89681243896484,0.6217921549230814,277119,-90.37997344970704,0.34379321336746216,-90.37997344970704,0.6720142960548401,0.001
158,487.42,604,1768,279715,487.42,0,-93.09673309326172,0.5721032248735428,-93.09673309326172,0.8565988783314824,279119,-90.37180578613281,0.12955132126808167,-90.37180578613281,0.5855838656425476,0.001
158,487.42,608,1780,281715,487.42,0,-91.27216339111328,0.767040763258934,-91.27216339111328,0.7555834686756134,281119,-90.60598599243164,0.16687840223312378,-90.60598599243164,0.8214255571365356,0.001
158,487.42,612,1792,283715,487.42,0,-90.65298461914062,0.47780567145347597,-90.65298461914062,0.8409313572049141,283119,-90.78276931762696,0.3240528106689453,-90.78276931762696,0.6325497627258301,0.001
158,487.42,616,1805,285715,487.42,0,-92.57373046875,0.45507514452934267,-92.57373046875,0.5201358523964882,285119,-90.83922521972656,0.23097875714302063,-90.83922521972656,0.5002546310424805,0.001
158,487.42,620,1817,287715,487.42,0,-92.31334686279297,0.46794425511360166,-92.31334686279297,0.6925585063993931,287119,-90.83639154052734,0.15053720772266388,-90.83639154052734,0.46716630458831787,0.001
158,482.84,624,1826,289257,482.84,0,-91.75962829589844,0.46848829161553157,-91.75962829589844,0.43409633654214086,288661,-90.6500480288551,0.19059106707572937,-90.6500480288551,0.30715876817703247,0.001
158,480.38,628,1837,291011,480.38,0,-87.7939224243164,0.4802965862751007,-87.7939224243164,0.5353019215613604,290415,-90.57747891235351,2.7047953605651855,-90.57747891235351,0.4302063584327698,0.001
158,480.38,632,1849,293011,480.38,0,-92.62554168701172,0.4039253245592117,-92.62554168701172,0.6853926173299552,292415,-90.66882791137695,0.60908442735672,-90.66882791137695,0.413726270198822,0.001
158,480.38,636,1862,295011,480.38,0,-92.70903778076172,0.4037429873943329,-92.70903778076172,0.4463768942207098,294415,-90.55495819091797,0.13659806549549103,-90.55495819091797,0.3481554687023163,0.001
158,480.38,640,1874,297011,480.38,0,-90.6016616821289,0.4639395778179169,-90.6016616821289,0.8368132045194506,296415,-90.82942626953125,0.18567818403244019,-90.82942626953125,0.4989028573036194,0.001
158,480.38,644,1886,299011,480.38,0,-89.75492858886719,0.43504146099090574,-89.75492858886719,0.39644095408916474,298415,-90.88691009521484,0.21394017338752747,-90.88691009521484,0.41670194268226624,0.001
