time/fps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/Beta,train/RL_loss,train/MSE_losses,train/loss,train/critic_loss,train/n_updates,train/Main_losses,train/critic_los,train/actor_loss,train/MSE_loss,train/learning_rate
158,401.27,124,291,46077,401.27,0.756,-57.71014404296875,0.2782538278698921,-55.53981399536133,1.183743508219719,45481,-56.146120864868166,1.1184959411621094,-58.249719772338864,0.28708046674728394,0.001
158,407.75,128,304,48077,407.75,0.748,-60.53662109375,0.2837783574461937,-58.54994201660156,1.254244402706623,47481,-57.37294117736816,2.4130005836486816,-59.49560327148438,0.2655986249446869,0.001
158,414.04,132,316,50077,414.04,0.74,-62.29789352416992,0.28736653035879134,-59.8900260925293,1.316330094575882,49481,-58.92681942749024,0.974419116973877,-61.05333180236816,0.32538726925849915,0.001
158,416.72,136,329,52077,416.72,0.732,-59.65584945678711,0.2733719193339348,-57.577545166015625,1.186357079744339,51481,-59.02683001708984,1.229536533355713,-61.02791249084473,0.2839212417602539,0.001
158,418.56,140,342,54077,418.56,0.724,-63.42195129394531,0.27659659916162493,-61.1325798034668,1.292160789012909,53481,-59.98171118164063,0.9520837068557739,-61.984270553588864,0.31621137261390686,0.001
158,424.95,144,354,56077,424.95,0.716,-65.2886962890625,0.28649578434228895,-63.53167724609375,1.5610686770677566,55481,-60.514449356079105,0.7240026593208313,-62.56575921630859,0.24539363384246826,0.001
157,427.85,148,367,58077,427.85,0.708,-63.27192306518555,0.2734104484319687,-61.39409637451172,1.4687134146094323,57481,-60.67166607666016,0.5403395891189575,-62.60741207885742,0.2652299702167511,0.001
157,433.68,152,380,60077,433.68,0.7,-61.55717468261719,0.27568934684991836,-59.97074890136719,1.552046701669693,59481,-60.46077435302735,0.6511541604995728,-62.39059980773926,0.22663241624832153,0.001
157,442.52,156,393,62077,442.52,0.692,-62.36602020263672,0.27495278990268707,-60.174137115478516,1.3379482057690621,61481,-60.14114743041992,1.0900636911392212,-62.04382078552246,0.3167462646961212,0.001
157,450.28,160,405,64077,450.28,0.684,-61.32185745239258,0.2806540490984917,-59.42146301269531,1.330609831392765,63481,-60.892764450073244,0.8272541761398315,-62.812438217163084,0.2778354585170746,0.001
157,462.39,164,418,66077,462.39,0.676,-62.85474395751953,0.2745010520219803,-60.853084564208984,1.7498567407131196,65481,-60.77843286132813,1.3065123558044434,-62.63405996704102,0.2961033582687378,0.001
157,474.68,168,431,68077,474.68,0.668,-63.584285736083984,0.27660251474380493,-62.021453857421875,1.2203912248015403,67481,-60.09311131286621,1.0004758834838867,-61.940816009521484,0.23395715653896332,0.001
157,488.26,172,444,70077,488.26,0.66,-62.33845520019531,0.25969477713108063,-60.83659362792969,1.2324257102012635,69481,-60.19148530578613,1.135632038116455,-61.90547071838379,0.22755460441112518,0.001
157,497.38,176,456,72077,497.38,0.652,-58.34419631958008,0.2618224244713783,-56.519901275634766,1.2407301822900771,71481,-59.766544708251956,1.2645668983459473,-61.473626953125,0.2797996401786804,0.001
157,497.85,180,469,74077,497.85,0.644,-62.524940490722656,0.2672859569787979,-60.57307434082031,1.331440378010273,73481,-59.81322941589355,1.3538697957992554,-61.5345509185791,0.303085058927536,0.001
157,499.77,184,482,76077,499.77,0.636,-57.47931671142578,0.2667765771150589,-55.81317138671875,1.3718068776130676,75481,-59.75671630859375,0.9349360466003418,-61.45341545104981,0.2619723975658417,0.001
157,499.8,188,495,78077,499.8,0.628,-60.6364631652832,0.2682502717971802,-58.52396011352539,1.232969555914402,77481,-60.639395401000975,0.6606075763702393,-62.324006958007814,0.3363857865333557,0.001
157,499.8,192,507,80077,499.8,0.62,-65.8467788696289,0.2647825241088867,-64.52485656738281,1.1834795283675195,79481,-61.38801322937012,0.6777868270874023,-63.02966479492188,0.2132134735584259,0.001
157,499.8,196,520,82077,499.8,0.612,-63.38115692138672,0.26721024185419084,-61.27456283569336,1.1318882207274437,81481,-61.90958116149903,1.5380750894546509,-63.54490773010254,0.34421470761299133,0.001
157,499.8,200,533,84077,499.8,0.604,-60.74181365966797,0.26193947267532347,-59.19777297973633,1.1646376787424086,83481,-61.597250427246095,0.683907687664032,-63.179364974975584,0.25563564896583557,0.001
157,499.8,204,546,86077,499.8,0.596,-63.32246017456055,0.2578060013055801,-61.92435836791992,1.0636406518816948,85481,-61.449741973876954,1.0295014381408691,-62.98626571655274,0.23458068072795868,0.001
157,499.8,208,558,88077,499.8,0.588,-59.53125,0.25715436798334124,-58.22246170043945,0.9833609338402748,87481,-61.92695397949219,0.6453849077224731,-63.43902163696289,0.2225828766822815,0.001
157,499.8,212,571,90077,499.8,0.58,-62.53068161010742,0.2595181541442871,-61.028743743896484,0.8384128548502922,89481,-62.7428786315918,0.915989339351654,-64.24808390808106,0.258954793214798,0.001
157,499.94,216,584,92077,499.94,0.572,-63.20844650268555,0.2573088658452034,-61.98299789428711,0.8602518490552902,91481,-63.1476365814209,0.5136377811431885,-64.61944320678711,0.2142392247915268,0.001
157,500.0,220,596,94077,500.0,0.564,-65.49687957763672,0.2586661610007286,-64.23373413085938,0.8607668326795102,93481,-62.76453059387207,0.6711854338645935,-64.22340757751465,0.22396183013916016,0.001
157,500.0,224,609,96077,500.0,0.556,-61.75763702392578,0.2606234923005104,-60.25608825683594,0.9116063158512115,95481,-63.192443466186525,1.1987565755844116,-64.64151000976562,0.2700624167919159,0.001
157,500.0,228,622,98077,500.0,0.548,-64.37892150878906,0.26829140102863314,-62.57942199707031,0.799123299330473,97481,-63.88350102233887,0.534603476524353,-65.35373797607421,0.32837560772895813,0.001
157,500.0,232,635,100077,500.0,0.54,-61.421756744384766,0.2651486957669258,-60.04082489013672,0.9051996348500252,99481,-64.53801078796387,0.5636484622955322,-65.96981372070313,0.25572842359542847,0.001
157,500.0,236,647,102077,500.0,0.532,-64.03297424316406,0.26848268818855286,-62.66978073120117,0.7180018178224563,101481,-64.68764451599121,0.7942700386047363,-66.11597248840332,0.2562393248081207,0.001
157,500.0,240,660,104077,500.0,0.524,-65.62415313720703,0.2606965563893318,-64.09085845947266,0.91628405970335,103481,-64.64067904663086,0.8005117177963257,-66.00672909545898,0.2926129996776581,0.001
157,500.0,244,673,106077,500.0,0.516,-68.40332794189453,0.26321804893016815,-67.03489685058594,0.8193561287522316,105481,-65.44281741333008,0.5821396708488464,-66.80102256774903,0.265200138092041,0.001
157,500.0,248,686,108077,500.0,0.508,-66.7320556640625,0.2628434463739395,-65.33827209472656,0.822182185292244,107481,-65.80845887756348,2.583465576171875,-67.14370359802246,0.2743663489818573,0.001
157,500.0,252,698,110077,500.0,0.5,-70.07283782958984,0.2664287319779396,-68.72100830078125,0.8606364231109619,109481,-65.89591372680664,0.4879533648490906,-67.2280573272705,0.27036625146865845,0.001
157,500.0,256,711,112077,500.0,0.492,-66.71356964111328,0.25786963015794756,-65.40436553955078,0.8571010791957379,111481,-66.00237713623046,0.725614070892334,-67.27109565734864,0.2660980522632599,0.001
157,500.0,260,724,114077,500.0,0.484,-69.1766586303711,0.2730806956887245,-67.90216064453125,0.8999926257133484,113481,-66.48487278747558,0.7402241230010986,-67.80658341979981,0.2633255422115326,0.001
157,500.0,264,737,116077,500.0,0.476,-68.91584014892578,0.25970215040445327,-67.76927947998047,0.8077756795883179,115481,-66.42991612243652,0.7458126544952393,-67.6660984954834,0.24087463319301605,0.001
157,500.0,268,750,118077,500.0,0.468,-67.4522476196289,0.263942317545414,-66.2216567993164,0.8293865678310395,117481,-66.59879469299317,0.5324510931968689,-67.83404490661621,0.262947142124176,0.001
157,500.0,272,762,120077,500.0,0.46,-69.63999938964844,0.2566903113722801,-68.58718872070312,0.6768478483259678,119481,-67.29734326171875,0.3889135718345642,-68.47811874389649,0.22887179255485535,0.001
157,500.0,276,775,122077,500.0,0.452,-67.35836029052734,0.2574436812996864,-65.96302795410156,0.8554011734426021,121481,-67.34845309448242,0.6114166975021362,-68.51209866333008,0.30870115756988525,0.001
157,500.0,280,788,124077,500.0,0.444,-69.75304412841797,0.25777211380004883,-68.60273742675781,0.7510440353751182,123481,-67.61455993652343,0.7212868928909302,-68.75906805419922,0.2590784728527069,0.001
157,500.0,284,801,126077,500.0,0.436,-70.6943359375,0.2535883056521416,-69.80967712402344,0.700142738044262,125481,-68.05910552978516,0.888556957244873,-69.16475044250488,0.2029026299715042,0.001
157,500.0,288,814,128077,500.0,0.428,-72.10621643066406,0.2570380246043205,-70.68522644042969,0.7451399256289005,127481,-68.08100997924805,1.027113914489746,-69.18113284301758,0.3320073187351227,0.001
157,500.0,292,827,130077,500.0,0.42,-69.74844360351562,0.25733785444498064,-68.70748138427734,0.8537030500471592,129481,-68.37391635131836,1.194483995437622,-69.45473524475098,0.2478475570678711,0.001
157,500.0,296,840,132077,500.0,0.412,-69.57766723632812,0.2557490869164467,-68.53731536865234,0.6224271625876426,131481,-68.65074656677245,1.0251235961914062,-69.7044327697754,0.25251320004463196,0.001
157,500.0,300,852,134077,500.0,0.404,-70.17051696777344,0.26123956656455993,-69.28816986083984,0.7415712162852287,133481,-69.09465606689453,0.3969002962112427,-70.15006391906738,0.21840205788612366,0.001
157,500.0,304,865,136077,500.0,0.396,-68.07559204101562,0.2685013337135315,-66.86286163330078,0.7663608583509922,135481,-69.6282124633789,0.5763893127441406,-70.6914773864746,0.30624526739120483,0.001
157,500.0,308,878,138077,500.0,0.388,-70.04236602783203,0.2714745244383812,-68.81082153320312,0.6613498150408268,137481,-69.95478067016602,0.31886500120162964,-71.00810177612304,0.3174080550670624,0.001
157,500.0,312,891,140077,500.0,0.38,-74.25833892822266,0.2647265185713768,-73.37616729736328,0.6838961936831475,139481,-71.01079147338868,0.4231921434402466,-72.01675225830078,0.232150599360466,0.001
157,500.0,316,903,142077,500.0,0.372,-75.45719909667969,0.26529389971494677,-74.31493377685547,0.6537877908051014,141481,-70.97367501831054,0.3798920512199402,-71.96056826782227,0.3070603907108307,0.001
157,500.0,320,916,144077,500.0,0.364,-70.6041030883789,0.26106208240985873,-69.45940399169922,0.5235135785341263,143481,-71.45495422363281,0.38251715898513794,-72.40522018432617,0.31447768211364746,0.001
157,500.0,324,929,146077,500.0,0.356,-74.08989715576172,0.26121114218235014,-73.20262908935547,0.6013332960009575,145481,-72.091193359375,1.2038764953613281,-73.0211049194336,0.24923305213451385,0.001
157,500.0,328,941,148077,500.0,0.348,-73.7587661743164,0.2664608979821205,-72.77389526367188,0.7303057885766029,147481,-72.62607836914063,0.3856160044670105,-73.55336236572266,0.2830091118812561,0.001
157,500.0,332,954,150077,500.0,0.34,-72.9122314453125,0.2649579027891159,-72.10081481933594,0.6456567129790783,149481,-72.91089379882813,0.401874840259552,-73.81175033569336,0.23865298926830292,0.001
157,500.0,336,967,152077,500.0,0.332,-75.35694122314453,0.26564379823207857,-74.5330810546875,0.6587796447277069,151481,-73.38808618164063,0.4284237027168274,-74.27002392578125,0.24815036356449127,0.001
157,500.0,340,980,154077,500.0,0.324,-76.4017562866211,0.27781920665502546,-75.43567657470703,0.7248486109673977,153481,-74.3023246459961,0.7091559171676636,-75.20245892333985,0.2981727123260498,0.001
157,500.0,344,993,156077,500.0,0.316,-72.02642822265625,0.2581332439780235,-71.39607238769531,0.6248405979275703,155481,-74.85192098999023,1.210762619972229,-75.66762185668945,0.1994808465242386,0.001
157,500.0,348,1005,158077,500.0,0.308,-73.17481231689453,0.2685365795493126,-72.41410827636719,0.6332532567679882,157481,-75.46557943725585,0.34455540776252747,-76.29267221069335,0.2469814270734787,0.001
157,500.0,352,1018,160077,500.0,0.3,-77.60005950927734,0.26392845046520236,-76.90507507324219,0.468706164598465,159481,-76.32207138061523,0.22598564624786377,-77.11385702514649,0.2316625565290451,0.001
157,499.44,356,1031,162021,499.44,0.292,-80.69017028808594,0.2625671031475067,-79.86063385009766,0.41454053147137165,161481,-76.94282327270508,0.14751948416233063,-77.70951922607422,0.2840885519981384,0.001
157,499.44,360,1043,164021,499.44,0.284,-74.8676528930664,0.2704369268417358,-74.18704223632812,0.48818499779701235,163425,-77.60531411743165,0.39651522040367126,-78.37335470581054,0.23965032398700714,0.001
157,499.44,364,1056,166021,499.44,0.276,-74.25283813476562,0.2799532191753387,-73.42561340332031,0.5284879236221314,165425,-78.53012472534179,0.22774194180965424,-79.30279550170899,0.2997191250324249,0.001
157,499.44,368,1069,168021,499.44,0.268,-77.24386596679688,0.2643339187502861,-76.41539764404297,0.5080552672445774,167425,-78.90594549560547,0.3632633090019226,-79.61436032104493,0.30913046002388,0.001
157,499.44,372,1082,170021,499.44,0.26,-79.73468017578125,0.2711045693159103,-79.00103759765625,0.6319789978563786,169425,-79.02068411254882,0.5103594660758972,-79.72555603027344,0.28217169642448425,0.001
157,499.44,376,1094,172021,499.44,0.252,-81.37064361572266,0.26950850409269334,-80.74307250976562,0.5193960301280022,171425,-79.92766687011719,0.19296345114707947,-80.60682836914063,0.24903692305088043,0.001
157,499.44,380,1107,174021,499.44,0.244,-83.4753189086914,0.26508171582221984,-82.9784164428711,0.46465636628866197,173425,-80.22501553344726,0.4104723334312439,-80.87181488037109,0.20364974439144135,0.001
157,499.44,384,1120,176021,499.44,0.236,-77.79405975341797,0.2675800062417984,-77.30775451660156,0.5305436402261258,175425,-80.36836499023437,0.1760466992855072,-80.9998537902832,0.20606085658073425,0.001
157,499.44,388,1132,178021,499.44,0.228,-82.30657196044922,0.28460999327898023,-81.67822265625,0.4555556646734476,177425,-80.66459146118164,0.6953681111335754,-81.31350225830079,0.275592178106308,0.001
157,499.44,392,1145,180021,499.44,0.22,-79.2880630493164,0.2746491732597351,-78.68500518798828,0.4520225246995688,179425,-81.43813748168945,0.37687718868255615,-82.04236581420898,0.2741181254386902,0.001
157,499.44,396,1158,182021,499.44,0.212,-79.57540130615234,0.27326933056116104,-79.00395965576172,0.5070929216295481,181425,-81.9793844909668,0.5454721450805664,-82.55871517944335,0.2695489823818207,0.001
157,499.44,400,1170,184021,499.44,0.204,-85.06295013427734,0.2786460872888565,-84.45881652832031,0.6507618166208268,183425,-82.42197427368164,1.4205530881881714,-82.99041217041015,0.2961454391479492,0.001
157,499.44,404,1183,186021,499.44,0.196,-84.1863784790039,0.26202399522066117,-83.62725830078125,0.43670274843275547,185425,-82.66829846191406,0.3014591336250305,-83.18186532592773,0.2852664887905121,0.001
157,499.44,408,1196,188021,499.44,0.188,-84.34870910644531,0.2743837829232216,-83.77501678466797,0.5382677838653326,187425,-82.77961013793946,0.6129876375198364,-83.29545162963868,0.30515357851982117,0.001
157,499.44,412,1209,190021,499.44,0.18,-81.82891082763672,0.2686217746138573,-81.431884765625,0.412429766446352,189425,-82.90541876220703,0.1500871330499649,-83.38893801879883,0.22056882083415985,0.001
157,499.44,416,1221,192021,499.44,0.172,-87.2909164428711,0.27176717853546145,-86.7420425415039,0.4354115082025528,191425,-83.37302838134765,0.3026498556137085,-83.84046795654297,0.31911203265190125,0.001
157,499.44,420,1234,194021,499.44,0.164,-84.4542007446289,0.27306747776269913,-84.10006713867188,0.524888538479805,193425,-83.4071650390625,0.5236160755157471,-83.85499566650391,0.2159336656332016,0.001
157,499.44,424,1247,196021,499.44,0.156,-86.56814575195312,0.2806344581246376,-86.01168823242188,0.4499066022336483,195425,-83.80034017944335,0.34467625617980957,-84.23813000488282,0.3567012846469879,0.001
157,499.44,428,1260,198021,499.44,0.148,-83.03175354003906,0.26651365906000135,-82.66255950927734,0.6334525407105684,197425,-83.96715621948242,0.1853506714105606,-84.36159649658204,0.24945415556430817,0.001
157,499.44,432,1272,200021,499.44,0.14,-87.3206558227539,0.2786206601262093,-86.93975830078125,0.6910062371194363,199425,-83.73700692749023,0.41340765357017517,-84.12707571411133,0.2720699608325958,0.001
157,499.44,436,1285,202021,499.44,0.132,-84.81807708740234,0.27190402686595916,-84.41632080078125,0.43911170041561126,201425,-84.07059771728515,0.1470286101102829,-84.42951123046875,0.3043593466281891,0.001
157,499.44,440,1298,204021,499.44,0.124,-84.10523986816406,0.28405674135684966,-83.6905746459961,0.619494748800993,203425,-84.66729760742187,0.22072504460811615,-85.01952798461915,0.3344081938266754,0.001
157,499.44,444,1311,206021,499.44,0.116,-85.81655883789062,0.30403329586982725,-85.51641845703125,0.597892171472311,205425,-84.96395989990235,0.5004494786262512,-85.31663861083985,0.25874170660972595,0.001
157,499.44,448,1323,208021,499.44,0.108,-81.05323028564453,0.3276910120844841,-80.67225646972656,0.583299299404025,207425,-85.50070504760743,1.2315477132797241,-85.8546114501953,0.35275137424468994,0.001
156,491.67,452,1333,209244,491.67,0.1,-88.2486343383789,0.7973650818069776,-87.28594970703125,0.46472307974990046,209015,-86.30029392242432,0.36425045132637024,-87.09765900505914,0.9626874923706055,0.001
157,488.96,456,1342,210917,488.96,0.092,-90.64125061035156,0.2712245441675186,-90.36762237548828,0.7686002235412598,210321,-86.4595414428711,0.17895647883415222,-86.70906802368164,0.29742148518562317,0.001
157,488.96,460,1355,212917,488.96,0.084,-88.1683120727539,0.3053473810553551,-87.85262298583984,0.818429670497775,212321,-86.60436465454102,0.49451977014541626,-86.86085620117187,0.3758166432380676,0.001
157,488.96,464,1367,214917,488.96,0.076,-87.03714752197266,0.32027805370092394,-86.6455078125,0.7481239574253559,214321,-86.6868424987793,0.6337950229644775,-86.93025399780274,0.5153127312660217,0.001
157,488.96,468,1380,216917,488.96,0.068,-85.16326141357422,0.4130074442625046,-84.92108917236328,0.8458762346804142,216321,-87.53349865722656,0.3792756199836731,-87.8143435974121,0.3561311960220337,0.001
156,485.05,472,1393,218526,485.05,0.06,-88.42171478271484,0.3716790602207184,-88.26238250732422,0.6327572786509991,218321,-87.69459872436524,0.8578054308891296,-87.91760641479492,0.2655494511127472,0.001
157,473.17,476,1396,219338,473.17,0.052,-90.81497955322266,0.3060055668465793,-90.65347290039062,1.1791568693006411,218794,-87.44532787799835,0.43833041191101074,-87.60445082187653,0.31058457493782043,0.001
157,473.17,480,1408,221338,473.17,0.044,-90.32575988769531,0.33976313841342926,-90.17666625976562,0.7090434437692166,220742,-87.90796823120117,0.4484702944755554,-88.05746417236328,0.3388490676879883,0.001
157,471.46,484,1420,223167,471.46,0.036,-87.18370819091797,0.3337048599720001,-87.08344268798828,0.8121748104393482,222571,-87.5857052001953,0.2759019732475281,-87.70583883666993,0.2785227596759796,0.001
157,469.93,488,1432,225014,469.93,0.028,-85.00222778320312,0.43349931287765503,-84.88324737548828,0.9518750544190406,224418,-88.0041853942871,0.6389027237892151,-88.12556515502929,0.42492881417274475,0.001
157,469.93,492,1445,227014,469.93,0.02,-88.41758728027344,0.466604150891304,-88.33348846435547,0.48624587765336036,226418,-87.90297198486329,0.4792287349700928,-87.99629287719726,0.4204777479171753,0.001
156,459.28,496,1453,227949,459.28,0.012,-88.89324951171875,0.8760632259978188,-88.80561065673828,1.3715522289276123,227717,-88.7117902967665,0.33350539207458496,-88.81691794925266,0.7303017377853394,0.001
156,449.52,500,1459,228973,449.52,0.004,-84.25946044921875,0.810450113245419,-84.23529815673828,1.0862654103835423,228731,-88.35637848717826,1.9240823984146118,-88.38879673821586,0.6041154861450195,0.001
157,449.52,504,1470,230973,449.52,0,-87.0445327758789,0.7359958314895629,-87.0445327758789,1.143397768139839,230377,-88.28483114624024,0.6797229647636414,-88.28483114624024,0.7093067765235901,0.001
157,449.52,508,1482,232973,449.52,0,-90.56271362304688,0.5282569242715836,-90.56271362304688,0.5551846927404404,232377,-88.22257015991211,0.6544007062911987,-88.22257015991211,0.5110339522361755,0.001
157,449.52,512,1494,234973,449.52,0,-90.43851470947266,0.4720353317260742,-90.43851470947266,0.9931803752779961,234377,-88.39708779907227,0.3809545636177063,-88.39708779907227,0.6333804726600647,0.001
157,449.52,516,1506,236973,449.52,0,-90.74382781982422,0.3501798549294472,-90.74382781982422,0.5267443591356278,236377,-88.88649591064453,0.7530588507652283,-88.88649591064453,0.3759809732437134,0.001
157,449.52,520,1518,238973,449.52,0,-88.55242156982422,0.45500313031673434,-88.55242156982422,0.6211789588779211,238377,-88.84567385864258,0.2412576526403427,-88.84567385864258,0.5552420616149902,0.001
157,449.52,524,1531,240973,449.52,0,-88.49349212646484,0.3503216191530228,-88.49349212646484,0.5542658027857542,240377,-89.1926462097168,0.2317342907190323,-89.1926462097168,0.3879997134208679,0.001
157,449.52,528,1543,242973,449.52,0,-90.73841857910156,0.3535432813763619,-90.73841857910156,0.9634592821598053,242377,-89.08603720092773,0.17991040647029877,-89.08603720092773,0.3103596866130829,0.001
157,449.52,532,1555,244973,449.52,0,-89.06147003173828,0.42501842391490935,-89.06147003173828,1.075082111477852,244377,-88.94940188598633,1.513122320175171,-88.94940188598633,0.4391748607158661,0.001
157,449.52,536,1567,246973,449.52,0,-91.62836456298828,0.4238465247750282,-91.62836456298828,0.8394535514712334,246377,-88.98729608154296,0.266476571559906,-88.98729608154296,0.4423827528953552,0.001
157,449.52,540,1580,248973,449.52,0,-88.19483184814453,0.43574644935131074,-88.19483184814453,0.37071494014561174,248377,-89.2704620666504,0.2808901071548462,-89.2704620666504,0.32408255338668823,0.001
