time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/Main_losses,train/MSE_loss,train/MSE_losses,train/RL_loss,train/actor_loss,train/critic_los,train/n_updates,train/learning_rate,train/loss,train/critic_loss,train/Beta
264,1160,165,191449,1021.98,7.190331220000001,0.37868963446528026,5.462810039520264,4.6550273783722815,-0.29251015186309814,0.37868963446528026,0.7068449258804321,182362,0.001,-0.29251015186309814,1.1885049985475904,0.0
268,1169,165,193786,1002.34,14.813684110000002,0.336678685579035,5.162430286407471,4.658271916707357,-0.9279900789260864,0.336678685579035,0.38125401735305786,183644,0.001,-0.9279900789260864,1.144309289502294,0.0
272,1193,165,197586,1001.91,23.723563239999997,-0.02108847876245688,4.253326892852783,4.562227290503833,-0.3840145170688629,-0.02108847876245688,0.7139608860015869,187471,0.001,-0.3840145170688629,1.5394698268524847,0.0
276,1203,165,199276,974.82,28.18647909,-0.28036264715134906,4.515513896942139,4.675323802194778,-1.0540390014648438,-0.28036264715134906,1.0022140741348267,189151,0.001,-1.0540390014648438,1.2451551279681883,0.0
280,1225,165,202851,946.57,36.18484961,-0.3419888165789876,4.772421836853027,4.675523443436354,-0.6376134157180786,-0.3419888165789876,0.993388295173645,192551,0.001,-0.6376134157180786,1.3268858159191153,0.0
284,1241,165,205194,906.0,39.21222772,-0.4791546231135726,4.52491569519043,4.500354022749009,-1.1529256105422974,-0.4791546231135726,0.5551865696907043,195090,0.001,-1.1529256105422974,1.199021076806161,0.0
288,1265,164,208259,875.63,42.09357886,-0.5670380960087786,4.1158857345581055,4.238996374488385,-0.12212952971458435,-0.5670380960087786,0.4121817350387573,199044,0.001,-0.12212952971458435,1.5552154242102147,0.0
292,1287,165,212590,866.76,51.615279099999995,-0.8045331633472739,3.236912250518799,3.7677723336810907,-0.17534033954143524,-0.8045331633472739,0.6435132026672363,202419,0.001,-0.17534033954143524,1.1997828453557733,0.0
296,1315,164,216958,855.07,59.07779838000001,-1.2176249456245838,3.48384690284729,3.780006121416561,-2.7863621711730957,-1.2176249456245838,1.8475455045700073,206757,0.001,-2.7863621711730957,1.3538938479833915,0.0
300,1340,164,220106,822.55,60.73359040999999,-1.6358947519286366,3.1740689277648926,3.549680582995485,-3.8050780296325684,-1.6358947519286366,0.1943669617176056,210960,0.001,-3.8050780296325684,1.2561771665961283,0.0
304,1360,164,224021,797.7,65.82045776,-1.886765443173652,4.00352144241333,3.7278918494697377,-1.7725067138671875,-1.886765443173652,1.7357945442199707,213867,0.001,-1.7725067138671875,1.2143038107718769,0.0
308,1383,164,227619,786.94,71.54599106999999,-2.6727506613628447,3.5125582218170166,3.8514641000513445,-2.4951486587524414,-2.6727506613628447,2.6027328968048096,217598,0.001,-2.4951486587524414,1.0632657783007935,0.0
312,1404,163,230201,756.0,70.70388091999999,-3.268222530682882,3.7472827434539795,3.818189255396525,-2.744837522506714,-3.268222530682882,0.33946943283081055,220909,0.001,-2.744837522506714,1.0330379703005805,0.0
316,1419,163,232802,750.71,74.59251327,-3.617371097002944,3.4756813049316406,3.618901192092149,-4.941765308380127,-3.617371097002944,0.9145501852035522,223287,0.001,-4.941765308380127,1.270269939364576,0.0
320,1431,164,235095,749.77,76.98319319000001,-3.815529247187864,2.79842472076416,3.4624335997215305,-1.820268988609314,-3.815529247187864,7.342667579650879,225051,0.001,-1.820268988609314,1.2471073026719846,0.0
324,1451,164,238292,761.06,85.39388253999999,-4.1178462945169825,3.3431358337402344,3.361057173583217,-1.2548917531967163,-4.1178462945169825,2.8155159950256348,228225,0.001,-1.2548917531967163,1.3907699616418945,0.0
328,1478,164,242447,759.29,93.81509548000002,-4.571034225186551,3.679123640060425,3.64102935562207,-4.447458744049072,-4.571034225186551,0.7019563317298889,232456,0.001,-4.447458744049072,1.3707157520008866,0.0
332,1501,163,246058,761.92,102.18477949,-4.793331593810441,3.1779167652130127,3.2840785970706903,-5.285366535186768,-4.793331593810441,2.5355730056762695,236121,0.001,-5.285366535186768,1.5157045314382174,0.0
336,1522,163,249597,741.03,104.82243689,-4.884103441342516,3.704423189163208,3.3843675570717027,-4.30408239364624,-4.884103441342516,0.8088247776031494,239542,0.001,-4.30408239364624,1.54403555210008,0.0
340,1536,163,251162,719.94,100.47973311999998,-5.151738107204437,3.134476661682129,3.222030931048923,-6.195295810699463,-5.151738107204437,0.38857051730155945,241743,0.001,-6.195295810699463,1.449148344082965,0.0
344,1551,163,253466,705.94,97.16646979,-5.162949281318165,3.0044219493865967,3.211389922650061,-4.654604911804199,-5.162949281318165,0.5635346174240112,244029,0.001,-4.654604911804199,2.6092040873544162,0.0
348,1563,163,255658,720.83,101.28047515999998,-5.2748445252577465,2.948390483856201,3.007564999659856,-6.169206619262695,-5.2748445252577465,0.6911308765411377,245879,0.001,-6.169206619262695,1.5290614529823263,0.0
352,1582,163,258894,736.39,110.30900453,-5.413286289572715,2.8647093772888184,3.131277564167976,-6.111227989196777,-5.413286289572715,1.3590885400772095,248948,0.001,-6.111227989196777,1.4815406234934927,0.0
356,1599,163,260864,733.31,111.72055312999998,-5.746665693246401,2.8110857009887695,2.90032845047804,-4.642266273498535,-5.746665693246401,1.0311278104782104,251665,0.001,-4.642266273498535,1.5007229111372278,0.0
360,1620,163,264979,759.92,124.58207309999997,-5.545245039652641,2.9827892780303955,2.9653600049066258,-6.916749954223633,-5.545245039652641,1.5410072803497314,254965,0.001,-6.916749954223633,1.7287943949913671,0.0
364,1637,163,267713,762.64,128.05587469999998,-5.76737562588283,3.8624725341796875,3.7182569435664585,-5.935217380523682,-5.76737562588283,1.44773268699646,257647,0.001,-5.935217380523682,1.6573765507766178,0.0
368,1661,162,270602,768.16,131.89161452,-5.8546264780958,3.4178459644317627,3.644094522182758,-6.554097652435303,-5.8546264780958,4.452151775360107,261572,0.001,-6.554097652435303,1.5904512634181946,0.0
372,1669,163,272194,746.08,125.57346369999999,-5.544305335391652,3.787428617477417,3.9935828555714,-7.21415901184082,-5.544305335391652,2.325338363647461,262680,0.001,-7.21415901184082,1.2338923028735227,0.0
376,1688,163,275440,761.64,130.95507272999998,-5.836325099923356,4.075861930847168,3.5846268621301065,-6.579296588897705,-5.836325099923356,0.17456850409507751,265699,0.001,-6.579296588897705,1.57130441407554,0.0
380,1712,162,278860,760.09,134.47151919,-6.253234095700824,3.703615427017212,3.499391737330051,-5.166491508483887,-6.253234095700824,1.9875468015670776,269450,0.001,-5.166491508483887,1.6848343656547653,0.0
384,1724,163,281360,761.66,137.33848479,-6.3854456327635525,3.811741352081299,3.7279065882606344,-6.982316970825195,-6.3854456327635525,1.3974497318267822,271390,0.001,-6.982316970825195,1.9395112327940236,0.0
388,1750,162,285247,769.88,144.69188509,-6.8134611214946235,3.862272262573242,3.6637510754341305,-9.008337020874023,-6.8134611214946235,1.1084725856781006,275363,0.001,-9.008337020874023,1.7967754136357916,0.0
392,1774,162,289117,765.27,147.85127114,-7.150887586016512,3.768555164337158,3.738681196143187,-5.450204849243164,-7.150887586016512,5.613931655883789,279192,0.001,-5.450204849243164,1.7017197674410427,0.0
396,1798,162,292627,756.69,149.99353881,-7.302553321533052,3.648599863052368,3.6570198069448057,-7.6403489112854,-7.302553321533052,0.8122963309288025,283084,0.001,-7.6403489112854,1.6745478734963024,0.0
400,1821,162,296591,764.85,157.01737984,-7.510163555205879,2.795438766479492,3.1800971445390736,-8.177369117736816,-7.510163555205879,0.7108004689216614,286667,0.001,-8.177369117736816,1.2983846871924223,0.0
404,1845,162,300264,762.43,158.89418762999998,-7.666429565178127,2.9871630668640137,3.572475994665792,-8.934903144836426,-7.666429565178127,0.9846848249435425,290521,0.001,-8.934903144836426,1.4511074631116851,0.0
408,1857,162,302315,746.96,154.51066922,-7.827181782471507,3.842146873474121,3.6338187779878317,-7.288111209869385,-7.827181782471507,0.8157936334609985,292379,0.001,-7.288111209869385,1.4641809055052306,0.0
412,1870,162,303460,732.59,149.91353957,-7.91960318916935,3.8164727687835693,3.674681502378593,-5.540475845336914,-7.91960318916935,3.613823890686035,294414,0.001,-5.540475845336914,1.3478137986815495,0.0
416,1888,162,307141,743.39,157.69089201999998,-8.04198377588962,3.339555263519287,3.5597946501792745,-6.227364540100098,-8.04198377588962,1.2146899700164795,297233,0.001,-6.227364540100098,1.4330159393872353,0.0
420,1896,162,308138,730.43,152.72634158999998,-8.187141965075236,3.2216978073120117,3.365741375016003,-6.794238090515137,-8.187141965075236,2.391735076904297,298468,0.001,-6.794238090515137,1.621936361964156,0.0
424,1919,162,311994,737.02,155.80964638999998,-8.14710268291695,3.785545825958252,3.6019065276221123,-6.28298807144165,-8.14710268291695,4.820636749267578,302102,0.001,-6.28298807144165,1.5653387721612493,0.0
428,1938,162,315065,726.18,152.90516406999998,-8.348644805374649,3.5346195697784424,3.4297457765377564,-7.66825532913208,-8.348644805374649,1.0367774963378906,305198,0.001,-7.66825532913208,1.461645150819736,0.0
432,1961,162,318436,723.78,153.90782674,-8.576683903144577,3.3383264541625977,3.3384840382357774,-7.688828945159912,-8.576683903144577,0.7606629133224487,308900,0.001,-7.688828945159912,1.424772117662215,0.0
436,1981,162,321501,719.04,154.37838294000002,-8.835340619859634,3.2778608798980713,3.3543616685187585,-7.170129299163818,-8.835340619859634,1.3713901042938232,311966,0.001,-7.170129299163818,1.5987439638859517,0.0
440,1998,162,323845,726.83,159.44346548,-8.812641354688663,3.4990358352661133,3.078968272749911,-8.409829139709473,-8.812641354688663,1.1449006795883179,314736,0.001,-8.409829139709473,1.6072154717654297,0.0
444,2017,162,327585,741.19,169.31768327,-9.099963823954264,3.4169585704803467,3.395711506406466,-7.781976222991943,-9.099963823954264,1.4115039110183716,317663,0.001,-7.781976222991943,1.6980830240106979,0.0
448,2041,162,331461,758.03,180.06819425,-9.215647882160388,2.5361530780792236,3.5574170805278578,-10.293264389038086,-9.215647882160388,2.5910205841064453,321510,0.001,-10.293264389038086,1.605370517502155,0.0
452,2066,162,335287,763.93,183.99571456,-9.452106907433672,3.393918752670288,3.9084902883989536,-10.2045259475708,-9.452106907433672,4.018342018127441,325419,0.001,-10.2045259475708,1.581531165756668,0.0
456,2089,162,339033,781.69,194.35180428000004,-9.566982555588918,3.363128662109375,3.6620030951799207,-8.598389625549316,-9.566982555588918,2.1307201385498047,329140,0.001,-8.598389625549316,1.6707666393010936,0.0
460,2112,162,342790,778.11,194.60376542000003,-9.764051254625363,3.8933305740356445,3.7222275098514976,-9.581941604614258,-9.764051254625363,1.890067458152771,332861,0.001,-9.581941604614258,1.6247523534055328,0.0
464,2134,162,346267,785.54,199.08647499999998,-9.854547848153269,3.449695110321045,3.7480129538802935,-8.013080596923828,-9.854547848153269,0.8000034093856812,336362,0.001,-8.013080596923828,1.7191155852424336,0.0
468,2155,162,349662,790.6,203.01202941,-9.776383433586512,3.7588560581207275,3.9181003035643163,-11.940073013305664,-9.776383433586512,0.45750439167022705,339765,0.001,-11.940073013305664,1.7868097931958544,0.0
472,2179,162,353489,812.95,215.05413873,-10.015295437689106,3.324636459350586,3.938688733587704,-10.227724075317383,-10.015295437689106,1.1834816932678223,343558,0.001,-10.227724075317383,1.9418592902534295,0.0
476,2202,162,357224,817.84,220.76488559,-10.241697589556376,3.880035400390625,3.8791479408740996,-10.919997215270996,-10.241697589556376,5.388368606567383,347293,0.001,-10.919997215270996,1.8285070246706405,0.0
480,2220,162,360032,811.72,219.62489266,-10.352870898300342,3.4800169467926025,4.172191944550932,-9.568121910095215,-10.352870898300342,0.7734577655792236,350189,0.001,-9.568121910095215,1.7187376019746634,0.0
484,2243,162,363748,823.88,226.29993036,-10.555752607186635,3.8415791988372803,4.138351959983508,-11.097504615783691,-10.555752607186635,0.3238412141799927,353892,0.001,-11.097504615783691,1.7975041088924915,0.0
488,2265,162,367382,821.35,227.74168416999998,-10.575400592951938,4.487117290496826,4.083722006144194,-11.397188186645508,-10.575400592951938,1.5096256732940674,357535,0.001,-11.397188186645508,1.6948749869098436,0.0
492,2288,162,371107,819.9,226.33713747000004,-10.873651865840882,4.427498817443848,4.301122718541197,-9.841560363769531,-10.873651865840882,5.608807563781738,361142,0.001,-9.841560363769531,1.8921352346670732,0.0
496,2308,162,374275,816.48,225.52071604999995,-10.865746295752645,4.100866317749023,4.04998541529439,-10.938302993774414,-10.865746295752645,1.609238862991333,364361,0.001,-10.938302993774414,1.7472448784137975,0.0
500,2331,162,377919,813.28,225.62232021,-10.925938863101647,4.185276508331299,4.214106821855962,-11.849427223205566,-10.925938863101647,1.093907356262207,368050,0.001,-11.849427223205566,1.6723047002656024,0.0
504,2350,162,381045,807.81,224.71848099999997,-10.94265851287342,4.671490669250488,4.224786170184872,-10.747507095336914,-10.94265851287342,3.9940929412841797,371170,0.001,-10.747507095336914,1.8524913165197752,0.0
508,2373,162,384773,824.58,232.8179938,-11.221623278375882,3.85312557220459,3.9765818500315455,-11.492424011230469,-11.221623278375882,1.3867769241333008,374888,0.001,-11.492424011230469,1.6688769539875816,0.0
512,2396,162,388446,849.86,244.70990213999997,-11.448907179175112,3.746694326400757,4.1769542861036975,-11.195490837097168,-11.448907179175112,4.805316925048828,378530,0.001,-11.195490837097168,1.7992668922945678,0.0
516,2419,162,392149,850.08,244.73471847999997,-11.518219489841671,4.1748785972595215,3.8090816366803515,-11.582879066467285,-11.518219489841671,0.4333016872406006,382229,0.001,-11.582879066467285,1.4518978537029616,0.0
520,2443,162,395912,877.74,258.75598809,-11.564504222565914,4.037441253662109,3.889961918511714,-11.243769645690918,-11.564504222565914,4.6295061111450195,386042,0.001,-11.243769645690918,1.3029767485832668,0.0
524,2464,162,399525,875.31,257.01925934999997,-11.769240689905066,3.969181776046753,4.048405727796387,-11.886640548706055,-11.769240689905066,0.17167627811431885,389493,0.001,-11.886640548706055,1.720698832363902,0.0
528,2483,162,402381,873.16,256.49461443999996,-11.98667848110199,4.36393928527832,4.377981588244438,-11.502921104431152,-11.98667848110199,0.501523494720459,392469,0.001,-11.502921104431152,2.139053993500196,0.0
532,2506,162,406295,878.59,258.98733902,-12.013812478180904,4.0831146240234375,4.004518521566046,-13.762968063354492,-12.013812478180904,0.6694337725639343,396303,0.001,-13.762968063354492,1.6504807524746896,0.0
536,2531,162,410179,886.78,263.1882341,-12.049356470697175,3.360095739364624,3.856026249962884,-13.983378410339355,-12.049356470697175,0.6036317944526672,400293,0.001,-13.983378410339355,1.451882123645093,0.0
540,2555,162,413917,900.72,270.16452817000004,-12.28718994382167,3.8735270500183105,3.619300328487913,-9.067745208740234,-12.28718994382167,2.2783546447753906,404023,0.001,-9.067745208740234,1.704860484552891,0.0
544,2579,162,417886,903.01,270.17389307999997,-12.3248031460509,4.020668029785156,3.811951821677539,-12.601903915405273,-12.3248031460509,0.6064853668212891,407926,0.001,-12.601903915405273,1.2398804077992633,0.0
