time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/Main_losses,train/MSE_loss,train/MSE_losses,train/RL_loss,train/actor_loss,train/critic_los,train/n_updates,train/learning_rate,train/loss,train/critic_loss,train/Beta
548,2607,161,422247,907.86,269.57445594999996,-12.453996972304124,4.043242931365967,3.737479062813979,-12.388175964355469,-12.453996972304124,0.6883472204208374,412366,0.001,-12.388175964355469,1.5812004758188358,0.0
552,2634,162,426810,915.23,269.01418610999997,-12.4515520967756,3.791520595550537,3.851607320422218,-12.674269676208496,-12.4515520967756,0.33752721548080444,416701,0.001,-12.674269676208496,1.4877131291443393,0.0
556,2659,161,430271,912.38,265.89674016000004,-12.688895847806599,4.032445430755615,4.028356270900565,-11.864850997924805,-12.688895847806599,0.5815862417221069,420908,0.001,-11.864850997924805,1.2231344685390375,0.0
560,2673,161,432960,901.7,260.72886883999996,-12.769788098622518,3.751436948776245,3.8648741532521074,-13.728652000427246,-12.769788098622518,0.9399315118789673,423051,0.001,-13.728652000427246,1.2857713548098495,0.0
564,2696,161,436662,903.95,262.73177204,-12.828017657500688,3.346588611602783,4.056547071735932,-12.19979190826416,-12.828017657500688,4.272491455078125,426745,0.001,-12.19979190826416,1.210986716087143,0.0
568,2719,161,440237,905.75,264.80231294000004,-12.866366214192478,4.7872395515441895,4.074990481340051,-11.262229919433594,-12.866366214192478,0.5376551151275635,430398,0.001,-11.262229919433594,1.089888170513056,0.0
572,2736,161,443006,895.17,260.93816967000004,-12.813616080813938,4.165231704711914,4.168081874317593,-13.166723251342773,-12.813616080813938,0.13156010210514069,433126,0.001,-13.166723251342773,1.29985247576429,0.0
576,2759,161,446716,894.92,261.04037536000004,-12.99189023890047,3.7567138671875,3.840844687743065,-13.060015678405762,-12.99189023890047,0.13100524246692657,436806,0.001,-13.060015678405762,1.2519001519012973,0.0
580,2777,161,449610,895.78,259.74024242,-13.052990558319388,4.003289222717285,3.7654434821294296,-12.375308990478516,-13.052990558319388,0.13141559064388275,439715,0.001,-12.375308990478516,1.3019431453731416,0.0
584,2791,161,451202,874.54,249.82984123000003,-13.23896430668078,4.1388678550720215,4.408957782544587,-13.135041236877441,-13.23896430668078,0.7774944305419922,442145,0.001,-13.135041236877441,1.2828590598005754,0.0
588,2809,161,454749,873.67,249.9209889,-13.22132627401459,3.9538066387176514,3.8767746866419075,-14.388283729553223,-13.22132627401459,0.12423492968082428,444891,0.001,-14.388283729553223,1.1900463412693711,0.0
592,2824,161,457173,860.66,245.22795108,-13.212787075499824,4.448790550231934,4.00578005017798,-13.911578178405762,-13.212787075499824,0.9942908883094788,447299,0.001,-13.911578178405762,1.3588891542336066,0.0
596,2842,161,460103,858.28,244.92440755999996,-13.264360612864857,3.4678971767425537,3.5029400859638944,-13.255754470825195,-13.264360612864857,1.9705090522766113,450179,0.001,-13.255754470825195,1.3657508365913158,0.0
600,2862,161,463333,854.14,242.57375605,-13.297061743698722,3.1286511421203613,3.8072752849323543,-14.665961265563965,-13.297061743698722,0.3433447480201721,453419,0.001,-14.665961265563965,1.1929094237752083,0.0
604,2884,161,466586,855.41,241.18263108999997,-13.22425727336579,3.435765266418457,3.794371290805222,-14.1196870803833,-13.22425727336579,9.001791000366211,456952,0.001,-14.1196870803833,1.4025016463089013,0.0
608,2893,161,467716,829.43,227.91425380999996,-13.116276706557676,4.611766815185547,3.980993767818773,-14.426127433776855,-13.116276706557676,0.21720173954963684,458492,0.001,-14.426127433776855,1.6067241973815911,0.0
612,2909,161,470991,825.45,224.58194336999998,-12.99244566647655,3.6428022384643555,3.738412259584404,-13.693653106689453,-12.99244566647655,2.4137768745422363,461069,0.001,-13.693653106689453,1.5761562481003615,0.0
616,2933,161,474773,826.24,224.65629725000002,-13.170813759697808,3.696807384490967,3.6410444921917384,-14.306817054748535,-13.170813759697808,0.09982798993587494,464879,0.001,-14.306817054748535,1.1826617735273697,0.0
620,2956,161,478550,826.38,224.92873865,-13.352032486909355,3.411039113998413,3.522335720997231,-12.36677074432373,-13.352032486909355,1.5326766967773438,468623,0.001,-12.36677074432373,1.6002093513855358,0.0
624,2979,161,482266,827.41,228.02172254,-13.334721808825737,3.62998628616333,3.810020834852607,-13.811503410339355,-13.334721808825737,6.0886430740356445,472388,0.001,-13.811503410339355,1.424541132238359,0.0
628,2996,161,484987,826.06,228.0080669,-13.396282022449828,4.16357946395874,3.8723181090596634,-14.611794471740723,-13.396282022449828,0.6791634559631348,475137,0.001,-14.611794471740723,1.2059464953342502,0.0
632,3014,161,487856,815.61,224.31062095999997,-13.369452617786548,3.4711079597473145,3.4379731637460216,-14.219852447509766,-13.369452617786548,0.733488917350769,477926,0.001,-14.219852447509766,1.2201761035161598,0.0
636,3036,161,491384,812.05,223.15532265999994,-13.59346236714295,3.8439369201660156,3.817403264875923,-14.264423370361328,-13.59346236714295,0.33025890588760376,481528,0.001,-14.264423370361328,1.392937163069811,0.0
640,3057,161,494777,808.6,221.53060201,-13.35416265911526,3.362323760986328,3.7276797575420804,-13.737030029296875,-13.35416265911526,0.48430773615837097,484909,0.001,-13.737030029296875,1.3572930417665177,0.0
644,3080,161,498341,804.55,221.6902795,-13.417041982014974,4.061347007751465,3.6242192125320436,-13.452329635620117,-13.417041982014974,1.6581807136535645,488507,0.001,-13.452329635620117,1.405387364708715,0.0
648,3097,161,501225,789.78,218.51265827999998,-13.336539300567901,2.873447895050049,3.617211582949343,-12.817937850952148,-13.336539300567901,4.2506022453308105,491298,0.001,-12.817937850952148,1.4420761509877817,0.0
652,3120,161,504383,775.73,215.88913725000003,-13.457021697622832,3.401575803756714,3.597958538375917,-14.013017654418945,-13.457021697622832,0.20042327046394348,495130,0.001,-14.013017654418945,1.4252907925729568,0.0
656,3134,161,507218,769.47,215.05571824999998,-13.499794735628015,3.0551562309265137,3.3058198129429535,-13.526926040649414,-13.499794735628015,0.47189730405807495,497352,0.001,-13.526926040649414,1.0565692718852968,0.0
660,3157,161,510800,778.4,220.4933902,-13.66486259004963,3.6535940170288086,3.69914943678801,-14.730769157409668,-13.66486259004963,0.5395749807357788,500983,0.001,-14.730769157409668,1.1994540900039647,0.0
664,3180,161,514456,777.94,220.54238143000003,-13.559597441534676,3.415713310241699,3.541822624827155,-13.201557159423828,-13.559597441534676,1.0420310497283936,504593,0.001,-13.201557159423828,1.1508405327578752,0.0
668,3201,161,517964,777.27,220.60482027,-13.612640078790587,3.494438409805298,3.88223322969756,-13.35060977935791,-13.612640078790587,0.1194254532456398,508111,0.001,-13.35060977935791,1.3066315633428973,0.0
672,3223,161,521458,784.52,224.79041193,-13.707024079863377,3.6188268661499023,3.727144255066797,-13.937331199645996,-13.707024079863377,0.19531172513961792,511611,0.001,-13.937331199645996,1.156002683001297,0.0
676,3245,161,525130,784.14,224.88344572000003,-13.742740043590487,3.8001322746276855,3.538940233160255,-14.198831558227539,-13.742740043590487,0.7560349106788635,515172,0.001,-14.198831558227539,1.1261974320252477,0.0
680,3267,161,528602,789.92,228.93404253,-13.868560398456662,3.179749011993408,3.697514790157939,-13.77035903930664,-13.868560398456662,0.8640809655189514,518671,0.001,-13.77035903930664,1.1895202968746077,0.0
684,3289,161,532102,809.0,239.22316594999995,-13.953776876221392,3.6886045932769775,3.8482515741955345,-13.727869987487793,-13.953776876221392,0.18528077006340027,522279,0.001,-13.727869987487793,1.155077084928381,0.0
688,3311,161,535681,809.32,239.35093160999998,-13.954301836293771,3.464677333831787,4.05109725687482,-13.3513765335083,-13.954301836293771,0.598747968673706,525798,0.001,-13.3513765335083,1.027515929730592,0.0
692,3324,161,537695,805.22,237.83862360000003,-13.921404656909761,4.0250959396362305,3.833734495299203,-14.564367294311523,-13.921404656909761,1.1830863952636719,527823,0.001,-14.564367294311523,0.9109641615520505,0.0
696,3346,161,541152,810.49,241.73481209000002,-13.937473651582161,3.861981153488159,4.031023939626407,-14.518158912658691,-13.937473651582161,0.12167859077453613,531352,0.001,-14.518158912658691,0.9980619310656875,0.0
700,3367,161,544606,812.73,244.44003098000002,-13.961364376856425,4.092879772186279,3.7719463033517577,-13.320185661315918,-13.961364376856425,1.517086386680603,534758,0.001,-13.320185661315918,1.0348490716780976,0.0
704,3388,161,548047,814.61,248.96428806,-13.995481297686384,3.7139575481414795,3.9307331205248,-14.317401885986328,-13.995481297686384,0.7385016083717346,538189,0.001,-14.317401885986328,0.932220925560722,0.0
708,3410,161,551573,838.57,262.39361177,-14.041068869338003,3.972222089767456,3.8822271202614154,-15.111713409423828,-14.041068869338003,0.4879891574382782,541729,0.001,-15.111713409423828,0.9965850675275304,0.0
712,3431,161,555073,840.82,265.99450872,-14.026217401165335,3.9878365993499756,3.8118212773673252,-13.5052490234375,-14.026217401165335,0.619204044342041,545205,0.001,-13.5052490234375,1.1138255006688482,0.0
716,3453,161,558590,838.17,266.10011276999995,-14.161462539281601,3.7205722332000732,3.9424350817442497,-13.704386711120605,-14.161462539281601,0.10923738777637482,548723,0.001,-13.704386711120605,0.9494667439167941,0.0
720,3476,161,562380,838.3,266.03834176,-14.34401886353273,4.211231708526611,3.909334699233214,-14.895678520202637,-14.34401886353273,0.20642074942588806,552408,0.001,-14.895678520202637,1.2421223128750667,0.0
724,3489,161,563735,814.69,254.41295968000003,-14.685907472882953,4.425416946411133,4.098221812929426,-13.769606590270996,-14.685907472882953,0.9568382501602173,554523,0.001,-13.769606590270996,1.538608937825955,0.0
728,3495,161,564590,796.03,244.18985426000003,-14.621056713041712,3.4096531867980957,3.050448386395564,-15.356863975524902,-14.621056713041712,1.1809840202331543,555512,0.001,-15.356863975524902,1.2582988157624104,0.0
732,3498,161,565166,773.1,233.15127295000002,-14.306619348197147,2.617786169052124,2.7750103350343376,-14.789369583129883,-14.306619348197147,5.9768877029418945,555961,0.001,-14.789369583129883,1.3502168841341622,0.0
736,3500,161,565490,741.06,218.78508990000003,-14.343438920520601,3.947650671005249,3.7547099476768855,-14.694926261901855,-14.343438920520601,0.3997683525085449,556408,0.001,-14.694926261901855,1.2051117423830964,0.0
740,3505,161,566924,721.47,207.73610702000002,-14.009697224720416,4.290085315704346,4.199816448142729,-13.70567512512207,-14.009697224720416,0.7639657855033875,556974,0.001,-13.70567512512207,1.419458214080695,0.0
744,3517,161,568781,704.4,197.17607714999997,-13.714592651084617,3.6644930839538574,3.352181272742189,-10.383654594421387,-13.714592651084617,0.6750362515449524,558997,0.001,-10.383654594421387,1.2765361716426336,0.0
748,3526,161,569828,686.03,187.60599723999997,-13.698658907854998,3.0723540782928467,3.336965066415292,-13.51162338256836,-13.698658907854998,0.6176673769950867,560547,0.001,-13.51162338256836,0.8787199262357676,0.0
752,3532,161,570712,663.29,177.15709796,-13.58407301902771,3.4395391941070557,3.177785035967827,-13.09575366973877,-13.58407301902771,1.4468920230865479,561545,0.001,-13.09575366973877,0.8044960320180987,0.0
756,3545,161,573341,661.23,175.47036232000005,-13.380325031280517,3.7176406383514404,3.836710088729858,-14.500377655029297,-13.380325031280517,0.9211537837982178,563419,0.001,-14.500377655029297,0.8051064042393081,0.0
760,3567,161,576370,655.7,169.74995124999998,-13.39005976320696,4.387547492980957,4.249459779456154,-12.753562927246094,-13.39005976320696,2.4875881671905518,567146,0.001,-12.753562927246094,1.1033523300971997,0.0
764,3576,161,577690,632.34,157.76108341000003,-13.373387113909855,3.5636870861053467,4.024633573594494,-14.278087615966797,-13.373387113909855,0.6903199553489685,568563,0.001,-14.278087615966797,1.2694229588051822,0.0
768,3586,161,579602,616.38,148.90780268000003,-13.450487426809362,4.262506008148193,4.0269583656981185,-13.913893699645996,-13.450487426809362,0.24585159122943878,570151,0.001,-13.913893699645996,1.2244068562031194,0.0
772,3602,161,582163,607.05,143.37902117,-13.310464029823427,3.802278995513916,4.032448674137497,-13.600536346435547,-13.310464029823427,3.838500738143921,572833,0.001,-13.600536346435547,1.5122870286418633,0.0
776,3621,161,585687,605.57,143.35577163,-13.213199611153462,3.979598045349121,3.9953740913581415,-14.70849895477295,-13.213199611153462,1.0427414178848267,575805,0.001,-14.70849895477295,1.6160795962013987,0.0
780,3648,161,590029,614.27,140.30848833,-13.177930703163147,4.1104207038879395,4.026173161268234,-14.361586570739746,-13.177930703163147,1.4591169357299805,580114,0.001,-14.361586570739746,1.4878892837860622,0.0
784,3667,161,593033,609.31,135.6230008,-13.1934710701495,4.033889293670654,4.005350711221379,-10.678571701049805,-13.1934710701495,1.8597350120544434,583141,0.001,-10.678571701049805,1.683116809948838,0.0
788,3690,161,596634,609.53,135.36826042,-13.155640662938424,4.329715251922607,4.097321266465415,-14.205742835998535,-13.155640662938424,0.4320966899394989,586814,0.001,-14.205742835998535,1.8561376617412202,0.0
792,3712,161,600323,626.28,143.04668812,-13.190444894134998,4.193275451660156,3.88658600247332,-13.937255859375,-13.190444894134998,0.5095247030258179,590411,0.001,-13.937255859375,1.853382490142914,0.0
796,3736,161,604274,631.22,142.48245951999996,-13.097433805945414,3.8149666786193848,3.96189523702656,-11.738492012023926,-13.097433805945414,3.598752021789551,594170,0.001,-11.738492012023926,1.8030165147103774,0.0
800,3759,161,608495,638.89,138.49965282000002,-13.078695434398865,3.6224474906921387,3.51838692225767,-12.97102165222168,-13.078695434398865,1.348034143447876,597927,0.001,-12.97102165222168,1.960539088769493,0.0
804,3785,161,611400,633.53,134.46674564,-13.031131430676108,4.1405558586120605,3.5952273439942743,-12.783635139465332,-13.031131430676108,1.0345102548599243,602261,0.001,-12.783635139465332,1.7388713037546135,0.0
808,3805,161,615177,636.04,134.14123471999997,-13.003412458847981,3.964977979660034,3.6951914933263037,-13.576464653015137,-13.003412458847981,1.3980038166046143,605332,0.001,-13.576464653015137,1.6277584226096127,0.0
812,3827,161,618428,633.55,131.49079934,-13.017302425667708,3.4585092067718506,3.769267155613962,-14.354058265686035,-13.017302425667708,0.5100422501564026,608968,0.001,-14.354058265686035,1.7594258399460643,0.0
816,3847,161,621918,633.28,131.39160206,-13.070231160602054,4.135076999664307,3.666570907777494,-12.165583610534668,-13.070231160602054,4.908079624176025,612095,0.001,-12.165583610534668,1.7067290254121832,0.0
820,3869,161,625526,631.46,131.28362882,-13.240519127878201,3.673180341720581,3.4571150911638258,-13.092551231384277,-13.240519127878201,1.7858060598373413,615662,0.001,-13.092551231384277,1.6794894099100377,0.0
824,3888,161,628432,646.97,138.48391825,-13.158293828057026,3.8361730575561523,3.777219115719718,-13.766923904418945,-13.158293828057026,1.361621379852295,618827,0.001,-13.766923904418945,1.6258401332524532,0.0
828,3906,161,631578,669.88,150.21834791,-13.182531675969463,3.62277889251709,3.9147922812230083,-13.611201286315918,-13.182531675969463,0.19977828860282898,621700,0.001,-13.611201286315918,1.2628006582923856,0.0
832,3929,161,635141,699.75,165.09177705,-13.238744786258117,4.027803897857666,3.6926868176130654,-12.358123779296875,-13.238744786258117,4.697632789611816,625305,0.001,-12.358123779296875,1.6952303578038508,0.0
836,3950,161,638604,731.14,180.58381776000002,-13.245105035479751,4.3993659019470215,3.8375986236770667,-13.445239067077637,-13.245105035479751,0.3695390224456787,628744,0.001,-13.445239067077637,1.508398668203481,0.0
840,3972,161,642099,751.75,193.21640922999998,-13.284084364016485,3.876826047897339,3.64791081413146,-13.81573486328125,-13.284084364016485,0.28089699149131775,632224,0.001,-13.81573486328125,1.7156323557708846,0.0
844,3993,161,645426,766.45,202.04262543000002,-13.307957984834822,3.6654107570648193,4.059342505295605,-12.604104995727539,-13.307957984834822,1.2596083879470825,635567,0.001,-12.604104995727539,1.655966546970091,0.0
848,4011,161,648398,785.7,212.27084967000002,-13.289619846081514,3.7557475566864014,3.8211999404321024,-13.166666984558105,-13.289619846081514,0.42043522000312805,638505,0.001,-13.166666984558105,1.6681312336186362,0.0
852,4030,161,651444,807.32,223.51762055000006,-13.244688034057617,3.261715888977051,3.519667090823472,-13.192740440368652,-13.244688034057617,1.9021482467651367,641566,0.001,-13.192740440368652,1.828746782246534,0.0
856,4052,161,654931,815.9,229.31390494000007,-13.351971641879215,3.9528586864471436,3.7532740274322367,-14.015207290649414,-13.351971641879215,0.5117968320846558,645075,0.001,-14.015207290649414,1.516027228948046,0.0
860,4074,161,658436,820.66,235.03857976000006,-13.353956888348277,3.9700429439544678,3.65149073941367,-12.411413192749023,-13.353956888348277,0.7101512551307678,648591,0.001,-12.411413192749023,1.6705463720434066,0.0
864,4096,161,662041,843.51,247.00571034999993,-13.373835433134706,3.5202388763427734,3.4065829518088706,-13.611468315124512,-13.373835433134706,0.2985748052597046,652168,0.001,-13.611468315124512,1.8273464728385276,0.0
868,4118,161,665578,859.76,255.80744783000003,-13.379411098521242,3.4244518280029297,3.452251180013021,-12.831254959106445,-13.379411098521242,0.6156718730926514,655725,0.001,-12.831254959106445,1.615713427485508,0.0
872,4141,161,669189,870.26,261.12092906000004,-13.436671254904466,3.30985951423645,3.160712969541021,-14.990912437438965,-13.436671254904466,4.806199073791504,659297,0.001,-14.990912437438965,1.827897232153751,0.0
876,4164,161,672983,872.96,260.77780195,-13.275210692409726,3.845654249191284,3.9411451489613527,-12.67558765411377,-13.275210692409726,0.38017287850379944,663079,0.001,-12.67558765411377,1.8497052982967697,0.0
880,4187,161,676619,865.9,265.21528939,-13.33851291623178,2.8468220233917236,3.325159881312774,-13.216917037963867,-13.33851291623178,1.1050925254821777,666747,0.001,-13.216917037963867,1.9831289822260105,0.0
884,4209,161,680213,871.8,269.79708442,-13.427358195386125,3.4397974014282227,3.4889639423567083,-13.211371421813965,-13.427358195386125,0.5867751240730286,670325,0.001,-13.211371421813965,1.5720195838929156,0.0
888,4233,161,683973,873.39,270.11213786,-13.423482617573757,2.95982027053833,3.6435019570913276,-14.00137710571289,-13.423482617573757,0.4641418755054474,674046,0.001,-14.00137710571289,1.653488474504469,0.0
892,4256,161,687651,873.28,270.5042390599999,-13.400192755919237,3.3289635181427,3.4970373725279784,-13.21941089630127,-13.400192755919237,0.8579341173171997,677791,0.001,-13.21941089630127,1.5351847533768752,0.0
896,4278,161,691233,869.59,271.17750279999996,-13.590925741854901,3.4825198650360107,3.51688135164674,-12.36227798461914,-13.590925741854901,0.2759149968624115,681375,0.001,-12.36227798461914,1.366755275639452,0.0
900,4302,161,695082,865.87,275.19335315999996,-13.393723500667287,3.428809642791748,3.565264055687727,-13.163223266601562,-13.393723500667287,1.0271092653274536,685165,0.001,-13.163223266601562,1.7170613143886233,0.0
904,4324,161,698573,871.73,279.1747382699999,-13.39867138025074,3.480685234069824,3.3908613710827793,-14.622597694396973,-13.39867138025074,0.19176360964775085,688756,0.001,-14.622597694396973,1.8510164309040027,0.0
908,4345,161,701195,860.18,275.75495580999996,-13.572377047427866,3.10551381111145,3.3326320609381033,-14.14431095123291,-13.572377047427866,0.33088862895965576,692159,0.001,-14.14431095123291,1.409767709278721,0.0
912,4362,161,704722,862.94,278.42998389,-13.526269201683787,3.612049102783203,3.365136342766011,-14.712965965270996,-13.526269201683787,10.795348167419434,694901,0.001,-14.712965965270996,1.776911081090998,0.0
916,4384,161,708258,863.4,278.51483967,-13.719932616738712,3.3159637451171875,3.219658478568582,-15.182570457458496,-13.719932616738712,0.08094494044780731,698407,0.001,-15.182570457458496,1.352538278184122,0.0
920,4406,161,711815,862.89,278.62150788,-13.725765673172667,3.049342632293701,3.459104136561687,-14.771102905273438,-13.725765673172667,0.5012540221214294,701899,0.001,-14.771102905273438,1.8306284308493757,0.0
924,4426,161,714334,859.02,275.45402895999996,-13.694892701574569,3.9998059272766113,4.107238912038772,-12.95982837677002,-13.694892701574569,0.27848029136657715,705111,0.001,-12.95982837677002,1.8394649746654865,0.0
928,4444,161,717901,863.23,275.7515632699999,-13.528193145565492,3.5066919326782227,3.1378029606735636,-14.69628620147705,-13.528193145565492,2.153176784515381,707906,0.001,-14.69628620147705,1.922333136459131,0.0
932,4467,161,721560,864.19,275.70451274,-13.599427074807732,3.4959521293640137,3.5016370932624867,-14.372929573059082,-13.599427074807732,0.21805712580680847,711636,0.001,-14.372929573059082,2.053987343184317,0.0
936,4490,161,725559,869.55,275.75595728999997,-13.516222412230203,3.35501766204834,3.275813639433675,-14.552152633666992,-13.516222412230203,1.3172109127044678,715370,0.001,-14.552152633666992,1.7037390297809742,0.0
940,4515,161,729347,872.48,275.90364497999997,-13.608220406067677,3.3208677768707275,3.178836767999535,-14.081090927124023,-13.608220406067677,0.523543119430542,719457,0.001,-14.081090927124023,1.8304671608945284,0.0
944,4534,161,732446,870.2,274.01361519,-13.48493018485844,3.470872640609741,3.5185323839248626,-12.704018592834473,-13.48493018485844,1.0504376888275146,722548,0.001,-12.704018592834473,2.1763975124623474,0.0
948,4556,161,736058,876.6,277.27803609,-13.426890110528028,3.747610330581665,3.3724252863062754,-12.10704517364502,-13.426890110528028,5.332781791687012,726087,0.001,-12.10704517364502,1.7912300101077625,0.0
952,4580,161,739736,882.92,279.99636268,-13.676990317868757,3.6543822288513184,3.476912164473319,-13.41710376739502,-13.676990317868757,1.7718536853790283,729866,0.001,-13.41710376739502,2.024114623523175,0.0
956,4602,161,743346,884.15,280.2599667399999,-13.602111358309417,3.245278835296631,3.376769377154554,-14.366137504577637,-13.602111358309417,0.5981777906417847,733485,0.001,-14.366137504577637,1.998861231934686,0.0
960,4624,161,746901,884.65,280.28904351999995,-13.66884813844488,3.6410255432128906,3.6951294743612912,-14.631820678710938,-13.66884813844488,0.11038970947265625,737038,0.001,-14.631820678710938,1.58355922097313,0.0
964,4646,161,750410,883.69,280.4431945,-13.811466234950393,3.7352476119995117,3.5187795184587647,-14.760934829711914,-13.811466234950393,0.29044240713119507,740573,0.001,-14.760934829711914,1.4612572741401797,0.0
968,4668,161,754006,884.28,280.49620958,-13.8284619925079,4.357133865356445,3.6039585394869658,-11.403091430664062,-13.8284619925079,0.4594373106956482,744175,0.001,-11.403091430664062,1.472100570086802,0.0
972,4690,161,757562,883.73,280.67256833999994,-13.91789492425984,3.393143653869629,3.407979358524698,-13.753217697143555,-13.91789492425984,3.6200828552246094,747662,0.001,-13.753217697143555,1.59764518909736,0.0
976,4712,161,761069,880.86,281.16290555999996,-13.882723315305688,4.188503742218018,3.5461202771077036,-12.745871543884277,-13.882723315305688,0.6052844524383545,751238,0.001,-12.745871543884277,1.7340631903428794,0.0
980,4735,161,764668,880.49,281.18371658999996,-13.916291029829727,3.4727847576141357,3.4694390804098365,-14.031469345092773,-13.916291029829727,1.030036211013794,754795,0.001,-14.031469345092773,1.6932540584971714,0.0
984,4757,161,768273,880.6,281.20211156,-14.249742956848833,3.8141791820526123,3.5353478526209927,-15.06743335723877,-14.249742956848833,0.7430641055107117,758395,0.001,-15.06743335723877,1.453778257989508,0.0
988,4779,161,771806,878.33,281.19445214,-14.489891153941223,3.865262269973755,3.6824607431041123,-14.33935546875,-14.489891153941223,1.3267500400543213,761949,0.001,-14.33935546875,1.1679279010676773,0.0
992,4796,161,774501,868.5,277.10734268,-14.503985407180963,4.057254314422607,3.894640746636623,-15.114707946777344,-14.503985407180963,0.85756516456604,764659,0.001,-15.114707946777344,1.1924247251497635,0.0
996,4818,161,778143,869.1,276.84208057,-14.63356945514679,3.3895366191864014,3.6506791862574492,-14.02606201171875,-14.63356945514679,0.3545650243759155,768147,0.001,-14.02606201171875,1.2820938490246603,0.0
1000,4841,161,781693,866.11,276.45251776000003,-14.651523748348499,3.934337615966797,3.6198066231505623,-15.116106033325195,-14.651523748348499,0.102248914539814,771810,0.001,-15.116106033325195,1.3250225366470565,0.0
1004,4860,161,784852,862.79,273.37105019999996,-14.692621903891093,3.3108153343200684,3.4199303721333596,-14.124940872192383,-14.692621903891093,0.2255098819732666,774961,0.001,-14.124940872192383,1.493955059253031,-0.0
1008,4883,161,788509,873.14,276.89673402999995,-14.693421586570826,3.900963068008423,3.5114237737763765,-14.528407096862793,-14.693421586570826,0.2495698183774948,778627,0.001,-14.528407096862793,1.459041505600083,-0.0
1012,4901,161,791024,863.02,271.06027743000004,-14.836215784851934,3.2086308002471924,3.5212591768990102,-15.189620971679688,-14.836215784851934,0.2502938210964203,781566,0.001,-15.189620971679688,1.9149657492608148,-0.0
1016,4921,161,794653,863.95,271.05040262,-14.757968273700707,3.7050912380218506,3.4576289276238894,-15.350661277770996,-14.757968273700707,0.37589508295059204,784759,0.001,-15.350661277770996,1.689466239188274,-0.0
1020,4934,161,796664,848.49,262.83078584000003,-14.719341984501591,3.576228618621826,3.5640799646024353,-14.759543418884277,-14.719341984501591,0.2215922325849533,786824,0.001,-14.759543418884277,1.2873169042423,-0.0
1024,4956,161,800254,859.2,270.43595403,-14.683254688254518,3.4647698402404785,3.4192193396570403,-13.833344459533691,-14.683254688254518,0.15394508838653564,790391,0.001,-13.833344459533691,1.4004372085216423,-0.0
1028,4979,161,803933,860.32,272.69026685999995,-14.719389895175366,3.024631977081299,3.3841036167550596,-14.467093467712402,-14.719389895175366,0.16399523615837097,794060,0.001,-14.467093467712402,1.269861866471073,-0.0
1032,5001,161,806848,852.88,269.29392368000003,-14.687307955396227,2.552577257156372,3.290978073553227,-14.942253112792969,-14.687307955396227,0.1369325816631317,797687,0.001,-14.942253112792969,1.3064937966316126,-0.0
1036,5019,161,810515,849.56,267.41147777000003,-14.617472091304602,3.135307550430298,3.286831811007568,-13.956435203552246,-14.617472091304602,2.8633806705474854,800432,0.001,-13.956435203552246,1.3217272389337908,-0.0
1040,5040,161,813864,845.17,264.41305369,-14.528872446767215,3.510385036468506,3.386680653382992,-14.873932838439941,-14.528872446767215,0.6429694294929504,803789,0.001,-14.873932838439941,1.316196347940693,-0.0
1044,5065,161,817790,853.44,267.67986451,-14.526055838811258,3.8042802810668945,3.641734111169897,-15.264853477478027,-14.526055838811258,0.914183497428894,807863,0.001,-15.264853477478027,1.3618505893688257,-0.0
1048,5088,161,821379,853.21,267.50301299,-14.621444761017223,3.2576329708099365,3.488966737264468,-14.487140655517578,-14.621444761017223,0.1366015523672104,811535,0.001,-14.487140655517578,1.0160686828104066,-0.0
1052,5105,161,824054,843.18,263.39901341999996,-14.577299476763525,3.429516315460205,3.4974717328307827,-13.979490280151367,-14.577299476763525,5.159087181091309,814233,0.001,-13.979490280151367,1.1217022663465095,-0.0
1056,5125,161,827265,839.19,260.99319358,-14.591492247003998,3.840482711791992,3.416393597645743,-15.027792930603027,-14.591492247003998,0.10038900375366211,817447,0.001,-15.027792930603027,1.1239988073764533,-0.0
1060,5146,161,830001,831.0,257.18730629000004,-14.641672558254665,3.6139440536499023,3.7445545661476465,-15.263815879821777,-14.641672558254665,4.838184833526611,820947,0.001,-15.263815879821777,0.9990660328240621,-0.0
1064,5163,161,833560,831.5,257.07084879,-14.603986392351871,3.622872829437256,3.6672712577802757,-13.581718444824219,-14.603986392351871,0.1899786740541458,823665,0.001,-13.581718444824219,0.9297525462741293,-0.0
1068,5190,161,837896,838.9,252.45332630999997,-14.557556546926499,3.32387638092041,3.7820301139354706,-14.93060302734375,-14.557556546926499,0.0432547926902771,827950,0.001,-14.93060302734375,1.1110686810151673,-0.0
1072,5212,161,841344,837.82,252.47444443,-14.605006233590547,4.1293253898620605,3.9171417798035595,-14.495881080627441,-14.605006233590547,0.37624019384384155,831498,0.001,-14.495881080627441,1.3158041101594649,-0.0
1076,5234,161,844851,837.82,252.29683961999996,-14.630060375283618,3.9031524658203125,3.620642944213447,-15.39754867553711,-14.630060375283618,1.4146562814712524,835005,0.001,-15.39754867553711,1.1287527987861647,-0.0
1080,5251,161,847518,828.5,247.21348189999998,-14.620911999072058,4.0467963218688965,3.934317258252936,-13.92229175567627,-14.620911999072058,0.8041853904724121,837666,0.001,-13.92229175567627,1.100926403854365,-0.0
