rollout/ep_len_mean,time/total_timesteps,time/episodes,train/std,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,train/MSE_losses,train/Main_losses,train/Beta,train/actor_loss,train/critic_los,train/n_updates,train/ent_coef,train/critic_loss,train/MSE_loss,train/ent_coef_loss,train/learning_rate,train/RL_loss
1055.27,450039,396,0.03870278596878052,5023,89,234.95516105,-6.8284382820129395,4.512648697942495,-6.98245207965374,-0.0,-6.98245207965374,0.0685778260231018,440000,0.004989679167920258,0.09460010944167152,4.531360149383545,-0.3007021090015769,0.00073,-6.8284382820129395
1028.6,453754,400,0.03874756023287773,5065,89,234.48456517,-7.776493549346924,4.518883869051933,-7.109313614666462,-0.0,-7.109313614666462,0.051957376301288605,443712,0.004621319480065722,0.07928921186248772,4.181784152984619,0.3552582529373467,0.00073,-7.776493549346924
1016.27,457726,404,0.03872300684452057,5110,89,238.97925537,-7.2712602615356445,4.5061266124248505,-7.18311982601881,-0.0,-7.18311982601881,0.8561386466026306,447680,0.005244912630587351,0.09509000767138787,4.414916038513184,-0.2811221128795296,0.00073,-7.2712602615356445
1033.79,461552,408,0.03869788348674774,5154,89,252.49781088,-6.893631458282471,4.401975855231285,-7.367939196527004,-0.0,-7.367939196527004,0.03295493125915527,451520,0.005177914550586138,0.1498635422613006,4.713985443115234,-0.15769063984043896,0.00073,-6.893631458282471
1039.11,465401,412,0.038617830723524094,5198,89,261.28978646,-8.197473526000977,4.259662546217442,-7.616324409842491,-0.0,-7.616324409842491,0.02925586886703968,455360,0.005447597039164975,0.041724814829649404,4.20189094543457,2.526602734113112,0.00073,-8.197473526000977
1029.11,469289,416,0.038663871586322784,5242,89,264.49217699,-7.3661088943481445,4.3112904988229275,-7.6474209651350975,-0.0,-7.6474209651350975,0.09652839601039886,459264,0.00500454670691397,0.08690602911519818,4.228318214416504,0.14530600875150412,0.00073,-7.3661088943481445
1036.22,473100,420,0.03862185403704643,5286,89,273.62489676999996,-7.99558687210083,4.157827332615852,-7.806531682610512,-0.0,-7.806531682610512,0.03405418619513512,463104,0.005194395482249092,0.10738875603419729,4.203721523284912,0.13936698017641902,0.00073,-7.99558687210083
1030.39,476274,424,0.038644395768642426,5322,89,277.07438614,-8.34447956085205,4.2735540717840195,-8.100791566073895,-0.0,-8.100791566073895,0.03713655844330788,466240,0.00545265731489053,0.0848503508605063,4.355251789093018,-0.017857055412605405,0.00073,-8.34447956085205
1022.83,480194,428,0.038680680096149445,5367,89,280.00766335,-7.980720520019531,4.170243546366692,-8.035483174026012,-0.0,-8.035483174026012,0.03592773526906967,470208,0.0054022041949792765,0.09798512823181227,4.283908843994141,0.4097104138927534,0.00073,-7.980720520019531
1017.16,484110,432,0.038656458258628845,5411,89,284.00265561,-7.9125494956970215,4.161469787359238,-8.339898973703384,-0.0,-8.339898973703384,0.04950592294335365,474112,0.0054366527911042795,0.14483094296883792,4.384792804718018,0.25346486177295446,0.00073,-7.9125494956970215
1021.28,487896,436,0.038731079548597336,5454,89,292.03880766,-8.310194969177246,4.080948188900948,-8.441997841000557,-0.0,-8.441997841000557,0.039876796305179596,477888,0.005252780065347906,0.07587703809258528,4.26287841796875,-0.20520181651227176,0.00073,-8.310194969177246
1020.88,491072,440,0.03892938047647476,5490,89,295.7692711,-8.145973205566406,4.158207729458809,-8.518846772611141,-0.0,-8.518846772611141,0.11254730820655823,481024,0.005342424541595392,0.08316185194416903,4.173978805541992,0.15760755585506558,0.00073,-8.145973205566406
1011.68,494866,444,0.03902885317802429,5534,89,296.0848923799999,-8.699745178222656,4.041163958609104,-8.620612680912018,-0.0,-8.620612680912018,1.0540573596954346,484864,0.005658448710164521,0.11672581528546289,3.8001861572265625,-0.16253133898135275,0.00073,-8.699745178222656
999.31,498591,448,0.03908766433596611,5577,89,296.59154801,-8.727401733398438,4.094256944954395,-8.894215203821659,-0.0,-8.894215203821659,0.6755726337432861,488576,0.005457725630549248,0.15298848203383386,4.114500999450684,-0.8268242746125907,0.00073,-8.727401733398438
