time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/MSE_loss,train/MSE_losses,train/critic_los,train/RL_loss,train/loss,train/Beta,train/Main_losses,train/actor_loss,train/learning_rate,train/n_updates
84,566,190,6.738095238095238,6.738095238095238,2,0.03084746841341257,1.4160348176956177,1.4921217759450276,0.027717137709259987,-2.0660247802734375,-2.0660247802734375,0.0,-2.0171635945638022,-2.0171635945638022,0.001,474
88,590,188,6.704545454545454,6.704545454545454,3,0.029187379870563745,1.5160140991210938,1.5551468928654988,0.01324452180415392,-2.0237691402435303,-2.0237691402435303,0.0,-1.9962023496627808,-1.9962023496627808,0.001,499
92,612,187,6.6521739130434785,6.6521739130434785,3,0.038208035131295524,1.4568464756011963,1.6228924592336018,0.025178223848342896,-2.0910959243774414,-2.0910959243774414,0.0,-1.9550726413726807,-1.9550726413726807,0.001,521
96,635,186,6.614583333333333,6.614583333333333,3,0.028547444536040228,1.5176992416381836,1.5401500066121419,0.027338122949004173,-2.0501389503479004,-2.0501389503479004,0.0,-2.017735401789347,-2.017735401789347,0.001,545
100,657,185,6.57,6.57,3,0.05571264997124672,1.5958629846572876,1.5840250253677368,0.048072751611471176,-2.1403701305389404,-2.1403701305389404,0.0,-2.0395671129226685,-2.0395671129226685,0.001,566
104,681,184,6.21,6.21,3,0.02733166143298149,1.5946614742279053,1.5455210606257122,0.03389350697398186,-2.074524402618408,-2.074524402618408,0.0,-2.118287722269694,-2.118287722269694,0.001,590
108,705,183,5.85,5.85,3,0.029936272650957108,1.680582880973816,1.5484939813613892,0.027998704463243484,-2.046610116958618,-2.046610116958618,0.0,-2.136824448903402,-2.136824448903402,0.001,614
112,728,183,5.84,5.84,3,0.05288745276629925,1.5525614023208618,1.5120648543039958,0.02660827711224556,-2.2095272541046143,-2.2095272541046143,0.0,-2.19004758199056,-2.19004758199056,0.001,637
116,751,182,5.84,5.84,4,0.04129197355359793,1.563377857208252,1.6037423610687256,0.026077376678586006,-2.139997720718384,-2.139997720718384,0.0,-2.131288687388102,-2.131288687388102,0.001,661
120,774,181,5.83,5.83,4,0.052767076840003334,1.639995813369751,1.5768354336420696,0.03384532779455185,-2.164905309677124,-2.164905309677124,0.0,-2.220236857732137,-2.220236857732137,0.001,684
124,797,180,5.82,5.82,4,0.041791126132011414,1.58734130859375,1.5939842859903972,0.03928765654563904,-2.139167070388794,-2.139167070388794,0.0,-2.206441084543864,-2.206441084543864,0.001,707
128,819,180,5.8,5.8,4,0.04063957259058952,1.5964336395263672,1.5906918446222942,0.027164801955223083,-2.2010068893432617,-2.2010068893432617,0.0,-2.262460390726725,-2.262460390726725,0.001,728
132,841,179,5.78,5.78,4,0.03953753039240837,1.6058756113052368,1.577487309773763,0.029189307242631912,-2.2706782817840576,-2.2706782817840576,0.0,-2.280766328175863,-2.280766328175863,0.001,750
136,865,179,5.78,5.78,4,0.03201995976269245,1.5973392724990845,1.5957818428675334,0.026059117168188095,-2.3266122341156006,-2.3266122341156006,0.0,-2.294680674870809,-2.294680674870809,0.001,774
140,889,178,5.78,5.78,4,0.04438220337033272,1.5098696947097778,1.5306829611460369,0.03429555892944336,-2.3653323650360107,-2.3653323650360107,0.0,-2.3758269945780435,-2.3758269945780435,0.001,798
144,912,178,5.77,5.77,5,0.03799525431046883,1.6438190937042236,1.6411971648534138,0.046021800488233566,-2.290719747543335,-2.290719747543335,0.0,-2.3123909632364907,-2.3123909632364907,0.001,822
148,934,177,5.76,5.76,5,0.0332686190182964,1.6455702781677246,1.5945548216501872,0.02576778456568718,-2.3705201148986816,-2.3705201148986816,0.0,-2.3861494859059653,-2.3861494859059653,0.001,844
152,956,177,5.76,5.76,5,0.03186469078063965,1.7432546615600586,1.6549702286720276,0.031658291816711426,-2.2237038612365723,-2.2237038612365723,0.0,-2.313614249229431,-2.313614249229431,0.001,865
156,980,177,5.78,5.78,5,0.037495571188628674,1.6455117464065552,1.5914009809494019,0.04916536808013916,-2.27643084526062,-2.27643084526062,0.0,-2.412088473637899,-2.412088473637899,0.001,889
160,1003,176,5.76,5.76,5,0.048090473438302674,1.6707934141159058,1.6356429258982341,0.03573502600193024,-2.4521737098693848,-2.4521737098693848,0.0,-2.429795980453491,-2.429795980453491,0.001,913
164,1027,176,5.77,5.77,5,0.04304851219058037,1.6071326732635498,1.665892759958903,0.0491536520421505,-2.4832394123077393,-2.4832394123077393,0.0,-2.4024668534596763,-2.4024668534596763,0.001,936
168,1051,175,5.79,5.79,5,0.04994066618382931,1.48367178440094,1.5484510660171509,0.06399093568325043,-2.654276132583618,-2.654276132583618,0.0,-2.5593692461649575,-2.5593692461649575,0.001,960
172,1073,175,5.79,5.79,6,0.03682230692356825,1.508577823638916,1.531757076581319,0.0430351123213768,-2.636284828186035,-2.636284828186035,0.0,-2.6117310523986816,-2.6117310523986816,0.001,983
176,1096,175,5.79,5.79,6,0.034723822958767414,1.6285995244979858,1.6226547559102376,0.016782162711024284,-2.49467134475708,-2.49467134475708,0.0,-2.5185619990030923,-2.5185619990030923,0.001,1005
180,1119,175,5.78,5.78,6,0.04318945916990439,1.6449968814849854,1.5897189776102703,0.026379674673080444,-2.617354393005371,-2.617354393005371,0.0,-2.577061414718628,-2.577061414718628,0.001,1028
184,1142,174,5.76,5.76,6,0.06451566765705745,1.5528310537338257,1.6091618537902832,0.09804968535900116,-2.758708953857422,-2.758708953857422,0.0,-2.5771997769673667,-2.5771997769673667,0.001,1051
188,1166,174,5.76,5.76,6,0.03850955640276273,1.654990315437317,1.5560393333435059,0.03915278613567352,-2.607074022293091,-2.607074022293091,0.0,-2.6709116299947104,-2.6709116299947104,0.001,1075
192,1187,174,5.75,5.75,6,0.04863106459379196,1.601925015449524,1.6350295543670654,0.04635114595293999,-2.6014819145202637,-2.6014819145202637,0.0,-2.580268621444702,-2.580268621444702,0.001,1096
196,1212,173,5.77,5.77,6,0.04336715303361416,1.6022922992706299,1.624058206876119,0.06677171587944031,-2.657233238220215,-2.657233238220215,0.0,-2.6129181385040283,-2.6129181385040283,0.001,1121
200,1236,173,5.79,5.79,7,0.04012119770050049,1.739085078239441,1.6406232118606567,0.03414808213710785,-2.4614999294281006,-2.4614999294281006,0.0,-2.5938936869303384,-2.5938936869303384,0.001,1145
204,1260,173,5.79,5.79,7,0.05488418477276961,1.6582993268966675,1.600524107615153,0.05788151174783707,-2.6711363792419434,-2.6711363792419434,0.0,-2.6567798455556235,-2.6567798455556235,0.001,1169
208,1282,173,5.77,5.77,7,0.04538309946656227,1.5382510423660278,1.584229290485382,0.06008882075548172,-2.746762275695801,-2.746762275695801,0.0,-2.712278366088867,-2.712278366088867,0.001,1191
212,1305,173,5.77,5.77,7,0.06255855597555637,1.556584119796753,1.5460206270217896,0.08099581301212311,-2.8376986980438232,-2.8376986980438232,0.0,-2.7839290301005044,-2.7839290301005044,0.001,1214
216,1328,172,5.77,5.77,7,0.058665489157040916,1.6209810972213745,1.6472704807917278,0.04409550130367279,-2.768350124359131,-2.768350124359131,0.0,-2.6639833450317383,-2.6639833450317383,0.001,1238
220,1352,172,5.78,5.78,7,0.04833477114637693,1.5967483520507812,1.5965065161387126,0.07335886359214783,-2.88686466217041,-2.88686466217041,0.0,-2.8109578291575112,-2.8109578291575112,0.001,1261
224,1376,172,5.79,5.79,7,0.04026725888252258,1.5933492183685303,1.641390085220337,0.043117888271808624,-2.829482316970825,-2.829482316970825,0.0,-2.7212941646575928,-2.7212941646575928,0.001,1285
228,1400,172,5.81,5.81,8,0.036817424620191254,1.6674572229385376,1.5858540137608845,0.03841869905591011,-2.624753475189209,-2.624753475189209,0.0,-2.8246015707651773,-2.8246015707651773,0.001,1309
232,1424,172,5.83,5.83,8,0.05002427753061056,1.5989867448806763,1.585930625597636,0.0725012868642807,-2.771122932434082,-2.771122932434082,0.0,-2.7997708320617676,-2.7997708320617676,0.001,1333
236,1448,172,5.83,5.83,8,0.04733394210537275,1.5916091203689575,1.5803098281224568,0.048182226717472076,-2.8506155014038086,-2.8506155014038086,0.0,-2.865297794342041,-2.865297794342041,0.001,1357
240,1471,171,5.82,5.82,8,0.03749322146177292,1.5379973649978638,1.5637954473495483,0.024879302829504013,-2.9564666748046875,-2.9564666748046875,0.0,-2.905083735783895,-2.905083735783895,0.001,1380
244,1495,171,5.83,5.83,8,0.03365233478446802,1.4880459308624268,1.5927190780639648,0.037668805569410324,-3.0431954860687256,-3.0431954860687256,0.0,-2.878401756286621,-2.878401756286621,0.001,1404
248,1519,171,5.85,5.85,8,0.04807864191631476,1.7011981010437012,1.6759918928146362,0.027890250086784363,-2.7201666831970215,-2.7201666831970215,0.0,-2.7744104067484536,-2.7744104067484536,0.001,1428
252,1541,171,5.85,5.85,8,0.04217935055494308,1.6605312824249268,1.7016587257385254,0.03528214618563652,-2.7308056354522705,-2.7308056354522705,0.0,-2.726519465446472,-2.726519465446472,0.001,1451
256,1565,171,5.85,5.85,9,0.04084068909287453,1.57610285282135,1.6418476899464924,0.049642324447631836,-2.977385997772217,-2.977385997772217,0.0,-2.865405877431234,-2.865405877431234,0.001,1474
260,1588,171,5.85,5.85,9,0.05384797230362892,1.653131365776062,1.5694904724756877,0.10460928082466125,-2.769953489303589,-2.769953489303589,0.0,-2.9637654622395835,-2.9637654622395835,0.001,1497
264,1612,170,5.85,5.85,9,0.04258050210773945,1.711383581161499,1.681674321492513,0.04598533362150192,-2.823709726333618,-2.823709726333618,0.0,-2.80161190032959,-2.80161190032959,0.001,1521
268,1635,170,5.84,5.84,9,0.05004042635361353,1.7267241477966309,1.6435479720433552,0.08315829932689667,-2.7606725692749023,-2.7606725692749023,0.0,-2.887053966522217,-2.887053966522217,0.001,1544
272,1658,170,5.85,5.85,9,0.03530701560278734,1.6529357433319092,1.6934223969777424,0.05015572905540466,-2.870095729827881,-2.870095729827881,0.0,-2.816033045450846,-2.816033045450846,0.001,1568
276,1683,170,5.87,5.87,9,0.041894227576752506,1.6407639980316162,1.662766655286153,0.02483687363564968,-2.864687442779541,-2.864687442779541,0.0,-2.8557276725769043,-2.8557276725769043,0.001,1591
280,1707,170,5.88,5.88,10,0.04503427818417549,1.5172799825668335,1.5730001131693523,0.0586087591946125,-3.144033193588257,-3.144033193588257,0.0,-3.029172341028849,-3.029172341028849,0.001,1616
284,1730,170,5.88,5.88,10,0.061777387435237564,1.6440340280532837,1.6283034086227417,0.052456267178058624,-2.847795248031616,-2.847795248031616,0.0,-2.9598058064778647,-2.9598058064778647,0.001,1639
288,1753,170,5.87,5.87,10,0.042580132062236466,1.6889938116073608,1.6706795692443848,0.03528139367699623,-2.90004825592041,-2.90004825592041,0.0,-2.9262777964274087,-2.9262777964274087,0.001,1662
292,1776,170,5.89,5.89,10,0.04117795700828234,1.6503432989120483,1.6102579832077026,0.017532095313072205,-3.024113655090332,-3.024113655090332,0.0,-3.036857525507609,-3.036857525507609,0.001,1685
296,1800,169,5.88,5.88,10,0.027558980509638786,1.5842996835708618,1.5829232931137085,0.023792995139956474,-3.028348922729492,-3.028348922729492,0.0,-3.0416787465413413,-3.0416787465413413,0.001,1709
300,1823,169,5.87,5.87,10,0.034732017666101456,1.6511410474777222,1.6766958236694336,0.029401620849967003,-2.9287919998168945,-2.9287919998168945,0.0,-2.90162984530131,-2.90162984530131,0.001,1732
304,1847,169,5.87,5.87,10,0.06302616993586223,1.6073557138442993,1.6050377289454143,0.0739051103591919,-2.974611759185791,-2.974611759185791,0.0,-3.0389836629231772,-3.0389836629231772,0.001,1756
308,1870,169,5.88,5.88,11,0.04917496740818024,1.6379848718643188,1.6248957514762878,0.04814945161342621,-2.9429538249969482,-2.9429538249969482,0.0,-3.0010807514190674,-3.0010807514190674,0.001,1779
312,1893,169,5.88,5.88,11,0.03737498944004377,1.5449804067611694,1.586944858233134,0.03380046784877777,-3.233065128326416,-3.233065128326416,0.0,-3.134037971496582,-3.134037971496582,0.001,1802
316,1917,169,5.89,5.89,11,0.03908098364869753,1.6820847988128662,1.6367697318394978,0.06067103520035744,-2.870037794113159,-2.870037794113159,0.0,-3.024489482243856,-3.024489482243856,0.001,1826
320,1941,169,5.89,5.89,11,0.050240292524298034,1.6526033878326416,1.6710154215494792,0.05370250344276428,-3.0433061122894287,-3.0433061122894287,0.0,-2.9732463359832764,-2.9732463359832764,0.001,1850
324,1965,169,5.89,5.89,11,0.03890527474383513,1.58586847782135,1.6010671059290569,0.02714373543858528,-3.1492092609405518,-3.1492092609405518,0.0,-3.123974879582723,-3.123974879582723,0.001,1874
328,1988,169,5.88,5.88,11,0.04382112808525562,1.6108373403549194,1.6326557397842407,0.05935483053326607,-3.016202211380005,-3.016202211380005,0.0,-3.0424697399139404,-3.0424697399139404,0.001,1897
332,2012,169,5.88,5.88,11,0.04009894157449404,1.66717529296875,1.6738642851511638,0.03784545138478279,-3.12587833404541,-3.12587833404541,0.0,-3.0211512247721353,-3.0211512247721353,0.001,1921
336,2036,169,5.88,5.88,12,0.03916055026153723,1.7163069248199463,1.7090158065160115,0.03652457892894745,-3.0013561248779297,-3.0013561248779297,0.0,-2.9314493338267007,-2.9314493338267007,0.001,1945
340,2060,168,5.89,5.89,12,0.050196382527550064,1.6163177490234375,1.6497404177983601,0.0619136318564415,-3.133887529373169,-3.133887529373169,0.0,-3.0374186038970947,-3.0374186038970947,0.001,1969
344,2084,168,5.89,5.89,12,0.04224145784974098,1.8111355304718018,1.7595246235529582,0.04367653653025627,-2.7511544227600098,-2.7511544227600098,0.0,-2.8534013430277505,-2.8534013430277505,0.001,1993
348,2105,168,5.86,5.86,12,0.04690148755908012,1.503082275390625,1.5561689734458923,0.05834345519542694,-3.3435170650482178,-3.3435170650482178,0.0,-3.3121033906936646,-3.3121033906936646,0.001,2015
352,2129,168,5.88,5.88,12,0.042241966972748436,1.6197527647018433,1.7123845020929973,0.04137015715241432,-3.0842034816741943,-3.0842034816741943,0.0,-2.9965716203053794,-2.9965716203053794,0.001,2038
356,2151,168,5.86,5.86,12,0.056955610091487564,1.6224361658096313,1.7028717199961345,0.04724719375371933,-3.201643705368042,-3.201643705368042,0.0,-2.98247758547465,-2.98247758547465,0.001,2061
360,2173,168,5.85,5.85,12,0.05095089226961136,1.6883175373077393,1.6541770696640015,0.03551046550273895,-2.9395434856414795,-2.9395434856414795,0.0,-3.083894411722819,-3.083894411722819,0.001,2083
364,2196,168,5.84,5.84,13,0.04182617366313934,1.6628379821777344,1.6637217998504639,0.03965597599744797,-3.165800094604492,-3.165800094604492,0.0,-3.088528275489807,-3.088528275489807,0.001,2105
368,2220,168,5.85,5.85,13,0.0468809362500906,1.584889531135559,1.6139888366063435,0.04994426667690277,-3.215456247329712,-3.215456247329712,0.0,-3.2075133323669434,-3.2075133323669434,0.001,2129
372,2244,168,5.86,5.86,13,0.04286999193330606,1.6046444177627563,1.6626713673273723,0.04331651329994202,-3.095896005630493,-3.095896005630493,0.0,-3.0722595850626626,-3.0722595850626626,0.001,2153
376,2268,168,5.85,5.85,13,0.04368184755245844,1.6340545415878296,1.6247885624567668,0.04682549834251404,-3.1540424823760986,-3.1540424823760986,0.0,-3.2106122175852456,-3.2106122175852456,0.001,2177
380,2292,168,5.85,5.85,13,0.05327926514049371,1.6397314071655273,1.5896324316660564,0.02802520990371704,-3.14168643951416,-3.14168643951416,0.0,-3.3049302895863852,-3.3049302895863852,0.001,2201
384,2316,168,5.86,5.86,13,0.04434165606896082,1.6226662397384644,1.629319707552592,0.04818923398852348,-3.250598907470703,-3.250598907470703,0.0,-3.181433121363322,-3.181433121363322,0.001,2225
388,2339,168,5.86,5.86,13,0.04090552528699239,1.6047914028167725,1.6638721625010173,0.03127410262823105,-3.237262487411499,-3.237262487411499,0.0,-3.115667740503947,-3.115667740503947,0.001,2248
392,2362,168,5.86,5.86,14,0.04606632739305496,1.5967894792556763,1.6327170729637146,0.029897872358560562,-3.1839382648468018,-3.1839382648468018,0.0,-3.1381152868270874,-3.1381152868270874,0.001,2271
396,2385,167,5.85,5.85,14,0.054465483874082565,1.5353219509124756,1.6135339736938477,0.06673069298267365,-3.388502836227417,-3.388502836227417,0.0,-3.233728011449178,-3.233728011449178,0.001,2294
400,2409,167,5.86,5.86,14,0.04246090849240621,1.6215852499008179,1.6128238439559937,0.018913060426712036,-3.2133705615997314,-3.2133705615997314,0.0,-3.2958192825317383,-3.2958192825317383,0.001,2318
404,2432,167,5.85,5.85,14,0.04634700156748295,1.7201792001724243,1.6629858414332073,0.03774997591972351,-2.9398488998413086,-2.9398488998413086,0.0,-3.126111110051473,-3.126111110051473,0.001,2342
408,2454,167,5.84,5.84,14,0.04566258043050766,1.6732662916183472,1.665805160999298,0.04820566624403,-3.1405155658721924,-3.1405155658721924,0.0,-3.1180365085601807,-3.1180365085601807,0.001,2363
412,2478,167,5.85,5.85,14,0.043044181540608406,1.7419778108596802,1.6792734464009602,0.042386941611766815,-3.0752978324890137,-3.0752978324890137,0.0,-3.1702447732289634,-3.1702447732289634,0.001,2387
416,2502,167,5.85,5.85,14,0.048131671423713364,1.6166094541549683,1.6309202114741008,0.054893337190151215,-3.2310829162597656,-3.2310829162597656,0.0,-3.182586908340454,-3.182586908340454,0.001,2411
420,2525,167,5.84,5.84,15,0.062491023913025856,1.4783815145492554,1.5871273279190063,0.06188666820526123,-3.672940492630005,-3.672940492630005,0.0,-3.301382541656494,-3.301382541656494,0.001,2435
424,2548,167,5.83,5.83,15,0.03593498871972164,1.7800955772399902,1.6958598295847576,0.04207000881433487,-2.982271671295166,-2.982271671295166,0.0,-3.131357272466024,-3.131357272466024,0.001,2458
428,2572,167,5.84,5.84,15,0.05151177321871122,1.6774932146072388,1.661511778831482,0.09565819799900055,-3.195463180541992,-3.195463180541992,0.0,-3.1692467530568442,-3.1692467530568442,0.001,2481
432,2596,167,5.84,5.84,15,0.0491694255421559,1.6817362308502197,1.6627269585927327,0.047970160841941833,-3.144775867462158,-3.144775867462158,0.0,-3.1574349403381348,-3.1574349403381348,0.001,2505
436,2619,167,5.83,5.83,15,0.039717525243759155,1.589066743850708,1.626077135403951,0.04751257598400116,-3.3210365772247314,-3.3210365772247314,0.0,-3.2875026861826577,-3.2875026861826577,0.001,2528
440,2642,167,5.82,5.82,15,0.05135008879005909,1.697985053062439,1.6565418640772502,0.045030370354652405,-3.082066297531128,-3.082066297531128,0.0,-3.194399833679199,-3.194399833679199,0.001,2551
444,2665,167,5.81,5.81,15,0.04506588478883108,1.612748622894287,1.6406834920247395,0.05237595736980438,-3.258862257003784,-3.258862257003784,0.0,-3.250751813252767,-3.250751813252767,0.001,2574
448,2689,167,5.84,5.84,16,0.05104835393528143,1.539387822151184,1.5625158548355103,0.04789739102125168,-3.4979968070983887,-3.4979968070983887,0.0,-3.416411558787028,-3.416411558787028,0.001,2598
452,2711,167,5.82,5.82,16,0.03461609904964765,1.636889934539795,1.6285051107406616,0.041083924472332,-3.2812347412109375,-3.2812347412109375,0.0,-3.2672111988067627,-3.2672111988067627,0.001,2621
456,2735,167,5.84,5.84,16,0.043069263299306236,1.6994067430496216,1.647618571917216,0.054767459630966187,-3.1648223400115967,-3.1648223400115967,0.0,-3.2283021608988443,-3.2283021608988443,0.001,2644
460,2759,167,5.86,5.86,16,0.048637828789651394,1.6566129922866821,1.682913104693095,0.03147928789258003,-3.1676647663116455,-3.1676647663116455,0.0,-3.1687443256378174,-3.1687443256378174,0.001,2668
464,2781,167,5.85,5.85,16,0.04582121782004833,1.7003521919250488,1.6465229193369548,0.04661370813846588,-3.0732548236846924,-3.0732548236846924,0.0,-3.1785073280334473,-3.1785073280334473,0.001,2690
468,2805,167,5.85,5.85,16,0.04245552855233351,1.6006684303283691,1.6460823615392048,0.04309284687042236,-3.299060821533203,-3.299060821533203,0.0,-3.243253231048584,-3.243253231048584,0.001,2714
472,2829,167,5.85,5.85,16,0.05671875178813934,1.5714070796966553,1.6135879755020142,0.0492270365357399,-3.4217381477355957,-3.4217381477355957,0.0,-3.315418084462484,-3.315418084462484,0.001,2738
476,2852,166,5.84,5.84,17,0.04494558026393255,1.710903286933899,1.6720246871312459,0.04866454377770424,-3.1512091159820557,-3.1512091159820557,0.0,-3.179412762324015,-3.179412762324015,0.001,2762
480,2875,166,5.83,5.83,17,0.05006047412753105,1.8521926403045654,1.7918960253397624,0.053486257791519165,-2.7297465801239014,-2.7297465801239014,0.0,-2.9086426893870034,-2.9086426893870034,0.001,2784
484,2899,166,5.83,5.83,17,0.06522255639235179,1.6139600276947021,1.6425694624582927,0.06037963926792145,-3.451587677001953,-3.451587677001953,0.0,-3.2549595832824707,-3.2549595832824707,0.001,2808
488,2922,166,5.83,5.83,17,0.0447126900156339,1.6020667552947998,1.640462040901184,0.08336499333381653,-3.3055529594421387,-3.3055529594421387,0.0,-3.226636012395223,-3.226636012395223,0.001,2832
492,2946,166,5.84,5.84,17,0.051917156825462975,1.637486219406128,1.6227309703826904,0.03752017393708229,-3.1466381549835205,-3.1466381549835205,0.0,-3.2448976834615073,-3.2448976834615073,0.001,2855
496,2969,166,5.84,5.84,17,0.0409503939251105,1.5699067115783691,1.5784657796223958,0.04110529273748398,-3.371002674102783,-3.371002674102783,0.0,-3.4397242863972983,-3.4397242863972983,0.001,2879
500,2993,166,5.84,5.84,17,0.043043565625945725,1.739086627960205,1.725123445192973,0.03928130120038986,-3.0398051738739014,-3.0398051738739014,0.0,-3.080012241999308,-3.080012241999308,0.001,2902
504,3016,166,5.84,5.84,18,0.04173451066017151,1.63003408908844,1.6383004188537598,0.039208561182022095,-3.359792470932007,-3.359792470932007,0.0,-3.368172526359558,-3.368172526359558,0.001,2925
508,3039,166,5.85,5.85,18,0.040856347108880676,1.6383901834487915,1.6361087163289387,0.03126497566699982,-3.2731006145477295,-3.2731006145477295,0.0,-3.2834270000457764,-3.2834270000457764,0.001,2949
512,3063,166,5.85,5.85,18,0.04578317794948816,1.6114907264709473,1.6197171608606975,0.03116707317531109,-3.306835174560547,-3.306835174560547,0.0,-3.3434669971466064,-3.3434669971466064,0.001,2972
516,3087,166,5.85,5.85,18,0.03966936438033978,1.6268658638000488,1.6475533246994019,0.03206062689423561,-3.243112325668335,-3.243112325668335,0.0,-3.2813638846079507,-3.2813638846079507,0.001,2996
520,3111,166,5.86,5.86,18,0.044792614256342254,1.5369890928268433,1.636182149251302,0.061844587326049805,-3.5910985469818115,-3.5910985469818115,0.0,-3.3116485277811685,-3.3116485277811685,0.001,3020
524,3135,166,5.87,5.87,18,0.041286206183334194,1.6525771617889404,1.6612797975540161,0.03897269070148468,-3.2331974506378174,-3.2331974506378174,0.0,-3.205130100250244,-3.205130100250244,0.001,3044
528,3159,166,5.87,5.87,18,0.03447166830301285,1.7088373899459839,1.6352043946584065,0.053755421191453934,-3.1764209270477295,-3.1764209270477295,0.0,-3.322666962941488,-3.322666962941488,0.001,3068
532,3182,166,5.86,5.86,19,0.04656564320127169,1.578271508216858,1.6557371616363525,0.04259723797440529,-3.4954404830932617,-3.4954404830932617,0.0,-3.293847640355428,-3.293847640355428,0.001,3091
536,3206,166,5.87,5.87,19,0.047615256470938526,1.6338708400726318,1.6832458178202312,0.07709763199090958,-3.2874531745910645,-3.2874531745910645,0.0,-3.216069539388021,-3.216069539388021,0.001,3115
540,3228,166,5.86,5.86,19,0.03132225051522255,1.6035908460617065,1.6242520411809285,0.03547072410583496,-3.389808177947998,-3.389808177947998,0.0,-3.3409177462259927,-3.3409177462259927,0.001,3138
