time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss,train/critic_loss,train/actor_loss,train/MSE_losses,train/Beta,train/Main_losses,train/MSE_loss,train/RL_loss,train/critic_los,train/ent_coef,train/ent_coef_loss,train/learning_rate
91,67,77.2125,6177,77.2125,80,6076,-25.272811889648438,0.3484407663345337,-25.272811889648438,0.36921143531799316,-0.0,-25.272811889648438,0.36921143531799316,-25.272811889648438,0.3484407663345337,0.011456579901278019,-0.02806466817855835,0.001
90,78,84.89285714285714,7131,84.89285714285714,84,7030,-29.16022491455078,0.24694964289665222,-29.16022491455078,0.3891104459762573,-0.0,-29.16022491455078,0.3891104459762573,-29.16022491455078,0.24694964289665222,0.009970754384994507,0.22346431016921997,0.001
90,86,88.88636363636364,7822,88.88636363636364,88,7721,-30.292211532592773,0.22508257627487183,-30.292211532592773,0.48994338512420654,-0.0,-30.292211532592773,0.48994338512420654,-30.292211532592773,0.22508257627487183,0.01050970982760191,1.0301100015640259,0.001
90,93,92.16304347826087,8479,92.16304347826087,92,8378,-32.051544189453125,0.22071146965026855,-32.051544189453125,0.4351353645324707,-0.0,-32.051544189453125,0.4351353645324707,-32.051544189453125,0.22071146965026855,0.013114681467413902,0.2682719826698303,0.001
90,100,95.11458333333333,9131,95.11458333333333,96,9030,-32.949180603027344,0.5019816160202026,-32.949180603027344,0.4524829685688019,-0.0,-32.949180603027344,0.4524829685688019,-32.949180603027344,0.5019816160202026,0.014536638744175434,-0.10524304211139679,0.001
90,108,97.88,9788,97.88,100,9687,-35.39927673339844,0.48151305317878723,-35.39927673339844,0.4496718645095825,-0.0,-35.39927673339844,0.4496718645095825,-35.39927673339844,0.48151305317878723,0.014142556115984917,-0.10077355802059174,0.001
90,115,103.96,10455,103.96,104,10354,-34.760963439941406,1.0431655645370483,-34.760963439941406,0.431834876537323,-0.0,-34.760963439941406,0.431834876537323,-34.760963439941406,1.0431655645370483,0.01662793569266796,0.053856730461120605,0.001
90,122,109.98,11106,109.98,108,11005,-36.87705993652344,0.33264797925949097,-36.87705993652344,0.4719483256340027,-0.0,-36.87705993652344,0.4719483256340027,-36.87705993652344,0.33264797925949097,0.016272930428385735,0.6464483737945557,0.001
90,130,115.76,11758,115.76,112,11657,-39.561927795410156,0.31944018602371216,-39.561927795410156,0.3902478814125061,-0.0,-39.561927795410156,0.3902478814125061,-39.561927795410156,0.31944018602371216,0.018643567338585854,0.20347052812576294,0.001
90,137,121.96,12425,121.96,116,12324,-39.925865173339844,0.18710365891456604,-39.925865173339844,0.40186381340026855,-0.0,-39.925865173339844,0.40186381340026855,-39.925865173339844,0.18710365891456604,0.020915888249874115,-0.3352792263031006,0.001
90,144,127.9,13079,127.9,120,12978,-41.891639709472656,0.17911219596862793,-41.891639709472656,0.3593958616256714,-0.0,-41.891639709472656,0.3593958616256714,-41.891639709472656,0.17911219596862793,0.019503943622112274,0.32367777824401855,0.001
90,152,134.13,13746,134.13,124,13645,-42.19113540649414,0.26354748010635376,-42.19113540649414,0.42076072096824646,-0.0,-42.19113540649414,0.42076072096824646,-42.19113540649414,0.26354748010635376,0.017643416300415993,-0.04291296750307083,0.001
90,160,140.34,14442,140.34,128,14341,-43.632118225097656,2.215566635131836,-43.632118225097656,0.31327900290489197,-0.0,-43.632118225097656,0.31327900290489197,-43.632118225097656,2.215566635131836,0.018323779106140137,-0.6088912487030029,0.001
90,167,146.46,15124,146.46,132,15023,-42.87116622924805,0.23261480033397675,-42.87116622924805,0.3579959273338318,-0.0,-42.87116622924805,0.3579959273338318,-42.87116622924805,0.23261480033397675,0.016549672931432724,0.18369001150131226,0.001
90,175,152.6,15814,152.6,136,15713,-43.94140625,0.10969293117523193,-43.94140625,0.35976701974868774,-0.0,-43.94140625,0.35976701974868774,-43.94140625,0.10969293117523193,0.014876640401780605,-0.5583438873291016,0.001
90,183,158.65,16507,158.65,140,16406,-45.24493408203125,0.18919184803962708,-45.24493408203125,0.37228256464004517,-0.0,-45.24493408203125,0.37228256464004517,-45.24493408203125,0.18919184803962708,0.01541763823479414,-0.6342379450798035,0.001
90,191,165.2,17215,165.2,144,17114,-46.61259460449219,0.11108371615409851,-46.61259460449219,0.405496746301651,-0.0,-46.61259460449219,0.405496746301651,-46.61259460449219,0.11108371615409851,0.014797049574553967,-0.48870640993118286,0.001
90,199,171.01,17959,171.01,148,17858,-47.4180908203125,0.5233362913131714,-47.4180908203125,0.4282933175563812,-0.0,-47.4180908203125,0.4282933175563812,-47.4180908203125,0.5233362913131714,0.016639262437820435,-0.052441928535699844,0.001
90,207,177.41,18696,177.41,152,18595,-47.96076583862305,0.08307692408561707,-47.96076583862305,0.3620792329311371,-0.0,-47.96076583862305,0.3620792329311371,-47.96076583862305,0.08307692408561707,0.017901292070746422,0.008214280009269714,0.001
90,215,182.73,19421,182.73,156,19320,-49.20634460449219,0.21232493221759796,-49.20634460449219,0.3678077459335327,-0.0,-49.20634460449219,0.3678077459335327,-49.20634460449219,0.21232493221759796,0.01511369552463293,0.5667275190353394,0.001
90,223,184.62,20168,184.62,160,20067,-51.16421127319336,0.17541038990020752,-51.16421127319336,0.36349260807037354,-0.0,-51.16421127319336,0.36349260807037354,-51.16421127319336,0.17541038990020752,0.015479478053748608,1.0917086601257324,0.001
90,231,186.7,20897,186.7,164,20796,-52.007869720458984,0.14965125918388367,-52.007869720458984,0.3556365370750427,-0.0,-52.007869720458984,0.3556365370750427,-52.007869720458984,0.14965125918388367,0.015465504489839077,0.480658620595932,0.001
90,240,187.32,21624,187.32,168,21523,-51.09442138671875,0.20297586917877197,-51.09442138671875,0.3317161500453949,-0.0,-51.09442138671875,0.3317161500453949,-51.09442138671875,0.20297586917877197,0.016096118837594986,0.1462971568107605,0.001
90,248,187.94,22370,187.94,172,22269,-52.111167907714844,0.3094136118888855,-52.111167907714844,0.34481608867645264,-0.0,-52.111167907714844,0.34481608867645264,-52.111167907714844,0.3094136118888855,0.016138233244419098,0.34139397740364075,0.001
90,256,181.24,23077,181.24,176,22976,-52.167144775390625,0.19808417558670044,-52.167144775390625,0.3063831329345703,-0.0,-52.167144775390625,0.3063831329345703,-52.167144775390625,0.19808417558670044,0.015002144500613213,-0.2660391330718994,0.001
90,264,176.13,23790,176.13,180,23689,-52.87724685668945,0.1342271864414215,-52.87724685668945,0.368724524974823,-0.0,-52.87724685668945,0.368724524974823,-52.87724685668945,0.1342271864414215,0.013485182076692581,0.2253360152244568,0.001
90,272,173.76,24507,173.76,184,24406,-50.62913131713867,0.09890064597129822,-50.62913131713867,0.3292505443096161,-0.0,-50.62913131713867,0.3292505443096161,-50.62913131713867,0.09890064597129822,0.013416080735623837,0.6168612837791443,0.001
