time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss,train/critic_loss,train/actor_loss,train/MSE_losses,train/Beta,train/Main_losses,train/MSE_loss,train/RL_loss,train/critic_los,train/ent_coef,train/ent_coef_loss,train/learning_rate
90,280,174.28,25250,174.28,188,25149,-52.656982421875,0.11242672801017761,-52.656982421875,0.30333393812179565,-0.0,-52.656982421875,0.30333393812179565,-52.656982421875,0.11242672801017761,0.014097129926085472,0.4730682671070099,0.001
90,291,177.47,26226,177.47,192,26125,-56.291542053222656,0.28847354650497437,-56.291542053222656,0.3160119652748108,-0.0,-56.291542053222656,0.3160119652748108,-56.291542053222656,0.28847354650497437,0.015199772082269192,0.3634287714958191,0.001
90,302,181.61,27292,181.61,196,27191,-51.82365417480469,0.1094709113240242,-51.82365417480469,0.29418742656707764,-0.0,-51.82365417480469,0.29418742656707764,-51.82365417480469,0.1094709113240242,0.018358053639531136,0.6975425481796265,0.001
90,323,193.88,29176,193.88,200,29075,-53.427066802978516,0.07683496177196503,-53.427066802978516,0.2641496956348419,-0.0,-53.427066802978516,0.2641496956348419,-53.427066802978516,0.07683496177196503,0.02018527314066887,-0.15297386050224304,0.001
90,345,207.21,31176,207.21,204,31075,-58.1085319519043,0.09614336490631104,-58.1085319519043,0.32136785984039307,-0.0,-58.1085319519043,0.32136785984039307,-58.1085319519043,0.09614336490631104,0.021808531135320663,-0.19013264775276184,0.001
90,368,220.7,33176,220.7,208,33075,-59.73637390136719,0.32463717460632324,-59.73637390136719,0.3980664610862732,-0.0,-59.73637390136719,0.3980664610862732,-59.73637390136719,0.32463717460632324,0.021485475823283195,0.3492702543735504,0.001
90,390,234.18,35176,234.18,212,35075,-62.206443786621094,0.4418869614601135,-62.206443786621094,0.3996419608592987,-0.0,-62.206443786621094,0.3996419608592987,-62.206443786621094,0.4418869614601135,0.015756864100694656,0.782384991645813,0.001
90,412,247.51,37176,247.51,216,37075,-65.04972839355469,0.04644773155450821,-65.04972839355469,0.3931254744529724,-0.0,-65.04972839355469,0.3931254744529724,-65.04972839355469,0.04644773155450821,0.016103725880384445,-0.9652906656265259,0.001
90,434,260.97,39176,260.97,220,39075,-67.07406616210938,0.06073321774601936,-67.07406616210938,0.43486493825912476,-0.0,-67.07406616210938,0.43486493825912476,-67.07406616210938,0.06073321774601936,0.021258236840367317,1.0474979877471924,0.001
90,456,274.3,41176,274.3,224,41075,-69.33099365234375,0.06597989797592163,-69.33099365234375,0.3177521228790283,-0.0,-69.33099365234375,0.3177521228790283,-69.33099365234375,0.06597989797592163,0.014409457333385944,0.5950206518173218,0.001
90,479,287.34,43176,287.34,228,43075,-70.29116821289062,0.036085471510887146,-70.29116821289062,0.3216584622859955,-0.0,-70.29116821289062,0.3216584622859955,-70.29116821289062,0.036085471510887146,0.014272717759013176,0.41879987716674805,0.001
90,501,300.52,45176,300.52,232,45075,-69.10931396484375,0.23045510053634644,-69.10931396484375,0.3500993847846985,-0.0,-69.10931396484375,0.3500993847846985,-69.10931396484375,0.23045510053634644,0.014989525079727173,1.659602165222168,0.001
90,523,313.62,47176,313.62,236,47075,-70.48439025878906,0.07154976576566696,-70.48439025878906,0.3140084445476532,-0.0,-70.48439025878906,0.3140084445476532,-70.48439025878906,0.07154976576566696,0.017376242205500603,-0.16315734386444092,0.001
90,545,326.69,49176,326.69,240,49075,-73.35665893554688,0.09891645610332489,-73.35665893554688,0.2948116362094879,-0.0,-73.35665893554688,0.2948116362094879,-73.35665893554688,0.09891645610332489,0.01290517020970583,-0.22649240493774414,0.001
90,567,339.61,51176,339.61,244,51075,-76.21768188476562,0.09180362522602081,-76.21768188476562,0.26435020565986633,-0.0,-76.21768188476562,0.26435020565986633,-76.21768188476562,0.09180362522602081,0.014000043272972107,0.26752448081970215,0.001
90,589,352.17,53176,352.17,248,53075,-74.72601318359375,0.7414592504501343,-74.72601318359375,0.28917643427848816,-0.0,-74.72601318359375,0.28917643427848816,-74.72601318359375,0.7414592504501343,0.014750408008694649,-0.7874346375465393,0.001
90,611,364.8,55176,364.8,252,55075,-78.73423767089844,0.03978673368692398,-78.73423767089844,0.3006887435913086,-0.0,-78.73423767089844,0.3006887435913086,-78.73423767089844,0.03978673368692398,0.009903866797685623,0.5974372029304504,0.001
90,633,377.55,57176,377.55,256,57075,-77.03849792480469,0.025697752833366394,-77.03849792480469,0.3133491575717926,-0.0,-77.03849792480469,0.3133491575717926,-77.03849792480469,0.025697752833366394,0.008240493945777416,0.4997777044773102,0.001
90,654,390.08,59176,390.08,260,59075,-80.28744506835938,0.06636743247509003,-80.28744506835938,0.31230196356773376,-0.0,-80.28744506835938,0.31230196356773376,-80.28744506835938,0.06636743247509003,0.0035564333666116,-1.192414402961731,0.001
90,676,402.79,61176,402.79,264,61075,-79.72697448730469,0.03624618053436279,-79.72697448730469,0.31945425271987915,-0.0,-79.72697448730469,0.31945425271987915,-79.72697448730469,0.03624618053436279,0.011706998571753502,-1.3632506132125854,0.001
90,696,413.44,62968,413.44,268,62867,-81.640869140625,0.03382451832294464,-81.640869140625,0.4322519302368164,-0.0,-81.640869140625,0.4322519302368164,-81.640869140625,0.03382451832294464,0.005581954959779978,1.4622812271118164,0.001
90,712,421.07,64477,421.07,272,64376,-81.70936584472656,0.138602614402771,-81.70936584472656,0.32411378622055054,-0.0,-81.70936584472656,0.32411378622055054,-81.70936584472656,0.138602614402771,0.006066885776817799,1.173907995223999,0.001
