time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/RL_loss,train/MSE_loss,train/MSE_losses,train/Main_losses,train/learning_rate,train/n_updates,train/Beta,train/critic_los,train/ent_coef_loss,train/loss,train/ent_coef,train/actor_loss,train/critic_loss
181374,468,91,480.17,480.17,1985,-97.9891586303711,0.28566786646842957,0.28566786646842957,-97.9891586303711,0.001,181273,-0.0,0.2870611548423767,-0.6334243416786194,-97.9891586303711,0.01037368644028902,-97.9891586303711,0.2870611548423767
183374,472,91,480.17,480.17,2007,-97.46916198730469,0.20661550760269165,0.20661550760269165,-97.46916198730469,0.001,183273,-0.0,0.22295218706130981,-0.1605834662914276,-97.46916198730469,0.006565270945429802,-97.46916198730469,0.22295218706130981
185374,476,91,480.17,480.17,2029,-99.66683959960938,0.2239370495080948,0.2239370495080948,-99.66683959960938,0.001,185273,-0.0,0.04261098802089691,-1.1574431657791138,-99.66683959960938,0.005556071642786264,-99.66683959960938,0.04261098802089691
187374,480,91,480.17,480.17,2051,-98.34781646728516,0.2084730863571167,0.2084730863571167,-98.34781646728516,0.001,187273,-0.0,0.058921340852975845,-0.07791201025247574,-98.34781646728516,0.006239660549908876,-98.34781646728516,0.058921340852975845
189374,484,91,480.17,480.17,2072,-98.52520751953125,0.2216268926858902,0.2216268926858902,-98.52520751953125,0.001,189273,-0.0,0.42554932832717896,-0.3974792957305908,-98.52520751953125,0.006657386664301157,-98.52520751953125,0.42554932832717896
191374,488,91,480.17,480.17,2094,-98.34042358398438,0.25393223762512207,0.25393223762512207,-98.34042358398438,0.001,191273,-0.0,0.03261297941207886,0.15224377810955048,-98.34042358398438,0.008310112170875072,-98.34042358398438,0.03261297941207886
193374,492,91,480.17,480.17,2116,-98.46112060546875,0.20812997221946716,0.20812997221946716,-98.46112060546875,0.001,193273,-0.0,0.03380053862929344,0.008716791868209839,-98.46112060546875,0.006705331616103649,-98.46112060546875,0.03380053862929344
195374,496,91,480.17,480.17,2138,-96.63543701171875,0.23057906329631805,0.23057906329631805,-96.63543701171875,0.001,195273,-0.0,0.3025199770927429,1.0545270442962646,-96.63543701171875,0.0075696795247495174,-96.63543701171875,0.3025199770927429
197374,500,91,480.17,480.17,2160,-97.34351348876953,0.300914466381073,0.300914466381073,-97.34351348876953,0.001,197273,-0.0,0.7348133325576782,0.35257208347320557,-97.34351348876953,0.011268398724496365,-97.34351348876953,0.7348133325576782
199374,504,91,483.41,483.41,2181,-98.74102783203125,0.283629447221756,0.283629447221756,-98.74102783203125,0.001,199273,-0.0,0.033292632550001144,0.4130657911300659,-98.74102783203125,0.009058450348675251,-98.74102783203125,0.033292632550001144
201374,508,91,486.38,486.38,2203,-98.16787719726562,0.2753783166408539,0.2753783166408539,-98.16787719726562,0.001,201273,-0.0,0.22450441122055054,-0.1490166187286377,-98.16787719726562,0.007749961689114571,-98.16787719726562,0.22450441122055054
203374,512,91,492.33,492.33,2225,-98.25786590576172,0.2756175994873047,0.2756175994873047,-98.25786590576172,0.001,203273,-0.0,0.360867440700531,-0.13450855016708374,-98.25786590576172,0.00798108521848917,-98.25786590576172,0.360867440700531
205374,516,91,496.11,496.11,2247,-98.81392669677734,0.2144801914691925,0.2144801914691925,-98.81392669677734,0.001,205273,-0.0,0.18822187185287476,-0.3370283544063568,-98.81392669677734,0.007148916367441416,-98.81392669677734,0.18822187185287476
207374,520,91,496.11,496.11,2269,-99.0159912109375,0.2829585075378418,0.2829585075378418,-99.0159912109375,0.001,207273,-0.0,0.12463796138763428,0.18154072761535645,-99.0159912109375,0.011172270402312279,-99.0159912109375,0.12463796138763428
209374,524,91,496.11,496.11,2290,-98.61698913574219,0.2264653742313385,0.2264653742313385,-98.61698913574219,0.001,209273,-0.0,0.043200988322496414,0.35462716221809387,-98.61698913574219,0.005023756995797157,-98.61698913574219,0.043200988322496414
211374,528,91,500.0,500.0,2312,-98.90167236328125,0.3393135666847229,0.3393135666847229,-98.90167236328125,0.001,211273,-0.0,0.05201369524002075,-0.18586039543151855,-98.90167236328125,0.006456238683313131,-98.90167236328125,0.05201369524002075
213374,532,91,500.0,500.0,2333,-97.90385437011719,0.24707245826721191,0.24707245826721191,-97.90385437011719,0.001,213273,-0.0,0.11178553104400635,1.4416992664337158,-97.90385437011719,0.0038059053476899862,-97.90385437011719,0.11178553104400635
215374,536,91,500.0,500.0,2355,-99.19078063964844,0.21455563604831696,0.21455563604831696,-99.19078063964844,0.001,215273,-0.0,0.09291225671768188,-0.9638767242431641,-99.19078063964844,0.005711319390684366,-99.19078063964844,0.09291225671768188
217374,540,91,500.0,500.0,2376,-98.05290222167969,0.23951181769371033,0.23951181769371033,-98.05290222167969,0.001,217273,-0.0,0.09702757000923157,-1.2117836475372314,-98.05290222167969,0.004016227554529905,-98.05290222167969,0.09702757000923157
219374,544,91,500.0,500.0,2398,-98.31259155273438,0.20416633784770966,0.20416633784770966,-98.31259155273438,0.001,219273,-0.0,0.06429561972618103,-0.9867216348648071,-98.31259155273438,0.0032355687581002712,-98.31259155273438,0.06429561972618103
221374,548,91,500.0,500.0,2419,-98.78553771972656,0.1443527787923813,0.1443527787923813,-98.78553771972656,0.001,221273,-0.0,0.04339374974370003,-0.8168185949325562,-98.78553771972656,0.0019186883000656962,-98.78553771972656,0.04339374974370003
223374,552,91,500.0,500.0,2441,-98.69082641601562,0.2413598597049713,0.2413598597049713,-98.69082641601562,0.001,223273,-0.0,0.16177037358283997,-0.12528139352798462,-98.69082641601562,0.0015204657102003694,-98.69082641601562,0.16177037358283997
225374,556,91,500.0,500.0,2462,-98.76742553710938,0.1444612443447113,0.1444612443447113,-98.76742553710938,0.001,225273,-0.0,0.019685177132487297,0.041021257638931274,-98.76742553710938,0.0024412700440734625,-98.76742553710938,0.019685177132487297
227374,560,91,500.0,500.0,2484,-98.65431213378906,0.13106012344360352,0.13106012344360352,-98.65431213378906,0.001,227273,-0.0,0.07865435630083084,2.2193827629089355,-98.65431213378906,0.0025536438915878534,-98.65431213378906,0.07865435630083084
229374,564,91,500.0,500.0,2505,-98.91060638427734,0.19657555222511292,0.19657555222511292,-98.91060638427734,0.001,229273,-0.0,0.05820174887776375,-0.3961372971534729,-98.91060638427734,0.0022144492249935865,-98.91060638427734,0.05820174887776375
231374,568,91,500.0,500.0,2527,-97.88613891601562,0.20849758386611938,0.20849758386611938,-97.88613891601562,0.001,231273,-0.0,0.048894576728343964,-0.30419260263442993,-97.88613891601562,0.001264176215045154,-97.88613891601562,0.048894576728343964
233374,572,91,500.0,500.0,2548,-98.09894561767578,0.16002488136291504,0.16002488136291504,-98.09894561767578,0.001,233273,-0.0,0.033072829246520996,-0.08435721695423126,-98.09894561767578,0.0019750737119466066,-98.09894561767578,0.033072829246520996
235374,576,91,500.0,500.0,2569,-98.5330810546875,0.16470298171043396,0.16470298171043396,-98.5330810546875,0.001,235273,-0.0,0.06648997962474823,0.689714789390564,-98.5330810546875,0.002047274261713028,-98.5330810546875,0.06648997962474823
237374,580,91,500.0,500.0,2591,-98.57496643066406,0.1581181287765503,0.1581181287765503,-98.57496643066406,0.001,237273,-0.0,1.3983417749404907,0.36364057660102844,-98.57496643066406,0.002046440728008747,-98.57496643066406,1.3983417749404907
239374,584,91,500.0,500.0,2612,-97.81206512451172,0.18467295169830322,0.18467295169830322,-97.81206512451172,0.001,239273,-0.0,0.08044873178005219,-0.16461311280727386,-97.81206512451172,0.0028585316613316536,-97.81206512451172,0.08044873178005219
241374,588,91,500.0,500.0,2634,-98.12120819091797,0.20729076862335205,0.20729076862335205,-98.12120819091797,0.001,241273,-0.0,0.2030993402004242,1.9052948951721191,-98.12120819091797,0.002755922731012106,-98.12120819091797,0.2030993402004242
243374,592,91,500.0,500.0,2655,-97.93783569335938,0.12412622570991516,0.12412622570991516,-97.93783569335938,0.001,243273,-0.0,0.04584616422653198,-0.7477143406867981,-97.93783569335938,0.0018792201299220324,-97.93783569335938,0.04584616422653198
245169,596,91,497.95,497.95,2674,-98.82244873046875,0.18262998759746552,0.18262998759746552,-98.82244873046875,0.001,245068,-0.0,0.015759635716676712,0.38306593894958496,-98.82244873046875,0.0043148137629032135,-98.82244873046875,0.015759635716676712
247169,600,91,497.95,497.95,2695,-98.29622650146484,0.25280749797821045,0.25280749797821045,-98.29622650146484,0.001,247068,-0.0,0.5243958234786987,-0.13647501170635223,-98.29622650146484,0.005328353028744459,-98.29622650146484,0.5243958234786987
249169,604,91,497.95,497.95,2717,-98.46830749511719,0.2428261637687683,0.2428261637687683,-98.46830749511719,0.001,249068,-0.0,0.24416163563728333,-0.5999653339385986,-98.46830749511719,0.00610315753147006,-98.46830749511719,0.24416163563728333
250854,608,91,494.8,494.8,2735,-98.9635009765625,0.30864864587783813,0.30864864587783813,-98.9635009765625,0.001,250753,-0.0,0.22472989559173584,-0.6333720088005066,-98.9635009765625,0.0056078569032251835,-98.9635009765625,0.22472989559173584
252854,612,91,494.8,494.8,2756,-98.0848388671875,0.2808860242366791,0.2808860242366791,-98.0848388671875,0.001,252753,-0.0,0.07277721911668777,-0.5788058042526245,-98.0848388671875,0.008925201371312141,-98.0848388671875,0.07277721911668777
254854,616,91,494.8,494.8,2777,-98.00494384765625,0.3794565796852112,0.3794565796852112,-98.00494384765625,0.001,254753,-0.0,0.10532411932945251,-0.29110369086265564,-98.00494384765625,0.008547251112759113,-98.00494384765625,0.10532411932945251
256854,620,91,494.8,494.8,2799,-99.36431884765625,0.21220766007900238,0.21220766007900238,-99.36431884765625,0.001,256753,-0.0,0.1162090077996254,-1.7542243003845215,-99.36431884765625,0.006882773712277412,-99.36431884765625,0.1162090077996254
258854,624,91,494.8,494.8,2820,-98.89608764648438,0.14229513704776764,0.14229513704776764,-98.89608764648438,0.001,258753,-0.0,0.07532605528831482,-1.4549657106399536,-98.89608764648438,0.002280024578794837,-98.89608764648438,0.07532605528831482
260837,628,91,494.63,494.63,2841,-99.33841705322266,0.3157736659049988,0.3157736659049988,-99.33841705322266,0.001,260736,-0.0,0.048242487013339996,-0.71923828125,-99.33841705322266,0.0034661046229302883,-99.33841705322266,0.048242487013339996
262444,632,91,490.7,490.7,2859,-99.43470764160156,0.591908872127533,0.591908872127533,-99.43470764160156,0.001,262343,-0.0,1.107357144355774,1.540724754333496,-99.43470764160156,0.01416738796979189,-99.43470764160156,1.107357144355774
264444,636,91,490.7,490.7,2880,-99.14358520507812,0.15131022036075592,0.15131022036075592,-99.14358520507812,0.001,264343,-0.0,0.05221829563379288,-0.7259220480918884,-99.14358520507812,0.0032478668726980686,-99.14358520507812,0.05221829563379288
266068,640,91,486.94,486.94,2898,-99.20430755615234,0.16650527715682983,0.16650527715682983,-99.20430755615234,0.001,265967,-0.0,0.022338341921567917,-0.3552854657173157,-99.20430755615234,0.0025071229320019484,-99.20430755615234,0.022338341921567917
267993,644,91,486.19,486.19,2918,-98.28981018066406,0.12875521183013916,0.12875521183013916,-98.28981018066406,0.001,267892,-0.0,0.15917877852916718,0.04089522361755371,-98.28981018066406,0.003502792213112116,-98.28981018066406,0.15917877852916718
269993,648,91,486.19,486.19,2940,-98.64297485351562,0.15242627263069153,0.15242627263069153,-98.64297485351562,0.001,269892,-0.0,0.2108280509710312,0.4025046229362488,-98.64297485351562,0.003690328449010849,-98.64297485351562,0.2108280509710312
271993,652,91,486.19,486.19,2961,-98.54034423828125,0.14008072018623352,0.14008072018623352,-98.54034423828125,0.001,271892,-0.0,0.025181515142321587,-0.17419350147247314,-98.54034423828125,0.0031880666501820087,-98.54034423828125,0.025181515142321587
273993,656,91,486.19,486.19,2983,-98.82575988769531,0.08997978270053864,0.08997978270053864,-98.82575988769531,0.001,273892,-0.0,0.6335228681564331,-0.5426114201545715,-98.82575988769531,0.0036640185862779617,-98.82575988769531,0.6335228681564331
275993,660,91,486.19,486.19,3004,-97.96302795410156,0.15471000969409943,0.15471000969409943,-97.96302795410156,0.001,275892,-0.0,0.7684180736541748,-0.06951747834682465,-97.96302795410156,0.0032307771034538746,-97.96302795410156,0.7684180736541748
277993,664,91,486.19,486.19,3026,-98.08062744140625,0.11250022053718567,0.11250022053718567,-98.08062744140625,0.001,277892,-0.0,0.06114598363637924,-0.5558611154556274,-98.08062744140625,0.0028059843461960554,-98.08062744140625,0.06114598363637924
279993,668,91,486.19,486.19,3047,-98.39370727539062,0.11050041019916534,0.11050041019916534,-98.39370727539062,0.001,279892,-0.0,0.09551287442445755,0.25521618127822876,-98.39370727539062,0.0035705179907381535,-98.39370727539062,0.09551287442445755
281993,672,91,486.19,486.19,3069,-97.62582397460938,0.13122257590293884,0.13122257590293884,-97.62582397460938,0.001,281892,-0.0,0.15542848408222198,0.008349448442459106,-97.62582397460938,0.0021148084197193384,-97.62582397460938,0.15542848408222198
283993,676,91,486.19,486.19,3090,-97.72825622558594,0.15905365347862244,0.15905365347862244,-97.72825622558594,0.001,283892,-0.0,0.030759697780013084,0.6769437789916992,-97.72825622558594,0.003884625155478716,-97.72825622558594,0.030759697780013084
285993,680,91,486.19,486.19,3112,-97.58433532714844,0.12058847397565842,0.12058847397565842,-97.58433532714844,0.001,285892,-0.0,2.2824020385742188,2.196786403656006,-97.58433532714844,0.0020947668235749006,-97.58433532714844,2.2824020385742188
287993,684,91,486.19,486.19,3133,-98.24957275390625,0.1450374275445938,0.1450374275445938,-98.24957275390625,0.001,287892,-0.0,0.4881405532360077,0.4924069941043854,-98.24957275390625,0.00305901188403368,-98.24957275390625,0.4881405532360077
289993,688,91,486.19,486.19,3154,-97.27104187011719,0.1694413721561432,0.1694413721561432,-97.27104187011719,0.001,289892,-0.0,0.09625553339719772,0.6279246211051941,-97.27104187011719,0.0034485587384551764,-97.27104187011719,0.09625553339719772
291993,692,91,486.19,486.19,3176,-98.0076675415039,0.10805100202560425,0.10805100202560425,-98.0076675415039,0.001,291892,-0.0,0.31892597675323486,-0.12667059898376465,-98.0076675415039,0.0021225076634436846,-98.0076675415039,0.31892597675323486
293993,696,91,488.24,488.24,3197,-98.11101531982422,0.07693462073802948,0.07693462073802948,-98.11101531982422,0.001,293892,-0.0,1.3010268211364746,0.1543193757534027,-98.11101531982422,0.0019980180077254772,-98.11101531982422,1.3010268211364746
295993,700,91,488.24,488.24,3219,-98.61775970458984,0.14800973236560822,0.14800973236560822,-98.61775970458984,0.001,295892,-0.0,0.0536038801074028,-0.9177945852279663,-98.61775970458984,0.0018265863182023168,-98.61775970458984,0.0536038801074028
297993,704,91,488.24,488.24,3240,-97.93177795410156,0.13580641150474548,0.13580641150474548,-97.93177795410156,0.001,297892,-0.0,0.08538781106472015,0.5164625644683838,-97.93177795410156,0.002182630356401205,-97.93177795410156,0.08538781106472015
299834,708,91,489.8,489.8,3260,-97.55563354492188,0.13661259412765503,0.13661259412765503,-97.55563354492188,0.001,299733,-0.0,0.029449500143527985,1.1470826864242554,-97.55563354492188,0.002738645300269127,-97.55563354492188,0.029449500143527985
