time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,time/total_timesteps,time/episodes,train/MSE_loss,train/Main_losses,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/critic_loss,train/MSE_losses,train/Beta,train/n_updates,train/loss,train/critic_los,train/ent_coef,train/RL_loss
3009,92,919.93,279.09125831999995,0.042308609932661057,279412,348,5.346207618713379,-7.693757690489292,-0.1081729969009757,-7.693757690489292,0.00073,0.1849244597251527,4.780357450246811,-0.0,269376,-8.073715209960938,0.09035545587539673,0.006023472560627852,-8.073715209960938
3042,92,905.83,275.93021030000006,0.04225942865014076,282355,352,4.670419692993164,-7.938661329448223,-0.7505205576308072,-7.938661329448223,0.00073,0.2733938723686151,4.57194410264492,-0.0,272320,-6.566282272338867,0.08950281143188477,0.006104854510340374,-6.566282272338867
3076,92,893.21,273.8557407,0.042255040258169174,285504,356,3.9305129051208496,-7.978546567261219,0.7000675541348755,-7.978546567261219,0.00073,0.24394497618777677,4.445471793413162,-0.0,275456,-7.947268009185791,0.19982150197029114,0.00630935905064689,-7.947268009185791
3115,92,886.05,274.07407374,0.04218203201889992,289003,360,5.148593425750732,-8.118961952626705,0.6459451073314995,-8.118961952626705,0.00073,0.24109913723077625,4.449383739382029,-0.0,278976,-6.463786602020264,0.13991624116897583,0.00620668721239781,-6.463786602020264
3149,92,875.16,271.66074434,0.04232746362686157,292085,364,4.976049423217773,-8.20696347206831,-0.1959485812112689,-8.20696347206831,0.00073,0.2361014945199713,4.392539873719215,-0.0,282048,-7.115248203277588,0.15285101532936096,0.006203659766470082,-7.115248203277588
3186,92,868.47,271.90050429,0.042269084602594376,295482,368,4.488582134246826,-8.31654155999422,0.3086028899997473,-8.31654155999422,0.00073,0.2304942214395851,4.319219406694174,-0.0,285440,-8.246459007263184,0.040519922971725464,0.006144898761704098,-8.246459007263184
3225,92,864.62,273.15827203000003,0.042091600596904755,298915,372,4.324347496032715,-8.488158896565437,0.5146944595035166,-8.488158896565437,0.00073,0.251902314950712,4.250746391713619,-0.0,288896,-9.00618839263916,0.11937862634658813,0.006028208052157424,-9.00618839263916
3257,92,862.55,273.43517933000004,0.04208936169743538,301827,376,4.724730968475342,-8.4004572853446,-0.5176982451230288,-8.4004572853446,0.00073,0.2744205685448833,4.310972925275564,-0.0,291840,-8.216960906982422,0.043164581060409546,0.006119420118920971,-8.216960906982422
3295,92,858.02,273.61300853,0.04198030009865761,305297,380,4.143637180328369,-8.703133925795555,-0.6519638788886368,-8.703133925795555,0.00073,0.20268324663629755,4.300561636686325,-0.0,295296,-8.959534645080566,0.03172048181295395,0.00649070693179965,-8.959534645080566
3327,92,856.2,275.67749511,0.041953735053539276,308285,384,4.2837324142456055,-8.857695437967777,-0.03687610104680061,-8.857695437967777,0.00073,0.21728714348864742,4.21251504868269,-0.0,298240,-8.228106498718262,0.12428233027458191,0.006352546937705483,-8.228106498718262
3360,92,847.19,273.35537843000003,0.04193216934800148,311219,388,4.01374626159668,-9.128164499998093,-0.2857053007464856,-9.128164499998093,0.00073,0.21642063034232706,4.123706120997667,-0.0,301184,-8.3176851272583,0.23490089178085327,0.006266779782890808,-8.3176851272583
3398,92,844.7,275.07411229,0.04184802994132042,314740,392,3.9467825889587402,-9.25560736656189,-0.7311996496282518,-9.25560736656189,0.00073,0.23773024301044643,4.128843478858471,-0.0,304704,-9.234331130981445,0.20460695028305054,0.006637924219830893,-9.234331130981445
3436,92,840.37,275.19128874,0.04173928126692772,318165,396,3.699099063873291,-9.583977207541466,-0.41028157039545476,-9.583977207541466,0.00073,0.2753898206865415,4.032678738236427,-0.0,308160,-10.492189407348633,0.09182347357273102,0.006415547548385803,-10.492189407348633
3474,92,837.71,275.20604542999996,0.04164581373333931,321569,400,4.2628679275512695,-9.680907852947712,0.34725316194817424,-9.680907852947712,0.00073,0.29113805686938576,4.124070033431053,-0.0,311552,-9.16562271118164,0.054569702595472336,0.005922221898799762,-9.16562271118164
3509,92,840.48,278.05775517999996,0.041617654263973236,324765,404,3.8115808963775635,-9.958059042692184,-0.5049704320263118,-9.958059042692184,0.00073,0.19899225936387666,3.8954695984721184,-0.0,314752,-8.980302810668945,0.1081099659204483,0.0067713547687162645,-8.980302810668945
3538,92,829.56,275.8840285,0.04159452021121979,327451,408,3.576573133468628,-10.007144063711166,0.5353998937644064,-10.007144063711166,0.00073,0.3595375634613447,3.793144442141056,-0.0,317440,-9.640581130981445,0.10917314887046814,0.005933810338319745,-9.640581130981445
3573,92,832.34,279.46882360999996,0.041603054851293564,330699,412,3.781731605529785,-10.421213954687119,0.3543254043906927,-10.421213954687119,0.00073,0.3593139716540463,3.6640300564467907,-0.0,320704,-9.76971435546875,0.27433329820632935,0.00626948809804162,-9.76971435546875
3597,92,819.52,275.20411214,0.041580721735954285,332915,416,3.4401633739471436,-10.409179255366325,0.47645745938643813,-10.409179255366325,0.00073,0.25290165515616536,3.6750123724341393,-0.0,322880,-10.49535846710205,0.07033909857273102,0.006253699815715663,-10.49535846710205
3630,92,815.13,275.38299053,0.04151333123445511,335895,420,3.485020399093628,-10.526551723480225,-0.31751506973523647,-10.526551723480225,0.00073,0.26178453728789464,3.739059805870056,-0.0,325888,-10.470311164855957,0.12868690490722656,0.006383067440765444,-10.470311164855957
3665,92,810.05,275.5198914,0.041535742580890656,339165,424,3.553339958190918,-10.975823983550072,0.3869543329346925,-10.975823983550072,0.00073,0.6020664210082032,3.743241358548403,-0.0,329152,-11.177241325378418,0.08306106179952621,0.006204076482390519,-11.177241325378418
3695,92,799.44,272.30179312999996,0.041473422199487686,341862,428,3.9271249771118164,-11.127652302384377,0.7353141366038471,-11.127652302384377,0.00073,0.32405463798204437,3.6530199870467186,-0.0,331840,-11.230827331542969,0.035679321736097336,0.006306545823463239,-11.230827331542969
3729,92,797.36,274.11234219,0.04134829714894295,345083,432,3.8179593086242676,-11.311591625213623,-0.04265805333852768,-11.311591625213623,0.00073,0.3237544161383994,3.591795615851879,-0.0,335040,-11.591472625732422,0.05279656499624252,0.006380997801898047,-11.591472625732422
