time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,train/loss,train/RL_loss,train/Beta,train/learning_rate,train/n_updates,train/Main_losses,train/critic_loss,train/actor_loss,train/critic_los,train/MSE_loss,train/MSE_losses
3943,619948,296.112237,968,157,639.34,-21.969213485717773,-21.969213485717773,0,0.001,611249,-21.57627490153565,1.7787672302502895,-21.57627490153565,0.4662032127380371,2.1538031101226807,4.929851861386284
3958,622610,296.05425488,972,157,639.36,-21.928598403930664,-21.928598403930664,0,0.001,613524,-21.616617546898144,1.6561853576918626,-21.616617546898144,0.1467268466949463,1.2018115520477295,5.007982685113901
3974,624729,291.86413447999996,976,157,633.74,-21.2081298828125,-21.2081298828125,0,0.001,616187,-21.612221577504016,2.1617800508690133,-21.612221577504016,0.12270968407392502,5.094132423400879,4.921504709097716
3988,627445,294.77561266,980,157,636.45,-20.966039657592773,-20.966039657592773,0,0.001,618339,-21.576677072152453,2.224500833996965,-21.576677072152453,9.98971176147461,8.87061882019043,4.783681399968206
4005,630105,297.86544847,984,157,638.54,-21.15557289123535,-21.15557289123535,0,0.001,621024,-21.680391693115233,2.0926331193679397,-21.680391693115233,0.8379995226860046,4.079558849334717,5.135437341122066
4018,631759,290.23907652,988,157,627.95,-22.635650634765625,-22.635650634765625,0,0.001,623244,-21.613541130005846,2.226460089767168,-21.613541130005846,0.05111561715602875,3.208010673522949,4.67062614001627
4030,634228,291.74186411,992,157,629.77,-21.951705932617188,-21.951705932617188,0,0.001,625141,-21.64484104236683,1.7873201343151315,-21.64484104236683,11.61944580078125,2.7962982654571533,4.772742516464657
4042,636060,285.14391530999995,996,157,621.08,-21.41724967956543,-21.41724967956543,0,0.001,626965,-21.664925078041534,2.3846275112760473,-21.664925078041534,0.13043221831321716,13.02686882019043,4.684973696358184
4055,638260,281.58894239999995,1000,157,615.88,-22.91025161743164,-22.91025161743164,0,0.001,629174,-21.617430903330572,2.583480977119273,-21.617430903330572,0.09003719687461853,3.568115234375,5.15643724974464
4071,640693,279.11477314,1004,157,613.52,-22.111373901367188,-22.111373901367188,0,0.001,631614,-21.685643717068345,2.013447845051196,-21.685643717068345,0.9749816656112671,16.08428382873535,4.808342123387465
4088,643420,277.7207276,1008,157,613.37,-22.021833419799805,-22.021833419799805,0,0.001,634339,-21.58159252711705,2.464918544072227,-21.58159252711705,56.877620697021484,5.277259349822998,5.08513533779553
4104,645777,274.35292266,1012,157,610.25,-22.22490119934082,-22.22490119934082,0,0.001,637051,-21.64744946126188,1.9110461670769316,-21.64744946126188,11.49494743347168,3.3393895626068115,4.81023620336913
4117,647892,272.65532973999996,1016,157,610.64,-21.930566787719727,-21.930566787719727,0,0.001,639028,-21.587375692111344,1.8609211175676061,-21.587375692111344,0.1990545094013214,5.059459686279297,4.776299628748823
4133,650395,269.6483424,1020,157,609.32,-22.512977600097656,-22.512977600097656,0,0.001,641586,-21.521833446892824,2.1974480161138654,-21.521833446892824,0.49753814935684204,6.838084697723389,4.718284988775849
4148,653077,272.28033452000005,1024,157,611.66,-20.692577362060547,-20.692577362060547,0,0.001,643978,-21.60959584372384,2.2991770411664176,-21.60959584372384,2.288292407989502,11.73678970336914,4.951381193740027
4163,655601,270.01294995,1028,157,610.51,-21.94424819946289,-21.94424819946289,0,0.001,646503,-21.48511305520701,2.445206801029914,-21.48511305520701,0.9575619697570801,2.2456681728363037,4.899102084685204
4180,658279,273.85095143,1032,157,615.13,-22.24884033203125,-22.24884033203125,0,0.001,649184,-21.385883541282166,2.0553608943654127,-21.385883541282166,0.33141571283340454,3.3558483123779297,4.905260865294605
4197,660993,273.85499143,1036,157,614.96,-21.255859375,-21.255859375,0,0.001,651874,-21.452598248209274,2.121323304295185,-21.452598248209274,0.4095005393028259,3.7522268295288086,4.668272315746262
4214,663684,273.86183015,1040,157,614.63,-21.47365951538086,-21.47365951538086,0,0.001,654591,-21.496635233046693,2.068374008660623,-21.496635233046693,0.7234299182891846,13.871447563171387,4.724453819452683
4230,666385,273.76267982999997,1044,157,615.43,-22.164833068847656,-22.164833068847656,0,0.001,657254,-21.50969891919347,1.882267205678541,-21.50969891919347,0.13449899852275848,6.604551792144775,4.970458057112323
4245,668544,268.64126175,1048,157,610.32,-22.680864334106445,-22.680864334106445,0,0.001,659758,-21.62624440956692,2.0002895077954967,-21.62624440956692,0.12973973155021667,4.709064960479736,4.994519547033166
4260,671257,268.64470737,1052,157,611.18,-21.19864273071289,-21.19864273071289,0,0.001,662134,-21.5308853116434,2.050203390424859,-21.5308853116434,0.2999802827835083,2.5369367599487305,5.184654877921003
4277,674057,268.47889569999995,1056,157,612.34,-21.822528839111328,-21.822528839111328,0,0.001,664831,-21.44653354837208,2.1496241414767723,-21.44653354837208,0.2585756778717041,3.1804258823394775,4.790975298301403
4295,676725,268.5866929,1060,157,611.86,-20.949432373046875,-20.949432373046875,0,0.001,667626,-21.55051145582576,2.2994092059998255,-21.55051145582576,0.17073535919189453,2.612687349319458,5.011827286072415
4309,679123,269.26729592,1064,157,614.47,-22.43800163269043,-22.43800163269043,0,0.001,669983,-21.521350387493563,1.8968892284029457,-21.521350387493563,0.07343705743551254,1.615966558456421,4.762477103007991
4324,681484,268.31799936000004,1068,157,615.36,-19.673768997192383,-19.673768997192383,0,0.001,672346,-21.515590523874295,2.0923165233972267,-21.515590523874295,0.2577040195465088,5.369636058807373,4.910022265418282
4341,684225,268.38090031,1072,157,616.15,-21.426713943481445,-21.426713943481445,0,0.001,675113,-21.494728663430283,1.9846316006646227,-21.494728663430283,0.5305649042129517,3.9903342723846436,4.705585028342346
4359,686997,272.60850302,1076,157,622.68,-21.95964241027832,-21.95964241027832,0,0.001,677882,-21.630415882289245,1.9423131880455602,-21.630415882289245,0.19362354278564453,2.900761604309082,4.722069049177091
4376,689706,272.68552972000003,1080,157,622.61,-22.426761627197266,-22.426761627197266,0,0.001,680595,-21.563864934193838,2.3058219994439266,-21.563864934193838,0.1249864250421524,3.3702077865600586,4.859693139165014
4393,692431,271.25629391,1084,157,623.26,-22.376678466796875,-22.376678466796875,0,0.001,683325,-21.538080806225803,2.020572190289557,-21.538080806225803,0.20544642210006714,4.0167388916015625,4.96386653694783
4407,694659,274.92119881,1088,157,629.0,-22.767074584960938,-22.767074584960938,0,0.001,685525,-21.533456559614702,2.6132660363934677,-21.533456559614702,0.19055114686489105,2.1213393211364746,4.9784580330053965
4424,697332,275.4483075,1092,157,631.04,-20.77196502685547,-20.77196502685547,0,0.001,688233,-21.518287249172435,2.250605558760453,-21.518287249172435,0.8339859843254089,4.511598587036133,5.173746152660426
4441,700086,282.00628556,1096,157,640.26,-20.724899291992188,-20.724899291992188,0,0.001,690968,-21.366002264610135,1.8195097420004107,-21.366002264610135,0.4678703546524048,4.259710788726807,4.717005000086474
