time/time_elapsed,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/MSE_loss,train/Beta,train/learning_rate,train/loss,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/Main_losses,train/RL_loss,train/actor_loss,train/MSE_losses,train/critic_los
1182,106212,89,284,455.73,455.73,1.1741576194763184,0,0.001,-96.27388763427734,-2.289137601852417,0.009801079519093037,106111,0.057601284235715866,-96.27388763427734,-96.27388763427734,-96.27388763427734,1.1741576194763184,0.057601284235715866
1202,108021,89,288,453.82,453.82,1.1416256427764893,0,0.001,-97.72761535644531,0.6862666606903076,0.005554551258683205,107920,0.373582661151886,-97.72761535644531,-97.72761535644531,-97.72761535644531,1.1416256427764893,0.373582661151886
1225,110021,89,292,453.82,453.82,1.3472033739089966,0,0.001,-99.47869110107422,1.346234917640686,0.0033952738158404827,109920,0.06608551740646362,-99.47869110107422,-99.47869110107422,-99.47869110107422,1.3472033739089966,0.06608551740646362
1247,112021,89,296,453.82,453.82,1.2907291650772095,0,0.001,-95.71075439453125,-0.22443881630897522,0.005486695561558008,111920,0.19529137015342712,-95.71075439453125,-95.71075439453125,-95.71075439453125,1.2907291650772095,0.19529137015342712
1269,114021,89,300,453.82,453.82,1.3451206684112549,0,0.001,-98.61195373535156,0.15740832686424255,0.005517570301890373,113920,0.17831623554229736,-98.61195373535156,-98.61195373535156,-98.61195373535156,1.3451206684112549,0.17831623554229736
1291,116021,89,304,453.82,453.82,1.2562143802642822,0,0.001,-98.19586181640625,0.21918123960494995,0.003820278448984027,115920,0.0309516042470932,-98.19586181640625,-98.19586181640625,-98.19586181640625,1.2562143802642822,0.0309516042470932
1314,118021,89,308,456.19,456.19,1.1697578430175781,0,0.001,-97.76055145263672,-0.09804047644138336,0.00360095058567822,117920,0.40986502170562744,-97.76055145263672,-97.76055145263672,-97.76055145263672,1.1697578430175781,0.40986502170562744
1336,120021,89,312,456.19,456.19,1.506117582321167,0,0.001,-98.26950073242188,-0.21354947984218597,0.005281658843159676,119920,0.040471434593200684,-98.26950073242188,-98.26950073242188,-98.26950073242188,1.506117582321167,0.040471434593200684
1358,122000,89,316,455.98,455.98,1.2982381582260132,0,0.001,-98.58021545410156,-0.8383921384811401,0.004958107136189938,121899,0.015204290859401226,-98.58021545410156,-98.58021545410156,-98.58021545410156,1.2982381582260132,0.015204290859401226
1377,123658,89,320,452.56,452.56,1.0074067115783691,0,0.001,-97.58203125,0.19610033929347992,0.0028172042220830917,123557,0.06622081995010376,-97.58203125,-97.58203125,-97.58203125,1.0074067115783691,0.06622081995010376
1397,125464,89,324,450.62,450.62,1.3566703796386719,0,0.001,-97.46569061279297,-0.8359171152114868,0.0038098874501883984,125363,0.2316882461309433,-97.46569061279297,-97.46569061279297,-97.46569061279297,1.3566703796386719,0.2316882461309433
1419,127464,89,328,450.62,450.62,1.1579291820526123,0,0.001,-96.48776245117188,-0.5386487245559692,0.005782389082014561,127363,0.030083326622843742,-96.48776245117188,-96.48776245117188,-96.48776245117188,1.1579291820526123,0.030083326622843742
1442,129464,89,332,456.18,456.18,1.177628755569458,0,0.001,-96.91212463378906,0.1984853446483612,0.0034470362588763237,129363,0.043508172035217285,-96.91212463378906,-96.91212463378906,-96.91212463378906,1.177628755569458,0.043508172035217285
1464,131464,89,336,456.18,456.18,1.2728564739227295,0,0.001,-97.36670684814453,0.925879955291748,0.005475942976772785,131363,0.13089223206043243,-97.36670684814453,-97.36670684814453,-97.36670684814453,1.2728564739227295,0.13089223206043243
1481,132988,89,340,459.9,459.9,1.4028249979019165,0,0.001,-98.12152099609375,0.02208462357521057,0.004882039502263069,132887,0.03475804999470711,-98.12152099609375,-98.12152099609375,-98.12152099609375,1.4028249979019165,0.03475804999470711
1504,134988,89,344,462.27,462.27,1.0488390922546387,0,0.001,-96.352294921875,1.040546178817749,0.0025609361473470926,134887,0.09372757375240326,-96.352294921875,-96.352294921875,-96.352294921875,1.0488390922546387,0.09372757375240326
1526,136988,89,348,464.47,464.47,1.1567821502685547,0,0.001,-96.01824951171875,-0.07931157946586609,0.0028958481270819902,136887,0.08885833621025085,-96.01824951171875,-96.01824951171875,-96.01824951171875,1.1567821502685547,0.08885833621025085
1548,138988,89,352,464.47,464.47,1.2395927906036377,0,0.001,-95.8494873046875,1.6838703155517578,0.0036980013828724623,138887,0.05387101322412491,-95.8494873046875,-95.8494873046875,-95.8494873046875,1.2395927906036377,0.05387101322412491
1571,140988,89,356,469.75,469.75,0.9597387313842773,0,0.001,-97.25746154785156,1.100705862045288,0.003014629241079092,140887,0.027683177962899208,-97.25746154785156,-97.25746154785156,-97.25746154785156,0.9597387313842773,0.027683177962899208
1593,142988,89,360,475.17,475.17,1.0408897399902344,0,0.001,-93.9803695678711,0.5732734203338623,0.0024754342157393694,142887,0.08517865836620331,-93.9803695678711,-93.9803695678711,-93.9803695678711,1.0408897399902344,0.08517865836620331
1615,144988,89,364,477.33,477.33,1.156327724456787,0,0.001,-97.38692474365234,-1.742913007736206,0.0036812929902225733,144887,0.06787120550870895,-97.38692474365234,-97.38692474365234,-97.38692474365234,1.156327724456787,0.06787120550870895
1631,146451,89,368,471.96,471.96,1.1791505813598633,0,0.001,-95.85308837890625,0.37072646617889404,0.0030066058970987797,146350,0.07494986802339554,-95.85308837890625,-95.85308837890625,-95.85308837890625,1.1791505813598633,0.07494986802339554
1651,148227,89,372,469.72,469.72,1.107681393623352,0,0.001,-98.07233428955078,0.7463293671607971,0.0034065020736306906,148126,0.031979408115148544,-98.07233428955078,-98.07233428955078,-98.07233428955078,1.107681393623352,0.031979408115148544
1673,150227,89,376,469.9,469.9,1.1070911884307861,0,0.001,-96.27809143066406,0.3357388377189636,0.0025893570855259895,150126,0.06074522063136101,-96.27809143066406,-96.27809143066406,-96.27809143066406,1.1070911884307861,0.06074522063136101
1696,152227,89,380,480.15,480.15,1.361395239830017,0,0.001,-96.34251403808594,-0.7894929647445679,0.002570945769548416,152126,0.04023868218064308,-96.34251403808594,-96.34251403808594,-96.34251403808594,1.361395239830017,0.04023868218064308
1718,154227,89,384,480.15,480.15,1.1252317428588867,0,0.001,-95.17852020263672,-0.2863854765892029,0.003385820658877492,154126,0.06780368834733963,-95.17852020263672,-95.17852020263672,-95.17852020263672,1.1252317428588867,0.06780368834733963
1741,156227,89,388,482.06,482.06,1.0792486667633057,0,0.001,-96.74998474121094,-0.1903742104768753,0.004223288968205452,156126,0.03202567249536514,-96.74998474121094,-96.74998474121094,-96.74998474121094,1.0792486667633057,0.03202567249536514
1763,158227,89,392,482.06,482.06,1.1106653213500977,0,0.001,-97.18923950195312,0.10675565153360367,0.004297086037695408,158126,0.129256010055542,-97.18923950195312,-97.18923950195312,-97.18923950195312,1.1106653213500977,0.129256010055542
1783,160073,89,396,480.52,480.52,1.1846129894256592,0,0.001,-96.72077178955078,0.14195142686367035,0.004728144966065884,159972,0.020791959017515182,-96.72077178955078,-96.72077178955078,-96.72077178955078,1.1846129894256592,0.020791959017515182
1806,162073,89,400,480.52,480.52,1.1616051197052002,0,0.001,-95.50801086425781,1.4409904479980469,0.004545844625681639,161972,1.3797104358673096,-95.50801086425781,-95.50801086425781,-95.50801086425781,1.1616051197052002,1.3797104358673096
1828,164073,89,404,480.52,480.52,1.3624370098114014,0,0.001,-97.09542846679688,-0.1805509626865387,0.0035467345733195543,163972,0.01961982250213623,-97.09542846679688,-97.09542846679688,-97.09542846679688,1.3624370098114014,0.01961982250213623
1851,166073,89,408,480.52,480.52,1.10012686252594,0,0.001,-97.73035430908203,0.45485082268714905,0.003358797635883093,165972,0.024317100644111633,-97.73035430908203,-97.73035430908203,-97.73035430908203,1.10012686252594,0.024317100644111633
1873,168073,89,412,480.52,480.52,1.1781351566314697,0,0.001,-96.52102661132812,1.7825932502746582,0.0036982058081775904,167972,0.04919031634926796,-96.52102661132812,-96.52102661132812,-96.52102661132812,1.1781351566314697,0.04919031634926796
1895,170073,89,416,480.73,480.73,1.2442394495010376,0,0.001,-96.65338897705078,-0.11965283751487732,0.002312208991497755,169972,0.015619681216776371,-96.65338897705078,-96.65338897705078,-96.65338897705078,1.2442394495010376,0.015619681216776371
1918,172073,89,420,484.15,484.15,1.3371574878692627,0,0.001,-95.8941650390625,0.08297869563102722,0.0018090500961989164,171972,0.31010201573371887,-95.8941650390625,-95.8941650390625,-95.8941650390625,1.3371574878692627,0.31010201573371887
1940,174073,89,424,486.09,486.09,1.3634381294250488,0,0.001,-98.81248474121094,0.3750174045562744,0.003717993386089802,173972,0.01596640609204769,-98.81248474121094,-98.81248474121094,-98.81248474121094,1.3634381294250488,0.01596640609204769
1962,176073,89,428,486.09,486.09,1.1026291847229004,0,0.001,-98.5743637084961,0.35846835374832153,0.002618537051603198,175972,0.011194095015525818,-98.5743637084961,-98.5743637084961,-98.5743637084961,1.1026291847229004,0.011194095015525818
1983,177974,89,432,485.1,485.1,1.1517186164855957,0,0.001,-97.20417785644531,0.5731244087219238,0.0026304484345018864,177873,0.06567703932523727,-97.20417785644531,-97.20417785644531,-97.20417785644531,1.1517186164855957,0.06567703932523727
2006,179974,89,436,485.1,485.1,1.2499690055847168,0,0.001,-96.99076843261719,0.5032545328140259,0.003184224246069789,179873,0.03756587952375412,-96.99076843261719,-96.99076843261719,-96.99076843261719,1.2499690055847168,0.03756587952375412
2028,181974,89,440,489.86,489.86,1.0898481607437134,0,0.001,-97.19454956054688,-0.9881875514984131,0.0026377271860837936,181873,1.2302628755569458,-97.19454956054688,-97.19454956054688,-97.19454956054688,1.0898481607437134,1.2302628755569458
2049,183879,89,444,488.91,488.91,1.4977457523345947,0,0.001,-97.10093688964844,0.853922426700592,0.003928482066839933,183778,0.036178674548864365,-97.10093688964844,-97.10093688964844,-97.10093688964844,1.4977457523345947,0.036178674548864365
2070,185728,89,448,487.4,487.4,1.214046597480774,0,0.001,-98.38932800292969,-0.9849874377250671,0.0030382024124264717,185627,0.02244003489613533,-98.38932800292969,-98.38932800292969,-98.38932800292969,1.214046597480774,0.02244003489613533
2092,187728,89,452,487.4,487.4,1.1896390914916992,0,0.001,-97.0070571899414,-1.8347405195236206,0.0033128540962934494,187627,0.012877993285655975,-97.0070571899414,-97.0070571899414,-97.0070571899414,1.1896390914916992,0.012877993285655975
2114,189728,89,456,487.4,487.4,1.238527774810791,0,0.001,-97.03716278076172,0.7765108346939087,0.004046272486448288,189627,0.09974312782287598,-97.03716278076172,-97.03716278076172,-97.03716278076172,1.238527774810791,0.09974312782287598
2136,191728,89,460,487.4,487.4,1.3024723529815674,0,0.001,-96.42427825927734,-0.3109026551246643,0.0036424091085791588,191627,0.3988695740699768,-96.42427825927734,-96.42427825927734,-96.42427825927734,1.3024723529815674,0.3988695740699768
