time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/Beta,train/actor_loss,train/critic_los,train/MSE_loss,train/MSE_losses,train/RL_loss,train/Main_losses,train/loss,train/n_updates,train/learning_rate,train/critic_loss
183,5.89,4,786,5.89,120,0.0,-2.2568519115448,0.05077807605266571,1.6082000732421875,1.575222333272298,-2.264832019805908,-2.2568519115448,-2.264832019805908,684,0.001,0.03453892531494299
182,5.88,4,810,5.88,124,0.0,-2.224391222000122,0.024265050888061523,1.6264334917068481,1.636228124300639,-2.219843626022339,-2.224391222000122,-2.219843626022339,708,0.001,0.03967194693783919
181,5.87,4,833,5.87,128,0.0,-2.295611540476481,0.030162645503878593,1.5921396017074585,1.581733504931132,-2.2716023921966553,-2.295611540476481,-2.2716023921966553,731,0.001,0.025102959635357063
180,5.86,4,855,5.86,132,0.0,-2.2981523672739663,0.031107109040021896,1.6261135339736938,1.6263107856114705,-2.2702510356903076,-2.2981523672739663,-2.2702510356903076,754,0.001,0.04711209088563919
180,5.85,4,878,5.85,136,0.0,-2.3886377811431885,0.02885572984814644,1.571807861328125,1.5708989302317302,-2.414811849594116,-2.3886377811431885,-2.414811849594116,776,0.001,0.028766597062349318
179,5.83,5,900,5.83,140,0.0,-2.3181079228719077,0.04458165913820267,1.5622656345367432,1.6500652233759563,-2.3594601154327393,-2.3181079228719077,-2.3594601154327393,799,0.001,0.035283867890636124
179,5.85,5,924,5.85,144,0.0,-2.428584019343058,0.028295334428548813,1.4767757654190063,1.525888442993164,-2.485215663909912,-2.428584019343058,-2.485215663909912,822,0.001,0.034131419844925404
178,5.84,5,947,5.84,148,0.0,-2.3399461110432944,0.03785204887390137,1.7379487752914429,1.6856544415156047,-2.306790351867676,-2.3399461110432944,-2.306790351867676,846,0.001,0.04229897384842237
178,5.85,5,971,5.85,152,0.0,-2.4975659052530923,0.08142989873886108,1.5105422735214233,1.5588586330413818,-2.56693434715271,-2.4975659052530923,-2.56693434715271,869,0.001,0.03936564037576318
178,5.86,5,995,5.86,156,0.0,-2.4312358697255454,0.01519828848540783,1.6500616073608398,1.6421984831492107,-2.460801839828491,-2.4312358697255454,-2.460801839828491,893,0.001,0.037073554781576
177,5.86,5,1019,5.86,160,0.0,-2.4899397691090903,0.023762494325637817,1.620884656906128,1.6186805566151936,-2.4819560050964355,-2.4899397691090903,-2.4819560050964355,917,0.001,0.025392838443319004
177,5.87,5,1043,5.87,164,0.0,-2.4473961194356284,0.04319332540035248,1.7481414079666138,1.6816961765289307,-2.372602701187134,-2.4473961194356284,-2.372602701187134,941,0.001,0.049523004020253815
176,5.87,6,1067,5.87,168,0.0,-2.523777405420939,0.0457502156496048,1.6267896890640259,1.6339345375696819,-2.521395444869995,-2.523777405420939,-2.521395444869995,965,0.001,0.0421269421155254
176,5.87,6,1091,5.87,172,0.0,-2.493703921635946,0.04004999250173569,1.6494030952453613,1.64165993531545,-2.460141897201538,-2.493703921635946,-2.460141897201538,989,0.001,0.044388829420010247
176,5.86,6,1114,5.86,176,0.0,-2.640432119369507,0.014645115472376347,1.392122507095337,1.5457261800765991,-2.761899709701538,-2.640432119369507,-2.761899709701538,1012,0.001,0.038375613279640675
175,5.87,6,1138,5.87,180,0.0,-2.658894936243693,0.048548705875873566,1.582411289215088,1.5579598347345989,-2.619253396987915,-2.658894936243693,-2.619253396987915,1036,0.001,0.038508640602231026
175,5.89,6,1162,5.89,184,0.0,-2.559391180674235,0.04234924912452698,1.6935210227966309,1.640169342358907,-2.482478618621826,-2.559391180674235,-2.482478618621826,1060,0.001,0.04979794348279635
175,5.88,6,1185,5.88,188,0.0,-2.6475361982981362,0.07044045627117157,1.5582174062728882,1.6006303628285725,-2.6554064750671387,-2.6475361982981362,-2.6554064750671387,1083,0.001,0.049228327348828316
174,5.87,6,1208,5.87,192,0.0,-2.7271057764689126,0.03744693845510483,1.4679441452026367,1.5510729551315308,-2.8259098529815674,-2.7271057764689126,-2.8259098529815674,1106,0.001,0.04776506572961807
174,5.88,7,1232,5.88,196,0.0,-2.713496764500936,0.04053027927875519,1.6349323987960815,1.5920833746592205,-2.680231809616089,-2.713496764500936,-2.680231809616089,1130,0.001,0.05661988568802675
174,5.89,7,1256,5.89,200,0.0,-2.7188366254170737,0.0815243050456047,1.573567271232605,1.5800324281056721,-2.7037787437438965,-2.7188366254170737,-2.7037787437438965,1154,0.001,0.057367402439316116
173,5.87,7,1278,5.87,204,0.0,-2.6936018466949463,0.04483219236135483,1.5661284923553467,1.612311561902364,-2.7335944175720215,-2.6936018466949463,-2.7335944175720215,1177,0.001,0.04253510385751724
173,5.88,7,1302,5.88,208,0.0,-2.777057409286499,0.08987472206354141,1.5924006700515747,1.5839362541834514,-2.797145366668701,-2.777057409286499,-2.797145366668701,1200,0.001,0.05163573877265056
173,5.85,7,1323,5.85,212,0.0,-2.77544895807902,0.09404850006103516,1.575165033340454,1.578784465789795,-2.8144445419311523,-2.77544895807902,-2.8144445419311523,1222,0.001,0.050224115451176964
173,5.85,7,1347,5.85,216,0.0,-2.7246387799580893,0.02296489104628563,1.6163787841796875,1.634865681330363,-2.734088659286499,-2.7246387799580893,-2.734088659286499,1245,0.001,0.03158118296414614
173,5.82,7,1368,5.82,220,0.0,-2.8818105459213257,0.04085753113031387,1.5974770784378052,1.596255898475647,-2.9075541496276855,-2.8818105459213257,-2.9075541496276855,1267,0.001,0.03857331201434135
172,5.82,8,1392,5.82,224,0.0,-2.683812061945597,0.06383047252893448,1.695847988128662,1.710020383199056,-2.7073614597320557,-2.683812061945597,-2.7073614597320557,1290,0.001,0.03984085222085317
172,5.83,8,1416,5.83,228,0.0,-2.7651058038075766,0.028297431766986847,1.802165150642395,1.638415535291036,-2.5468316078186035,-2.7651058038075766,-2.5468316078186035,1314,0.001,0.04328731137017409
172,5.84,8,1439,5.84,232,0.0,-2.8778586387634277,0.0475514754652977,1.565458059310913,1.582494894663493,-2.864757537841797,-2.8778586387634277,-2.864757537841797,1337,0.001,0.04581098941465219
172,5.84,8,1462,5.84,236,0.0,-2.945521593093872,0.03601942956447601,1.5370423793792725,1.5678153038024902,-2.91204571723938,-2.945521593093872,-2.91204571723938,1360,0.001,0.03952464181929827
172,5.86,8,1486,5.86,240,0.0,-2.857606887817383,0.036514610052108765,1.5468642711639404,1.6055795749028523,-2.8641159534454346,-2.857606887817383,-2.8641159534454346,1384,0.001,0.04971186009546121
171,5.87,8,1511,5.87,244,0.0,-2.888848066329956,0.04562032222747803,1.5458242893218994,1.5854305028915405,-2.966805934906006,-2.888848066329956,-2.966805934906006,1409,0.001,0.045664756425789425
171,5.88,8,1535,5.88,248,0.0,-2.833592255910238,0.0643775463104248,1.626946210861206,1.6373924414316814,-2.7625279426574707,-2.833592255910238,-2.7625279426574707,1433,0.001,0.05496064107865095
171,5.87,9,1558,5.87,252,0.0,-2.8019797801971436,0.0650237500667572,1.7141011953353882,1.6737779378890991,-2.7459707260131836,-2.8019797801971436,-2.7459707260131836,1456,0.001,0.04901308255891005
171,5.86,9,1581,5.86,256,0.0,-2.950941562652588,0.05741743743419647,1.6299266815185547,1.5987418095270793,-2.8492462635040283,-2.950941562652588,-2.8492462635040283,1480,0.001,0.046741698247691
171,5.86,9,1605,5.86,260,0.0,-2.994408369064331,0.040162280201911926,1.5004544258117676,1.5686564048131306,-3.07979416847229,-2.994408369064331,-3.07979416847229,1503,0.001,0.0312928877150019
171,5.85,9,1628,5.85,264,0.0,-3.0174337228139243,0.048393815755844116,1.6263158321380615,1.5729354619979858,-2.9089016914367676,-3.0174337228139243,-2.9089016914367676,1526,0.001,0.03503642305731773
170,5.85,9,1652,5.85,268,0.0,-2.9304685592651367,0.13442330062389374,1.6443129777908325,1.642203688621521,-2.8998241424560547,-2.9304685592651367,-2.8998241424560547,1550,0.001,0.06025090906769037
170,5.85,9,1676,5.85,272,0.0,-2.9468794663747153,0.026993494480848312,1.587841272354126,1.6452530225118,-3.0060510635375977,-2.9468794663747153,-3.0060510635375977,1574,0.001,0.04464921914041042
170,5.86,9,1700,5.86,276,0.0,-2.8621020317077637,0.04746986925601959,1.6970090866088867,1.681845227877299,-2.8790152072906494,-2.8621020317077637,-2.8790152072906494,1598,0.001,0.06291231885552406
170,5.86,10,1724,5.86,280,0.0,-2.8745084603627524,0.052817173302173615,1.5795475244522095,1.6968421936035156,-3.0746071338653564,-2.8745084603627524,-3.0746071338653564,1622,0.001,0.051900029803315796
170,5.86,10,1748,5.86,284,0.0,-2.9370206197102866,0.034641802310943604,1.5849355459213257,1.6580047607421875,-3.156243324279785,-2.9370206197102866,-3.156243324279785,1646,0.001,0.03937703681488832
170,5.86,10,1771,5.86,288,0.0,-2.9922237396240234,0.10762582719326019,1.7133026123046875,1.6303606033325195,-2.854166269302368,-2.9922237396240234,-2.854166269302368,1669,0.001,0.06156839579343796
