time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,train/loss,train/MSE_loss,train/n_updates,train/critic_los,train/Main_losses,train/RL_loss,train/MSE_losses,train/Beta
1060,176,5.78,6,5.78,168,0.035800615325570107,0.001,-2.5917126337687173,-2.6908111572265625,1.5233840942382812,962,0.019157711416482925,-2.5917126337687173,-2.6908111572265625,1.60506010055542,0.0
1083,175,5.77,6,5.77,172,0.03259486022094885,0.001,-2.536055564880371,-2.575976610183716,1.608173131942749,986,0.03768216818571091,-2.536055564880371,-2.575976610183716,1.6553243001302083,0.0
1105,175,5.75,6,5.75,176,0.03303302079439163,0.001,-2.643512407938639,-2.7629506587982178,1.521875262260437,1007,0.03438857942819595,-2.643512407938639,-2.7629506587982178,1.603643576304118,0.0
1129,175,5.77,6,5.77,180,0.03480615156392256,0.001,-2.7351811726888022,-2.6425700187683105,1.5954046249389648,1031,0.04489566385746002,-2.7351811726888022,-2.6425700187683105,1.5373038450876872,0.0
1152,175,5.77,6,5.77,184,0.03621414490044117,0.001,-2.6951100826263428,-2.7912917137145996,1.591821551322937,1055,0.02602725848555565,-2.6951100826263428,-2.7912917137145996,1.6042646567026775,0.0
1174,174,5.76,6,5.76,188,0.055851214254895844,0.001,-2.6573899586995444,-2.6883485317230225,1.6546450853347778,1077,0.086612269282341,-2.6573899586995444,-2.6883485317230225,1.639899770418803,0.0
1198,174,5.76,6,5.76,192,0.03988660747806231,0.001,-2.60437273979187,-2.67472767829895,1.6394197940826416,1100,0.029610686004161835,-2.60437273979187,-2.67472767829895,1.6925668716430664,0.0
1222,174,5.76,7,5.76,196,0.03960808304448923,0.001,-2.749002695083618,-2.9059088230133057,1.5092475414276123,1124,0.03795023262500763,-2.749002695083618,-2.9059088230133057,1.6026732524236043,0.0
1245,173,5.77,7,5.77,200,0.02939780429005623,0.001,-2.783657948176066,-2.7991747856140137,1.5522576570510864,1147,0.03151948004961014,-2.783657948176066,-2.7991747856140137,1.5934884945551555,0.0
1268,173,5.78,7,5.78,204,0.04541967095186313,0.001,-2.7275107701619468,-2.682952880859375,1.6852408647537231,1171,0.038778647780418396,-2.7275107701619468,-2.682952880859375,1.6650524934132893,0.0
1292,173,5.78,7,5.78,208,0.03616702991227309,0.001,-2.737682819366455,-2.8855559825897217,1.5458472967147827,1194,0.03298386186361313,-2.737682819366455,-2.8855559825897217,1.6294147570927937,0.0
1316,173,5.8,7,5.8,212,0.046620397518078484,0.001,-2.756906429926554,-2.6750621795654297,1.6835442781448364,1218,0.04480518400669098,-2.756906429926554,-2.6750621795654297,1.644465963045756,0.0
1339,172,5.81,7,5.81,216,0.03999966227759918,0.001,-2.7857704162597656,-2.853001594543457,1.6158555746078491,1241,0.028781216591596603,-2.7857704162597656,-2.853001594543457,1.635209083557129,0.0
1362,172,5.83,7,5.83,220,0.03801202028989792,0.001,-2.7680060863494873,-2.7087531089782715,1.6772276163101196,1264,0.028194982558488846,-2.7680060863494873,-2.7087531089782715,1.6353351672490437,0.0
1384,172,5.81,8,5.81,224,0.03293433338403702,0.001,-2.9138949712117515,-2.981987237930298,1.5819332599639893,1286,0.05340977758169174,-2.9138949712117515,-2.981987237930298,1.5841135183970134,0.0
1406,172,5.79,8,5.79,228,0.05536765530705452,0.001,-2.736276626586914,-2.674922466278076,1.6877137422561646,1308,0.0598045289516449,-2.736276626586914,-2.674922466278076,1.6729365587234497,0.0
1430,172,5.79,8,5.79,232,0.035010584319631256,0.001,-2.8218385378519693,-2.8511505126953125,1.639177918434143,1332,0.023032771423459053,-2.8218385378519693,-2.8511505126953125,1.6344079573949177,0.0
1454,171,5.8,8,5.8,236,0.03129794759054979,0.001,-2.777160962422689,-2.7183752059936523,1.703608512878418,1356,0.027491934597492218,-2.777160962422689,-2.7183752059936523,1.6676228046417236,0.0
1477,171,5.81,8,5.81,240,0.03443709574639797,0.001,-2.8479782342910767,-2.823190927505493,1.6545099020004272,1379,0.04652310162782669,-2.8479782342910767,-2.823190927505493,1.6443595886230469,0.0
1498,171,5.78,8,5.78,244,0.04835210517048836,0.001,-2.9186947345733643,-2.735062837600708,1.6572394371032715,1401,0.045202501118183136,-2.9186947345733643,-2.735062837600708,1.5974960327148438,0.0
1521,171,5.78,8,5.78,248,0.04035284090787172,0.001,-2.8203561305999756,-2.763232469558716,1.7455660104751587,1424,0.03172854334115982,-2.8203561305999756,-2.763232469558716,1.6753898064295452,0.0
