time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,train/loss,train/MSE_loss,train/n_updates,train/critic_los,train/Main_losses,train/RL_loss,train/MSE_losses,train/Beta
51627,161,5.87,319,5.87,8836,0.05288608248035113,0.001,-3.2326463063557944,-3.29705548286438,1.6542725563049316,51530,0.03464771807193756,-3.2326463063557944,-3.29705548286438,1.6475321054458618,-0.0
51649,161,5.87,320,5.87,8840,0.04872049763798714,0.001,-3.437665065129598,-3.5499868392944336,1.477895736694336,51551,0.05192160606384277,-3.437665065129598,-3.5499868392944336,1.565281351407369,-0.0
51673,161,5.88,320,5.88,8844,0.0475678201764822,0.001,-3.29147736231486,-3.4193379878997803,1.5627062320709229,51575,0.06632471084594727,-3.29147736231486,-3.4193379878997803,1.6041356722513835,-0.0
51697,161,5.89,320,5.89,8848,0.04933306388556957,0.001,-3.367589791615804,-3.7929203510284424,1.4399415254592896,51598,0.05483676493167877,-3.367589791615804,-3.7929203510284424,1.617365837097168,-0.0
51720,161,5.9,320,5.9,8852,0.0498491016527017,0.001,-3.1982548236846924,-3.0660793781280518,1.739219307899475,51622,0.05106162279844284,-3.1982548236846924,-3.0660793781280518,1.6520025332768757,-0.0
51742,161,5.88,320,5.88,8856,0.0610971637070179,0.001,-3.3553285598754883,-3.349949598312378,1.612020492553711,51645,0.05048114061355591,-3.3553285598754883,-3.349949598312378,1.6156365871429443,-0.0
51765,161,5.87,320,5.87,8860,0.039590941121180855,0.001,-3.1709677378336587,-3.0296647548675537,1.7293063402175903,51667,0.028336763381958008,-3.1709677378336587,-3.0296647548675537,1.675903042157491,-0.0
51789,161,5.87,320,5.87,8864,0.04651511770983537,0.001,-3.26065731048584,-3.167788028717041,1.6856333017349243,51691,0.05627041682600975,-3.26065731048584,-3.167788028717041,1.6507091919581096,-0.0
51813,161,5.87,321,5.87,8868,0.046457200621565185,0.001,-3.3133815129597983,-3.269740104675293,1.6630749702453613,51715,0.03637825697660446,-3.3133815129597983,-3.269740104675293,1.6264589230219524,-0.0
51835,161,5.85,321,5.85,8872,0.04853207617998123,0.001,-3.2412031491597495,-3.1149754524230957,1.7416714429855347,51738,0.055156901478767395,-3.2412031491597495,-3.1149754524230957,1.6560853719711304,-0.0
51858,161,5.85,321,5.85,8876,0.051613060757517815,0.001,-3.2385340531667075,-3.396998405456543,1.5982924699783325,51760,0.057090457528829575,-3.2385340531667075,-3.396998405456543,1.638768196105957,-0.0
51881,161,5.84,321,5.84,8880,0.04772540678580602,0.001,-3.2327332496643066,-3.4647719860076904,1.5619966983795166,51784,0.04321764409542084,-3.2327332496643066,-3.4647719860076904,1.6420857508977253,-0.0
51904,161,5.84,321,5.84,8884,0.04463470292588075,0.001,-3.3682435353597007,-3.3588531017303467,1.6085766553878784,51807,0.041276659816503525,-3.3682435353597007,-3.3588531017303467,1.6067779858907063,-0.0
51926,161,5.82,321,5.82,8888,0.04987532707552115,0.001,-3.365476051966349,-3.4074108600616455,1.5676079988479614,51829,0.07677602767944336,-3.365476051966349,-3.4074108600616455,1.5754013458887737,-0.0
51947,161,5.79,321,5.79,8892,0.04652872532606125,0.001,-3.2744945685068765,-3.252777576446533,1.6610459089279175,51850,0.040580056607723236,-3.2744945685068765,-3.252777576446533,1.6446053981781006,-0.0
51969,161,5.78,322,5.78,8896,0.03552099727094173,0.001,-3.2038575410842896,-3.3434343338012695,1.5918244123458862,51871,0.03502826765179634,-3.2038575410842896,-3.3434343338012695,1.648349106311798,-0.0
51993,161,5.78,322,5.78,8900,0.04594793133437634,0.001,-3.4258936643600464,-3.387321710586548,1.645595669746399,51895,0.06643442809581757,-3.4258936643600464,-3.387321710586548,1.614489734172821,-0.0
52017,161,5.79,322,5.79,8904,0.048416655510663986,0.001,-3.299740711847941,-3.4489643573760986,1.5588631629943848,51919,0.03879933804273605,-3.299740711847941,-3.4489643573760986,1.623201807339986,-0.0
52040,161,5.78,322,5.78,8908,0.04461153534551462,0.001,-3.31454070409139,-3.571970224380493,1.4775267839431763,51942,0.03887930512428284,-3.31454070409139,-3.571970224380493,1.615233023961385,-0.0
52063,161,5.78,322,5.78,8912,0.04297066852450371,0.001,-3.399589935938517,-3.544707775115967,1.5002269744873047,51965,0.04792163521051407,-3.399589935938517,-3.544707775115967,1.5563453833262126,-0.0
52086,161,5.78,322,5.78,8916,0.040020386874675754,0.001,-3.1069305737813315,-3.292318105697632,1.6710119247436523,51988,0.036801524460315704,-3.1069305737813315,-3.292318105697632,1.726542631785075,-0.0
52109,161,5.77,322,5.77,8920,0.05358480910460154,0.001,-3.3296959400177,-3.3913590908050537,1.5883467197418213,52011,0.04485534876585007,-3.3296959400177,-3.3913590908050537,1.624644120534261,-0.0
52131,161,5.75,323,5.75,8924,0.04669656231999397,0.001,-3.163654327392578,-3.409634590148926,1.5492663383483887,52034,0.042937032878398895,-3.163654327392578,-3.409634590148926,1.6642427841822307,-0.0
52155,161,5.75,323,5.75,8928,0.03917021118104458,0.001,-3.134793440500895,-3.093095302581787,1.6947650909423828,52057,0.04473809897899628,-3.134793440500895,-3.093095302581787,1.6863195896148682,-0.0
52179,161,5.75,323,5.75,8932,0.05028188414871693,0.001,-3.2631071408589682,-3.059536933898926,1.6956428289413452,52081,0.054674841463565826,-3.2631071408589682,-3.059536933898926,1.6607937415440877,-0.0
52202,161,5.75,323,5.75,8936,0.05074364989995957,0.001,-3.579182227452596,-3.928370952606201,1.4242655038833618,52104,0.06038430333137512,-3.579182227452596,-3.928370952606201,1.4987008571624756,-0.0
52226,161,5.77,323,5.77,8940,0.04367015945414702,0.001,-3.3344443639119468,-3.3976171016693115,1.5476731061935425,52128,0.02664521336555481,-3.3344443639119468,-3.3976171016693115,1.602343241373698,-0.0
52249,161,5.76,323,5.76,8944,0.04383465958138307,0.001,-3.218879302342733,-3.203650951385498,1.6622072458267212,52151,0.04266916215419769,-3.218879302342733,-3.203650951385498,1.6613572041193645,-0.0
52273,161,5.76,323,5.76,8948,0.04595872883995374,0.001,-3.2596848011016846,-3.384131669998169,1.5371289253234863,52175,0.03940644860267639,-3.2596848011016846,-3.384131669998169,1.6008554697036743,-0.0
52297,161,5.77,324,5.77,8952,0.040229021882017456,0.001,-3.306110064188639,-3.249049663543701,1.6500792503356934,52199,0.02589905634522438,-3.306110064188639,-3.249049663543701,1.634845534960429,-0.0
52321,161,5.79,324,5.79,8956,0.041340834771593414,0.001,-3.517623504002889,-3.4137837886810303,1.5862226486206055,52223,0.04712460935115814,-3.517623504002889,-3.4137837886810303,1.5526944398880005,-0.0
52344,161,5.79,324,5.79,8960,0.03750077933073044,0.001,-3.2194981575012207,-3.0415337085723877,1.7235878705978394,52246,0.04462641477584839,-3.2194981575012207,-3.0415337085723877,1.6603635152180989,-0.0
52367,161,5.78,324,5.78,8964,0.03844703330347935,0.001,-3.277578512827555,-3.2106103897094727,1.6954824924468994,52269,0.04193893074989319,-3.277578512827555,-3.2106103897094727,1.6431702772776287,-0.0
52389,161,5.76,324,5.76,8968,0.04248869139701128,0.001,-3.2610361576080322,-3.2155985832214355,1.6538070440292358,52291,0.03884783387184143,-3.2610361576080322,-3.2155985832214355,1.6226378281911213,-0.0
52411,161,5.76,324,5.76,8972,0.041366652399301526,0.001,-3.355557998021444,-3.5230228900909424,1.5434294939041138,52314,0.046255551278591156,-3.355557998021444,-3.5230228900909424,1.5713222821553547,-0.0
52435,161,5.77,324,5.77,8976,0.03959068159262339,0.001,-3.25680144627889,-3.3103420734405518,1.615319013595581,52337,0.056477613747119904,-3.25680144627889,-3.3103420734405518,1.6261339982350667,-0.0
52459,161,5.78,325,5.78,8980,0.04241202833751837,0.001,-3.2524057229359946,-3.4192326068878174,1.6357978582382202,52361,0.037861958146095276,-3.2524057229359946,-3.4192326068878174,1.6651383638381958,-0.0
52482,161,5.78,325,5.78,8984,0.043445263803005216,0.001,-3.378042300542196,-3.442617416381836,1.5975921154022217,52384,0.051873210817575455,-3.378042300542196,-3.442617416381836,1.603406310081482,-0.0
52506,161,5.8,325,5.8,8988,0.03791531485815843,0.001,-3.3480634689331055,-3.386249303817749,1.615950107574463,52408,0.059878911823034286,-3.3480634689331055,-3.386249303817749,1.6045234600702922,-0.0
