time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/actor_loss,train/MSE_loss,train/learning_rate,train/critic_los,train/loss,train/RL_loss,train/n_updates,train/critic_loss,train/ent_coef,train/Main_losses,train/ent_coef_loss,train/Beta,train/MSE_losses
456,500.0,500.0,154362,1688,91,-97.54682159423828,0.5332667827606201,0.001,0.19167819619178772,-97.54682159423828,-97.54682159423828,154261,0.19167819619178772,0.006729024462401867,-97.54682159423828,0.8973100185394287,-0.0,0.5332667827606201
460,500.0,500.0,156362,1710,91,-96.58180236816406,0.5811752080917358,0.001,0.7291054725646973,-96.58180236816406,-96.58180236816406,156261,0.7291054725646973,0.019939761608839035,-96.58180236816406,0.9660933017730713,-0.0,0.5811752080917358
464,500.0,500.0,158362,1732,91,-97.21305847167969,0.5124514102935791,0.001,0.029767505824565887,-97.21305847167969,-97.21305847167969,158261,0.029767505824565887,0.016838056966662407,-97.21305847167969,0.572517454624176,-0.0,0.5124514102935791
468,500.0,500.0,160362,1754,91,-100.40443420410156,0.39921650290489197,0.001,0.318729043006897,-100.40443420410156,-100.40443420410156,160261,0.318729043006897,0.016505736857652664,-100.40443420410156,-1.4863770008087158,-0.0,0.39921650290489197
472,500.0,500.0,162362,1776,91,-100.76365661621094,0.255947083234787,0.001,0.07508231699466705,-100.76365661621094,-100.76365661621094,162261,0.07508231699466705,0.005404237192124128,-100.76365661621094,-1.280070424079895,-0.0,0.255947083234787
476,497.91,497.91,164153,1795,91,-99.73594665527344,0.2802245616912842,0.001,0.12128663063049316,-99.73594665527344,-99.73594665527344,164052,0.12128663063049316,0.004752298817038536,-99.73594665527344,-1.077233076095581,-0.0,0.2802245616912842
480,497.91,497.91,166153,1817,91,-100.04225158691406,0.26162949204444885,0.001,0.07150518894195557,-100.04225158691406,-100.04225158691406,166052,0.07150518894195557,0.008498802781105042,-100.04225158691406,-1.480201244354248,-0.0,0.26162949204444885
484,497.91,497.91,168153,1838,91,-100.31169128417969,0.32371556758880615,0.001,0.18810194730758667,-100.31169128417969,-100.31169128417969,168052,0.18810194730758667,0.008408457040786743,-100.31169128417969,0.9437086582183838,-0.0,0.32371556758880615
488,497.91,497.91,170153,1860,91,-98.01570892333984,0.36991602182388306,0.001,2.3405961990356445,-98.01570892333984,-98.01570892333984,170052,2.3405961990356445,0.00815572775900364,-98.01570892333984,0.3336206078529358,-0.0,0.36991602182388306
492,497.91,497.91,172153,1882,91,-99.94426727294922,0.4406406581401825,0.001,1.9093761444091797,-99.94426727294922,-99.94426727294922,172052,1.9093761444091797,0.0065262652933597565,-99.94426727294922,0.9306478500366211,-0.0,0.4406406581401825
496,497.91,497.91,174153,1904,91,-100.7057113647461,0.46786224842071533,0.001,0.06607396900653839,-100.7057113647461,-100.7057113647461,174052,0.06607396900653839,0.006479128263890743,-100.7057113647461,0.3542425036430359,-0.0,0.46786224842071533
500,497.91,497.91,176153,1926,91,-100.84962463378906,0.38757190108299255,0.001,0.0300397090613842,-100.84962463378906,-100.84962463378906,176052,0.0300397090613842,0.005252998787909746,-100.84962463378906,-0.8067569136619568,-0.0,0.38757190108299255
504,497.91,497.91,178153,1947,91,-100.92398834228516,0.37414315342903137,0.001,0.03802870213985443,-100.92398834228516,-100.92398834228516,178052,0.03802870213985443,0.008534431457519531,-100.92398834228516,0.034213535487651825,-0.0,0.37414315342903137
508,497.38,497.38,180100,1969,91,-100.69428253173828,0.36103442311286926,0.001,2.0512168407440186,-100.69428253173828,-100.69428253173828,179999,2.0512168407440186,0.0063727074302732944,-100.69428253173828,-0.20472471415996552,-0.0,0.36103442311286926
512,497.38,497.38,182100,1990,91,-99.16716003417969,0.40503787994384766,0.001,0.031317610293626785,-99.16716003417969,-99.16716003417969,181999,0.031317610293626785,0.006019264925271273,-99.16716003417969,0.3712459206581116,-0.0,0.40503787994384766
516,497.38,497.38,184100,2012,91,-100.87744140625,0.4312373399734497,0.001,0.27360308170318604,-100.87744140625,-100.87744140625,183999,0.27360308170318604,0.004780021030455828,-100.87744140625,0.14169040322303772,-0.0,0.4312373399734497
520,497.38,497.38,186100,2034,91,-99.64807891845703,0.26100847125053406,0.001,0.02682144194841385,-99.64807891845703,-99.64807891845703,185999,0.02682144194841385,0.004554523155093193,-99.64807891845703,-0.0508294403553009,-0.0,0.26100847125053406
524,497.38,497.38,188100,2055,91,-99.42347717285156,0.253277987241745,0.001,0.040357254445552826,-99.42347717285156,-99.42347717285156,187999,0.040357254445552826,0.004867080133408308,-99.42347717285156,0.8477989435195923,-0.0,0.253277987241745
528,497.38,497.38,190100,2077,91,-98.62973022460938,0.22894737124443054,0.001,0.0828622579574585,-98.62973022460938,-98.62973022460938,189999,0.0828622579574585,0.005019461270421743,-98.62973022460938,-0.5064639449119568,-0.0,0.22894737124443054
532,497.38,497.38,192100,2098,91,-99.42411041259766,0.22674262523651123,0.001,0.15874169766902924,-99.42411041259766,-99.42411041259766,191999,0.15874169766902924,0.0035043826792389154,-99.42411041259766,1.047614336013794,-0.0,0.22674262523651123
536,497.38,497.38,194100,2120,91,-98.83301544189453,0.1599823236465454,0.001,0.022970490157604218,-98.83301544189453,-98.83301544189453,193999,0.022970490157604218,0.0026353788562119007,-98.83301544189453,0.28572630882263184,-0.0,0.1599823236465454
540,497.38,497.38,196100,2141,91,-98.58332824707031,0.5857986211776733,0.001,0.6489615440368652,-98.58332824707031,-98.58332824707031,195999,0.6489615440368652,0.002865508198738098,-98.58332824707031,2.6329259872436523,-0.0,0.5857986211776733
544,497.38,497.38,198100,2163,91,-98.13249206542969,0.17671753466129303,0.001,0.019045257940888405,-98.13249206542969,-98.13249206542969,197999,0.019045257940888405,0.00323892617598176,-98.13249206542969,-0.3007217049598694,-0.0,0.17671753466129303
548,497.38,497.38,200100,2184,91,-100.13568115234375,0.27247780561447144,0.001,0.01771664246916771,-100.13568115234375,-100.13568115234375,199999,0.01771664246916771,0.00784452073276043,-100.13568115234375,-1.0906589031219482,-0.0,0.27247780561447144
552,497.38,497.38,202100,2205,91,-99.87571716308594,0.35224649310112,0.001,3.6213386058807373,-99.87571716308594,-99.87571716308594,201999,3.6213386058807373,0.005042910110205412,-99.87571716308594,1.9496909379959106,-0.0,0.35224649310112
556,486.52,486.52,203014,2215,91,-101.1142349243164,0.35715413093566895,0.001,0.06460344791412354,-101.1142349243164,-101.1142349243164,202913,0.06460344791412354,0.008411649614572525,-101.1142349243164,1.4864997863769531,-0.0,0.35715413093566895
560,470.69,470.69,203431,2219,91,-100.48760986328125,0.33955076336860657,0.001,0.2124536782503128,-100.48760986328125,-100.48760986328125,203330,0.2124536782503128,0.010473893955349922,-100.48760986328125,0.2927842438220978,-0.0,0.33955076336860657
564,453.98,453.98,203760,2223,91,-100.19746398925781,0.3636572062969208,0.001,0.06188433617353439,-100.19746398925781,-100.19746398925781,203659,0.06188433617353439,0.011953791603446007,-100.19746398925781,-0.6118471026420593,-0.0,0.3636572062969208
568,437.8,437.8,204142,2227,91,-100.77497863769531,0.6268710494041443,0.001,1.8579599857330322,-100.77497863769531,-100.77497863769531,204041,1.8579599857330322,0.016483571380376816,-100.77497863769531,1.9332919120788574,-0.0,0.6268710494041443
572,421.64,421.64,204526,2231,91,-101.57554626464844,0.6990805864334106,0.001,1.0162333250045776,-101.57554626464844,-101.57554626464844,204425,1.0162333250045776,0.0208494383841753,-101.57554626464844,0.3625074028968811,-0.0,0.6990805864334106
576,407.57,407.57,204910,2235,91,-102.23220825195312,0.6030369400978088,0.001,0.0908442884683609,-102.23220825195312,-102.23220825195312,204809,0.0908442884683609,0.02571224234998226,-102.23220825195312,-0.21204790472984314,-0.0,0.6030369400978088
580,391.67,391.67,205320,2240,91,-102.0522232055664,0.6488960981369019,0.001,0.03974059969186783,-102.0522232055664,-102.0522232055664,205219,0.03974059969186783,0.02773195691406727,-102.0522232055664,0.15497539937496185,-0.0,0.6488960981369019
584,376.11,376.11,205764,2244,91,-101.60494232177734,0.6684500575065613,0.001,0.09883297234773636,-101.60494232177734,-101.60494232177734,205663,0.09883297234773636,0.023684680461883545,-101.60494232177734,0.558318018913269,-0.0,0.6684500575065613
588,360.43,360.43,206196,2249,91,-102.164306640625,0.5899827480316162,0.001,0.08916983008384705,-102.164306640625,-102.164306640625,206095,0.08916983008384705,0.02785417065024376,-102.164306640625,-0.2503511309623718,-0.0,0.5899827480316162
592,345.03,345.03,206656,2254,91,-101.29832458496094,0.5475074052810669,0.001,0.03738442808389664,-101.29832458496094,-101.29832458496094,206555,0.03738442808389664,0.023845236748456955,-101.29832458496094,-0.9461877942085266,-0.0,0.5475074052810669
596,329.66,329.66,207119,2259,91,-102.46634674072266,0.6047697067260742,0.001,0.05858265236020088,-102.46634674072266,-102.46634674072266,207018,0.05858265236020088,0.019527990370988846,-102.46634674072266,0.416978657245636,-0.0,0.6047697067260742
600,313.95,313.95,207548,2263,91,-102.63027954101562,0.6955929398536682,0.001,0.07790915668010712,-102.63027954101562,-102.63027954101562,207447,0.07790915668010712,0.026904279366135597,-102.63027954101562,1.473881483078003,-0.0,0.6955929398536682
604,298.47,298.47,208000,2268,91,-103.987060546875,0.6777359247207642,0.001,0.24711565673351288,-103.987060546875,-103.987060546875,207899,0.24711565673351288,0.035143714398145676,-103.987060546875,0.7126588821411133,-0.0,0.6777359247207642
608,284.34,284.34,208534,2274,91,-101.79764556884766,0.5717711448669434,0.001,0.20150576531887054,-101.79764556884766,-101.79764556884766,208433,0.20150576531887054,0.02177204005420208,-101.79764556884766,-0.6283140182495117,-0.0,0.5717711448669434
612,274.34,274.34,209534,2285,91,-102.1454086303711,0.5148611664772034,0.001,0.11847290396690369,-102.1454086303711,-102.1454086303711,209433,0.11847290396690369,0.026514576748013496,-102.1454086303711,-1.0756049156188965,-0.0,0.5148611664772034
616,268.67,268.67,210967,2300,91,-101.20364379882812,0.7014506459236145,0.001,0.05638504773378372,-101.20364379882812,-101.20364379882812,210866,0.05638504773378372,0.02262074127793312,-101.20364379882812,3.100064754486084,-0.0,0.7014506459236145
620,268.67,268.67,212967,2322,91,-103.53108215332031,0.3431077003479004,0.001,0.1577969640493393,-103.53108215332031,-103.53108215332031,212866,0.1577969640493393,0.011351007036864758,-103.53108215332031,-2.6735055446624756,-0.0,0.3431077003479004
624,264.36,264.36,214536,2338,91,-102.61153411865234,0.5821920037269592,0.001,0.47557732462882996,-102.61153411865234,-102.61153411865234,214435,0.47557732462882996,0.006316957995295525,-102.61153411865234,0.18426629900932312,-0.0,0.5821920037269592
628,264.36,264.36,216536,2360,91,-99.81526184082031,0.4941862225532532,0.001,0.0987992137670517,-99.81526184082031,-99.81526184082031,216435,0.0987992137670517,0.006526208948343992,-99.81526184082031,-0.5970051884651184,-0.0,0.4941862225532532
632,264.36,264.36,218536,2381,91,-100.93281555175781,0.31119072437286377,0.001,0.3741650879383087,-100.93281555175781,-100.93281555175781,218435,0.3741650879383087,0.0030917515978217125,-100.93281555175781,-0.4015839695930481,-0.0,0.31119072437286377
636,264.36,264.36,220536,2403,91,-99.98558807373047,0.18412670493125916,0.001,0.018958890810608864,-99.98558807373047,-99.98558807373047,220435,0.018958890810608864,0.0026691649109125137,-99.98558807373047,-0.7134456634521484,-0.0,0.18412670493125916
640,264.36,264.36,222536,2424,91,-100.19425964355469,0.17898818850517273,0.001,0.3396591544151306,-100.19425964355469,-100.19425964355469,222435,0.3396591544151306,0.0028940164484083652,-100.19425964355469,-1.8061341047286987,-0.0,0.17898818850517273
644,264.36,264.36,224536,2446,91,-100.11723327636719,0.24288012087345123,0.001,0.3454052209854126,-100.11723327636719,-100.11723327636719,224435,0.3454052209854126,0.002410745481029153,-100.11723327636719,0.5475626587867737,-0.0,0.24288012087345123
648,260.68,260.68,226168,2463,91,-99.69979858398438,0.27270814776420593,0.001,2.1987533569335938,-99.69979858398438,-99.69979858398438,226067,2.1987533569335938,0.002872178331017494,-99.69979858398438,-0.5380572080612183,-0.0,0.27270814776420593
652,257.52,257.52,227852,2481,91,-100.63581848144531,0.21082749962806702,0.001,0.09165512770414352,-100.63581848144531,-100.63581848144531,227751,0.09165512770414352,0.004395860247313976,-100.63581848144531,-2.099289894104004,-0.0,0.21082749962806702
656,268.38,268.38,229852,2502,91,-99.02851867675781,0.24709448218345642,0.001,0.05304540693759918,-99.02851867675781,-99.02851867675781,229751,0.05304540693759918,0.0022061148192733526,-99.02851867675781,0.775968611240387,-0.0,0.24709448218345642
660,284.21,284.21,231852,2524,91,-99.53377532958984,0.1940053105354309,0.001,0.048708412796258926,-99.53377532958984,-99.53377532958984,231751,0.048708412796258926,0.003168761031702161,-99.53377532958984,-0.3214293122291565,-0.0,0.1940053105354309
664,300.92,300.92,233852,2545,91,-97.15961456298828,0.17624934017658234,0.001,0.045628003776073456,-97.15961456298828,-97.15961456298828,233751,0.045628003776073456,0.003095742082223296,-97.15961456298828,0.8793495893478394,-0.0,0.17624934017658234
668,317.1,317.1,235852,2566,91,-99.36811828613281,0.10992882400751114,0.001,0.043099723756313324,-99.36811828613281,-99.36811828613281,235751,0.043099723756313324,0.004682301543653011,-99.36811828613281,-0.38198578357696533,-0.0,0.10992882400751114
672,330.76,330.76,237602,2585,91,-97.76058197021484,0.18485434353351593,0.001,0.11277090013027191,-97.76058197021484,-97.76058197021484,237501,0.11277090013027191,0.002257528016343713,-97.76058197021484,0.7295198440551758,-0.0,0.18485434353351593
676,346.92,346.92,239602,2606,91,-98.86061096191406,0.13950294256210327,0.001,0.15987752377986908,-98.86061096191406,-98.86061096191406,239501,0.15987752377986908,0.0032851004507392645,-98.86061096191406,1.4321435689926147,-0.0,0.13950294256210327
680,362.82,362.82,241602,2628,91,-98.34825134277344,0.15606802701950073,0.001,0.013956863433122635,-98.34825134277344,-98.34825134277344,241501,0.013956863433122635,0.003104024101048708,-98.34825134277344,-0.567579448223114,-0.0,0.15606802701950073
684,378.38,378.38,243602,2649,91,-98.39563751220703,0.1510525941848755,0.001,0.03955523669719696,-98.39563751220703,-98.39563751220703,243501,0.03955523669719696,0.003613976063206792,-98.39563751220703,1.573084831237793,-0.0,0.1510525941848755
688,394.06,394.06,245602,2671,91,-97.73243713378906,0.1402726173400879,0.001,0.01420714519917965,-97.73243713378906,-97.73243713378906,245501,0.01420714519917965,0.003317674156278372,-97.73243713378906,-0.4160773754119873,-0.0,0.1402726173400879
692,409.46,409.46,247602,2692,91,-96.07368469238281,0.29605960845947266,0.001,0.0402931310236454,-96.07368469238281,-96.07368469238281,247501,0.0402931310236454,0.002743851626291871,-96.07368469238281,0.37087151408195496,-0.0,0.29605960845947266
696,419.49,419.49,249068,2708,91,-97.13136291503906,0.21444153785705566,0.001,0.1513013243675232,-97.13136291503906,-97.13136291503906,248967,0.1513013243675232,0.0026743104681372643,-97.13136291503906,-1.2214192152023315,-0.0,0.21444153785705566
700,431.93,431.93,250741,2726,91,-97.23226928710938,0.20081819593906403,0.001,0.10843601077795029,-97.23226928710938,-97.23226928710938,250640,0.10843601077795029,0.0030882933642715216,-97.23226928710938,0.4836224317550659,-0.0,0.20081819593906403
704,442.76,442.76,252276,2742,91,-97.13165283203125,0.2822534739971161,0.001,0.08649535477161407,-97.13165283203125,-97.13165283203125,252175,0.08649535477161407,0.0030712937004864216,-97.13165283203125,1.6682915687561035,-0.0,0.2822534739971161
708,453.04,453.04,253838,2759,91,-98.95464324951172,0.18128108978271484,0.001,0.18543928861618042,-98.95464324951172,-98.95464324951172,253737,0.18543928861618042,0.0028916560113430023,-98.95464324951172,-0.8595501780509949,-0.0,0.18128108978271484
712,451.01,451.01,254635,2768,91,-98.04771423339844,0.15143688023090363,0.001,0.2235259860754013,-98.04771423339844,-98.04771423339844,254534,0.2235259860754013,0.0037519370671361685,-98.04771423339844,0.15189775824546814,-0.0,0.15143688023090363
716,453.07,453.07,256274,2785,91,-96.90284729003906,0.16186711192131042,0.001,0.05990224331617355,-96.90284729003906,-96.90284729003906,256173,0.05990224331617355,0.003817115444689989,-96.90284729003906,0.5024564862251282,-0.0,0.16186711192131042
720,453.07,453.07,258274,2807,92,-97.36267852783203,0.3728496730327606,0.001,0.0782591849565506,-97.36267852783203,-97.36267852783203,258173,0.0782591849565506,0.0044044856913387775,-97.36267852783203,0.027121275663375854,-0.0,0.3728496730327606
724,457.38,457.38,260274,2828,92,-96.54047393798828,0.3997170031070709,0.001,0.13665547966957092,-96.54047393798828,-96.54047393798828,260173,0.13665547966957092,0.004118531942367554,-96.54047393798828,0.2956880033016205,-0.0,0.3997170031070709
728,457.11,457.11,262247,2849,92,-96.73411560058594,0.31373974680900574,0.001,0.745509684085846,-96.73411560058594,-96.73411560058594,262146,0.745509684085846,0.002229344565421343,-96.73411560058594,0.5102672576904297,-0.0,0.31373974680900574
732,457.11,457.11,264247,2871,92,-98.5993881225586,0.2959821820259094,0.001,0.07534880191087723,-98.5993881225586,-98.5993881225586,264146,0.07534880191087723,0.003595649031922221,-98.5993881225586,-1.0406626462936401,-0.0,0.2959821820259094
736,457.11,457.11,266247,2892,92,-95.77706909179688,0.3698591887950897,0.001,12.281497955322266,-95.77706909179688,-95.77706909179688,266146,12.281497955322266,0.0021772044710814953,-95.77706909179688,1.971360683441162,-0.0,0.3698591887950897
740,457.11,457.11,268247,2913,92,-99.54277038574219,0.49625128507614136,0.001,0.06497278809547424,-99.54277038574219,-99.54277038574219,268146,0.06497278809547424,0.011572820134460926,-99.54277038574219,-0.2534424364566803,-0.0,0.49625128507614136
744,457.11,457.11,270247,2935,92,-96.89039611816406,0.492933988571167,0.001,0.05639204382896423,-96.89039611816406,-96.89039611816406,270146,0.05639204382896423,0.00804577674716711,-96.89039611816406,0.1308445781469345,-0.0,0.492933988571167
748,460.79,460.79,272247,2956,92,-99.01020050048828,0.7386981844902039,0.001,0.18489784002304077,-99.01020050048828,-99.01020050048828,272146,0.18489784002304077,0.011981548741459846,-99.01020050048828,3.308076858520508,-0.0,0.7386981844902039
752,463.95,463.95,274247,2978,92,-100.15988159179688,0.5884264707565308,0.001,0.1908257156610489,-100.15988159179688,-100.15988159179688,274146,0.1908257156610489,0.017238782718777657,-100.15988159179688,0.5200742483139038,-0.0,0.5884264707565308
756,463.95,463.95,276247,2999,92,-100.43413543701172,0.5334218740463257,0.001,0.06072528287768364,-100.43413543701172,-100.43413543701172,276146,0.06072528287768364,0.038674838840961456,-100.43413543701172,-0.4177969992160797,-0.0,0.5334218740463257
760,463.95,463.95,278247,3021,92,-101.0361328125,0.5479161739349365,0.001,0.029612194746732712,-101.0361328125,-101.0361328125,278146,0.029612194746732712,0.015528390184044838,-101.0361328125,0.12391690909862518,-0.0,0.5479161739349365
764,463.95,463.95,280247,3042,92,-102.12510681152344,0.27257996797561646,0.001,0.13247837126255035,-102.12510681152344,-102.12510681152344,280146,0.13247837126255035,0.007682617288082838,-102.12510681152344,-0.44180765748023987,-0.0,0.27257996797561646
768,463.95,463.95,282247,3064,92,-101.18617248535156,0.20883357524871826,0.001,0.028920555487275124,-101.18617248535156,-101.18617248535156,282146,0.028920555487275124,0.0037390508223325014,-101.18617248535156,-0.4907494783401489,-0.0,0.20883357524871826
772,466.45,466.45,284247,3085,92,-100.4156494140625,0.2700684666633606,0.001,0.02394156903028488,-100.4156494140625,-100.4156494140625,284146,0.02394156903028488,0.0043507893569767475,-100.4156494140625,0.6912168860435486,-0.0,0.2700684666633606
776,466.45,466.45,286247,3107,92,-100.0974349975586,0.37167447805404663,0.001,0.15857470035552979,-100.0974349975586,-100.0974349975586,286146,0.15857470035552979,0.00665512029081583,-100.0974349975586,0.7120093107223511,-0.0,0.37167447805404663
780,466.45,466.45,288247,3128,92,-102.1590576171875,0.468182235956192,0.001,0.050794344395399094,-102.1590576171875,-102.1590576171875,288146,0.050794344395399094,0.009080730378627777,-102.1590576171875,-1.1052254438400269,-0.0,0.468182235956192
784,466.45,466.45,290247,3149,92,-99.18974304199219,0.29008013010025024,0.001,0.020746605470776558,-99.18974304199219,-99.18974304199219,290146,0.020746605470776558,0.004671672824770212,-99.18974304199219,-0.013226479291915894,-0.0,0.29008013010025024
788,466.45,466.45,292247,3171,92,-100.5426254272461,0.2835996150970459,0.001,0.01747135818004608,-100.5426254272461,-100.5426254272461,292146,0.01747135818004608,0.004558990243822336,-100.5426254272461,-0.6756038665771484,-0.0,0.2835996150970459
792,466.45,466.45,294247,3192,92,-100.39744567871094,0.3472435176372528,0.001,0.23015740513801575,-100.39744567871094,-100.39744567871094,294146,0.23015740513801575,0.004519016947597265,-100.39744567871094,-0.7176641821861267,-0.0,0.3472435176372528
796,471.79,471.79,296247,3213,92,-99.83976745605469,0.22227007150650024,0.001,0.3218931555747986,-99.83976745605469,-99.83976745605469,296146,0.3218931555747986,0.0033659804612398148,-99.83976745605469,-0.25504833459854126,-0.0,0.22227007150650024
800,475.06,475.06,298247,3235,92,-100.19673919677734,0.30666854977607727,0.001,0.061850208789110184,-100.19673919677734,-100.19673919677734,298146,0.061850208789110184,0.0084614809602499,-100.19673919677734,-0.457444965839386,-0.0,0.30666854977607727
