time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/actor_loss,train/MSE_loss,train/learning_rate,train/critic_los,train/loss,train/RL_loss,train/n_updates,train/critic_loss,train/ent_coef,train/Main_losses,train/ent_coef_loss,train/Beta,train/MSE_losses
104,107.28,107.28,10829,119,90,-37.14903259277344,0.3660852909088135,0.001,0.19348829984664917,-37.14903259277344,-37.14903259277344,10728,0.19348829984664917,0.012148690409958363,-37.14903259277344,-0.8679192662239075,-0.0,0.3660852909088135
108,111.84,111.84,11348,124,90,-38.679203033447266,0.36396801471710205,0.001,1.0961135625839233,-38.679203033447266,-38.679203033447266,11247,1.0961135625839233,0.01322377473115921,-38.679203033447266,-0.3200185298919678,-0.0,0.36396801471710205
112,115.1,115.1,11746,129,90,-38.768287658691406,0.40071743726730347,0.001,0.12056345492601395,-38.768287658691406,-38.768287658691406,11645,0.12056345492601395,0.014751624315977097,-38.768287658691406,0.11807924509048462,-0.0,0.40071743726730347
116,118.41,118.41,12141,133,90,-39.54271697998047,0.4010394811630249,0.001,0.2085447460412979,-39.54271697998047,-39.54271697998047,12040,0.2085447460412979,0.018798954784870148,-39.54271697998047,-0.832091212272644,-0.0,0.4010394811630249
120,122.34,122.34,12619,138,90,-38.87518310546875,0.370048463344574,0.001,0.30224117636680603,-38.87518310546875,-38.87518310546875,12518,0.30224117636680603,0.014490755274891853,-38.87518310546875,-0.5462865233421326,-0.0,0.370048463344574
124,127.57,127.57,13210,145,90,-38.485801696777344,0.32721471786499023,0.001,0.17952458560466766,-38.485801696777344,-38.485801696777344,13109,0.17952458560466766,0.01010162103921175,-38.485801696777344,0.5785312056541443,-0.0,0.32721471786499023
128,131.78,131.78,13706,150,90,-42.142765045166016,0.2994694113731384,0.001,0.5826025605201721,-42.142765045166016,-42.142765045166016,13605,0.5826025605201721,0.010206158272922039,-42.142765045166016,0.1465550810098648,-0.0,0.2994694113731384
132,136.05,136.05,14200,156,90,-42.40386199951172,0.2740176320075989,0.001,0.15276125073432922,-42.40386199951172,-42.40386199951172,14099,0.15276125073432922,0.01043729018419981,-42.40386199951172,-0.09846243262290955,-0.0,0.2740176320075989
136,140.1,140.1,14663,161,90,-40.927452087402344,0.2510915994644165,0.001,0.09091120958328247,-40.927452087402344,-40.927452087402344,14562,0.09091120958328247,0.012041302397847176,-40.927452087402344,0.23450961709022522,-0.0,0.2510915994644165
140,141.24,141.24,15104,166,90,-41.38994216918945,0.28333187103271484,0.001,0.16009078919887543,-41.38994216918945,-41.38994216918945,15003,0.16009078919887543,0.014585026539862156,-41.38994216918945,0.7989853620529175,-0.0,0.28333187103271484
144,141.03,141.03,15542,171,90,-41.98149108886719,0.3298060894012451,0.001,0.14501111209392548,-41.98149108886719,-41.98149108886719,15441,0.14501111209392548,0.015155465342104435,-41.98149108886719,-0.10397079586982727,-0.0,0.3298060894012451
148,136.97,136.97,15872,174,90,-44.676971435546875,0.32126584649086,0.001,0.41006600856781006,-44.676971435546875,-44.676971435546875,15771,0.41006600856781006,0.016873013228178024,-44.676971435546875,-0.16096441447734833,-0.0,0.32126584649086
152,132.7,132.7,16130,177,90,-42.31984329223633,0.28929078578948975,0.001,0.1573617309331894,-42.31984329223633,-42.31984329223633,16029,0.1573617309331894,0.01584444008767605,-42.31984329223633,0.41973191499710083,-0.0,0.28929078578948975
156,131.21,131.21,16638,183,90,-43.231746673583984,0.32013967633247375,0.001,0.17759114503860474,-43.231746673583984,-43.231746673583984,16537,0.17759114503860474,0.01690557971596718,-43.231746673583984,-1.4173436164855957,-0.0,0.32013967633247375
160,131.84,131.84,17410,191,90,-45.25276184082031,0.2279558628797531,0.001,0.2266322672367096,-45.25276184082031,-45.25276184082031,17309,0.2266322672367096,0.01967967301607132,-45.25276184082031,0.07436607778072357,-0.0,0.2279558628797531
164,135.35,135.35,18584,204,90,-45.666744232177734,0.28645461797714233,0.001,1.0740231275558472,-45.666744232177734,-45.666744232177734,18483,1.0740231275558472,0.02172154001891613,-45.666744232177734,-0.35424330830574036,-0.0,0.28645461797714233
168,139.28,139.28,19670,216,90,-47.7742805480957,0.2146562933921814,0.001,8.178176879882812,-47.7742805480957,-47.7742805480957,19569,8.178176879882812,0.02064787782728672,-47.7742805480957,-1.5618233680725098,-0.0,0.2146562933921814
172,142.24,142.24,20541,226,90,-45.820858001708984,0.23414404690265656,0.001,0.15330693125724792,-45.820858001708984,-45.820858001708984,20440,0.15330693125724792,0.02137637883424759,-45.820858001708984,0.5435832738876343,-0.0,0.23414404690265656
176,145.03,145.03,21503,237,90,-48.36311721801758,0.3220241963863373,0.001,0.07889194041490555,-48.36311721801758,-48.36311721801758,21402,0.07889194041490555,0.020247802138328552,-48.36311721801758,-0.8467808961868286,-0.0,0.3220241963863373
180,149.55,149.55,22540,248,90,-47.89035415649414,0.27807822823524475,0.001,0.20545053482055664,-47.89035415649414,-47.89035415649414,22439,0.20545053482055664,0.023688485845923424,-47.89035415649414,-0.367978572845459,-0.0,0.27807822823524475
184,153.62,153.62,23498,259,90,-48.191162109375,0.2351064383983612,0.001,0.43697547912597656,-48.191162109375,-48.191162109375,23397,0.43697547912597656,0.02763068489730358,-48.191162109375,-0.4305989742279053,-0.0,0.2351064383983612
188,157.33,157.33,24471,270,90,-51.83594512939453,0.24297022819519043,0.001,0.17196610569953918,-51.83594512939453,-51.83594512939453,24370,0.17196610569953918,0.024953139945864677,-51.83594512939453,0.30594757199287415,-0.0,0.24297022819519043
192,160.59,160.59,25356,280,90,-52.44001007080078,0.26306772232055664,0.001,0.5194555521011353,-52.44001007080078,-52.44001007080078,25255,0.5194555521011353,0.028638048097491264,-52.44001007080078,-0.5118007659912109,-0.0,0.26306772232055664
196,165.78,165.78,26358,291,90,-50.35203552246094,0.26997870206832886,0.001,0.1088881567120552,-50.35203552246094,-50.35203552246094,26257,0.1088881567120552,0.027097849175333977,-50.35203552246094,1.0032833814620972,-0.0,0.26997870206832886
200,173.17,173.17,27657,305,90,-52.570709228515625,0.23410214483737946,0.001,0.14609414339065552,-52.570709228515625,-52.570709228515625,27556,0.14609414339065552,0.02072747051715851,-52.570709228515625,-0.1689850091934204,-0.0,0.23410214483737946
204,187.71,187.71,29600,327,90,-56.81238555908203,0.3656705617904663,0.001,0.18775393068790436,-56.81238555908203,-56.81238555908203,29499,0.18775393068790436,0.028652293607592583,-56.81238555908203,-0.18198196589946747,-0.0,0.3656705617904663
208,198.88,198.88,31236,345,90,-57.56351852416992,0.324966698884964,0.001,0.07814203202724457,-57.56351852416992,-57.56351852416992,31135,0.07814203202724457,0.03445219248533249,-57.56351852416992,0.2982640862464905,-0.0,0.324966698884964
212,212.77,212.77,33023,365,90,-56.63409423828125,0.2877682149410248,0.001,0.5676308274269104,-56.63409423828125,-56.63409423828125,32922,0.5676308274269104,0.038770779967308044,-56.63409423828125,0.4273901581764221,-0.0,0.2877682149410248
216,228.82,228.82,35023,387,90,-59.78992462158203,0.34008312225341797,0.001,0.14701339602470398,-59.78992462158203,-59.78992462158203,34922,0.14701339602470398,0.039536699652671814,-59.78992462158203,0.5233128070831299,-0.0,0.34008312225341797
220,244.04,244.04,37023,409,90,-61.60823059082031,0.30913856625556946,0.001,0.056282591074705124,-61.60823059082031,-61.60823059082031,36922,0.056282591074705124,0.03504538908600807,-61.60823059082031,0.17169460654258728,-0.0,0.30913856625556946
224,258.13,258.13,39023,431,90,-63.841007232666016,0.34046608209609985,0.001,0.3740670680999756,-63.841007232666016,-63.841007232666016,38922,0.3740670680999756,0.032080650329589844,-63.841007232666016,-0.0362527072429657,-0.0,0.34046608209609985
228,273.17,273.17,41023,454,90,-66.47219848632812,0.25055623054504395,0.001,0.11825986951589584,-66.47219848632812,-66.47219848632812,40922,0.11825986951589584,0.027100859209895134,-66.47219848632812,-0.45601481199264526,-0.0,0.25055623054504395
232,288.23,288.23,43023,476,90,-67.361328125,0.33598288893699646,0.001,0.14437396824359894,-67.361328125,-67.361328125,42922,0.14437396824359894,0.025437502190470695,-67.361328125,0.24736961722373962,-0.0,0.33598288893699646
236,303.6,303.6,45023,498,90,-71.27598571777344,0.2922574281692505,0.001,0.28188610076904297,-71.27598571777344,-71.27598571777344,44922,0.28188610076904297,0.0306237805634737,-71.27598571777344,-1.1515463590621948,-0.0,0.2922574281692505
240,319.19,319.19,47023,520,90,-70.54812622070312,0.3413911461830139,0.001,0.05966654419898987,-70.54812622070312,-70.54812622070312,46922,0.05966654419898987,0.03250434249639511,-70.54812622070312,-0.03711824491620064,-0.0,0.3413911461830139
244,334.81,334.81,49023,542,90,-76.2820816040039,0.30749842524528503,0.001,0.06860090792179108,-76.2820816040039,-76.2820816040039,48922,0.06860090792179108,0.02782445400953293,-76.2820816040039,-0.46676239371299744,-0.0,0.30749842524528503
248,351.51,351.51,51023,563,90,-75.87135314941406,0.3509470522403717,0.001,0.09288549423217773,-75.87135314941406,-75.87135314941406,50922,0.09288549423217773,0.023479312658309937,-75.87135314941406,0.4100455641746521,-0.0,0.3509470522403717
252,368.93,368.93,53023,585,90,-76.35394287109375,0.3202030062675476,0.001,0.10961814224720001,-76.35394287109375,-76.35394287109375,52922,0.10961814224720001,0.019555268809199333,-76.35394287109375,-0.035480111837387085,-0.0,0.3202030062675476
256,383.85,383.85,55023,607,90,-77.14225769042969,0.29894185066223145,0.001,0.062449466437101364,-77.14225769042969,-77.14225769042969,54922,0.062449466437101364,0.021716883406043053,-77.14225769042969,-0.2781010866165161,-0.0,0.29894185066223145
260,391.23,391.23,56533,623,90,-78.71099853515625,0.3147737979888916,0.001,0.15750910341739655,-78.71099853515625,-78.71099853515625,56432,0.15750910341739655,0.017255321145057678,-78.71099853515625,-0.45383477210998535,-0.0,0.3147737979888916
264,399.49,399.49,58533,645,90,-79.29759216308594,0.2915050983428955,0.001,0.18008218705654144,-79.29759216308594,-79.29759216308594,58432,0.18008218705654144,0.019370028749108315,-79.29759216308594,0.6137412190437317,-0.0,0.2915050983428955
268,408.63,408.63,60533,667,90,-79.63333892822266,0.3162580132484436,0.001,0.0825377106666565,-79.63333892822266,-79.63333892822266,60432,0.0825377106666565,0.020272640511393547,-79.63333892822266,-0.5608255863189697,-0.0,0.3162580132484436
272,419.92,419.92,62533,689,90,-83.16510009765625,0.2821015417575836,0.001,0.16362231969833374,-83.16510009765625,-83.16510009765625,62432,0.16362231969833374,0.020369047299027443,-83.16510009765625,0.14041003584861755,-0.0,0.2821015417575836
276,430.3,430.3,64533,710,90,-79.3616943359375,0.32102423906326294,0.001,0.10048392415046692,-79.3616943359375,-79.3616943359375,64432,0.10048392415046692,0.01490463875234127,-79.3616943359375,0.043786630034446716,-0.0,0.32102423906326294
280,439.93,439.93,66533,732,90,-84.86905670166016,0.3358093500137329,0.001,0.056782253086566925,-84.86905670166016,-84.86905670166016,66432,0.056782253086566925,0.015970073640346527,-84.86905670166016,0.5994104146957397,-0.0,0.3358093500137329
284,450.35,450.35,68533,754,90,-85.85832214355469,0.3005322813987732,0.001,0.05095011740922928,-85.85832214355469,-85.85832214355469,68432,0.05095011740922928,0.016091322526335716,-85.85832214355469,1.1179075241088867,-0.0,0.3005322813987732
288,460.62,460.62,70533,776,90,-85.1530532836914,0.23672592639923096,0.001,0.07037965953350067,-85.1530532836914,-85.1530532836914,70432,0.07037965953350067,0.01445864699780941,-85.1530532836914,-0.6726487874984741,-0.0,0.23672592639923096
292,471.77,471.77,72533,797,90,-86.04830932617188,0.3183082938194275,0.001,0.14899200201034546,-86.04830932617188,-86.04830932617188,72432,0.14899200201034546,0.014306200668215752,-86.04830932617188,0.038018256425857544,-0.0,0.3183082938194275
296,481.75,481.75,74533,819,90,-84.46995544433594,0.29696330428123474,0.001,0.10414966940879822,-84.46995544433594,-84.46995544433594,74432,0.10414966940879822,0.014267138205468655,-84.46995544433594,-0.07657241821289062,-0.0,0.29696330428123474
300,488.76,488.76,76533,841,90,-87.63268280029297,0.20571386814117432,0.001,0.07922400534152985,-87.63268280029297,-87.63268280029297,76432,0.07922400534152985,0.01391070056706667,-87.63268280029297,-0.6611282825469971,-0.0,0.20571386814117432
304,489.33,489.33,78533,862,91,-85.59644317626953,0.31300634145736694,0.001,0.314419686794281,-85.59644317626953,-85.59644317626953,78432,0.314419686794281,0.015823526307940483,-85.59644317626953,-0.06713443994522095,-0.0,0.31300634145736694
308,492.97,492.97,80533,884,91,-89.7209701538086,0.29236355423927307,0.001,0.06525616347789764,-89.7209701538086,-89.7209701538086,80432,0.06525616347789764,0.011970686726272106,-89.7209701538086,-0.016994640231132507,-0.0,0.29236355423927307
312,495.1,495.1,82533,906,91,-84.62771606445312,0.3406606912612915,0.001,0.036053966730833054,-84.62771606445312,-84.62771606445312,82432,0.036053966730833054,0.014890778809785843,-84.62771606445312,0.4146895408630371,-0.0,0.3406606912612915
316,495.1,495.1,84533,928,91,-88.66722869873047,0.3450602889060974,0.001,0.06197083368897438,-88.66722869873047,-88.66722869873047,84432,0.06197083368897438,0.016080031171441078,-88.66722869873047,-0.1578368842601776,-0.0,0.3450602889060974
320,495.1,495.1,86533,949,91,-89.63309478759766,0.34749481081962585,0.001,0.05673417076468468,-89.63309478759766,-89.63309478759766,86432,0.05673417076468468,0.010561957955360413,-89.63309478759766,0.32559311389923096,-0.0,0.34749481081962585
324,495.1,495.1,88533,971,91,-87.2582778930664,0.3228824734687805,0.001,7.989629745483398,-87.2582778930664,-87.2582778930664,88432,7.989629745483398,0.009818175807595253,-87.2582778930664,0.9272962808609009,-0.0,0.3228824734687805
328,495.1,495.1,90533,993,91,-88.29126739501953,0.31187140941619873,0.001,0.825011134147644,-88.29126739501953,-88.29126739501953,90432,0.825011134147644,0.009273327887058258,-88.29126739501953,0.2653864026069641,-0.0,0.31187140941619873
332,495.1,495.1,92533,1015,91,-90.33934783935547,0.4623624086380005,0.001,0.06593193113803864,-90.33934783935547,-90.33934783935547,92432,0.06593193113803864,0.0073710232973098755,-90.33934783935547,3.5495409965515137,-0.0,0.4623624086380005
336,495.1,495.1,94533,1036,91,-91.41773223876953,0.2993399500846863,0.001,0.03410756215453148,-91.41773223876953,-91.41773223876953,94432,0.03410756215453148,0.0068427687510848045,-91.41773223876953,-0.313232421875,-0.0,0.2993399500846863
340,495.1,495.1,96533,1058,91,-91.27178955078125,0.4229220747947693,0.001,0.13002246618270874,-91.27178955078125,-91.27178955078125,96432,0.13002246618270874,0.009707516059279442,-91.27178955078125,1.157678246498108,-0.0,0.4229220747947693
344,494.93,494.93,98516,1080,91,-92.97225952148438,0.34202274680137634,0.001,0.10198286175727844,-92.97225952148438,-92.97225952148438,98415,0.10198286175727844,0.005212353076785803,-92.97225952148438,-0.9098420143127441,-0.0,0.34202274680137634
348,494.93,494.93,100516,1101,91,-91.01853942871094,0.21903708577156067,0.001,0.09847086668014526,-91.01853942871094,-91.01853942871094,100415,0.09847086668014526,0.004286074545234442,-91.01853942871094,0.00787585973739624,-0.0,0.21903708577156067
352,494.93,494.93,102516,1123,91,-89.78079223632812,0.37092846632003784,0.001,0.13044802844524384,-89.78079223632812,-89.78079223632812,102415,0.13044802844524384,0.007280328311026096,-89.78079223632812,0.6861697435379028,-0.0,0.37092846632003784
356,493.39,493.39,104362,1143,91,-90.4939193725586,0.3596910834312439,0.001,0.048551954329013824,-90.4939193725586,-90.4939193725586,104261,0.048551954329013824,0.0078829824924469,-90.4939193725586,-0.07470858097076416,-0.0,0.3596910834312439
360,498.29,498.29,106362,1165,91,-91.25392150878906,0.23474878072738647,0.001,0.032107070088386536,-91.25392150878906,-91.25392150878906,106261,0.032107070088386536,0.0041975039057433605,-91.25392150878906,-1.3531522750854492,-0.0,0.23474878072738647
364,498.29,498.29,108362,1187,91,-91.20106506347656,0.28610411286354065,0.001,0.6074845790863037,-91.20106506347656,-91.20106506347656,108261,0.6074845790863037,0.0049977353774011135,-91.20106506347656,0.2910311818122864,-0.0,0.28610411286354065
368,498.29,498.29,110362,1208,91,-91.20045471191406,0.41025930643081665,0.001,0.03529325872659683,-91.20045471191406,-91.20045471191406,110261,0.03529325872659683,0.010470748879015446,-91.20045471191406,1.5430177450180054,-0.0,0.41025930643081665
372,498.29,498.29,112362,1230,91,-93.63105010986328,0.3376407027244568,0.001,0.20438744127750397,-93.63105010986328,-93.63105010986328,112261,0.20438744127750397,0.017557736486196518,-93.63105010986328,-0.8726539611816406,-0.0,0.3376407027244568
376,498.29,498.29,114362,1252,91,-94.73492431640625,0.3393017649650574,0.001,0.08704489469528198,-94.73492431640625,-94.73492431640625,114261,0.08704489469528198,0.013478759676218033,-94.73492431640625,-1.5839989185333252,-0.0,0.3393017649650574
380,498.29,498.29,116362,1274,91,-92.29337310791016,0.34148839116096497,0.001,0.0705169290304184,-92.29337310791016,-92.29337310791016,116261,0.0705169290304184,0.007907195948064327,-92.29337310791016,-0.35692840814590454,-0.0,0.34148839116096497
384,498.29,498.29,118362,1296,91,-93.11418151855469,0.2857389450073242,0.001,0.04979003965854645,-93.11418151855469,-93.11418151855469,118261,0.04979003965854645,0.008976508863270283,-93.11418151855469,-0.3576720952987671,-0.0,0.2857389450073242
388,498.29,498.29,120362,1317,91,-93.3839340209961,0.30227071046829224,0.001,0.2828654646873474,-93.3839340209961,-93.3839340209961,120261,0.2828654646873474,0.010691744275391102,-93.3839340209961,-0.48562926054000854,-0.0,0.30227071046829224
392,498.29,498.29,122362,1339,91,-95.61683654785156,0.3735978603363037,0.001,0.7692697644233704,-95.61683654785156,-95.61683654785156,122261,0.7692697644233704,0.012081331573426723,-95.61683654785156,0.13996189832687378,-0.0,0.3735978603363037
396,498.29,498.29,124362,1361,91,-95.22871398925781,0.28479453921318054,0.001,0.05838214233517647,-95.22871398925781,-95.22871398925781,124261,0.05838214233517647,0.006364863365888596,-95.22871398925781,-1.3321263790130615,-0.0,0.28479453921318054
400,498.29,498.29,126362,1383,91,-94.42184448242188,0.23840191960334778,0.001,0.10353103280067444,-94.42184448242188,-94.42184448242188,126261,0.10353103280067444,0.007062853313982487,-94.42184448242188,-0.6304706335067749,-0.0,0.23840191960334778
404,498.29,498.29,128362,1405,91,-95.7725601196289,0.22095909714698792,0.001,0.09932980686426163,-95.7725601196289,-95.7725601196289,128261,0.09932980686426163,0.006731139030307531,-95.7725601196289,-0.6887143850326538,-0.0,0.22095909714698792
408,498.29,498.29,130362,1426,91,-95.60269165039062,0.23829150199890137,0.001,0.023920796811580658,-95.60269165039062,-95.60269165039062,130261,0.023920796811580658,0.0031666632276028395,-95.60269165039062,-0.6944239139556885,-0.0,0.23829150199890137
412,498.29,498.29,132362,1448,91,-94.17195129394531,0.2898150086402893,0.001,0.04456446319818497,-94.17195129394531,-94.17195129394531,132261,0.04456446319818497,0.007282071281224489,-94.17195129394531,-0.38238435983657837,-0.0,0.2898150086402893
416,498.29,498.29,134362,1470,91,-93.91140747070312,0.25858235359191895,0.001,0.11156204342842102,-93.91140747070312,-93.91140747070312,134261,0.11156204342842102,0.0051180217415094376,-93.91140747070312,0.3594564199447632,-0.0,0.25858235359191895
420,498.29,498.29,136362,1492,91,-94.39742279052734,0.25394368171691895,0.001,0.1117141991853714,-94.39742279052734,-94.39742279052734,136261,0.1117141991853714,0.005958904977887869,-94.39742279052734,-1.2016212940216064,-0.0,0.25394368171691895
424,498.29,498.29,138362,1514,91,-95.92133331298828,0.4151030480861664,0.001,0.12400256097316742,-95.92133331298828,-95.92133331298828,138261,0.12400256097316742,0.006538603454828262,-95.92133331298828,1.2411993741989136,-0.0,0.4151030480861664
428,498.29,498.29,140362,1536,91,-94.88760375976562,0.2769624590873718,0.001,0.1125166267156601,-94.88760375976562,-94.88760375976562,140261,0.1125166267156601,0.00776071147993207,-94.88760375976562,-0.38393667340278625,-0.0,0.2769624590873718
432,498.29,498.29,142362,1557,91,-95.58548736572266,0.264706015586853,0.001,0.04325179383158684,-95.58548736572266,-95.58548736572266,142261,0.04325179383158684,0.00559646962210536,-95.58548736572266,0.2573873996734619,-0.0,0.264706015586853
436,498.29,498.29,144362,1579,91,-95.02392578125,0.2011086493730545,0.001,0.04880906641483307,-95.02392578125,-95.02392578125,144261,0.04880906641483307,0.003866298822686076,-95.02392578125,-0.1174866259098053,-0.0,0.2011086493730545
440,498.29,498.29,146362,1601,91,-97.02347564697266,0.15280553698539734,0.001,0.03860951215028763,-97.02347564697266,-97.02347564697266,146261,0.03860951215028763,0.004188159480690956,-97.02347564697266,0.5890402793884277,-0.0,0.15280553698539734
444,498.46,498.46,148362,1623,91,-94.7647705078125,0.24429982900619507,0.001,0.04756283387541771,-94.7647705078125,-94.7647705078125,148261,0.04756283387541771,0.00759150180965662,-94.7647705078125,-1.8395085334777832,-0.0,0.24429982900619507
448,498.46,498.46,150362,1645,91,-94.86610412597656,0.3904411494731903,0.001,0.06973566114902496,-94.86610412597656,-94.86610412597656,150261,0.06973566114902496,0.004609258379787207,-94.86610412597656,-0.2647811770439148,-0.0,0.3904411494731903
452,498.46,498.46,152362,1666,91,-95.62784576416016,0.5169446468353271,0.001,0.122285857796669,-95.62784576416016,-95.62784576416016,152261,0.122285857796669,0.012864147312939167,-95.62784576416016,0.1971912682056427,-0.0,0.5169446468353271
