time/episodes,train/std,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/RL_loss,train/critic_loss,train/MSE_loss,train/Main_losses,train/critic_los,train/actor_loss,train/ent_coef,train/loss,train/MSE_losses,train/ent_coef_loss,train/Beta,train/learning_rate
368,0.04278315231204033,92,326457,277.18373442,3528,858.58,316416,-7.352840423583984,0.19633131561568007,5.395537376403809,-7.864311687648296,0.9012762904167175,-7.864311687648296,0.005689934885594994,-7.352840423583984,5.651181548833847,0.28628104785457253,-0.0,0.00073
372,0.0429859422147274,92,329787,277.44136976000004,3564,851.31,319744,-8.471529006958008,0.19991628392017446,5.606516361236572,-8.114386282861233,0.09233706444501877,-8.114386282861233,0.005957759691227693,-8.471529006958008,5.362827703356743,-0.31097842776216567,-0.0,0.00073
376,0.043078310787677765,92,333146,277.79173913000005,3601,844.37,323136,-8.844893455505371,0.37546779282274656,5.226371765136719,-8.204151652753353,0.19917263090610504,-8.204151652753353,0.005608114013739396,-8.844893455505371,5.324484437704086,-0.1913745712954551,-0.0,0.00073
380,0.04289723187685013,92,336470,278.12404139,3637,836.91,326464,-8.122802734375,0.12383518039132468,5.529298782348633,-8.720787912607193,0.13797225058078766,-8.720787912607193,0.004935580313031096,-8.122802734375,5.497515067458153,-0.5953049827367067,-0.0,0.00073
384,0.04323265701532364,92,339779,279.72340593,3673,831.01,329792,-9.575302124023438,0.17695235655992292,5.162078380584717,-8.77909367531538,0.04136047512292862,-8.77909367531538,0.006216024776222184,-9.575302124023438,5.386710025370121,-1.2885423348052427,-0.0,0.00073
388,0.04331854358315468,92,342952,280.03557974,3707,823.48,332928,-8.291675567626953,0.24004625310772099,5.24848747253418,-8.94368702173233,0.08955197781324387,-8.94368702173233,0.007154888015065808,-8.291675567626953,5.363425716757774,-0.6430534296669066,-0.0,0.00073
392,0.04323351010680199,92,346282,280.4062632,3743,817.45,336256,-9.796408653259277,0.2700842428894248,4.810862064361572,-9.314064800739288,0.06997518241405487,-9.314064800739288,0.006212102234712802,-9.796408653259277,5.2127645537257195,-0.14382916316390038,-0.0,0.00073
396,0.043185316026210785,92,349532,280.63832691,3778,812.85,339520,-9.280562400817871,0.2011018384655472,5.258828163146973,-9.25954082608223,0.03085404261946678,-9.25954082608223,0.005766033464169595,-9.280562400817871,5.165082834661007,-0.06510700518265367,-0.0,0.00073
400,0.043020352721214294,92,352641,280.51073091,3812,807.83,342656,-9.55610466003418,0.3439529379538726,5.443942546844482,-9.582515686750412,2.0075747966766357,-9.582515686750412,0.00570518356107641,-9.55610466003418,5.315004914999008,0.2515663020312786,-0.0,0.00073
404,0.04313433915376663,92,355895,282.53592749,3847,806.21,345856,-10.239221572875977,0.23543536034412682,4.817101955413818,-9.891573742032051,0.10368365049362183,-9.891573742032051,0.006315905098745134,-10.239221572875977,5.044977732002735,0.6492886915802956,-0.0,0.00073
408,0.043007992208004,92,358437,281.6781879,3875,800.34,348416,-10.573954582214355,0.31451431661844254,5.063565731048584,-10.200966864824295,0.09226801991462708,-10.200966864824295,0.006253874336834997,-10.573954582214355,4.92300882935524,-0.023979423101991415,-0.0,0.00073
412,0.04308543726801872,92,360984,283.22528445,3903,799.52,350976,-10.165105819702148,0.19085940447985195,4.595904350280762,-10.252308815717697,0.04017476364970207,-10.252308815717697,0.006235284512513317,-10.165105819702148,4.918660573661327,0.033007727935910225,-0.0,0.00073
416,0.04301103204488754,92,363618,281.37003405,3931,791.58,353600,-10.832733154296875,0.23487838011351414,4.456787109375,-10.37696522474289,0.07311609387397766,-10.37696522474289,0.006229391277884133,-10.832733154296875,4.881429813802242,0.030958922114223242,-0.0,0.00073
420,0.04302290081977844,92,365780,274.96527435,3955,778.77,355776,-10.776388168334961,0.3047843518143054,4.745709419250488,-10.314726665616035,1.77973210811615,-10.314726665616035,0.005361373616324272,-10.776388168334961,4.966974847018719,-1.4272941360250115,-0.0,0.00073
424,0.042986541986465454,92,369044,274.98695707,3990,777.06,359040,-10.680028915405273,0.30145337351132184,4.470170021057129,-10.581042423844337,0.050954341888427734,-10.581042423844337,0.006150903886009473,-10.680028915405273,4.681078381836414,0.017575605306774378,-0.0,0.00073
428,0.04282230883836746,92,371788,274.16813848000004,4020,775.42,361792,-10.23252010345459,0.4635000160196796,4.904215335845947,-10.481229156255722,0.09473378956317902,-10.481229156255722,0.0064025664469227195,-10.23252010345459,4.709288507699966,0.05412562331184745,-0.0,0.00073
432,0.04287227615714073,92,374999,274.35982429,4055,773.51,364992,-12.157303810119629,0.21978537962422706,4.6661200523376465,-11.15500433743,0.04270888864994049,-11.15500433743,0.007012855217908509,-12.157303810119629,4.768633048981428,1.0653151366859674,-0.0,0.00073
436,0.043080609291791916,92,378152,277.0133338,4089,775.56,368128,-10.680256843566895,0.2810740066051949,5.065059661865234,-11.092397898435593,0.7190712690353394,-11.092397898435593,0.0069575406014337204,-10.680256843566895,4.775541141629219,-1.2307846011826769,-0.0,0.00073
440,0.043029818683862686,92,381376,277.19481376000005,4123,773.29,371328,-11.452201843261719,0.3425017822883092,5.312109470367432,-11.287444576621056,0.09181688725948334,-11.287444576621056,0.007251216025906615,-11.452201843261719,4.790626749396324,0.8504221860785037,-0.0,0.00073
444,0.04300672933459282,92,384512,277.36551634,4157,771.01,374464,-10.443682670593262,0.35058244899846613,5.744639873504639,-11.452595591545105,0.05405188351869583,-11.452595591545105,0.006559254899912048,-10.443682670593262,5.366970919072628,-0.7006931412033737,-0.0,0.00073
448,0.04254649206995964,92,387600,277.66995827000005,4191,767.82,377600,-12.14301586151123,0.2332657367514912,5.112494945526123,-11.84970286488533,0.030296342447400093,-11.84970286488533,0.004864958100370131,-12.14301586151123,5.129531465470791,-0.11225799331441522,-0.0,0.00073
452,0.04236528277397156,92,390725,281.91901505999994,4225,771.37,380736,-12.601736068725586,0.31715963943861425,4.744210720062256,-12.251635417342186,0.08265714347362518,-12.251635417342186,0.0056075189204420894,-12.601736068725586,4.501477498561144,0.41843107366003096,-0.0,0.00073
456,0.04212142527103424,92,393912,284.66500358999997,4259,772.7,383872,-12.514669418334961,0.28086081496439874,5.032478332519531,-12.607390522956848,0.10683707892894745,-12.607390522956848,0.0058468807983445,-12.514669418334961,4.6251949071884155,-0.14490549988113344,-0.0,0.00073
460,0.04235050454735756,92,396362,282.13785883,4286,764.74,386368,-12.28396987915039,0.3472410954127554,4.12343168258667,-12.677820652723312,0.16422602534294128,-12.677820652723312,0.007174561367719434,-12.28396987915039,4.168900184333324,0.6936655242461711,-0.0,0.00073
464,0.04248818755149841,92,399469,282.29699402,4319,762.96,389440,-13.6018705368042,0.32139366955379955,4.1383562088012695,-12.638368368148804,0.06871271133422852,-12.638368368148804,0.007013814836682286,-13.6018705368042,4.274230413138866,0.20812954474240541,-0.0,0.00073
468,0.042312558740377426,92,402556,282.57042387999996,4352,760.99,392512,-13.41218376159668,0.42216084789833985,4.193446159362793,-12.930693581700325,0.07046985626220703,-12.930693581700325,0.005894721041840967,-13.41218376159668,4.280289862304926,0.37673039827495813,-0.0,0.00073
472,0.042306143790483475,92,405283,280.14875931,4382,754.96,395264,-12.751121520996094,0.3240809729322791,4.334637641906738,-13.176394388079643,0.06814152747392654,-13.176394388079643,0.006342679058434442,-12.751121520996094,4.247791662812233,0.18829339602962136,-0.0,0.00073
476,0.04230877757072449,92,408358,280.35960979,4415,752.12,398336,-13.199066162109375,0.3870082438807003,4.140293121337891,-13.164855599403381,0.14405572414398193,-13.164855599403381,0.006296911786193959,-13.199066162109375,4.022840898483992,-1.1233959069941193,-0.0,0.00073
480,0.04223695397377014,92,411429,280.55429416999993,4449,749.59,401408,-13.149027824401855,0.37396942867781036,3.8091073036193848,-13.384789749979973,0.07441925257444382,-13.384789749979973,0.006069189999834634,-13.149027824401855,4.103267975151539,-0.7587497982312925,-0.0,0.00073
484,0.042252618819475174,92,414478,280.77389431,4482,746.99,404480,-14.083118438720703,0.279114297387423,4.149778842926025,-13.811035796999931,0.9292484521865845,-13.811035796999931,0.006397296252544038,-14.083118438720703,4.121395166963339,0.4152113852323964,-0.0,0.00073
488,0.04237978905439377,92,417531,280.93728549,4514,745.79,407488,-14.12542724609375,0.41724470994086005,4.092493057250977,-13.844136074185371,1.40010404586792,-13.844136074185371,0.007132785220164806,-14.12542724609375,4.160930551588535,0.22962825605645776,-0.0,0.00073
492,0.04233724623918533,92,420573,281.10985049,4548,742.91,410560,-14.243486404418945,0.29254095649230294,3.908644914627075,-14.060692563652992,0.072420135140419,-14.060692563652992,0.006135548966994975,-14.243486404418945,3.9948216676712036,-0.508553652674891,-0.0,0.00073
496,0.04232989624142647,92,423160,278.19066210999995,4575,736.28,413120,-14.743548393249512,0.34520636819070205,3.6501693725585938,-14.191442638635635,1.3296568393707275,-14.191442638635635,0.006720594814396463,-14.743548393249512,3.9272556714713573,-0.3857487505301833,-0.0,0.00073
500,0.04230455681681633,92,425577,275.31134552,4602,729.36,415552,-14.419374465942383,0.4742924347228836,3.7811667919158936,-14.285020425915718,0.04677736759185791,-14.285020425915718,0.006151151355879847,-14.419374465942383,3.952150668948889,-0.8259006608277559,-0.0,0.00073
504,0.04211222380399704,92,428608,275.51644205,4634,727.13,418560,-15.185853004455566,0.3689513972203713,3.460793972015381,-14.848711416125298,0.04969854652881622,-14.848711416125298,0.006521170616906602,-15.185853004455566,3.6383101791143417,0.3609118927270174,-0.0,0.00073
508,0.04202383756637573,92,431635,279.57750152999995,4668,731.98,421632,-14.919912338256836,0.3272853196540382,3.6439828872680664,-15.082329198718071,0.07871536910533905,-15.082329198718071,0.006918546176166274,-14.919912338256836,3.6872190088033676,-0.1945052535738796,-0.0,0.00073
512,0.04207126423716545,92,434398,281.56243503,4697,734.14,424384,-14.891273498535156,0.36543243227060884,3.5451254844665527,-14.909368470311165,0.14001286029815674,-14.909368470311165,0.006312908364634495,-14.891273498535156,3.651030894368887,0.3026767917908728,-0.0,0.00073
516,0.0420585498213768,92,437143,283.25570385,4727,735.25,427136,-14.832412719726562,0.38824528429540806,3.623094081878662,-14.957105591893196,0.12171620875597,-14.957105591893196,0.0061923187677166425,-14.832412719726562,3.709676291793585,-0.15881646890193224,-0.0,0.00073
520,0.04188336804509163,92,440150,290.00700312,4760,743.7,430144,-14.924724578857422,0.3619000593898818,3.6630406379699707,-15.042095467448235,0.07912947237491608,-15.042095467448235,0.00654662858141819,-14.924724578857422,3.6896492689847946,-0.4047287731664255,-0.0,0.00073
524,0.04186556115746498,92,443207,290.27930577,4793,741.63,433216,-15.130491256713867,0.46255587780615315,3.906337261199951,-15.168084412813187,0.3105313777923584,-15.168084412813187,0.006502758173155598,-15.130491256713867,3.649485133588314,0.5192655910504982,-0.0,0.00073
528,0.04191865399479866,92,445753,291.66534208999997,4820,739.65,435712,-16.009075164794922,0.4886923592421226,3.2433176040649414,-15.509133994579315,0.030249422416090965,-15.509133994579315,0.006317311970633455,-16.009075164794922,3.5056272819638252,-0.5674035961274058,-0.0,0.00073
532,0.04181210696697235,92,448442,289.5227740600001,4849,734.43,438400,-14.83727741241455,0.42529819335322827,3.514451503753662,-15.612338945269585,1.4773706197738647,-15.612338945269585,0.006249518264667131,-14.83727741241455,3.4584000259637833,-0.1733829090371728,-0.0,0.00073
536,0.0417458675801754,92,451265,287.74969597,4881,731.13,441280,-15.446048736572266,0.45483492958010174,3.3945934772491455,-15.807563543319702,0.10295160114765167,-15.807563543319702,0.006032353579939809,-15.446048736572266,3.4151643849909306,-0.6427329515572637,-0.0,0.00073
540,0.041666749864816666,92,454199,287.94966849,4912,728.23,444160,-15.050796508789062,0.40142761467723176,3.5572779178619385,-15.881401538848877,0.07919037342071533,-15.881401538848877,0.006558252323884517,-15.050796508789062,3.336802188307047,-0.051742748473770916,-0.0,0.00073
544,0.041467662900686264,92,457168,288.10601197000005,4944,726.56,447168,-15.970695495605469,0.455333605321357,3.2110750675201416,-16.21133378148079,0.33009177446365356,-16.21133378148079,0.006177228169690352,-15.970695495605469,3.314337342977524,-0.3789106571348384,-0.0,0.00073
548,0.04140424355864525,92,460104,286.71896976,4976,725.04,450112,-16.43663787841797,0.486638261936605,2.9832825660705566,-16.30982966721058,0.07455518841743469,-16.30982966721058,0.006226697631063871,-16.43663787841797,3.221850160509348,-0.7800987376831472,-0.0,0.00073
552,0.04137474671006203,92,462986,286.93259479,5008,722.61,452992,-16.270587921142578,0.3404018816072494,3.412322998046875,-16.461947217583656,0.32030463218688965,-16.461947217583656,0.005734870130254421,-16.270587921142578,3.3669152967631817,0.5041023239027709,-0.0,0.00073
556,0.04144279658794403,92,465944,286.99888408,5039,720.32,455936,-17.169963836669922,0.36749964562477544,3.2002501487731934,-16.60295930504799,0.0416831374168396,-16.60295930504799,0.00587025165441446,-17.169963836669922,3.0669253058731556,-0.9193432175088674,-0.0,0.00073
560,0.041239723563194275,92,468900,291.3014275599999,5071,725.38,458880,-17.15896987915039,0.3520281298842747,3.0577375888824463,-16.710490122437477,0.036525908857584,-16.710490122437477,0.005773032586148474,-17.15896987915039,3.0489892587065697,0.212022524792701,-0.0,0.00073
564,0.04117172211408615,92,471170,287.25008789,5096,717.01,461184,-16.909156799316406,0.37259930244181305,2.9631285667419434,-16.84400835633278,0.20169436931610107,-16.84400835633278,0.00559463350509759,-16.909156799316406,3.0859970152378082,-0.3167850381578319,-0.0,0.00073
568,0.04116833955049515,92,472805,278.7705103300001,5114,702.49,462784,-16.76123046875,0.4389294070424512,3.116213798522949,-16.98991632461548,0.24429947137832642,-16.98991632461548,0.005979239322186913,-16.76123046875,3.151108119636774,0.4165677243145183,-0.0,0.00073
572,0.04117997735738754,92,474416,273.20699278,5131,691.33,464384,-16.75305938720703,0.3424844078544993,3.2735376358032227,-16.857479140162468,0.06597645580768585,-16.857479140162468,0.006093160620366689,-16.75305938720703,3.1378748416900635,-0.18655294401105493,-0.0,0.00073
576,0.04113117605447769,92,477362,273.29246858,5163,690.04,467328,-16.83249282836914,0.3905155458196532,2.9784533977508545,-17.030547350645065,0.040139324963092804,-17.030547350645065,0.006230342034541536,-16.83249282836914,2.927921537309885,-0.6341914371587336,-0.0,0.00073
580,0.04117543622851372,92,479679,269.26454837,5188,682.5,469632,-17.387126922607422,0.4481028459558729,3.0239500999450684,-17.095274448394775,0.048936571925878525,-17.095274448394775,0.005942794850852806,-17.387126922607422,2.878195393830538,0.5172808379866183,-0.0,0.00073
584,0.04114604741334915,92,482272,266.48973777,5217,677.94,472256,-17.772663116455078,0.39763307571411133,2.794586658477783,-17.17676693201065,0.030758928507566452,-17.17676693201065,0.006037153172655962,-17.772663116455078,2.93784748762846,-0.11919099395163357,-0.0,0.00073
588,0.041324783116579056,92,485267,266.53430257,5249,677.36,475264,-16.782751083374023,0.4657365054008551,3.3730156421661377,-17.168839052319527,0.17382588982582092,-17.168839052319527,0.006125005202193279,-16.782751083374023,2.9478225633502007,0.1829540168400854,-0.0,0.00073
592,0.041303783655166626,92,488267,266.58232204000007,5282,676.94,478272,-17.115455627441406,0.5304639916575979,2.6774778366088867,-17.208500802516937,2.4750819206237793,-17.208500802516937,0.0057636781930341385,-17.115455627441406,2.857230555266142,-0.513452855637297,-0.0,0.00073
596,0.04121926799416542,92,491155,269.77113040000006,5313,679.95,481152,-17.241994857788086,0.5992005007283296,2.5800936222076416,-17.30077216029167,0.2809078097343445,-17.30077216029167,0.006036631988536101,-17.241994857788086,2.9156901352107525,-0.2769538601860404,-0.0,0.00073
600,0.0412040613591671,92,494098,274.7680242,5345,685.21,484096,-17.598386764526367,0.4720592842204496,3.155787944793701,-17.582415640354156,0.04817987233400345,-17.582415640354156,0.00564022426988231,-17.598386764526367,2.756460167467594,0.3623897845391184,-0.0,0.00073
604,0.04140276089310646,92,497048,274.8306446,5377,684.4,487040,-17.472232818603516,0.5260809765313752,2.876023530960083,-17.668117344379425,0.057076435536146164,-17.668117344379425,0.005822594517667312,-17.472232818603516,2.7782785445451736,0.8049692914355546,-0.0,0.00073
608,0.04126283526420593,92,499935,274.86796288,5408,683.0,489920,-17.953012466430664,0.5761157406086568,2.7901904582977295,-17.84671288728714,1.6110608577728271,-17.84671288728714,0.005748778312408831,-17.953012466430664,2.7643939778208733,0.5719147368799895,-0.0,0.00073
