rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/MSE_loss,train/critic_loss,train/learning_rate,train/critic_los,train/Beta,train/n_updates,train/ent_coef,train/ent_coef_loss,train/loss,train/MSE_losses,train/Main_losses,train/RL_loss,train/actor_loss
487.05,89,915,328,487.05,82192,0.3066209554672241,0.2760195732116699,0.001,0.2760195732116699,-0.0,82091,0.010121322236955166,-0.39485257863998413,-91.15267944335938,0.3066209554672241,-91.15267944335938,-91.15267944335938,-91.15267944335938
487.05,89,937,332,487.05,84192,0.3236037492752075,0.23162905871868134,0.001,0.23162905871868134,-0.0,84091,0.01172558031976223,0.04755261540412903,-87.22743225097656,0.3236037492752075,-87.22743225097656,-87.22743225097656,-87.22743225097656
487.05,89,960,336,487.05,86192,0.39761263132095337,0.1267392933368683,0.001,0.1267392933368683,-0.0,86091,0.012742704711854458,-0.2555278539657593,-90.03758239746094,0.39761263132095337,-90.03758239746094,-90.03758239746094,-90.03758239746094
487.05,89,982,340,487.05,88192,0.480037122964859,0.2798846960067749,0.001,0.2798846960067749,-0.0,88091,0.01440166775137186,0.1218414306640625,-91.83673858642578,0.480037122964859,-91.83673858642578,-91.83673858642578,-91.83673858642578
487.05,89,1004,344,487.05,90192,0.5581803321838379,0.04704686999320984,0.001,0.04704686999320984,-0.0,90091,0.02363850548863411,0.17999088764190674,-95.0307388305664,0.5581803321838379,-95.0307388305664,-95.0307388305664,-95.0307388305664
487.05,89,1026,348,487.05,92192,0.5415734052658081,0.034442078322172165,0.001,0.034442078322172165,-0.0,92091,0.02612423710525036,-0.11284713447093964,-91.40927124023438,0.5415734052658081,-91.40927124023438,-91.40927124023438,-91.40927124023438
491.8,89,1049,352,491.8,94192,0.4895901679992676,0.047720156610012054,0.001,0.047720156610012054,-0.0,94091,0.022399000823497772,-0.018886715173721313,-94.36128234863281,0.4895901679992676,-94.36128234863281,-94.36128234863281,-94.36128234863281
491.8,89,1071,356,491.8,96192,0.579917311668396,0.21588043868541718,0.001,0.21588043868541718,-0.0,96091,0.027675721794366837,0.5482884645462036,-95.46829223632812,0.579917311668396,-95.46829223632812,-95.46829223632812,-95.46829223632812
493.78,89,1093,360,493.78,98192,0.5483616590499878,0.030503079295158386,0.001,0.030503079295158386,-0.0,98091,0.03361561521887779,-0.16025254130363464,-95.62255859375,0.5483616590499878,-95.62255859375,-95.62255859375,-95.62255859375
496.09,89,1115,364,496.09,100192,0.4877856373786926,0.03619352728128433,0.001,0.03619352728128433,-0.0,100091,0.027502799406647682,-0.3024541735649109,-93.8830337524414,0.4877856373786926,-93.8830337524414,-93.8830337524414,-93.8830337524414
496.09,89,1138,368,496.09,102192,0.4127153158187866,0.2208588421344757,0.001,0.2208588421344757,-0.0,102091,0.010273019783198833,0.4078565239906311,-95.14673614501953,0.4127153158187866,-95.14673614501953,-95.14673614501953,-95.14673614501953
496.09,89,1160,372,496.09,104192,0.38282066583633423,0.043460533022880554,0.001,0.043460533022880554,-0.0,104091,0.012125251814723015,0.17650297284126282,-94.13694763183594,0.38282066583633423,-94.13694763183594,-94.13694763183594,-94.13694763183594
496.09,89,1183,376,496.09,106192,0.5064566731452942,0.02730111964046955,0.001,0.02730111964046955,-0.0,106091,0.021096566691994667,0.38469043374061584,-97.38215637207031,0.5064566731452942,-97.38215637207031,-97.38215637207031,-97.38215637207031
496.09,89,1205,380,496.09,108192,0.386152446269989,0.03227582573890686,0.001,0.03227582573890686,-0.0,108091,0.011250622570514679,-1.3764574527740479,-97.10867309570312,0.386152446269989,-97.10867309570312,-97.10867309570312,-97.10867309570312
496.09,89,1227,384,496.09,110192,0.4382777512073517,0.09866288304328918,0.001,0.09866288304328918,-0.0,110091,0.016552593559026718,-0.7019262909889221,-97.77798461914062,0.4382777512073517,-97.77798461914062,-97.77798461914062,-97.77798461914062
496.09,89,1250,388,496.09,112192,0.4102696180343628,0.05058259516954422,0.001,0.05058259516954422,-0.0,112091,0.012639038264751434,-0.19178414344787598,-95.7899169921875,0.4102696180343628,-95.7899169921875,-95.7899169921875,-95.7899169921875
496.09,89,1272,392,496.09,114192,0.5014396905899048,0.2433778941631317,0.001,0.2433778941631317,-0.0,114091,0.013968555256724358,0.5341147184371948,-95.05384826660156,0.5014396905899048,-95.05384826660156,-95.05384826660156,-95.05384826660156
496.09,89,1294,396,496.09,116192,0.44326233863830566,0.4802698493003845,0.001,0.4802698493003845,-0.0,116091,0.013169155456125736,-0.31487494707107544,-97.14434814453125,0.44326233863830566,-97.14434814453125,-97.14434814453125,-97.14434814453125
492.95,89,1313,400,492.95,117878,0.3820033669471741,0.06784901022911072,0.001,0.06784901022911072,-0.0,117777,0.011289103887975216,-0.3049367666244507,-97.44073486328125,0.3820033669471741,-97.44073486328125,-97.44073486328125,-97.44073486328125
